problema,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO,NSGA-II,MOEA/D,NSGA-III,SMS-EMOA
ZDT1,0.13545516432711113,0.07199035459923797,0.7666008974626912,0.8464500331907552,0.7221147595591894,0.8349236363274903,0.8522734862289828,0.8277112944018108,0.23793544998353738,0.8751478651424102,,0.0,0.5595222781711109,0.112424684145699,0.0,0.08402175371971721,0.11759624011715027
ZDT3,0.22547623569293987,0.1510879479123239,0.22043671563228207,0.46954246062871446,0.6489972190842647,0.6935840634948038,0.6425739358673839,0.7000858752699155,0.21014701041709877,,,0.0739601479901238,0.3431935097866866,0.21654649645340762,0.0,0.1786773502873485,0.1971972006282781
ZDT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDT6,0.0,0.0,0.055000000000000056,0.1158922603418382,0.28432812544382474,0.0,0.049822564341156526,0.1306201692897512,0.0,0.5976602839733616,,0.0,0.0,0.0,0.0,0.0,0.0
DTLZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTLZ2,0.243120929324661,0.22667903137359452,0.5076524430486424,0.7157217670139371,0.42633107881835974,0.27781091277073555,0.5665431015425517,0.5076508467910605,0.41298910996532284,0.7307875242423787,,0.09319982436398745,0.03306327262270008,0.21220608609396985,0.2125307438325887,0.27962773440204236,0.4020331344339929
DTLZ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DTLZ4,0.06866383327362488,0.062028959137962046,0.09829526238767522,0.1218076614037405,0.0,0.021998082030113206,0.49333837034581873,,0.3053227799535111,0.1439240003732476,,0.0,0.0,0.1190519640428436,0.08434387152481433,0.20289835995427125,0.22794754196355704
DTLZ7,0.0,0.0,0.37351671124728747,0.5092609364802363,0.3180509182022402,0.5148492836284586,0.5057454259441363,0.4992292715865666,0.008758589967790392,,,0.0,0.0394682716270554,0.0,0.0,0.0,0.0
WFG1,0.20967661490331438,0.17217282129443698,0.17627527185792818,0.16789122835230325,0.10065947524875185,0.18926463764452417,0.0,0.18889491018272683,0.15776877424324234,,,0.0,0.0,0.20316359431958653,0.06157063984945514,0.18619090500510033,0.19119589978815477
WFG2,0.5408293502049191,0.5234243195483778,0.51142821097353,0.4816877196552003,0.5355937259633134,0.5979833424150216,0.5119648749737822,0.44930957372667313,0.4650963076511726,0.6737713003441637,,0.4378861303251158,0.4209810540930561,0.5732513943080371,0.4602824103012004,0.5505824817494003,0.5772928397027984
WFG4,0.29333596134954976,0.28766827616026885,0.27782632806818974,0.2983998104901341,0.2349515702794048,0.24312057057036884,0.2906786550018226,0.21298315515287658,0.2451112957159112,0.28816453812635257,,0.20105346614379938,0.20051040198005576,0.3076431482461715,0.23127243270041137,0.297701143607106,0.33071814345847644
WFG5,0.25426552429091365,0.2280105796485916,0.33850063003743663,0.35867732658071916,0.3857544412751639,0.3307662994960211,0.3018450693784818,0.32747372624943055,0.2130918239929201,0.36486518241496474,,0.21374660420633462,0.28472230294267314,0.2618876818281801,0.15052433003261048,0.2510727821363773,0.2817206554651646
WFG9,0.22716574035786916,0.22884146997816596,0.2646758602450625,0.268525438152343,0.2119240143438365,0.1598917825858338,0.25918752937650846,0.1504713911393155,0.1578673356040502,0.23124705825364433,,0.09863436730425619,0.10359312822239483,0.25404022229278056,0.12617344003345676,0.23668895490998043,0.2685356734770656
MMF1,0.7561000655758,0.759349198983271,0.7493596303894846,0.7612720900020965,0.7577235929767732,0.7696659082513057,0.7553260632064003,0.7576758268353598,0.7485364039847494,0.7916187254483984,0.7772410116449338,0.77885657337767,0.6692223350355411,0.7565778563824328,0.7587509597886206,0.7584217133769251,0.7515473187370945
MMF4,0.4623984190420151,0.464716367420277,0.4927005919490275,0.4784032975389561,0.4890480229086567,0.4814248850074093,0.472533340268733,0.4931570413293881,0.4748348268839596,0.4957068174718965,0.48856718091803886,0.484607116029233,0.43227193182601714,0.4645797118222741,0.4564611027891824,0.4678888956196033,0.4567004370910171
MMF11_L,0.9429260691386475,0.9318911169842516,0.9896441580772752,0.9803570404612104,0.9837889444465534,0.9911593675443193,0.993491625760462,0.9699696349630038,0.9435071138737794,1.0171529453618542,0.90001048260518,0.9755009360046896,0.8733783765887526,0.9552748562118802,0.9134562308982022,0.953114367170337,0.9461876388783174
MMF16_20,0.7131051141860012,0.7277920620224464,0.7064753302223217,0.7294720236871728,0.7583540373555163,0.7447600776358223,0.7255135615380499,0.7282491690040768,0.6949201125151498,,,0.677998688057504,0.6508502204311469,0.704076932203207,0.6283575230432996,0.700973268144172,0.7241319537238525
BBOB_F1,0.7048547905318974,0.7323889782316808,1.036909959493533,1.0348104868087622,0.9970463971781773,0.9466251931220656,0.9395795136243135,0.9840908841846154,0.8989076687514613,1.0405073240739542,0.8535800062060365,0.9478777784628308,0.24837742753783487,0.8017329030817848,0.45390014839369563,0.7541533551366011,0.7838185945942717
