problema,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO,NSGA-II,MOEA/D,NSGA-III,SMS-EMOA
ZDT1,0.5498824522184522,0.6849943764693003,0.06432216318579675,0.016035367831599236,0.0739991879859877,0.020228433200527196,0.01287029084611583,0.027959996022921874,0.4813413037740769,0.0007313949200915585,,0.9921222664422649,0.14975430309804005,0.6253886348754183,1.9659020430678766,0.6677802970350184,0.6409909768161652
ZDT3,0.3507057934971228,0.4333851254422919,0.354865165887691,0.15961926365187812,0.049326338090141114,0.015523984214496774,0.038466299426588454,0.012760035519404238,0.3590229700015539,,,0.5683358880339595,0.21451153592713512,0.36467431741721534,1.0499308778889422,0.41292228159666466,0.36955879398519154
ZDT4,47.80122380301089,45.51160154566416,58.633753990110435,27.851303216273205,49.20545113337035,40.29825168303874,19.51007524507628,64.83192152875438,47.672957349224575,26.26529352664763,59.298926448122344,69.34147740724676,84.92340333101623,34.95291468241744,47.03889493797091,41.283530063285234,35.427847957141026
ZDT6,6.685374260883419,6.033182888657424,0.7750672976146645,0.10508021788164364,0.0593505389888909,1.450752132507675,0.7237245166140915,0.2879421022501321,4.047853168622094,0.004470019770337307,,5.701014923684863,1.6124062238436359,6.444854544872129,7.45187086676771,6.399708674113089,6.198133856661326
DTLZ1,65.68658910771197,74.33021062081865,67.1911813605647,76.45799626386906,71.66630449206109,78.60486938739122,47.9948238499,73.84389131851913,91.82110605267214,72.73795890377929,78.46257800507472,113.99730377572311,95.44798829123727,66.99840869158918,47.02442345884117,58.28168783818225,57.700277538979584
DTLZ2,0.23572868215145668,0.2476936522240455,0.11405280529609514,0.03804928013643587,0.1340176940610279,0.2029655483338232,0.09374487891909522,0.09960310226946698,0.15845786085544825,0.02974141038576589,,0.35071072438462797,0.4564808087547587,0.24250964821211624,0.3044716204192808,0.20363990788549607,0.15519421092872546
DTLZ3,256.6324540666179,318.3795719433823,185.44911423837084,226.81729131392547,231.58839244619935,325.1895376293522,178.6412288850867,228.77903965828853,451.7787408526376,217.2853596583683,,468.33542164932015,372.35087488058116,249.92241901990283,175.66609082209686,218.46498375336125,180.7426969652771
DTLZ4,0.3200726931570015,0.35633179746543175,0.32476056625693683,0.3318061509062401,0.6308178464163084,0.4356139815946619,0.12769796851319073,,0.1913491289286679,0.45997177507857795,,0.7417221864724064,0.8054005980894996,0.264899321067378,0.42187701557909985,0.2443988011955768,0.21222784613506634
DTLZ7,1.1558443567473353,1.0998335206834207,0.15028599953600263,0.052727101100661686,0.14382792437352804,0.04706639187675103,0.05476622040903068,0.053054906818876944,0.6022847772690066,,,1.4108700891282226,0.47552084547398143,1.026356592831751,1.573461623353078,1.0692490479875079,1.0475572207142774
WFG1,0.4970597150118008,0.5138100821664654,0.5186766202756978,0.5176104585247703,0.6537367438226308,0.5090117557743408,0.9465152222363351,0.5178775627142422,0.5265341068398566,,,0.9355941385449865,0.8835018332040896,0.49546399642620953,0.7109284928511266,0.5054391932516105,0.49524938883738373
WFG2,0.14914572995942543,0.16164331438601232,0.18693244929106106,0.19243024873652992,0.15181102952517528,0.11384853034690531,0.1785599244022002,0.22257981203122404,0.20704850280581602,0.059401732076596485,,0.22416301466162847,0.24041878781706758,0.12680013758701025,0.21503224123840117,0.14260757377500288,0.12384524724973675
WFG4,0.06764409793849091,0.07148245140460886,0.08406510507562376,0.06476201047920474,0.09847625929300072,0.09659820433576218,0.06745363146251335,0.11446799614429007,0.09806290844783018,0.06749712479809951,,0.12761888653561354,0.13041819894623224,0.05769238250586305,0.11071564815490303,0.06429796263122532,0.047057677623543376
WFG5,0.10388737571844664,0.12763214542467638,0.0557913398119589,0.04350218879362279,0.02853717296847385,0.05909059009326448,0.07528153880846541,0.06043094837010249,0.13466403103818475,0.036500850923486955,,0.13460460187914913,0.09434282514124541,0.10084375690322935,0.19725735889238452,0.10918486934418667,0.08795813522137097
WFG9,0.11948273466833115,0.11388662436600738,0.08799351011189838,0.08782165399175178,0.12202119872890467,0.15004491553386579,0.08903938069557205,0.17525530182099897,0.1555461752567215,0.11524416238570084,,0.21971970817251157,0.22068851306708903,0.1022840459111741,0.19537424923860414,0.10892657657884483,0.09211520290738255
