problema,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO,NSGA-II,MOEA/D,NSGA-III,SMS-EMOA
MMF1,0.054800817096990626,0.050706378002716795,0.060768751056307656,0.052215360875992885,0.05472358332534871,0.05311809022874407,0.06017313258690391,0.05875631828638929,0.06004362283211359,0.0383881744667326,0.04834290254633142,0.04552788051689108,0.09572379418170633,0.057234275166353224,0.052583353590520875,0.05335111307674478,0.0572961101862929
MMF4,0.037389014533034504,0.03616153109695967,0.024055335934145584,0.030793135834556742,0.02718093824933447,0.027470359963966934,0.0315186482703358,0.02496629712347657,0.03076175773088094,0.019716688169750543,0.02401670709198719,0.02633299357289812,0.056247886929088206,0.03687024979878623,0.040282463836622026,0.0355028432354004,0.03874934950044489
MMF11_L,0.04664157149052331,0.05120684788846636,0.03040170689655645,0.03577654645207406,0.027802160401098824,0.017945517406016683,0.026050069659053685,0.03548198454528394,0.041694394411335156,0.013708625993347432,0.0664270077666876,0.027064443937567455,0.07544995807265922,0.040888601493833734,0.05833218114703674,0.04045395460551152,0.043565810259026935
MMF16_20,0.03601882575823299,0.027661820325298528,0.03753634548589008,0.02961151882885281,0.018943832297633675,0.023510228352532386,0.02929855940180122,0.028774206031601836,0.0398306693823327,,,0.04332942078361156,0.054696358775800695,0.03719770668494554,0.05550004966419991,0.03860430765631605,0.030785068425560665
BBOB_F1,0.1884167289221919,0.17073358100912972,0.0030993459631081057,0.0038009742940267616,0.022560894571844542,0.04410943770489762,0.048856937432049094,0.032140862365960074,0.0701327604743947,0.0013632229402205445,0.10272495580071957,0.05049642083355187,0.5276876615907897,0.13078511894504335,0.3553273509562057,0.15367219186079686,0.1377313693405875
BBOB_F5,0.22561519381582779,0.22912725418271399,0.017446282229631627,0.008288087104493226,0.010031875660050251,0.03676675859650506,0.07241972783720849,0.039525852397454805,0.09074871954977848,0.006229971629769362,0.09920212593113747,0.07396818079792117,0.5662428455126056,0.20095721839254083,0.3567167727672108,0.21280599035511016,0.1764804827484137
BBOB_F17,0.02402028809005742,0.026156968289909162,0.024014057650528754,0.01800017063611672,0.03428650537667823,0.0231985004077675,0.013698657120345719,0.024425126404484104,0.023951339064897256,0.02390657181279578,0.022757415315092233,0.03443159966839781,0.091061312087992,0.021493553965131692,0.05477450834907232,0.02420456843153411,0.019441359612249347
BBOB_F22,0.40076349969515296,0.32960870161629857,0.07909589739415716,0.02865861647792904,0.16392734016265184,0.0686042754257637,0.05272069435231771,0.09343700244563077,0.21420888333506244,0.058239073414638416,0.17071350186825218,0.2575916185181132,1.0104015928969718,0.3461623128863464,0.7497221927027311,0.3460358609562717,0.28093518414380314
BBOB_F37,0.35146606429806765,0.34563320551995075,0.1766142181808128,0.10640515601277684,0.23114911167956487,0.17470727451091417,0.16318359686802564,0.22581632946384547,0.20073530576269338,0.18706769572114498,0.1964615650466879,0.356193802583162,0.6329662561445848,0.298856460566717,0.4582426957973318,0.3162180703198468,0.2885378045499264
BBOB_F49,0.38292567205140493,0.36327172610120784,0.3181737584169195,0.1391125716161145,0.5606796227737991,0.2708945081604406,0.18471714311237591,0.2940009667492952,0.19171477053033664,0.2895265307552093,0.1623524221631367,0.4530425971945756,0.6334662610314017,0.31978118221790164,0.5558368901792665,0.34862440139116313,0.3580122969702316
BBOB_F55,0.7619259647893089,0.6919263332664424,0.5056814896150363,0.3158302282661537,0.40970724509672335,0.36446106426807323,0.3231678328700123,0.4356238762248894,0.46343888921529786,0.30773224590306225,0.3498321855991874,0.16321273262005592,0.9790719917489157,0.6882714922703288,0.8363550946662874,0.706298332869767,0.6329258310283774
RE21,0.060857457933141276,0.06285824523172814,0.009581659379244073,0.006940577962528501,0.004539091159390354,0.02562084216769737,0.021538959512586192,0.014016682888249173,0.031732421774696665,0.005906669621256928,,0.012627673089726676,0.08902655500422554,0.05350797628534277,0.0784239715023071,0.05549777922580795,0.053472278789655714
ESTOQUE40,,0.05468234952676404,0.006631561526659386,0.008049621591589014,0.01313101882265222,,,,,,,,,0.058828290226680596,0.09236709151520639,0.06723704725337924,0.07574102641009958
DDMOP7,,,,,,,,,,,,,,,,,
