alg,problema,delta_med,taxa_vit,n_pares,p_wilcoxon_proposta
LBN-MOBO,DDMOP7,-0.302134523940925,0.0,17,1.52587890625e-05
LBN-MOBO,DTLZ1,,0.0,30,
LBN-MOBO,DTLZ2,-0.9206886662396645,0.0,30,1.862645149230957e-09
LBN-MOBO,DTLZ3,,0.0,29,
LBN-MOBO,DTLZ4,-1.0,0.0,29,1.137272565697962e-07
LBN-MOBO,DTLZ7,21.72094451327613,0.37037037037037035,27,
LBN-MOBO,MMF1,-0.13108233477755016,0.0,30,1.862645149230957e-09
LBN-MOBO,MMF11_L,-0.09230814049025163,0.0,30,1.862645149230957e-09
LBN-MOBO,MMF16_20,-0.10776236258321191,0.0,27,1.4901161193847656e-08
LBN-MOBO,MMF4,-0.08353961107779279,0.0,30,1.862645149230957e-09
LBN-MOBO,RE21,-0.07832893311293286,0.0,30,1.862645149230957e-09
LBN-MOBO,WFG1,-1.0,0.0,27,2.0345546145444244e-07
LBN-MOBO,WFG2,-0.2821984246848518,0.0,27,1.4901161193847656e-08
LBN-MOBO,WFG4,-0.396982731549888,0.0,27,1.4901161193847656e-08
LBN-MOBO,WFG5,-0.01845264441523566,0.4444444444444444,27,0.7495975196361542
LBN-MOBO,WFG9,-0.6293993343565346,0.0,27,1.4901161193847656e-08
LBN-MOBO,ZDT1,3.3554724262368496,1.0,14,0.0001220703125
LBN-MOBO,ZDT3,0.20161135854309314,0.75,12,0.06396484375
LBN-MOBO,ZDT4,,0.0,30,
LBN-MOBO,ZDT6,,0.0,29,
JES,BBOB_F1,0.037611663304413824,0.6923076923076923,13,0.0478515625
JES,BBOB_F17,-0.03003988892899307,0.0,21,9.5367431640625e-07
JES,BBOB_F22,0.1980965608504739,0.9444444444444444,18,1.52587890625e-05
JES,BBOB_F37,0.05479339778797254,0.65,20,0.023950576782226562
JES,BBOB_F49,0.08488969698967284,0.782608695652174,23,0.012294530868530273
JES,BBOB_F5,0.19436906524621533,1.0,14,0.0001220703125
JES,BBOB_F55,1.3647552070791402,1.0,8,0.0078125
JES,DTLZ1,,0.0,27,
JES,MMF1,0.010871069613145285,0.6,30,0.6554384250193834
JES,MMF11_L,-0.07068606412456829,0.03333333333333333,30,9.313225746154785e-09
JES,MMF4,0.0421590369254083,0.8,30,7.910653948783875e-05
JES,ZDT4,,0.0,23,
PC-SAEA,BBOB_F1,-0.0989301070071626,0.16666666666666666,30,2.366676926612854e-05
PC-SAEA,BBOB_F17,-0.010539337877718992,0.26666666666666666,30,0.013663241639733315
