D,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO,n_problemas
2,-0.033776657524536596,0.016878165152947953,0.24061240709363585,0.13147442282471064,0.26300814327548083,0.3140568092900541,0.23907040272416008,0.3587351897484135,-0.04141256173395775,0.4589320665566288,-0.013961564242642876,0.19608333640963982,-1.0170887885123734,3
4,-0.11706950483571567,-0.26064222831058986,0.8228357288946511,0.8735967986340077,0.9162860207937314,0.6700436614319486,0.7329176604580583,0.8207272303583496,0.46794863720505453,0.894214491774723,,0.7310536242144078,-0.8177754648442759,1
7,-0.03215014864064874,-0.20447991395236698,0.13946201208873085,-0.078550130535532,-0.013432418774284091,-0.7287511965685997,0.06754959528638407,-0.45366806033306084,-0.6655028445245241,-0.23603038189085962,-1.0369541072928223,-1.5782216795368984,-1.4951299753827896,1
10,-0.16995849735601107,-0.1787710127918548,0.4078234887930339,0.6293885825714406,0.36514073881918696,0.6296169521489327,0.7320126734906702,0.5662820096981693,0.36847761045412053,0.4945676381844151,0.26548219984271204,-0.008247409602555295,-1.8734056024467554,9
12,-0.06488462389784937,-0.23429405088364758,0.23758250730492297,0.07815650798498605,0.10129199665650676,-0.03758636300733177,0.6657859341824699,0.18331463811063192,0.06590607232421432,-0.24529773909313687,,-1.986338952026069,-2.0508346797895127,3
20,0.04712233943623627,0.2363332372290726,-0.005514973017761776,0.20993526034811555,0.485102526181199,0.5779866548406944,0.46667725464600907,0.481634280597852,-0.02768823149616301,,,-0.4398232308766758,-0.7953513581213963,1
22,-0.1426110865893474,-0.1901960782316743,0.03334246109175505,0.025655448143056495,-0.26837018064330664,0.36367563847119866,0.464287078532592,0.19009553670780255,-0.31622829599041047,0.09005910219599317,,-0.9143572306428427,-0.9437668027264301,6
30,0.06995113674607455,-0.12759517286897143,0.46261983568080156,0.7659461882112617,0.8759946537064831,0.9872384253443799,0.9779672230030535,0.9865573737221379,0.21410535968043332,0.9989519009489911,,-0.7352446768122327,0.5235841116844647,2
40,,0.09156298993963159,0.8938686331324744,0.8601714805355047,0.7739858924505817,,,,,,,,,1
