alg,problema,semente,delta,vitoria,piso
CSEA,BBOB_F1,20,-0.37303657166016757,False,nsga2
CSEA,BBOB_F1,18,-0.01791608130554386,False,nsga2
CSEA,BBOB_F1,27,0.06908905942589401,True,nsga2
CSEA,BBOB_F1,9,-0.6080380714977598,False,nsga2
CSEA,BBOB_F1,0,-0.24901068750989858,False,nsga2
CSEA,BBOB_F1,11,-0.32554702886562903,False,nsga2
CSEA,BBOB_F1,7,-1.1372498425275177,False,nsga2
CSEA,BBOB_F1,16,-0.34133487691500214,False,nsga2
CSEA,BBOB_F1,42,-0.569451937515384,False,nsga2
CSEA,BBOB_F1,6,-1.3089153635155342,False,nsga2
CSEA,BBOB_F1,28,-0.19416165563375087,False,nsga2
CSEA,BBOB_F1,17,-0.5804053827015441,False,nsga2
CSEA,BBOB_F1,1,-1.423841216139153,False,nsga2
CSEA,BBOB_F1,10,-0.585335256703411,False,nsga2
CSEA,BBOB_F1,19,-0.7047784715515033,False,nsga2
CSEA,BBOB_F1,26,-0.376320290379064,False,nsga2
CSEA,BBOB_F1,8,-0.4027553785940228,False,nsga2
CSEA,BBOB_F1,21,-0.6173030606435116,False,nsga2
CSEA,BBOB_F1,24,-0.16746385600140215,False,nsga2
CSEA,BBOB_F1,23,-0.5688597973346075,False,nsga2
CSEA,BBOB_F1,4,-0.5476679935754994,False,nsga2
CSEA,BBOB_F1,15,-0.966409440565408,False,nsga2
CSEA,BBOB_F1,3,-0.08507908933707291,False,nsga2
CSEA,BBOB_F1,12,-0.32718486520378054,False,nsga2
CSEA,BBOB_F1,2,-0.4551325067778227,False,nsga2
CSEA,BBOB_F1,13,-0.13216641174494873,False,nsga2
CSEA,BBOB_F1,5,0.19633049401507935,True,nsga2
CSEA,BBOB_F1,14,-0.09914084250074644,False,nsga2
CSEA,BBOB_F1,22,-0.15411240129652584,False,nsga2
CSEA,BBOB_F1,25,-0.39474119720314443,False,nsga2
CSEA,BBOB_F17,20,-0.9554064310960763,False,nsga2
CSEA,BBOB_F17,18,-0.1468486001993317,False,nsga2
CSEA,BBOB_F17,27,-0.007988399758435741,False,nsga2
CSEA,BBOB_F17,9,-0.6769517763654609,False,nsga2
CSEA,BBOB_F17,0,-0.029186011497896486,False,nsga2
CSEA,BBOB_F17,11,-0.04142546486277351,False,nsga2
CSEA,BBOB_F17,7,-0.4383169659293214,False,nsga2
CSEA,BBOB_F17,16,0.3354422171681684,True,nsga2
CSEA,BBOB_F17,42,0.17918183449039798,True,nsga2
CSEA,BBOB_F17,6,-0.2668569026954484,False,nsga2
CSEA,BBOB_F17,28,0.14558947236790823,True,nsga2
CSEA,BBOB_F17,17,-0.45101370104517463,False,nsga2
CSEA,BBOB_F17,1,0.12653326608681917,True,nsga2
CSEA,BBOB_F17,10,-0.5838664418912801,False,nsga2
CSEA,BBOB_F17,19,-0.17714664905260863,False,nsga2
CSEA,BBOB_F17,26,-0.13937143604579788,False,nsga2
CSEA,BBOB_F17,8,-1.3416825033882338,False,nsga2
CSEA,BBOB_F17,21,-0.07896915216004474,False,nsga2
CSEA,BBOB_F17,24,-0.3714887110914859,False,nsga2
CSEA,BBOB_F17,23,-0.05629239185894972,False,nsga2
CSEA,BBOB_F17,4,-0.5710578773229882,False,nsga2
CSEA,BBOB_F17,15,-0.5472587744878658,False,nsga2
CSEA,BBOB_F17,3,-0.20122151678991096,False,nsga2
CSEA,BBOB_F17,12,-0.12179937960228229,False,nsga2
CSEA,BBOB_F17,2,-0.5571578913420772,False,nsga2
CSEA,BBOB_F17,13,-0.23724617144618115,False,nsga2
CSEA,BBOB_F17,5,-0.04737843031297937,False,nsga2
CSEA,BBOB_F17,14,-0.07293669814612702,False,nsga2
CSEA,BBOB_F17,22,-0.384514189012244,False,nsga2
CSEA,BBOB_F17,25,-0.5904837608509149,False,nsga2
CSEA,BBOB_F22,20,-0.12154582627155823,False,nsga2
CSEA,BBOB_F22,18,-0.6801152823315196,False,nsga2
CSEA,BBOB_F22,27,-0.7811229250606507,False,nsga2
CSEA,BBOB_F22,9,-0.19201129959097807,False,nsga2
CSEA,BBOB_F22,0,0.12011334375561696,True,nsga2
CSEA,BBOB_F22,11,-0.8921597175156507,False,nsga2
CSEA,BBOB_F22,7,-0.02110026129256625,False,nsga2
CSEA,BBOB_F22,16,-0.694082604100498,False,nsga2
CSEA,BBOB_F22,42,-0.4717805481585147,False,nsga2
CSEA,BBOB_F22,6,-0.1537320272638253,False,nsga2
CSEA,BBOB_F22,28,-0.6125473808407995,False,nsga2
CSEA,BBOB_F22,17,0.07631298970776146,True,nsga2
CSEA,BBOB_F22,1,-0.4469802946516513,False,nsga2
CSEA,BBOB_F22,10,-0.06296560404550008,False,nsga2
CSEA,BBOB_F22,19,0.025524274448134477,True,nsga2
CSEA,BBOB_F22,26,0.12236217627221677,True,nsga2
CSEA,BBOB_F22,8,-1.0822320142743684,False,nsga2
CSEA,BBOB_F22,21,-0.04592689800281968,False,nsga2
CSEA,BBOB_F22,24,-0.6681787439142857,False,nsga2
CSEA,BBOB_F22,23,-0.11381463637509888,False,nsga2
CSEA,BBOB_F22,4,-0.11372624723904173,False,nsga2
CSEA,BBOB_F22,15,0.031284297088201594,True,nsga2
CSEA,BBOB_F22,3,-0.4234879817487373,False,nsga2
CSEA,BBOB_F22,12,-0.3824069447409734,False,nsga2
CSEA,BBOB_F22,2,-0.06722508792089613,False,nsga2
CSEA,BBOB_F22,13,-0.12151295945701546,False,nsga2
CSEA,BBOB_F22,5,-0.14602804973062977,False,nsga2
CSEA,BBOB_F22,14,-0.18618496744819685,False,nsga2
CSEA,BBOB_F22,22,-0.7740214828222926,False,nsga2
CSEA,BBOB_F22,25,-1.0234139112403555,False,nsga2
CSEA,BBOB_F37,20,-0.41979808711277894,False,nsga2
CSEA,BBOB_F37,18,-0.15310233237859183,False,nsga2
CSEA,BBOB_F37,27,-0.16308808445706424,False,nsga2
CSEA,BBOB_F37,9,-0.12235844241508487,False,nsga2
CSEA,BBOB_F37,0,-0.2534778732805363,False,nsga2
CSEA,BBOB_F37,11,0.09310640243873936,True,nsga2
CSEA,BBOB_F37,7,-0.2022392695185599,False,nsga2
CSEA,BBOB_F37,16,-0.14932194111248318,False,nsga2
CSEA,BBOB_F37,42,-0.09832553746001758,False,nsga2
CSEA,BBOB_F37,6,0.016192826563600195,True,nsga2
CSEA,BBOB_F37,28,-0.4417779490447013,False,nsga2
CSEA,BBOB_F37,17,-0.5465439168103092,False,nsga2
CSEA,BBOB_F37,1,-0.18791654990930037,False,nsga2
CSEA,BBOB_F37,10,-0.24947705638783496,False,nsga2
CSEA,BBOB_F37,19,0.021104191367033422,True,nsga2
CSEA,BBOB_F37,26,-0.3743611519623874,False,nsga2
CSEA,BBOB_F37,8,-0.4340145735961218,False,nsga2
CSEA,BBOB_F37,21,0.06717406872804176,True,nsga2
CSEA,BBOB_F37,24,-0.36111165637376885,False,nsga2
CSEA,BBOB_F37,23,-0.4083691750984073,False,nsga2
CSEA,BBOB_F37,4,0.16809152617142026,True,nsga2
CSEA,BBOB_F37,15,-0.09640132019740029,False,nsga2
CSEA,BBOB_F37,3,-0.38121020719642057,False,nsga2
CSEA,BBOB_F37,12,-0.8438902270103082,False,nsga2
CSEA,BBOB_F37,2,-0.06423633678557521,False,nsga2
CSEA,BBOB_F37,13,0.19614546800510554,True,nsga2
CSEA,BBOB_F37,5,-0.23033276704096337,False,nsga2
CSEA,BBOB_F37,14,-0.021718468949839666,False,nsga2
CSEA,BBOB_F37,22,-0.07289531557211665,False,nsga2
CSEA,BBOB_F37,25,-0.02687120459992507,False,nsga2
CSEA,BBOB_F49,20,-0.6315112989037363,False,nsga2
CSEA,BBOB_F49,18,-0.7108698941495268,False,nsga2
CSEA,BBOB_F49,27,-0.5265730764507754,False,nsga2
CSEA,BBOB_F49,9,0.03760403403916514,True,nsga2
CSEA,BBOB_F49,0,0.019420993019682385,True,nsga2
CSEA,BBOB_F49,11,-0.11526599625745358,False,nsga2
CSEA,BBOB_F49,7,0.418419327275942,True,nsga2
CSEA,BBOB_F49,16,0.08989875046815443,True,nsga2
CSEA,BBOB_F49,42,0.21354236855131717,True,nsga2
CSEA,BBOB_F49,6,-1.3947779884555516,False,nsga2
CSEA,BBOB_F49,28,0.256443100083256,True,nsga2
CSEA,BBOB_F49,17,-0.014907991121638195,False,nsga2
CSEA,BBOB_F49,1,-0.17314037074229602,False,nsga2
CSEA,BBOB_F49,10,0.09425629500766317,True,nsga2
CSEA,BBOB_F49,19,-0.27820696634335357,False,nsga2
CSEA,BBOB_F49,26,-0.8430063029198238,False,nsga2
CSEA,BBOB_F49,8,-0.5142762653887063,False,nsga2
CSEA,BBOB_F49,21,0.2014616931205676,True,nsga2
CSEA,BBOB_F49,24,-0.4830019039488003,False,nsga2
CSEA,BBOB_F49,23,-0.7176409554382311,False,nsga2
CSEA,BBOB_F49,4,0.1587301402210307,True,nsga2
CSEA,BBOB_F49,15,-0.2277443787985014,False,nsga2
CSEA,BBOB_F49,3,0.3282071295812488,True,nsga2
CSEA,BBOB_F49,12,0.08884710538936035,True,nsga2
CSEA,BBOB_F49,2,0.12298440090516043,True,nsga2
CSEA,BBOB_F49,13,-0.07307951532675519,False,nsga2
CSEA,BBOB_F49,5,0.5236514766737217,True,nsga2
CSEA,BBOB_F49,14,0.2521803502980642,True,nsga2
CSEA,BBOB_F49,22,-1.5990555245091713,False,nsga2
CSEA,BBOB_F49,25,0.08812285777448878,True,nsga2
CSEA,BBOB_F5,20,-0.13570266634746558,False,nsga2
CSEA,BBOB_F5,18,-0.12304033582508915,False,nsga2
CSEA,BBOB_F5,27,-0.5480005924872114,False,nsga2
CSEA,BBOB_F5,9,0.012063476891169453,True,nsga2
CSEA,BBOB_F5,0,-0.10886672581932727,False,nsga2
CSEA,BBOB_F5,11,-0.22514262693823206,False,nsga2
CSEA,BBOB_F5,7,-0.012553937839782103,False,nsga2
CSEA,BBOB_F5,16,-0.18708221265640296,False,nsga2
CSEA,BBOB_F5,42,0.06327104497011639,True,nsga2
CSEA,BBOB_F5,6,0.01851484772831692,True,nsga2
CSEA,BBOB_F5,28,-0.5674510653814595,False,nsga2
CSEA,BBOB_F5,17,-0.3823210319552638,False,nsga2
CSEA,BBOB_F5,1,-0.6413161102114922,False,nsga2
CSEA,BBOB_F5,10,0.048505997871517055,True,nsga2
CSEA,BBOB_F5,19,-0.6640512174794472,False,nsga2
CSEA,BBOB_F5,26,0.2855846516551807,True,nsga2
CSEA,BBOB_F5,8,0.2798650048060908,True,nsga2
CSEA,BBOB_F5,21,-0.13898826242475462,False,nsga2
CSEA,BBOB_F5,24,-0.5426488558589745,False,nsga2
CSEA,BBOB_F5,23,0.1551471540046034,True,nsga2
CSEA,BBOB_F5,4,-0.43200976449589135,False,nsga2
CSEA,BBOB_F5,15,-0.4583721738903387,False,nsga2
CSEA,BBOB_F5,3,0.004222558834679864,True,nsga2
CSEA,BBOB_F5,2,0.14204940217866774,True,nsga2
CSEA,BBOB_F5,13,-0.01670071038203526,False,nsga2
CSEA,BBOB_F5,5,-0.2296128031702421,False,nsga2
CSEA,BBOB_F5,14,-0.01902760225098637,False,nsga2
CSEA,BBOB_F5,22,-0.0755822793287665,False,nsga2
CSEA,BBOB_F5,25,-0.21538709027272035,False,nsga2
