alg,problema,delta_med,taxa_vit,n_pares,p_wilcoxon_proposta
K-RVEA,BBOB_F17,0.5607449049921798,1.0,30,1.862645149230957e-09
K-RVEA,BBOB_F22,0.9074969244519655,1.0,30,1.862645149230957e-09
K-RVEA,BBOB_F37,0.6296169521489327,1.0,30,1.862645149230957e-09
K-RVEA,BBOB_F49,0.49740977412441745,1.0,30,1.862645149230957e-09
K-RVEA,BBOB_F5,0.8912077346966174,1.0,30,1.862645149230957e-09
K-RVEA,BBOB_F55,0.577293803567609,1.0,30,1.862645149230957e-09
K-RVEA,DTLZ1,-0.7287511965685997,0.16666666666666666,30,8.326023817062378e-07
K-RVEA,DTLZ2,0.3080415838322815,0.8666666666666667,30,9.220093488693237e-06
K-RVEA,DTLZ3,-0.9089960777333146,0.03333333333333333,30,3.725290298461914e-09
K-RVEA,DTLZ4,-0.03758636300733177,0.43333333333333335,30,0.4161298982799053
K-RVEA,DTLZ7,0.9707547917320226,1.0,30,1.862645149230957e-09
K-RVEA,MMF1,-0.07638097085197522,0.4666666666666667,30,0.11417667381465435
K-RVEA,MMF11_L,0.6427495837764252,0.9333333333333333,30,9.313225746154785e-09
K-RVEA,MMF16_20,0.5779866548406944,1.0,30,1.862645149230957e-09
K-RVEA,MMF4,0.3140568092900541,0.8666666666666667,30,2.7623027563095093e-06
K-RVEA,RE21,0.6700436614319486,1.0,28,7.450580596923828e-09
K-RVEA,WFG1,0.2788638353642643,1.0,30,1.862645149230957e-09
K-RVEA,WFG2,0.448487441578133,1.0,30,1.862645149230957e-09
K-RVEA,WFG4,0.12325311674932837,0.9333333333333333,30,2.551823854446411e-07
K-RVEA,WFG5,0.708017817690178,1.0,30,1.862645149230957e-09
K-RVEA,WFG9,0.23118029534658915,0.9333333333333333,30,2.7623027563095093e-06
K-RVEA,ZDT1,0.9895401111247297,1.0,28,7.450580596923828e-09
K-RVEA,ZDT3,0.98493673956403,1.0,28,7.450580596923828e-09
K-RVEA,ZDT4,0.2256261915019327,0.7333333333333333,30,0.0021877754479646683
K-RVEA,ZDT6,0.8107071203827436,1.0,30,1.862645149230957e-09
CSEA,BBOB_F1,-0.3855307437911042,0.06666666666666667,30,1.0244548320770264e-07
CSEA,BBOB_F17,-0.1891840829212598,0.13333333333333333,30,7.056817412376404e-05
CSEA,BBOB_F22,-0.16995849735601107,0.16666666666666666,30,7.994472980499268e-06
CSEA,BBOB_F37,-0.15809520841782804,0.2,30,4.968419671058655e-05
CSEA,BBOB_F49,0.002256500949022095,0.5,30,0.23665234446525574
CSEA,BBOB_F5,-0.12304033582508915,0.3103448275862069,29,0.005994632840156555
CSEA,BBOB_F55,-0.16999681527382585,0.25925925925925924,27,0.0013849586248397827
CSEA,DTLZ1,-0.03215014864064874,0.4666666666666667,30,0.4299677487600704
CSEA,DTLZ2,0.08814055847598726,0.6333333333333333,30,0.18396909348666668
CSEA,DTLZ3,-0.06488462389784937,0.4666666666666667,30,0.4898460879921913
CSEA,DTLZ4,-0.18576924173986542,0.23333333333333334,30,0.001340603455901146
CSEA,DTLZ7,-0.1597030114312467,0.23333333333333334,30,0.006639536470174789
CSEA,MMF1,0.05027768664574974,0.5666666666666667,30,0.24494642950594425
CSEA,MMF11_L,-0.2106095006246348,0.23333333333333334,30,0.0023674946278333664
CSEA,MMF16_20,0.04712233943623627,0.6,30,0.22855282202363014
CSEA,MMF4,-0.033776657524536596,0.3333333333333333,30,0.02084985189139843
CSEA,RE21,-0.11706950483571567,0.2857142857142857,28,0.006060026586055756
CSEA,WFG1,0.0012901896114252,0.5714285714285714,28,0.3620011880993843
CSEA,WFG2,-0.17621995701430848,0.13333333333333333,30,2.551823854446411e-07
CSEA,WFG4,-0.20452313856500554,0.1,30,1.1920928955078125e-06
CSEA,WFG5,-0.02670884280307197,0.4,30,0.24494642950594425
CSEA,WFG9,-0.12551916174744807,0.3333333333333333,30,0.0050126127898693085
CSEA,ZDT1,0.09175692247744474,0.6785714285714286,28,0.13146880269050598
CSEA,ZDT3,0.04814535101470435,0.5714285714285714,28,0.7450922578573227
CSEA,ZDT4,-0.3801756996825293,0.1724137931034483,29,7.577240467071533e-06
CSEA,ZDT6,-0.04748910768071315,0.27586206896551724,29,0.0025420673191547394
θ-DEA-DP,BBOB_F1,0.8655189523271112,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F17,0.7320126734906702,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F22,0.9294766179181408,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F37,0.6515414414472065,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F49,0.6533191571973471,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F5,0.78690623798631,1.0,30,1.862645149230957e-09
θ-DEA-DP,BBOB_F55,0.6256585532074437,1.0,30,1.862645149230957e-09
θ-DEA-DP,DTLZ1,0.06754959528638407,0.5666666666666667,30,0.7151329666376114
θ-DEA-DP,DTLZ2,0.6657859341824699,1.0,30,1.862645149230957e-09
θ-DEA-DP,DTLZ3,0.022854820005088084,0.5172413793103449,29,0.5940011255443096
θ-DEA-DP,DTLZ4,0.6724749812449935,0.9666666666666667,30,8.009374141693115e-08
θ-DEA-DP,DTLZ7,0.9644782622912567,1.0,28,7.450580596923828e-09
θ-DEA-DP,MMF1,-0.2017281874341173,0.43333333333333335,30,0.012047622352838516
θ-DEA-DP,MMF11_L,0.5370147696328845,0.9666666666666667,30,9.313225746154785e-09
θ-DEA-DP,MMF16_20,0.46667725464600907,1.0,29,3.725290298461914e-09
θ-DEA-DP,MMF4,0.23907040272416008,0.8,30,0.0011314544826745987
θ-DEA-DP,RE21,0.7329176604580583,1.0,30,1.862645149230957e-09
θ-DEA-DP,WFG1,-0.35315539632688225,0.3333333333333333,27,0.0018585771322250366
θ-DEA-DP,WFG2,0.1237106745298923,0.875,16,0.001007080078125
θ-DEA-DP,WFG4,0.3741558060561174,1.0,5,0.0625
θ-DEA-DP,WFG5,0.6011184841197775,1.0,21,9.5367431640625e-07
θ-DEA-DP,WFG9,0.5544183510090666,1.0,6,0.03125
θ-DEA-DP,ZDT1,0.9932400154725138,1.0,24,1.1920928955078125e-07
θ-DEA-DP,ZDT3,0.9626944305335932,1.0,5,0.0625
θ-DEA-DP,ZDT4,0.6125338165909726,0.9666666666666667,30,3.725290298461914e-09
θ-DEA-DP,ZDT6,0.9033024227192427,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F1,0.9700618405271699,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F17,0.12856391685986995,0.6666666666666666,30,0.047259049490094185
MMRAEA,BBOB_F22,0.9119486566600435,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F37,0.6293885825714406,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F49,0.6140044173303044,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F5,0.957562846164931,1.0,30,1.862645149230957e-09
MMRAEA,BBOB_F55,0.5719301142766944,0.9666666666666667,30,8.326023817062378e-07
MMRAEA,DTLZ1,-0.078550130535532,0.36666666666666664,30,0.041013598292071844
MMRAEA,DTLZ2,0.8485587324174491,1.0,30,1.862645149230957e-09
MMRAEA,DTLZ3,0.07815650798498605,0.7333333333333333,30,0.029325857758522034
MMRAEA,DTLZ4,-0.12207008311894335,0.3333333333333333,30,0.00466480478644371
MMRAEA,DTLZ7,0.9407335176760455,1.0,30,1.862645149230957e-09
MMRAEA,ESTOQUE40,0.8601714805355047,1.0,27,1.4901161193847656e-08
MMRAEA,MMF1,0.036861291807288296,0.5333333333333333,30,0.2710056286305189
MMRAEA,MMF11_L,0.1535137533048866,0.6666666666666666,30,0.25343610532581806
MMRAEA,MMF16_20,0.20993526034811555,0.9666666666666667,30,1.30385160446167e-07
MMRAEA,MMF4,0.13147442282471064,0.6333333333333333,30,0.007612137123942375
MMRAEA,RE21,0.8735967986340077,1.0,28,7.450580596923828e-09
MMRAEA,WFG1,-0.04264860818396449,0.06666666666666667,30,1.30385160446167e-08
MMRAEA,WFG2,-0.48442100700929114,0.0,30,1.862645149230957e-09
MMRAEA,WFG4,-0.06685882293805584,0.36666666666666664,30,0.013663241639733315
MMRAEA,WFG5,0.5571035537103335,1.0,30,1.862645149230957e-09
MMRAEA,WFG9,0.09395950447007748,0.6,30,1.0
MMRAEA,ZDT1,0.9750603203264535,1.0,30,1.862645149230957e-09
MMRAEA,ZDT3,0.5568320560960698,0.9666666666666667,30,5.587935447692871e-09
MMRAEA,ZDT4,0.2846207143959252,0.7,30,0.018529480323195457
MMRAEA,ZDT6,0.9834243054341696,1.0,30,1.862645149230957e-09
LBN-MOBO,BBOB_F1,-3.5865530522641174,0.0,29,3.725290298461914e-09
LBN-MOBO,BBOB_F17,-3.885580292486595,0.0,30,1.862645149230957e-09
LBN-MOBO,BBOB_F22,-2.9889732501491144,0.0,29,3.725290298461914e-09
LBN-MOBO,BBOB_F37,-1.4397884568662338,0.0,30,1.862645149230957e-09
LBN-MOBO,BBOB_F49,-1.1860632865428051,0.0,29,3.725290298461914e-09
LBN-MOBO,BBOB_F5,-2.448047785107158,0.0,30,1.862645149230957e-09
LBN-MOBO,BBOB_F55,-0.7739274449790192,0.0,29,3.725290298461914e-09
LBN-MOBO,DTLZ1,-1.4951299753827896,0.0,30,1.862645149230957e-09
LBN-MOBO,DTLZ2,-2.0508346797895127,0.0,30,1.862645149230957e-09
LBN-MOBO,DTLZ3,-1.5964654312966864,0.0,29,3.725290298461914e-09
LBN-MOBO,DTLZ4,-3.1074559475913786,0.0,29,3.725290298461914e-09
LBN-MOBO,DTLZ7,0.5101645121531504,1.0,27,1.4901161193847656e-08
LBN-MOBO,MMF1,-1.0170887885123734,0.0,30,1.862645149230957e-09
LBN-MOBO,MMF11_L,-1.3655774992951208,0.0,30,1.862645149230957e-09
LBN-MOBO,MMF16_20,-0.7953513581213963,0.0,27,1.4901161193847656e-08
LBN-MOBO,MMF4,-0.6795554563398554,0.0,30,1.862645149230957e-09
LBN-MOBO,RE21,-0.8177754648442759,0.0,30,1.862645149230957e-09
LBN-MOBO,WFG1,-0.7867399021749436,0.0,27,1.4901161193847656e-08
LBN-MOBO,WFG2,-1.1007937032779165,0.0,27,1.4901161193847656e-08
LBN-MOBO,WFG4,-1.7803963482264182,0.0,27,1.4901161193847656e-08
LBN-MOBO,WFG5,-0.11188390263497076,0.3333333333333333,27,0.0029667913913726807
LBN-MOBO,WFG9,-1.8700066477602684,0.0,27,1.4901161193847656e-08
LBN-MOBO,ZDT1,0.7446554859686789,1.0,14,0.0001220703125
LBN-MOBO,ZDT3,0.3025127374002505,0.9166666666666666,12,0.00146484375
LBN-MOBO,ZDT4,-1.8734056024467554,0.0,30,1.862645149230957e-09
LBN-MOBO,ZDT6,0.7462811302710344,1.0,29,3.725290298461914e-09
JES,BBOB_F1,0.10810069801396874,0.6923076923076923,13,0.243896484375
JES,BBOB_F17,-0.19962507242455219,0.2857142857142857,21,0.0032787322998046875
JES,BBOB_F22,0.3477912908292988,0.9444444444444444,18,1.52587890625e-05
JES,BBOB_F37,0.24748358056650266,0.95,20,9.5367431640625e-06
JES,BBOB_F49,0.2834808191189214,0.8260869565217391,23,0.004338979721069336
JES,BBOB_F5,0.3860257631349111,1.0,14,0.0001220703125
JES,BBOB_F55,0.4080742451779613,1.0,8,0.0078125
JES,DTLZ1,-1.0369541072928223,0.0,27,1.4901161193847656e-08
JES,MMF1,-0.013961564242642876,0.5,30,0.19092952087521553
JES,MMF11_L,-0.9593560961670481,0.03333333333333333,30,5.587935447692871e-09
JES,MMF4,0.25338328760660955,0.8666666666666667,30,7.910653948783875e-05
JES,ZDT4,-0.9503121703986835,0.0,23,2.384185791015625e-07
PC-SAEA,BBOB_F1,-0.3477557888508619,0.2,30,1.3966113328933716e-05
PC-SAEA,BBOB_F17,-0.2188396420504981,0.26666666666666666,30,3.049522638320923e-05
PC-SAEA,BBOB_F22,0.012555166817335768,0.5,30,0.1641840822994709
PC-SAEA,BBOB_F37,-0.1787710127918548,0.23333333333333334,30,0.00016989745199680328
PC-SAEA,BBOB_F49,-0.02321823212687911,0.43333333333333335,30,0.338741784915328
PC-SAEA,BBOB_F5,-0.1942606367802834,0.16666666666666666,30,0.0003800932317972183
PC-SAEA,BBOB_F55,-0.07977666840904224,0.36666666666666664,30,0.0426517054438591
PC-SAEA,DTLZ1,-0.20447991395236698,0.3333333333333333,30,0.05035926117792571
PC-SAEA,DTLZ2,-0.00578946292110668,0.5,30,0.6263462882488966
PC-SAEA,DTLZ3,-0.23429405088364758,0.3333333333333333,30,0.01453801617026329
PC-SAEA,DTLZ4,-0.24007491131269554,0.13333333333333333,30,2.0798295736312866e-05
PC-SAEA,DTLZ7,-0.11525624250943475,0.3333333333333333,30,0.01283373311161995
PC-SAEA,ESTOQUE40,0.09156298993963159,0.7407407407407407,27,0.010378450155258179
PC-SAEA,MMF1,0.0962753550436791,0.6666666666666666,30,0.06666470877826214
PC-SAEA,MMF11_L,-0.2557856033273488,0.16666666666666666,30,0.00012333691120147705
PC-SAEA,MMF16_20,0.2363332372290726,0.9333333333333333,30,1.862645149230957e-08
PC-SAEA,MMF4,0.016878165152947953,0.5,30,0.8078304156661034
PC-SAEA,RE21,-0.26064222831058986,0.17857142857142858,28,0.0001721307635307312
PC-SAEA,WFG1,-0.03587678201394191,0.06666666666666667,30,8.009374141693115e-08
PC-SAEA,WFG2,-0.2762172954389138,0.03333333333333333,30,3.725290298461914e-09
PC-SAEA,WFG4,-0.23311263981671315,0.0,30,1.862645149230957e-09
PC-SAEA,WFG5,-0.29987438134491684,0.0,30,1.862645149230957e-09
PC-SAEA,WFG9,-0.14727951664663547,0.3333333333333333,30,0.007612137123942375
PC-SAEA,ZDT1,-0.02800847004699106,0.36666666666666664,30,0.07672121562063694
PC-SAEA,ZDT3,-0.2271818756909518,0.13333333333333333,30,3.1478703022003174e-07
PC-SAEA,ZDT4,-0.37343014689368514,0.2,30,5.973502993583679e-06
PC-SAEA,ZDT6,0.06583819472975395,0.6666666666666666,30,0.017453668639063835
EIM,BBOB_F1,0.8360211202022081,1.0,24,1.1920928955078125e-07
EIM,BBOB_F17,-0.6951627530825579,0.0,30,1.862645149230957e-09
EIM,BBOB_F22,0.5844991108642386,0.9473684210526315,19,1.9073486328125e-05
EIM,BBOB_F37,0.20575020499193863,0.896551724137931,29,3.1795352697372437e-05
EIM,BBOB_F49,-0.6302837221032341,0.0,30,1.862645149230957e-09
EIM,BBOB_F5,0.9489598484619669,1.0,17,1.52587890625e-05
EIM,BBOB_F55,0.36514073881918696,0.875,24,2.9802322387695312e-06
EIM,DTLZ1,-0.013432418774284091,0.43333333333333335,30,0.24550260452144101
EIM,DTLZ2,0.4363962190894579,1.0,28,7.450580596923828e-09
EIM,DTLZ3,0.10129199665650676,0.5714285714285714,28,0.14377250522375107
EIM,DTLZ4,-1.2189447650662153,0.07142857142857142,28,3.203749656677246e-07
EIM,DTLZ7,0.8717925150352364,1.0,24,1.1920928955078125e-07
EIM,ESTOQUE40,0.7739858924505817,1.0,26,2.9802322387695312e-08
EIM,MMF1,0.028647883447588396,0.6333333333333333,30,0.3817984350025654
EIM,MMF11_L,0.26300814327548083,0.9,30,1.1920928955078125e-06
EIM,MMF16_20,0.485102526181199,1.0,24,1.1920928955078125e-07
EIM,MMF4,0.28349812807554287,0.9333333333333333,30,1.30385160446167e-07
EIM,RE21,0.9162860207937314,1.0,28,7.450580596923828e-09
EIM,WFG1,-0.31391899046960314,0.0,24,1.1920928955078125e-07
EIM,WFG2,-0.2228213708170101,0.16666666666666666,24,2.014636993408203e-05
EIM,WFG4,-0.7477938817949147,0.0,23,2.384185791015625e-07
EIM,WFG5,0.7097158899964444,1.0,24,1.1920928955078125e-07
EIM,WFG9,-0.39890501766957714,0.13043478260869565,23,4.029273986816406e-05
EIM,ZDT1,0.8856042073440306,1.0,23,2.384185791015625e-07
EIM,ZDT3,0.8663851000689355,1.0,23,2.384185791015625e-07
EIM,ZDT4,-0.4042392051262851,0.10344827586206896,29,7.078051567077637e-08
EIM,ZDT6,0.9906947955902133,1.0,27,1.4901161193847656e-08
qNEHVI,BBOB_F1,0.9900392667556451,1.0,27,1.4901161193847656e-08
qNEHVI,BBOB_F17,-0.22357063845312256,0.25925925925925924,27,0.0003387331962585449
qNEHVI,BBOB_F22,0.815299033671317,1.0,27,1.4901161193847656e-08
qNEHVI,BBOB_F37,0.34535289745437714,0.9259259259259259,27,2.8312206268310547e-07
qNEHVI,BBOB_F49,0.12917726465119939,0.6666666666666666,27,0.21085703372955322
qNEHVI,BBOB_F5,0.9672373488717835,1.0,27,1.4901161193847656e-08
qNEHVI,BBOB_F55,0.4945676381844151,0.8888888888888888,27,8.195638656616211e-07
qNEHVI,DTLZ1,-0.23603038189085962,0.13333333333333333,30,7.938995833231943e-05
qNEHVI,DTLZ2,0.8063960674461865,1.0,27,1.4901161193847656e-08
qNEHVI,DTLZ3,-0.24529773909313687,0.2222222222222222,27,0.00010977685451507568
qNEHVI,DTLZ4,-0.5070334631919822,0.25925925925925924,27,0.0003008991479873657
qNEHVI,MMF1,0.3650428571595754,0.8333333333333334,30,5.144625902175903e-06
qNEHVI,MMF11_L,0.6696350809876723,1.0,30,1.862645149230957e-09
qNEHVI,MMF4,0.4589320665566288,1.0,30,1.862645149230957e-09
qNEHVI,RE21,0.894214491774723,1.0,30,1.862645149230957e-09
qNEHVI,WFG2,0.5099094431230262,1.0,27,1.4901161193847656e-08
qNEHVI,WFG4,-0.4753280523584538,0.0,27,1.4901161193847656e-08
qNEHVI,WFG5,0.5875734171074515,1.0,26,2.9802322387695312e-08
qNEHVI,WFG9,-0.3297912387310399,0.2222222222222222,27,0.00014278292655944824
qNEHVI,ZDT1,0.9989519009489911,1.0,11,0.0009765625
qNEHVI,ZDT4,0.25770307177223784,0.7407407407407407,27,0.0042315274477005005
qNEHVI,ZDT6,0.9992539162479535,1.0,26,2.9802322387695312e-08
EDN-ARMOEA,BBOB_F1,0.4848765863293083,1.0,27,1.4901161193847656e-08
EDN-ARMOEA,BBOB_F17,-0.04391650032652045,0.42857142857142855,28,0.27407141774892807
EDN-ARMOEA,BBOB_F22,0.3573134545057087,0.8928571428571429,28,1.862645149230957e-07
EDN-ARMOEA,BBOB_F37,0.34032243146581104,1.0,28,7.450580596923828e-09
EDN-ARMOEA,BBOB_F49,0.4699151770102706,0.9642857142857143,28,9.395182132720947e-06
EDN-ARMOEA,BBOB_F5,0.5624550034258242,1.0,28,7.450580596923828e-09
EDN-ARMOEA,BBOB_F55,0.36847761045412053,0.9285714285714286,28,1.8849968910217285e-06
EDN-ARMOEA,DTLZ1,-0.6655028445245241,0.07407407407407407,27,6.407499313354492e-07
EDN-ARMOEA,DTLZ2,0.2234131751031092,0.8214285714285714,28,3.663450479507446e-05
EDN-ARMOEA,DTLZ3,-0.9059492536143361,0.0,27,1.4901161193847656e-08
EDN-ARMOEA,DTLZ4,0.06590607232421432,0.6071428571428571,28,0.6295278295874596
EDN-ARMOEA,DTLZ7,0.42038639242506304,1.0,24,1.1920928955078125e-07
EDN-ARMOEA,MMF1,-0.04141256173395775,0.43333333333333335,30,0.11417667381465435
EDN-ARMOEA,MMF11_L,-0.08925167442701146,0.4666666666666667,30,0.18396909348666668
EDN-ARMOEA,MMF16_20,-0.02768823149616301,0.4166666666666667,24,0.21821892261505127
EDN-ARMOEA,MMF4,0.06344888206347443,0.5666666666666667,30,0.13473508320748806
EDN-ARMOEA,RE21,0.46794863720505453,1.0,30,1.862645149230957e-09
EDN-ARMOEA,WFG1,-0.04021491375899346,0.041666666666666664,24,3.5762786865234375e-07
EDN-ARMOEA,WFG2,-0.44426582925447944,0.0,23,2.384185791015625e-07
EDN-ARMOEA,WFG4,-0.5296817889367531,0.0,23,2.384185791015625e-07
EDN-ARMOEA,WFG5,-0.18819076272634155,0.041666666666666664,24,2.384185791015625e-07
EDN-ARMOEA,WFG9,-0.5794542612466211,0.0,24,1.1920928955078125e-07
EDN-ARMOEA,ZDT1,0.26707744609790235,1.0,24,1.1920928955078125e-07
EDN-ARMOEA,ZDT3,0.16113327326296428,0.6666666666666666,24,0.033985137939453125
EDN-ARMOEA,ZDT4,-0.19888945288767232,0.37037037037037035,27,0.010378450155258179
EDN-ARMOEA,ZDT6,0.38224227006281,1.0,28,7.450580596923828e-09
CLMEA,BBOB_F1,0.9763070464393215,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F17,-0.1350066557688835,0.3,30,0.007111456245183945
CLMEA,BBOB_F22,0.7804084828261969,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F37,0.4078234887930339,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F49,0.21808695033323347,0.6333333333333333,30,0.4399667661637068
CLMEA,BBOB_F5,0.9085696724130748,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F55,0.217066092238742,0.7666666666666667,30,0.0004183966666460037
CLMEA,DTLZ1,0.13946201208873085,0.6,30,0.8711688268414225
CLMEA,DTLZ2,0.561855593631394,1.0,30,1.862645149230957e-09
CLMEA,DTLZ3,0.23758250730492297,0.9,30,5.718320608139038e-07
CLMEA,DTLZ4,-0.2434297392908969,0.23333333333333334,30,0.0032229889184236526
CLMEA,DTLZ7,0.8642406810444159,1.0,30,1.862645149230957e-09
CLMEA,ESTOQUE40,0.8938686331324744,1.0,27,1.4901161193847656e-08
CLMEA,MMF1,0.038147490585622196,0.5517241379310345,29,0.83135736733675
CLMEA,MMF11_L,0.24061240709363585,0.7,30,0.0803273618221283
CLMEA,MMF16_20,-0.005514973017761776,0.5,30,0.6408254038542509
CLMEA,MMF4,0.3090061547205186,0.9666666666666667,30,3.725290298461914e-09
CLMEA,RE21,0.8228357288946511,1.0,28,7.450580596923828e-09
CLMEA,WFG1,-0.04726635750776154,0.06666666666666667,30,1.862645149230957e-08
CLMEA,WFG2,-0.4041497254404849,0.06666666666666667,30,8.009374141693115e-08
CLMEA,WFG4,-0.4609530561019215,0.03333333333333333,30,5.587935447692871e-09
CLMEA,WFG5,0.4360549229025056,1.0,30,1.862645149230957e-09
CLMEA,WFG9,0.11395127969127164,0.6666666666666666,30,0.22064675763249397
CLMEA,ZDT1,0.8859364380996756,1.0,30,1.862645149230957e-09
CLMEA,ZDT3,0.03930323326192747,0.5333333333333333,30,0.7765688337385654
CLMEA,ZDT4,-0.6038053660165965,0.0,30,1.862645149230957e-09
CLMEA,ZDT6,0.8717612224692144,1.0,30,1.862645149230957e-09
qPOTS,BBOB_F1,0.5897723728620651,1.0,30,1.862645149230957e-09
qPOTS,BBOB_F17,-0.79543357069381,0.0,30,1.862645149230957e-09
qPOTS,BBOB_F22,-0.008247409602555295,0.5,30,0.46454504504799843
qPOTS,BBOB_F37,-0.3970577075401936,0.0,30,1.862645149230957e-09
qPOTS,BBOB_F49,-0.5247884549811772,0.13333333333333333,30,6.910413503646851e-07
qPOTS,BBOB_F5,0.5497443348103952,1.0,30,1.862645149230957e-09
qPOTS,BBOB_F55,0.42537459463946065,0.7666666666666667,30,0.0020201820880174637
qPOTS,DTLZ1,-1.5782216795368984,0.0,30,1.862645149230957e-09
qPOTS,DTLZ2,-1.2968348389859985,0.0,29,3.725290298461914e-09
qPOTS,DTLZ3,-1.986338952026069,0.0,30,1.862645149230957e-09
qPOTS,DTLZ4,-2.7229846371749638,0.0,29,3.725290298461914e-09
qPOTS,DTLZ7,-0.5818514129302487,0.0,27,1.4901161193847656e-08
qPOTS,MMF1,0.05928414949357676,0.6,30,0.5561132747679949
qPOTS,MMF11_L,0.19608333640963982,0.8333333333333334,30,3.453157842159271e-05
qPOTS,MMF16_20,-0.4398232308766758,0.0,30,1.862645149230957e-09
qPOTS,MMF4,0.24682635889004365,0.8,30,6.286613643169403e-05
qPOTS,RE21,0.7310536242144078,1.0,30,1.862645149230957e-09
qPOTS,WFG1,-0.8954551764453828,0.0,27,1.4901161193847656e-08
qPOTS,WFG2,-0.9332592848403026,0.0,27,1.4901161193847656e-08
qPOTS,WFG4,-1.7144763769390488,0.0,27,1.4901161193847656e-08
qPOTS,WFG5,-0.5321067653681494,0.0,27,1.4901161193847656e-08
qPOTS,WFG9,-1.8179195875964131,0.0,27,1.4901161193847656e-08
qPOTS,ZDT1,-0.7798211306040012,0.0,27,1.4901161193847656e-08
qPOTS,ZDT3,-0.6906682230204642,0.0,27,1.4901161193847656e-08
qPOTS,ZDT4,-1.383073883779805,0.0,30,1.862645149230957e-09
qPOTS,ZDT6,0.06254904745546469,0.8333333333333334,30,4.421919584274292e-06
