,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO
(1) multimodalidade,-0.11148991615783871,-0.1916254633721109,0.17826405216373642,0.14249408806479863,0.06496994005204758,0.40573329170723577,0.5018460121394468,0.36364328453572625,-0.042664531030239095,0.25770307177223784,-0.013961564242642876,-0.48230584292892653,-1.4026829780806773
(2) não separabilidade,-0.16402685288691954,-0.16302526471924514,0.21757652128598773,0.5929672658034995,-0.008535582912535727,0.5690193542798944,0.6524302993222768,0.4683357275822666,0.34881794298575985,0.4199602678193961,0.3156360549741101,-0.4609230812606854,-1.6548975523132512
(3) enganosidade / falsos ótimos,-0.07611400227526002,-0.11352809252783885,0.21757652128598773,0.3835194070292245,0.3140744410473339,0.5776402292041517,0.577768417564422,0.4403208976928645,-0.05846995296158723,0.4945676381844151,0.2834808191189214,-0.48230584292892653,-0.9907073223321008
(4) regiões planas,0.0012901896114252,-0.03587678201394191,-0.04726635750776154,-0.04264860818396449,-0.31391899046960314,0.2788638353642643,-0.35315539632688225,0.2742169945685171,-0.04021491375899346,,,-0.8954551764453828,-0.7867399021749436
(5) heterocedasticidade / densidade irregular,-0.16995849735601107,0.012555166817335768,0.7804084828261969,0.9119486566600435,0.5844991108642386,0.8107071203827436,0.9033024227192427,0.9205416160037153,0.3573134545057087,0.815299033671317,0.3477912908292988,-0.008247409602555295,-2.9889732501491144
"(6) geometria do front (côncavo, desconexo)",-0.056186865789281254,-0.17121905910019328,0.43543087417595633,0.7026953942567594,0.636208669645833,0.5592655515050408,0.7026963208515259,0.8207272303583496,0.19227322418303675,0.6581527552846064,0.10810069801396874,-0.6362598179753565,-0.9174321266783246
(7) BBOB,-0.16995849735601107,-0.1787710127918548,0.4078234887930339,0.6293885825714406,0.36514073881918696,0.6296169521489327,0.7320126734906702,0.5662820096981693,0.36847761045412053,0.4945676381844151,0.2834808191189214,-0.008247409602555295,-2.448047785107158
sintéticos (25),-0.12304033582508915,-0.1787710127918548,0.21808695033323347,0.2846207143959252,0.26300814327548083,0.5607449049921798,0.6256585532074437,0.46721189608191727,0.06344888206347443,0.4589320665566288,0.17779213929023568,-0.5818514129302487,-1.3655774992951208
reais (3),-0.11706950483571567,-0.08453961918547914,0.8583521810135628,0.8668841395847562,0.8451359566221566,0.6700436614319486,0.7329176604580583,0.8207272303583496,0.46794863720505453,0.894214491774723,,0.7310536242144078,-0.8177754648442759
