alg,problema,semente,delta,vitoria,piso
CSEA,BBOB_F1,20,-0.11443221845791883,False,nsga2
CSEA,BBOB_F1,18,-0.016788062737940493,False,nsga2
CSEA,BBOB_F1,27,0.033010488573859374,True,nsga2
CSEA,BBOB_F1,9,-0.13714009524849124,False,nsga2
CSEA,BBOB_F1,0,-0.07474709686357962,False,nsga2
CSEA,BBOB_F1,11,-0.10653683215830213,False,nsga2
CSEA,BBOB_F1,7,-0.259557913186777,False,nsga2
CSEA,BBOB_F1,16,-0.11118836167267801,False,nsga2
CSEA,BBOB_F1,42,-0.15895706432229773,False,nsga2
CSEA,BBOB_F1,6,-0.2461639596490116,False,nsga2
CSEA,BBOB_F1,28,-0.061699870454026785,False,nsga2
CSEA,BBOB_F1,17,-0.15938766096646736,False,nsga2
CSEA,BBOB_F1,1,-0.2109947895138844,False,nsga2
CSEA,BBOB_F1,10,-0.15014975481575413,False,nsga2
CSEA,BBOB_F1,19,-0.14997894147095045,False,nsga2
CSEA,BBOB_F1,26,-0.08388292527290703,False,nsga2
CSEA,BBOB_F1,8,-0.16483976375706444,False,nsga2
CSEA,BBOB_F1,21,-0.15410535105124598,False,nsga2
CSEA,BBOB_F1,24,-0.04245701474395796,False,nsga2
CSEA,BBOB_F1,23,-0.12876416252519476,False,nsga2
CSEA,BBOB_F1,4,-0.15024749707652627,False,nsga2
CSEA,BBOB_F1,15,-0.16296845990809192,False,nsga2
CSEA,BBOB_F1,3,-0.01897037980927934,False,nsga2
CSEA,BBOB_F1,12,-0.08874703307021435,False,nsga2
CSEA,BBOB_F1,2,-0.11421048893279104,False,nsga2
CSEA,BBOB_F1,13,-0.029921397295773654,False,nsga2
CSEA,BBOB_F1,5,0.05099909266008105,True,nsga2
CSEA,BBOB_F1,14,-0.04476791804753056,False,nsga2
CSEA,BBOB_F1,22,-0.06661027729773714,False,nsga2
CSEA,BBOB_F1,25,-0.1015976814965476,False,nsga2
CSEA,BBOB_F17,20,-0.03690754811148421,False,nsga2
CSEA,BBOB_F17,18,-0.004946898534091083,False,nsga2
CSEA,BBOB_F17,27,-0.0012464839855006828,False,nsga2
CSEA,BBOB_F17,9,-0.03219849990619526,False,nsga2
CSEA,BBOB_F17,0,0.013060570757187496,True,nsga2
CSEA,BBOB_F17,11,-0.0010722357536666776,False,nsga2
CSEA,BBOB_F17,7,0.007125891695198914,True,nsga2
CSEA,BBOB_F17,16,0.004995526764859109,True,nsga2
CSEA,BBOB_F17,42,-0.004786056221583406,False,nsga2
CSEA,BBOB_F17,6,-0.016107583339182344,False,nsga2
CSEA,BBOB_F17,28,0.009533297429841383,True,nsga2
CSEA,BBOB_F17,17,-0.023062956589893192,False,nsga2
CSEA,BBOB_F17,1,-0.008862411689667303,False,nsga2
CSEA,BBOB_F17,10,-0.03828749075869099,False,nsga2
CSEA,BBOB_F17,19,-0.007530991945670836,False,nsga2
CSEA,BBOB_F17,26,-0.021265124669307963,False,nsga2
CSEA,BBOB_F17,8,-0.050822674069016374,False,nsga2
CSEA,BBOB_F17,21,0.00447854388602538,True,nsga2
CSEA,BBOB_F17,24,-0.027195607616288853,False,nsga2
CSEA,BBOB_F17,23,0.001280280639065789,True,nsga2
CSEA,BBOB_F17,4,-0.027508343202276832,False,nsga2
CSEA,BBOB_F17,15,-0.02175392298398804,False,nsga2
CSEA,BBOB_F17,3,-0.016431554049279845,False,nsga2
CSEA,BBOB_F17,12,-0.015531913220002847,False,nsga2
CSEA,BBOB_F17,2,-0.011648108671332112,False,nsga2
CSEA,BBOB_F17,13,-0.0011775971482744267,False,nsga2
CSEA,BBOB_F17,5,-0.006998157937347958,False,nsga2
CSEA,BBOB_F17,14,-0.004219187191817883,False,nsga2
CSEA,BBOB_F17,22,-0.023230115770625257,False,nsga2
CSEA,BBOB_F17,25,-0.03631949961429041,False,nsga2
CSEA,BBOB_F22,20,-0.19604280190782933,False,nsga2
CSEA,BBOB_F22,18,-0.4579232359578138,False,nsga2
CSEA,BBOB_F22,27,-0.2708700361976763,False,nsga2
CSEA,BBOB_F22,9,-0.167931305679933,False,nsga2
CSEA,BBOB_F22,0,0.24442954489049315,True,nsga2
CSEA,BBOB_F22,11,-0.3021903976926752,False,nsga2
CSEA,BBOB_F22,7,-0.021953009231142764,False,nsga2
CSEA,BBOB_F22,16,-0.21074280379595062,False,nsga2
CSEA,BBOB_F22,42,-0.26598070987398276,False,nsga2
CSEA,BBOB_F22,6,-0.13335991052779206,False,nsga2
CSEA,BBOB_F22,28,-0.411763245525104,False,nsga2
CSEA,BBOB_F22,17,0.09263714175940684,True,nsga2
CSEA,BBOB_F22,1,-0.38291095442882034,False,nsga2
CSEA,BBOB_F22,10,-0.08885094961555258,False,nsga2
CSEA,BBOB_F22,19,-0.05207437915602477,False,nsga2
CSEA,BBOB_F22,26,0.15347853303929287,True,nsga2
CSEA,BBOB_F22,8,-0.29497870585298047,False,nsga2
CSEA,BBOB_F22,21,-0.008505745056923699,False,nsga2
CSEA,BBOB_F22,24,-0.5396731170387977,False,nsga2
CSEA,BBOB_F22,23,-0.0979265828893096,False,nsga2
CSEA,BBOB_F22,4,-0.10845931701242681,False,nsga2
CSEA,BBOB_F22,15,0.002976596455090281,True,nsga2
CSEA,BBOB_F22,3,-0.21894648799731092,False,nsga2
CSEA,BBOB_F22,12,-0.30512332600277203,False,nsga2
CSEA,BBOB_F22,2,-0.23873314736592005,False,nsga2
CSEA,BBOB_F22,13,-0.11416942571851726,False,nsga2
CSEA,BBOB_F22,5,-0.10522622093167275,False,nsga2
CSEA,BBOB_F22,14,-0.12382392994914482,False,nsga2
CSEA,BBOB_F22,22,-0.340489770612532,False,nsga2
CSEA,BBOB_F22,25,-0.3474057555381011,False,nsga2
CSEA,BBOB_F37,20,-0.17768058263940253,False,nsga2
CSEA,BBOB_F37,18,-0.11474981038602741,False,nsga2
CSEA,BBOB_F37,27,-0.11872399321874888,False,nsga2
CSEA,BBOB_F37,9,-0.08105127037352122,False,nsga2
CSEA,BBOB_F37,0,-0.14933238652498818,False,nsga2
CSEA,BBOB_F37,11,0.03076808989462821,True,nsga2
CSEA,BBOB_F37,7,-0.1612221244952395,False,nsga2
CSEA,BBOB_F37,16,-0.07024227862189467,False,nsga2
CSEA,BBOB_F37,42,-0.09579633749350584,False,nsga2
CSEA,BBOB_F37,6,0.008453777484805245,True,nsga2
CSEA,BBOB_F37,28,-0.22678736252267384,False,nsga2
CSEA,BBOB_F37,17,-0.2840974202139899,False,nsga2
CSEA,BBOB_F37,1,-0.09466732170214515,False,nsga2
CSEA,BBOB_F37,10,-0.17587215088306712,False,nsga2
CSEA,BBOB_F37,19,-0.02790444422298348,False,nsga2
CSEA,BBOB_F37,26,-0.15618381577146523,False,nsga2
CSEA,BBOB_F37,8,-0.3457920033266408,False,nsga2
CSEA,BBOB_F37,21,0.06531981900949252,True,nsga2
CSEA,BBOB_F37,24,-0.18647543631968533,False,nsga2
CSEA,BBOB_F37,23,-0.3162856382179908,False,nsga2
CSEA,BBOB_F37,4,0.07873348843036022,True,nsga2
CSEA,BBOB_F37,15,-0.14193917007791307,False,nsga2
CSEA,BBOB_F37,3,-0.13455955589881052,False,nsga2
CSEA,BBOB_F37,12,-0.33459850788993456,False,nsga2
CSEA,BBOB_F37,2,-0.1372224887640056,False,nsga2
CSEA,BBOB_F37,13,0.11945371562814347,True,nsga2
CSEA,BBOB_F37,5,-0.17403056640234746,False,nsga2
CSEA,BBOB_F37,14,0.01894077702833074,True,nsga2
CSEA,BBOB_F37,22,-0.11368518296176566,False,nsga2
CSEA,BBOB_F37,25,-0.08161853679297093,False,nsga2
CSEA,BBOB_F49,20,-0.28924795717870455,False,nsga2
CSEA,BBOB_F49,18,-0.32516651652886935,False,nsga2
CSEA,BBOB_F49,27,-0.1880912518920188,False,nsga2
CSEA,BBOB_F49,9,0.012983627991274165,True,nsga2
CSEA,BBOB_F49,0,0.032454555875183554,True,nsga2
CSEA,BBOB_F49,11,-0.10872977100802528,False,nsga2
CSEA,BBOB_F49,7,0.44433664213955404,True,nsga2
CSEA,BBOB_F49,16,0.004987817603812295,True,nsga2
CSEA,BBOB_F49,42,0.0590844539922751,True,nsga2
CSEA,BBOB_F49,6,-0.3581652183233402,False,nsga2
CSEA,BBOB_F49,28,0.2659852054866484,True,nsga2
CSEA,BBOB_F49,17,-0.01191179547037079,False,nsga2
CSEA,BBOB_F49,1,-0.2528663126840196,False,nsga2
CSEA,BBOB_F49,10,-0.03747639667503146,False,nsga2
CSEA,BBOB_F49,19,-0.1711861092383416,False,nsga2
CSEA,BBOB_F49,26,-0.28613814242765057,False,nsga2
CSEA,BBOB_F49,8,-0.18123342349927732,False,nsga2
CSEA,BBOB_F49,21,0.14687461092269494,True,nsga2
CSEA,BBOB_F49,24,-0.19880739481975654,False,nsga2
CSEA,BBOB_F49,23,-0.30593970448740043,False,nsga2
CSEA,BBOB_F49,4,0.1319859202078721,True,nsga2
CSEA,BBOB_F49,15,-0.15693422971292978,False,nsga2
CSEA,BBOB_F49,3,0.25261581467628097,True,nsga2
CSEA,BBOB_F49,12,0.02705366945653249,True,nsga2
CSEA,BBOB_F49,2,0.008353838912536885,True,nsga2
CSEA,BBOB_F49,13,-0.0421201318613538,False,nsga2
CSEA,BBOB_F49,5,0.5034306421708179,True,nsga2
CSEA,BBOB_F49,14,0.19244050509231203,True,nsga2
CSEA,BBOB_F49,22,-0.3781837106624929,False,nsga2
CSEA,BBOB_F49,25,0.06973270204001594,True,nsga2
CSEA,BBOB_F5,20,-0.0420130193274248,False,nsga2
CSEA,BBOB_F5,18,-0.06600539571883665,False,nsga2
CSEA,BBOB_F5,27,-0.28903470926207847,False,nsga2
CSEA,BBOB_F5,9,-0.007582258448906646,False,nsga2
CSEA,BBOB_F5,0,-0.08494974158276075,False,nsga2
CSEA,BBOB_F5,11,-0.13207188733463385,False,nsga2
CSEA,BBOB_F5,7,-0.009599049022924133,False,nsga2
CSEA,BBOB_F5,16,-0.10840208781084833,False,nsga2
CSEA,BBOB_F5,42,0.016699940947576528,True,nsga2
CSEA,BBOB_F5,6,0.008160087694053011,True,nsga2
CSEA,BBOB_F5,28,-0.2435621859616437,False,nsga2
CSEA,BBOB_F5,17,-0.1722644154724387,False,nsga2
CSEA,BBOB_F5,1,-0.18621027861980136,False,nsga2
CSEA,BBOB_F5,10,0.052237300044038704,True,nsga2
CSEA,BBOB_F5,19,-0.2441978217383293,False,nsga2
CSEA,BBOB_F5,26,0.1442892273084848,True,nsga2
CSEA,BBOB_F5,8,0.10981912105204755,True,nsga2
