,CSEA,PC-SAEA,CLMEA,MMRAEA,EIM,K-RVEA,θ-DEA-DP,ParEGO,EDN-ARMOEA,qNEHVI,JES,qPOTS,LBN-MOBO
(1) multimodalidade,-0.012758497168352817,-0.021071369518478305,0.030990655144252192,0.024903080480912027,0.025003614752791482,0.07817883594639904,0.1580260549207441,0.08486526945808895,0.00374139214618682,0.07626841418809842,0.0421590369254083,-0.032251139527995375,-0.13108233477755016
(2) não separabilidade,-0.08602993128990842,-0.08878899866648945,0.17719086373424509,0.4005731831504371,0.03247298140034964,0.9932240729642647,1.1374799397965054,0.5871394780626124,0.27930130205637693,0.18981050261168708,0.1396293811179441,-0.14169029748949583,-0.6749068131044285
(3) enganosidade / falsos ótimos,-0.02085309954483587,-0.05829126553402043,0.08332011351961524,0.2061373738440483,0.04873737997413641,0.5205102775176453,0.9912179036727866,0.3247507561115628,-0.0021676486273752805,0.11307563486567956,0.08488969698967284,-0.15417587998717847,-0.3251937110018154
(4) regiões planas,0.012644480484109724,-0.060813264226003735,-0.09380309812906508,-0.08809734355321466,-0.24373519785418213,0.5124195928981332,-0.4796563668023603,0.9530383929857384,-0.08057964753885398,0.0,,-0.5997830672297015,-0.6510672619704625
(5) heterocedasticidade / densidade irregular,-0.34511549403904723,-0.2830760712292241,0.11963824390956221,0.29776720882912144,-0.3075543742913445,2.4878634551261394,5.20485780951487,5.664032102790188,0.3331796164426055,0.1630744909801003,0.1980965608504739,-0.5132382090117125,-1.0
"(6) geometria do front (côncavo, desconexo)",-0.015225470497200825,-0.09442349406945616,0.0932488655118505,0.2052394675598794,0.18588199563426566,0.20884339960802834,0.1349960358165859,0.16477114619788147,0.18471380708350046,0.14331052120251608,0.037611663304413824,-0.47683752036519644,-0.10731097292767147
(7) BBOB,-0.11269942530273452,-0.09287582876755171,0.29371073095429145,0.4410030241531959,0.24543554874195814,1.2242524222585018,1.1635597971212044,1.1703279211352453,0.2891857349019299,0.3325433211081874,0.08488969698967284,-0.02647641802342489,-0.7204142918523222
sintéticos (25),-0.02469409607270113,-0.08991688113174973,0.07215463633203786,0.2919012253390514,0.07247114519548134,0.3337357549512456,0.9912179036727866,0.5871394780626124,0.17762019211781838,0.16338984438451215,0.04847621735669042,-0.2511294554509963,-0.396982731549888
reais (3),-0.009415617712097405,-0.004279097708650586,0.11434309469166315,0.11857770978070743,0.12632844252657321,0.07463712440219027,0.08784165110593266,0.16477114619788147,0.008913383375364108,0.06161559901026001,,-0.056593502190215764,-0.19023172852692893
