label,exp,problema,obj,bloco,n_train,rho_sigma_dist,sigma_p05,sigma_p95,sigma_prox_med,sigma_long_med,dmin_p10,dmin_p90
BBOB_F1,main,BBOB_F1,0,200,308,0.7834643228660808,1.3948245346546173,4.663223981857299,1.508259654045105,4.409174680709839,0.493451208530078,0.779004951930886
BBOB_F1,main,BBOB_F1,1,200,308,0.7831211812802953,1.3911611914634705,4.662973999977112,1.5043046474456787,4.404559850692749,0.493451208530078,0.779004951930886
BBOB_F17,main,BBOB_F17,0,200,308,0.4767236001809,188497.05859375,542676.340625,263475.640625,434519.03125,0.4802743093317667,0.7257107208048076
BBOB_F17,main,BBOB_F17,1,200,308,0.7020864615216152,28.08578405380249,58.26724109649658,30.969970703125,54.71951484680176,0.4802743093317667,0.7257107208048076
BBOB_F22,main,BBOB_F22,0,200,308,0.7558477664619416,31397.600390625,90973.84570312499,36211.189453125,85047.01953125,0.4883379852497743,0.7746629429130569
BBOB_F22,main,BBOB_F22,1,200,308,0.7768985752246438,51.26208000183106,133.62830352783203,56.871856689453125,123.77838897705078,0.4883379852497743,0.7746629429130569
BBOB_F37,main,BBOB_F37,0,200,308,0.768383136095784,41.859781455993655,111.66671485900879,48.556461334228516,105.00001525878906,0.46697763654598473,0.7324637642378287
BBOB_F37,main,BBOB_F37,1,200,308,0.7488133992033498,185.44904632568358,433.1197875976562,213.70526885986328,411.6722869873047,0.46697763654598473,0.7324637642378287
BBOB_F49,main,BBOB_F49,0,200,308,0.7157094754273688,135.6859504699707,350.7620849609375,162.07733154296875,329.7571105957031,0.4707475079563329,0.738773058617221
BBOB_F49,main,BBOB_F49,1,200,308,0.8034857191727369,5.7220090389251705,6.490668630599975,5.874220371246338,6.477828025817871,0.4707475079563329,0.738773058617221
BBOB_F5,main,BBOB_F5,0,200,308,0.7818360724590181,1.381076842546463,4.5175162076950075,1.5418094992637634,4.302332878112793,0.4991835979058711,0.78103308322458
BBOB_F5,main,BBOB_F5,1,200,308,0.7842244618501997,94.55091133117676,206.94312438964843,103.88093948364258,202.27342987060547,0.4991835979058711,0.78103308322458
BBOB_F55,main,BBOB_F55,0,200,308,0.832310435638191,11.418438291549682,12.18191418647766,11.519577980041504,12.177743911743164,0.48380338251563604,0.7716058748805903
BBOB_F55,main,BBOB_F55,1,200,308,0.8935531602286197,8.342768716812134,10.062095880508423,8.4243483543396,10.052188873291016,0.48380338251563604,0.7716058748805903
DTLZ1,main,DTLZ1,0,140,215,0.42734005383501344,19.069081497192382,34.59515571594238,23.04515552520752,31.029674530029297,0.31083912930759783,0.5048760122544725
DTLZ1,main,DTLZ1,1,140,215,0.5809346112336528,20.336971473693847,35.691333007812496,22.674099922180176,33.456512451171875,0.31083912930759783,0.5048760122544725
DTLZ1,main,DTLZ1,2,140,215,0.46342554728017143,30.790775966644286,52.31300296783447,35.51230430603027,47.0452766418457,0.31083912930759783,0.5048760122544725
DTLZ2,main,DTLZ2,0,240,370,0.6714053308513327,0.06517552807927132,0.11961889415979385,0.07225149497389793,0.1139901615679264,0.5792852576982346,0.8239746071107706
DTLZ2,main,DTLZ2,1,240,370,0.6690053362513341,0.06348620019853116,0.11728508993983268,0.07055098935961723,0.11179810762405396,0.5792852576982346,0.8239746071107706
DTLZ2,main,DTLZ2,2,240,370,0.6162616210654053,0.04022230915725231,0.08397160694003104,0.04765240289270878,0.07848427817225456,0.5792852576982346,0.8239746071107706
DTLZ3,main,DTLZ3,0,240,370,0.5025316406329101,89.93000450134278,135.51495361328122,98.17560958862305,127.80201721191406,0.6031027335074898,0.841882848315685
DTLZ3,main,DTLZ3,1,240,370,0.44364339891084975,110.41494560241699,162.21812362670897,124.36373901367188,153.44959259033203,0.6031027335074898,0.841882848315685
DTLZ3,main,DTLZ3,2,240,370,0.36786425296606323,127.93362617492676,189.6418670654297,147.85008239746094,175.20819091796875,0.6031027335074898,0.841882848315685
DTLZ4,main,DTLZ4,0,240,370,0.6403979215994804,0.13554131612181664,0.19650291576981543,0.14570961892604828,0.1884344443678856,0.5879518482512005,0.8126578015700966
DTLZ4,main,DTLZ4,1,240,370,0.22598440899610225,0.016828340757638217,0.03201009929180145,0.023015848360955715,0.025926392525434494,0.5879518482512005,0.8126578015700966
DTLZ4,main,DTLZ4,2,240,370,0.15508972408058966,0.02472554352134466,0.04907243158668279,0.034083692356944084,0.0388263463973999,0.5879518482512005,0.8126578015700966
DTLZ7,main,DTLZ7,0,440,680,0.513713276428319,0.0010608331998810173,0.002208798797801137,0.0014203520258888602,0.0020391077268868685,1.051075494849689,1.3453443152402542
DTLZ7,main,DTLZ7,1,440,680,0.47782507913545424,0.0010735963645856828,0.0021896994323469697,0.001412655576132238,0.002033173688687384,1.051075494849689,1.3453443152402542
DTLZ7,main,DTLZ7,2,440,680,0.5669772247443061,0.1841062068939209,0.33947824984788894,0.21457592397928238,0.3116291016340256,1.051075494849689,1.3453443152402542
MMF1,main,MMF1,0,40,60,0.5584485580715578,0.0014265975682064892,0.01732093384489417,0.0022296535316854715,0.012326367665082216,0.023195424402823562,0.09400519196359278
MMF1,main,MMF1,1,40,60,0.4402030430507608,0.3242108166217804,1.9294855833053588,0.5630587935447693,1.589086651802063,0.023195424402823562,0.09400519196359278
MMF11_L,main,MMF11_L,0,40,60,0.43225325347540833,0.00019808244687737896,0.0003263663878897205,0.00022734342201147228,0.0002835706400219351,0.024506227809607973,0.09170333151277803
MMF11_L,main,MMF11_L,1,40,60,0.8485388436347108,0.09310700707137584,0.7115384399890898,0.09919695183634758,0.6781359910964966,0.024506227809607973,0.09170333151277803
MMF16_20,main,MMF16_20,0,400,618,0.5295821857927331,0.13691308498382568,0.19544373080134392,0.15061398595571518,0.18611560761928558,0.9974493758065971,1.257186395633961
MMF16_20,main,MMF16_20,1,400,618,0.5314848728712182,0.1426614634692669,0.20822362452745438,0.15638232231140137,0.19721955060958862,0.9974493758065971,1.257186395633961
MMF16_20,main,MMF16_20,2,400,618,0.5391542932407563,0.19692919179797172,0.272376412153244,0.2134462147951126,0.2630389928817749,0.9974493758065971,1.257186395633961
MMF4,main,MMF4,0,40,60,0.254783912195978,0.0006007798365317285,0.008331506000831723,0.0013867965899407864,0.00366990698967129,0.02293709071249058,0.08736738941931166
MMF4,main,MMF4,1,40,60,0.8743319845829961,0.07572376430034637,0.364152267575264,0.07579462230205536,0.34664447605609894,0.02293709071249058,0.08736738941931166
WFG1,main,WFG1,0,440,680,0.33721280730320186,0.019470905233174563,0.02806781930848956,0.023323667235672474,0.026081115007400513,1.0701302196108162,1.3341717736088063
WFG1,main,WFG1,1,440,680,0.30237942359485587,0.037977260537445545,0.049554122053086756,0.043303027749061584,0.04679384082555771,1.0701302196108162,1.3341717736088063
WFG2,main,WFG2,0,440,680,0.6507981741995434,0.04655634667724371,0.07177008651196956,0.051286134868860245,0.06859041005373001,1.0365879832512315,1.3110608227050378
WFG2,main,WFG2,1,440,680,0.21303588525897132,0.15842095017433167,0.2621183037757873,0.20187783241271973,0.2235819548368454,1.0365879832512315,1.3110608227050378
WFG4,main,WFG4,0,440,680,0.4431176427794106,0.0997668206691742,0.13404480591416357,0.11195391789078712,0.12879259884357452,1.0634844787854363,1.334938082838113
WFG4,main,WFG4,1,440,680,0.34902405925601476,0.2179166004061699,0.2933505952358246,0.24953126907348633,0.278220072388649,1.0634844787854363,1.334938082838113
WFG5,main,WFG5,0,440,680,0.4356479530753563,0.05561827085912228,0.07969963178038597,0.06281957402825356,0.07480067387223244,1.0731215198961535,1.3472375846958031
WFG5,main,WFG5,1,440,680,0.2932932651833013,0.14360302910208703,0.20112567618489266,0.1665404886007309,0.18489737808704376,1.0731215198961535,1.3472375846958031
WFG9,main,WFG9,0,440,680,0.579555771888943,0.40724472105503084,0.47918769270181655,0.4256744533777237,0.4696938097476959,1.0568834921929549,1.3222613101512655
WFG9,main,WFG9,1,440,680,0.5375786388462518,0.7896296799182891,0.8975560575723648,0.8222141265869141,0.8813230395317078,1.0568834921929549,1.3222613101512655
ZDT1,main,ZDT1,0,600,928,0.5568963344329197,0.0013296620803885163,0.0027433006092905995,0.0017694621928967535,0.0025021209148690104,1.3549918959538603,1.6440821477397418
ZDT1,main,ZDT1,1,600,928,0.6113954743488685,0.05715497117489576,0.10067233368754386,0.06714534386992455,0.09593335166573524,1.3549918959538603,1.6440821477397418
ZDT3,main,ZDT3,0,600,928,0.5497974386555338,0.0012625182513147592,0.002623829583171755,0.001617782167159021,0.002313215984031558,1.3636214367384525,1.6477667455463252
ZDT3,main,ZDT3,1,600,928,0.5384235200577889,0.08890647664666176,0.14971916228532792,0.10628483816981316,0.13808193802833557,1.3636214367384525,1.6477667455463252
ZDT4,main,ZDT4,0,200,308,0.6131366732841682,0.0007538998353993521,0.0025279647437855594,0.0011231060489080846,0.0022039051400497556,0.4803014001784815,0.7473305845816262
ZDT4,main,ZDT4,1,200,308,0.7852648258162064,20.111875152587892,27.55126361846924,21.02751922607422,27.209699630737305,0.4803014001784815,0.7473305845816262
ZDT6,main,ZDT6,0,200,308,0.31308468627117153,0.006100539956241846,0.014699447806924582,0.009649889543652534,0.012384366244077682,0.4834995560750043,0.7467871334663295
ZDT6,main,ZDT6,1,200,308,0.7372154426067722,0.03021650407463312,0.08543488234281539,0.03633088432252407,0.07896523177623749,0.4834995560750043,0.7467871334663295
q10_DTLZ2,batch,DTLZ2,0,200,2121,0.5678116974529244,0.009789551747962833,0.030848296824842688,0.01343023357912898,0.026965542696416378,0.5058351500623861,0.7221315335743171
q10_DTLZ2,batch,DTLZ2,1,200,2121,0.5713952118488029,0.009739989601075649,0.03051948333159089,0.013363342732191086,0.026716786436736584,0.5058351500623861,0.7221315335743171
q10_DTLZ2,batch,DTLZ2,2,200,2121,0.5202528670632168,0.004219232546165586,0.01401517051272094,0.006293233251199126,0.012124307453632355,0.5058351500623861,0.7221315335743171
q10_MMF16_20,batch,MMF16_20,0,200,2209,0.26043208860802214,0.003993206680752337,0.017237045429646967,0.009352341294288635,0.013059651013463736,0.9426757655435741,1.1795161521435198
q10_MMF16_20,batch,MMF16_20,1,200,2209,0.26084869871217464,0.004003640823066234,0.017223963700234886,0.009349290747195482,0.013077615294605494,0.9426757655435741,1.1795161521435198
q10_MMF16_20,batch,MMF16_20,2,200,2209,0.24822886855721715,0.0016622023715171963,0.008201003400608897,0.004128358792513609,0.006134433439001441,0.9426757655435741,1.1795161521435198
q10_WFG9,batch,WFG9,0,200,2231,0.6110683552462394,0.3517065361142159,0.45508221834897994,0.3730757385492325,0.4447926729917526,0.977459432196088,1.2254929180303722
q10_WFG9,batch,WFG9,1,200,2231,0.5650328031819755,0.7089005708694458,0.854705336689949,0.750755101442337,0.8399796783924103,0.977459432196088,1.2254929180303722
q10_ZDT1,batch,ZDT1,0,200,2319,0.5716729234182308,0.0004974764480721206,0.0010857301647774875,0.0006829031626693904,0.0009990065591409802,1.3494714511741384,1.6439445599856153
q10_ZDT1,batch,ZDT1,1,200,2319,0.5553004988251247,0.043419305421411994,0.07982911504805087,0.05511917732656002,0.07465823367238045,1.3494714511741384,1.6439445599856153
q10_ZDT4,batch,ZDT4,0,200,2099,0.7974786388696598,0.00017363942533847875,0.0006212460808455944,0.00021941682643955573,0.0005734331789426506,0.3952844629749377,0.6847218554552369
q10_ZDT4,batch,ZDT4,1,200,2099,0.7314296764059913,24.253016185760497,28.182144165039062,24.83899974822998,28.061375617980957,0.3952844629749377,0.6847218554552369
