label,exp,problema,obj,ls_med_ini,ls_med_fim,ls_med_min,ls_med_max,osc_ini,osc_fim,ard_ratio_med,ard_ratio_max
BBOB_F1,main,BBOB_F1,0,1.269252702788359,3.51285315976653,1.269252702788359,3.51285315976653,0.6435205139995059,2.150555850737429,1.061546554002923,1.2253255816006385
BBOB_F1,main,BBOB_F1,1,1.3001999244688296,3.547365284725738,1.3001999244688296,3.547365284725738,0.7369896010492196,2.34752262001385,1.065029571528347,1.2024561167700372
BBOB_F17,main,BBOB_F17,0,2.0542161924048408,4.564110602412329,2.0542161924048408,4.564110602412329,0.11790173050954872,0.059046433153113115,12.353587414245906,18.177706694973146
BBOB_F17,main,BBOB_F17,1,0.8902363176820078,1.2614808169221952,0.8902363176820078,1.2614808169221952,0.6801642221134179,1.1152208622910635,2.4444126045512373,2.6353746671416607
BBOB_F22,main,BBOB_F22,0,1.2345218081361993,2.0014401112537543,1.2345218081361993,2.0014401112537543,0.5263731263408448,0.8209151874759002,2.0708415778480274,2.1354703589646067
BBOB_F22,main,BBOB_F22,1,1.0179729638644617,1.6318558549361704,1.0042629195070834,1.6344781045023922,0.8252913141005676,0.951495844520678,2.0250036407943273,2.1226155160367894
BBOB_F37,main,BBOB_F37,0,1.0455505215708594,1.7564821247251934,1.0455505215708594,1.7564821247251934,0.7584767523904612,0.8718159249492673,1.625471974782132,1.6901002622259265
BBOB_F37,main,BBOB_F37,1,0.7039771605405744,1.247247055338045,0.7039771605405744,1.247247055338045,0.98525515973734,2.1573074443663662,2.2449663373175532,2.5746224182885524
BBOB_F49,main,BBOB_F49,0,0.7576135642431743,1.424192829192296,0.7526195623163339,1.424192829192296,0.8281787918008131,1.439981448410761,3.3126233708607247,4.139925665134982
BBOB_F49,main,BBOB_F49,1,0.34905391497016797,0.3520735788380659,0.3151818564682779,0.3993701021151893,0.9845876104500576,0.8890579891711151,3.229993468651771,6.2359266768992265
BBOB_F5,main,BBOB_F5,0,1.2313787632430915,3.5494744940927516,1.2313787632430915,3.5494744940927516,0.8585161306997221,2.4801785617284313,1.0424851468235525,1.2676598851218124
BBOB_F5,main,BBOB_F5,1,0.9706303527886796,1.0660816864371985,0.9561820354025109,1.154841222497267,0.9631597001012985,0.3436438033027568,1.9021092800598542,2.0297046774941854
BBOB_F55,main,BBOB_F55,0,0.40766092101779094,0.3110956577501819,0.26127402933138655,0.4284376237263786,0.9691799049250678,0.22111621602153544,2.704080949561727,4.225669422085879
BBOB_F55,main,BBOB_F55,1,0.4701058276192551,0.389577187402138,0.27588025764523894,0.4701058276192551,0.9252354623065325,0.15343058520837333,2.5256118931483305,9.123314057848752
DTLZ1,main,DTLZ1,0,0.5929258190850467,0.8184001599603221,0.5929258190850467,0.8201046669493983,0.6647527031450511,0.4343778445164748,4.396480080408413,5.8673068535220745
DTLZ1,main,DTLZ1,1,0.6515972573965553,0.7289293257264106,0.6515972573965553,0.848373909241899,0.7835263120977819,0.6016422873606141,3.6280564204528423,11.317821698358323
DTLZ1,main,DTLZ1,2,0.5381979438585384,0.6798698719164233,0.5313161764756861,0.7066114053121998,0.6391752817472454,0.5424739177589332,4.991792901722274,8.254688814351796
DTLZ2,main,DTLZ2,0,1.1521996202253575,1.9825671705725585,1.1521996202253575,1.9825671705725585,0.39329726181649544,0.5881047129672154,3.2715206441403524,3.5523119880603997
DTLZ2,main,DTLZ2,1,1.2598453625595187,2.034924224198614,1.237098944380289,2.034924224198614,0.3238566765656568,0.6109833834786904,3.0857799840527895,3.608842331072139
DTLZ2,main,DTLZ2,2,1.1925061503351095,2.6750006878541206,1.190586406961218,2.6750006878541206,0.3399441593958505,0.5894902410518845,6.362906883116885,8.359936739020192
DTLZ3,main,DTLZ3,0,0.9635780083603072,1.1130390778083303,0.9635780083603072,1.1634758974446109,0.4634972288195382,0.3147886994214017,4.452839499865398,5.378227817845182
DTLZ3,main,DTLZ3,1,0.8297009903998505,1.032370033942978,0.8215020495977198,1.1266294605082738,0.4485973156019064,0.321036526151138,5.622723238321614,9.394702541568524
DTLZ3,main,DTLZ3,2,0.7817328064748752,0.9941159263546306,0.7805021703316951,1.0059996646755927,0.4761689142596526,0.3265497747084389,7.212432737373199,9.878426654320787
DTLZ4,main,DTLZ4,0,0.5595073006133249,0.8450885040420643,0.5595073006133249,0.8450885040420643,0.9058140560760297,0.8920038935412352,2.5254342728293175,2.7613750226389224
DTLZ4,main,DTLZ4,1,0.896954013773397,3.556511309276887,0.896954013773397,3.556511309276887,0.8372070673508188,0.40871041083963383,109.77093725117219,185.3770223964108
DTLZ4,main,DTLZ4,2,1.0089346107668868,3.5317790295326965,1.0089346107668868,3.5317790295326965,0.8777159513324023,0.6856020188883586,49.19344856435646,177.67811620146438
DTLZ7,main,DTLZ7,0,2.728086759528335,8.175884926498929,2.728086759528335,8.175884926498929,0.039808412236399096,0.013242983185513733,14.582005482223611,19.847092612023374
