label,exp,problema,bloco,obj,ordem,wape,cobertura95,corr,fe_treino_max,sigma_med,erro_med,n_nan_sigma
BBOB_F1,main,BBOB_F1,20,0,10,0.04320343922577571,0.9915,0.988857861964506,127,8.710351943969727,3.9080917688709036,0
BBOB_F1,main,BBOB_F1,20,1,10,0.03953171590067042,0.996,0.990544105047204,127,8.73184585571289,3.36186841684102,0
BBOB_F1,main,BBOB_F1,22,0,11,0.042783366543355024,0.9925,0.9890224833505994,129,8.505558013916016,3.789390696687015,0
BBOB_F1,main,BBOB_F1,22,1,11,0.03926912630939176,0.996,0.9906687520420514,129,8.517989158630371,3.4084277459295365,0
BBOB_F1,main,BBOB_F1,24,0,12,0.04212682671952308,0.992,0.9893536952465273,131,8.292720317840576,3.7262925628317234,0
BBOB_F1,main,BBOB_F1,24,1,12,0.03873222598460855,0.996,0.990921569014558,131,8.32519006729126,3.3383678241756485,0
BBOB_F1,main,BBOB_F1,26,0,13,0.04147218391154983,0.993,0.9896938657566974,133,8.101415634155273,3.691680042077124,0
BBOB_F1,main,BBOB_F1,26,1,13,0.03798822656053183,0.996,0.9912692743921842,133,8.138123512268066,3.2695942740053354,0
BBOB_F1,main,BBOB_F1,28,0,14,0.040508006554812806,0.993,0.9901592979711781,135,7.922029495239258,3.5950940490559162,0
BBOB_F1,main,BBOB_F1,28,1,14,0.03740991010138191,0.996,0.9915300650864257,135,7.960719108581543,3.216896452215849,0
BBOB_F1,main,BBOB_F1,30,0,15,0.0397268916586583,0.9925,0.9905474258294006,137,7.742046117782593,3.547405782217716,0
BBOB_F1,main,BBOB_F1,30,1,15,0.03690611699605275,0.996,0.9917522531500181,137,7.775495529174805,3.1716650855232587,0
BBOB_F1,main,BBOB_F1,32,0,16,0.03832081482430851,0.9925,0.9911740464715754,139,7.585992097854614,3.389104901612825,0
BBOB_F1,main,BBOB_F1,32,1,16,0.03623103924465977,0.996,0.9920521492084806,139,7.606067419052124,3.1243716533765316,0
BBOB_F1,main,BBOB_F1,34,0,17,0.03688431522326735,0.994,0.991919087470787,141,7.492038726806641,3.1734548388221384,0
BBOB_F1,main,BBOB_F1,34,1,17,0.034693776160134686,0.9965,0.9927170862005025,141,7.497663736343384,2.9253777062762403,0
BBOB_F1,main,BBOB_F1,36,0,18,0.03591215540597511,0.9955,0.992349833778148,143,7.333314895629883,3.07171999871656,0
BBOB_F1,main,BBOB_F1,36,1,18,0.034062505462647094,0.9965,0.993007431890654,143,7.34518027305603,2.872346008399525,0
BBOB_F1,main,BBOB_F1,38,0,19,0.0354200506161451,0.994,0.9925298716379813,145,7.189375162124634,3.069660778643268,0
BBOB_F1,main,BBOB_F1,38,1,19,0.033692594211969455,0.9965,0.9931439782462064,145,7.199818849563599,2.8329072365516055,0
BBOB_F1,main,BBOB_F1,40,0,20,0.03464338757432659,0.994,0.9928831220613431,147,7.049171447753906,2.985123186774665,0
BBOB_F1,main,BBOB_F1,40,1,20,0.03313851033728504,0.9965,0.9933724274962916,147,7.055905818939209,2.781946260305382,0
BBOB_F1,main,BBOB_F1,42,0,21,0.034020737556682605,0.994,0.9931238307877728,149,6.912255048751831,2.9548751455498063,0
BBOB_F1,main,BBOB_F1,42,1,21,0.032610657919945,0.9965,0.9935861775519675,149,6.912843227386475,2.7528037963667487,0
BBOB_F1,main,BBOB_F1,44,0,22,0.03346692353515389,0.994,0.9933451459773383,151,6.773745059967041,2.905761607231792,0
BBOB_F1,main,BBOB_F1,44,1,22,0.03218169675229147,0.9965,0.9937556096953605,151,6.767857074737549,2.716700983474645,0
BBOB_F1,main,BBOB_F1,46,0,23,0.03266771932219793,0.994,0.9936318256675963,153,6.655799627304077,2.837644883019877,0
BBOB_F1,main,BBOB_F1,46,1,23,0.0308840451056263,0.9975,0.994233022184128,153,6.66114616394043,2.551648141532695,0
BBOB_F1,main,BBOB_F1,48,0,24,0.032189102413647336,0.994,0.993803354228742,155,6.537640810012817,2.807903981224108,0
BBOB_F1,main,BBOB_F1,48,1,24,0.030527695512212308,0.9975,0.9943660063470656,155,6.534741401672363,2.5118310330851017,0
BBOB_F1,main,BBOB_F1,50,0,25,0.03124379917312758,0.9945,0.994126552767442,157,6.444544315338135,2.737143105001053,0
BBOB_F1,main,BBOB_F1,50,1,25,0.02984303991897457,0.9975,0.9946180233848465,157,6.43257737159729,2.4523428558829465,0
BBOB_F1,main,BBOB_F1,52,0,26,0.030764186130051465,0.994,0.9943212948071362,159,6.330120325088501,2.640632538034218,0
BBOB_F1,main,BBOB_F1,52,1,26,0.02937778965116741,0.9975,0.9947750752180667,159,6.31555438041687,2.4419665200306895,0
BBOB_F1,main,BBOB_F1,54,0,27,0.03016779706718078,0.994,0.9945094532142156,161,6.22298789024353,2.5753668279481623,0
BBOB_F1,main,BBOB_F1,54,1,27,0.029017024364713956,0.9975,0.9949074421090267,161,6.2088117599487305,2.3898619221539015,0
BBOB_F1,main,BBOB_F1,56,0,28,0.02973320802259132,0.994,0.9946616382965625,163,6.114401578903198,2.529791181951964,0
BBOB_F1,main,BBOB_F1,56,1,28,0.02847470839384562,0.997,0.9951154892956521,163,6.1073408126831055,2.297051021745027,0
BBOB_F1,main,BBOB_F1,58,0,29,0.029356105478521285,0.9935,0.9947857525822718,165,6.0024731159210205,2.5261742226442436,0
BBOB_F1,main,BBOB_F1,58,1,29,0.02810685781753788,0.997,0.9952386685253732,165,5.991999626159668,2.2809909077034547,0
BBOB_F1,main,BBOB_F1,60,0,30,0.02889006336503056,0.9935,0.9949424561479753,167,5.9003307819366455,2.4672601517720025,0
BBOB_F1,main,BBOB_F1,60,1,30,0.027653070843372467,0.9975,0.9953891457333718,167,5.893357038497925,2.225529250827634,0
BBOB_F1,main,BBOB_F1,62,0,31,0.02856573804271187,0.9935,0.995051532286816,169,5.800628185272217,2.4393031007038815,0
BBOB_F1,main,BBOB_F1,62,1,31,0.027219329522393688,0.9975,0.9955316375175586,169,5.795446872711182,2.19298091989981,0
BBOB_F1,main,BBOB_F1,64,0,32,0.027861800294864784,0.994,0.9952915235271139,171,5.7056965827941895,2.376966205406113,0
BBOB_F1,main,BBOB_F1,64,1,32,0.02623106940169217,0.9975,0.9958505921650698,171,5.713520288467407,2.0988576796906884,0
BBOB_F1,main,BBOB_F1,66,0,33,0.026932934785930392,0.9945,0.9956471510981665,173,5.620016574859619,2.285436150291879,0
BBOB_F1,main,BBOB_F1,66,1,33,0.025589320445661062,0.9975,0.996027290137155,173,5.630728244781494,2.0695470078798266,0
BBOB_F1,main,BBOB_F1,68,0,34,0.02668309924970692,0.9945,0.9957210448496273,175,5.530404090881348,2.2684050915615472,0
BBOB_F1,main,BBOB_F1,68,1,34,0.02535962389142094,0.9975,0.9961012277599175,175,5.54459285736084,2.023260839080443,0
BBOB_F1,main,BBOB_F1,70,0,35,0.02637656639467746,0.9945,0.9958185688021605,177,5.443957328796387,2.235438932501026,0
BBOB_F1,main,BBOB_F1,70,1,35,0.025087409373022642,0.9975,0.9961856125856662,177,5.454141616821289,2.0096843550053123,0
BBOB_F1,main,BBOB_F1,72,0,36,0.02596359995536383,0.9945,0.9959445375319819,179,5.3626792430877686,2.1632735959624014,0
BBOB_F1,main,BBOB_F1,72,1,36,0.02483510914288193,0.9975,0.9962610502301894,179,5.371205806732178,1.997872850387715,0
BBOB_F1,main,BBOB_F1,74,0,37,0.025774116516627983,0.9945,0.9959958830748801,181,5.286297559738159,2.174275139122514,0
BBOB_F1,main,BBOB_F1,74,1,37,0.024731464453051716,0.9975,0.9962863024057919,181,5.2924182415008545,1.976676014854899,0
BBOB_F1,main,BBOB_F1,76,0,38,0.025343885247730197,0.9945,0.9961207864153903,183,5.2064807415008545,2.1486706140890846,0
BBOB_F1,main,BBOB_F1,76,1,38,0.024296650366892478,0.9975,0.9964112919599363,183,5.214379072189331,1.9663804376948661,0
BBOB_F1,main,BBOB_F1,78,0,39,0.024906709693563303,0.9945,0.9962443350972072,185,5.128230094909668,2.1002939852595617,0
BBOB_F1,main,BBOB_F1,78,1,39,0.02393679135064861,0.9975,0.9964964419304774,185,5.135634422302246,1.922952368205216,0
BBOB_F1,main,BBOB_F1,80,0,40,0.02445363039151673,0.995,0.9963903515724697,187,5.051671504974365,2.0589027161055924,0
BBOB_F1,main,BBOB_F1,80,1,40,0.023580687226299715,0.9975,0.9965946773554154,187,5.059211730957031,1.898558913121974,0
BBOB_F1,main,BBOB_F1,82,0,41,0.023992892560315972,0.995,0.9965138731663457,189,4.984226703643799,2.0243413778513784,0
BBOB_F1,main,BBOB_F1,82,1,41,0.02326326449453576,0.9975,0.9967079829098936,189,4.994637489318848,1.8729580504246286,0
BBOB_F1,main,BBOB_F1,84,0,42,0.023686841488123153,0.9955,0.9966008355249514,191,4.918176174163818,2.0069800085927483,0
BBOB_F1,main,BBOB_F1,84,1,42,0.02299342465363136,0.9975,0.9967906727593313,191,4.924008369445801,1.8480673821109193,0
BBOB_F1,main,BBOB_F1,86,0,43,0.023458475593239648,0.9955,0.9966628235196509,193,4.84934139251709,1.9849637966181817,0
BBOB_F1,main,BBOB_F1,86,1,43,0.02278101245848129,0.9975,0.9968495862255121,193,4.857143878936768,1.8358200933458377,0
BBOB_F1,main,BBOB_F1,88,0,44,0.023103389411467487,0.995,0.9967618698041308,195,4.780088663101196,1.9500695991496286,0
BBOB_F1,main,BBOB_F1,88,1,44,0.02245335929738836,0.9975,0.9969307419817511,195,4.789717435836792,1.7999709091783487,0
BBOB_F1,main,BBOB_F1,90,0,45,0.022779923190405383,0.9955,0.9968425443411973,197,4.716856956481934,1.909959997398488,0
BBOB_F1,main,BBOB_F1,90,1,45,0.02220936568484554,0.9975,0.9969977641866654,197,4.720104217529297,1.7763126112674357,0
BBOB_F1,main,BBOB_F1,92,0,46,0.02254529607509045,0.9955,0.9969047890590149,199,4.652625322341919,1.8877938520827016,0
BBOB_F1,main,BBOB_F1,92,1,46,0.021983018844731216,0.9975,0.9970547071313798,199,4.656760931015015,1.7693560120504728,0
BBOB_F1,main,BBOB_F1,94,0,47,0.0223284671243167,0.9955,0.9969630641687679,201,4.593103408813477,1.8672008329901857,0
BBOB_F1,main,BBOB_F1,94,1,47,0.02177738777329894,0.9975,0.9971165835543432,201,4.593888521194458,1.740355814506863,0
BBOB_F1,main,BBOB_F1,96,0,48,0.022095506653012596,0.9955,0.997027202049972,203,4.528361797332764,1.8416629729047145,0
BBOB_F1,main,BBOB_F1,96,1,48,0.021566873654688512,0.9975,0.9971737501495354,203,4.528702020645142,1.715680138436042,0
BBOB_F1,main,BBOB_F1,98,0,49,0.021699633226221562,0.9955,0.9971313363772525,205,4.468237400054932,1.8122548146660193,0
BBOB_F1,main,BBOB_F1,98,1,49,0.02122431817868621,0.9975,0.9972781360665082,205,4.474320650100708,1.6875098552573107,0
BBOB_F1,main,BBOB_F1,100,0,50,0.021499111688905025,0.9955,0.9971842132571487,207,4.411144256591797,1.7958052693488185,0
BBOB_F1,main,BBOB_F1,100,1,50,0.021024885302382574,0.9975,0.9973305042278022,207,4.4162890911102295,1.658339255744032,0
BBOB_F1,main,BBOB_F1,102,0,51,0.021269098841528403,0.9955,0.9972424231723339,209,4.359346151351929,1.7646852970291533,0
BBOB_F1,main,BBOB_F1,102,1,51,0.020798924913267233,0.9975,0.9973877513720543,209,4.362978458404541,1.6420909594031627,0
BBOB_F1,main,BBOB_F1,104,0,52,0.020971365380169082,0.9955,0.9973147182059858,211,4.30810284614563,1.7319994922008917,0
BBOB_F1,main,BBOB_F1,104,1,52,0.020574506202743904,0.9975,0.9974390398849133,211,4.3136701583862305,1.6278167454967587,0
BBOB_F1,main,BBOB_F1,106,0,53,0.02074698599517365,0.9955,0.9973741792777353,213,4.256811857223511,1.704486284898934,0
BBOB_F1,main,BBOB_F1,106,1,53,0.020390920262507127,0.9975,0.9974838182137278,213,4.256531238555908,1.6195459676164248,0
BBOB_F1,main,BBOB_F1,108,0,54,0.020513528696795444,0.9955,0.9974266544974089,215,4.207982301712036,1.6762074392218977,0
BBOB_F1,main,BBOB_F1,108,1,54,0.02021026455547017,0.9975,0.9975275109386202,215,4.205751180648804,1.614435430501068,0
BBOB_F1,main,BBOB_F1,110,0,55,0.020343125871133797,0.9955,0.9974650918470119,217,4.158463001251221,1.6640179489271105,0
BBOB_F1,main,BBOB_F1,110,1,55,0.020043409279715714,0.9975,0.997567161474714,217,4.156796216964722,1.6006262194211658,0
BBOB_F1,main,BBOB_F1,112,0,56,0.020059284072676594,0.995,0.997537214830056,219,4.110466957092285,1.6453897614402209,0
BBOB_F1,main,BBOB_F1,112,1,56,0.019753183341746597,0.998,0.9976339161715335,219,4.107676982879639,1.5614108335818315,0
BBOB_F1,main,BBOB_F1,114,0,57,0.019841989108855193,0.995,0.9975902235430658,221,4.0591394901275635,1.622185662873413,0
BBOB_F1,main,BBOB_F1,114,1,57,0.019533556159394786,0.998,0.9976821115183666,221,4.0619590282440186,1.5295679202920667,0
BBOB_F1,main,BBOB_F1,116,0,58,0.019674734503201393,0.995,0.9976301611133396,223,4.015538930892944,1.6062528818804367,0
BBOB_F1,main,BBOB_F1,116,1,58,0.019377199849022506,0.998,0.9977199834796401,223,4.0162224769592285,1.5209914678031424,0
BBOB_F1,main,BBOB_F1,118,0,59,0.01951032703388705,0.995,0.9976695687831932,225,3.969265580177307,1.5889832030438775,0
BBOB_F1,main,BBOB_F1,118,1,59,0.019210822890041324,0.998,0.9977596850531373,225,3.9698474407196045,1.5085728067768507,0
BBOB_F1,main,BBOB_F1,120,0,60,0.019343345121183537,0.995,0.9977081042262501,227,3.9287660121917725,1.5826368894810727,0
BBOB_F1,main,BBOB_F1,120,1,60,0.019051377852371376,0.998,0.9977978259226145,227,3.9279093742370605,1.494919735438799,0
BBOB_F1,main,BBOB_F1,122,0,61,0.019178326534195475,0.995,0.9977469519552147,229,3.883290410041809,1.5720028842956069,0
BBOB_F1,main,BBOB_F1,122,1,61,0.01888898204442186,0.998,0.9978359615784981,229,3.8858448266983032,1.4898935759163763,0
BBOB_F1,main,BBOB_F1,124,0,62,0.01903641823932931,0.995,0.997777597787789,231,3.8451101779937744,1.5599777228021026,0
BBOB_F1,main,BBOB_F1,124,1,62,0.018780609253080022,0.998,0.9978590093166231,231,3.847339153289795,1.4754435252613405,0
BBOB_F1,main,BBOB_F1,126,0,63,0.01884343051267894,0.995,0.997819395018738,233,3.802778959274292,1.5309293887979436,0
BBOB_F1,main,BBOB_F1,126,1,63,0.01859944000772176,0.9975,0.9978962499871004,233,3.806950330734253,1.4741395759953093,0
BBOB_F1,main,BBOB_F1,128,0,64,0.018670733955714138,0.995,0.9978586457292662,235,3.7610427141189575,1.5063771600457727,0
BBOB_F1,main,BBOB_F1,128,1,64,0.018434191758062216,0.9975,0.9979373177163158,235,3.7635834217071533,1.4611837070284324,0
BBOB_F1,main,BBOB_F1,130,0,65,0.018524365491688167,0.995,0.9978909856048206,237,3.721264958381653,1.4978402804075301,0
BBOB_F1,main,BBOB_F1,130,1,65,0.018297075371156962,0.9975,0.9979674849702355,237,3.727113962173462,1.4481042799827222,0
BBOB_F1,main,BBOB_F1,132,0,66,0.018343628587557167,0.995,0.997932408576628,239,3.679215908050537,1.4748019452210315,0
BBOB_F1,main,BBOB_F1,132,1,66,0.018079915215079977,0.998,0.9980194591779,239,3.683383345603943,1.4329642966760616,0
BBOB_F1,main,BBOB_F1,134,0,67,0.018214783222900967,0.995,0.9979608150712806,241,3.641692042350769,1.4716454060936286,0
BBOB_F1,main,BBOB_F1,134,1,67,0.0179555839382747,0.998,0.9980456962374945,241,3.6458864212036133,1.425503362424017,0
BBOB_F1,main,BBOB_F1,136,0,68,0.018049198900434243,0.995,0.9979964377008906,243,3.605320692062378,1.4651299733285796,0
BBOB_F1,main,BBOB_F1,136,1,68,0.017813364510914878,0.998,0.998074944482619,243,3.611096978187561,1.4118726918382194,0
BBOB_F1,main,BBOB_F1,138,0,69,0.017900797980435906,0.995,0.9980277127730508,245,3.5705251693725586,1.4555751943976958,0
BBOB_F1,main,BBOB_F1,138,1,69,0.01767227609189223,0.998,0.998103915328142,245,3.5690444707870483,1.4005129362724311,0
BBOB_F1,main,BBOB_F1,140,0,70,0.017759984418328024,0.995,0.9980592730484372,247,3.5318344831466675,1.4462610614383422,0
BBOB_F1,main,BBOB_F1,140,1,70,0.01755411249789894,0.998,0.9981296875850202,247,3.5323764085769653,1.391887857704674,0
BBOB_F1,main,BBOB_F1,142,0,71,0.01753591799077461,0.995,0.9981019315840076,249,3.5020416975021362,1.4275704237241484,0
BBOB_F1,main,BBOB_F1,142,1,71,0.017349194126976334,0.9975,0.9981747408450554,249,3.5024853944778442,1.3637155395411895,0
BBOB_F1,main,BBOB_F1,144,0,72,0.017421115474978533,0.995,0.9981257826252427,251,3.471967577934265,1.4139982903138844,0
BBOB_F1,main,BBOB_F1,144,1,72,0.017220270216619697,0.998,0.9982012806918024,251,3.4716854095458984,1.3569505383332796,0
BBOB_F1,main,BBOB_F1,146,0,73,0.017291338280935237,0.995,0.9981539285662321,253,3.43937611579895,1.4027052878887858,0
BBOB_F1,main,BBOB_F1,146,1,73,0.01707034695296756,0.998,0.9982319683780437,253,3.4359441995620728,1.3433919154617797,0
BBOB_F1,main,BBOB_F1,148,0,74,0.017182395798521915,0.995,0.9981764219947532,255,3.410280704498291,1.3928543975208214,0
BBOB_F1,main,BBOB_F1,148,1,74,0.01694989351688594,0.9975,0.9982594268330899,255,3.402893304824829,1.3217977354686,0
BBOB_F1,main,BBOB_F1,150,0,75,0.017065990773022358,0.995,0.9982000403018193,257,3.3780025243759155,1.3901118039622844,0
BBOB_F1,main,BBOB_F1,150,1,75,0.016822154811231244,0.998,0.9982857139482563,257,3.372650623321533,1.3193353507093022,0
BBOB_F1,main,BBOB_F1,152,0,76,0.016842488929307467,0.9955,0.9982471822690121,259,3.352991819381714,1.377747893871799,0
BBOB_F1,main,BBOB_F1,152,1,76,0.01659255319058511,0.998,0.9983288219939475,259,3.3445268869400024,1.2827510242008273,0
BBOB_F1,main,BBOB_F1,154,0,77,0.016661897665097253,0.9955,0.9982856529834102,261,3.325472116470337,1.3577017657268726,0
BBOB_F1,main,BBOB_F1,154,1,77,0.016428117627537122,0.998,0.9983648793773412,261,3.316716194152832,1.2708281144099587,0
BBOB_F1,main,BBOB_F1,156,0,78,0.01620071074613978,0.9955,0.9983723414195551,263,3.2980059385299683,1.3244243020768494,0
BBOB_F1,main,BBOB_F1,156,1,78,0.016044064278910978,0.998,0.9984488412136777,263,3.2933106422424316,1.2524158695031744,0
BBOB_F1,main,BBOB_F1,158,0,79,0.01608448530985114,0.9955,0.9983964179559148,265,3.2724164724349976,1.3155767722193303,0
BBOB_F1,main,BBOB_F1,158,1,79,0.01592765082238517,0.998,0.998470932943535,265,3.26613986492157,1.2474809483346405,0
BBOB_F1,main,BBOB_F1,160,0,80,0.015838254876540774,0.9955,0.9984393710327417,267,3.2487469911575317,1.2817932489963582,0
BBOB_F1,main,BBOB_F1,160,1,80,0.015641180528960123,0.998,0.9985306043241862,267,3.2414095401763916,1.2203636245089342,0
BBOB_F1,main,BBOB_F1,162,0,81,0.015748298448081254,0.9955,0.9984570085934419,269,3.220835328102112,1.274807706533558,0
BBOB_F1,main,BBOB_F1,162,1,81,0.015549082477866988,0.998,0.9985482755998569,269,3.2136913537979126,1.2243117652547468,0
BBOB_F1,main,BBOB_F1,164,0,82,0.015641051475603372,0.9955,0.9984767040726186,271,3.191159963607788,1.2690019669575179,0
BBOB_F1,main,BBOB_F1,164,1,82,0.015426889413889994,0.998,0.9985699184341204,271,3.1870871782302856,1.2096139332631566,0
BBOB_F1,main,BBOB_F1,166,0,83,0.015538344316730573,0.9955,0.9984955212082074,273,3.163292407989502,1.2610475567787418,0
BBOB_F1,main,BBOB_F1,166,1,83,0.015330917004941243,0.998,0.9985871081835926,273,3.1620657444000244,1.2009851511199159,0
BBOB_F1,main,BBOB_F1,168,0,84,0.015453915284025913,0.9955,0.998512224862701,275,3.137445569038391,1.2505558704336508,0
BBOB_F1,main,BBOB_F1,168,1,84,0.015241502283647516,0.998,0.9986035643313782,275,3.1357553005218506,1.1926878911153835,0
BBOB_F1,main,BBOB_F1,170,0,85,0.015340369060141908,0.9955,0.998533552152319,277,3.1141222715377808,1.2287420670645233,0
BBOB_F1,main,BBOB_F1,170,1,85,0.015147480240777549,0.998,0.9986210621416085,277,3.1095046997070312,1.1842713143258194,0
BBOB_F1,main,BBOB_F1,172,0,86,0.015222474254558017,0.9955,0.998555571264008,279,3.0891308784484863,1.22735439870155,0
BBOB_F1,main,BBOB_F1,172,1,86,0.015007608530494149,0.998,0.9986481756925366,279,3.086886167526245,1.17457794274317,0
BBOB_F1,main,BBOB_F1,174,0,87,0.01506702790183232,0.9955,0.9985869071017154,281,3.067927598953247,1.2105197681878366,0
BBOB_F1,main,BBOB_F1,174,1,87,0.014869164009728148,0.998,0.9986723738519628,281,3.065847873687744,1.1582684014433156,0
BBOB_F1,main,BBOB_F1,176,0,88,0.014972986615903504,0.9955,0.998603887664193,283,3.0464290380477905,1.2045688560966497,0
BBOB_F1,main,BBOB_F1,176,1,88,0.014774162385700756,0.998,0.9986887350596529,283,3.0439926385879517,1.1567578517443735,0
BBOB_F1,main,BBOB_F1,178,0,89,0.014812671351772977,0.9955,0.9986329140470409,285,3.0214511156082153,1.1898461158610587,0
BBOB_F1,main,BBOB_F1,178,1,89,0.014596617882155266,0.998,0.9987167510362911,285,3.01802921295166,1.1421685758539937,0
BBOB_F1,main,BBOB_F1,180,0,90,0.014733847765710208,0.9955,0.9986471337093663,287,3.001985192298889,1.1868272870539016,0
BBOB_F1,main,BBOB_F1,180,1,90,0.014525873911689639,0.998,0.9987290798102599,287,2.999200463294983,1.1362860682420148,0
BBOB_F1,main,BBOB_F1,182,0,91,0.014632311710193809,0.9955,0.9986633759928135,289,2.979427456855774,1.1738406567417172,0
BBOB_F1,main,BBOB_F1,182,1,91,0.014436379829790107,0.998,0.9987442514113947,289,2.977835536003113,1.132730899083036,0
BBOB_F1,main,BBOB_F1,184,0,92,0.014517447976238603,0.9955,0.9986844532520002,291,2.958819627761841,1.1630958279675454,0
BBOB_F1,main,BBOB_F1,184,1,92,0.014316517379123291,0.998,0.9987642872511301,291,2.957287549972534,1.1138178638851173,0
BBOB_F1,main,BBOB_F1,186,0,93,0.014440690078910818,0.9955,0.9986981279615175,293,2.939057946205139,1.1567843847336619,0
BBOB_F1,main,BBOB_F1,186,1,93,0.014236005803768064,0.998,0.9987778186463954,293,2.9351335763931274,1.1084040962018378,0
BBOB_F1,main,BBOB_F1,188,0,94,0.014360696723746522,0.9955,0.9987124677984327,295,2.9198451042175293,1.1462463544187358,0
BBOB_F1,main,BBOB_F1,188,1,94,0.014158952519214247,0.998,0.9987912708016489,295,2.91584575176239,1.1053625775798466,0
BBOB_F1,main,BBOB_F1,190,0,95,0.014242933470033506,0.9955,0.9987340954908617,297,2.899783134460449,1.1396013005176258,0
BBOB_F1,main,BBOB_F1,190,1,95,0.014061725155094327,0.998,0.9988065015204812,297,2.897805333137512,1.0924366394265448,0
BBOB_F1,main,BBOB_F1,192,0,96,0.014141193210252331,0.9955,0.9987517905503355,299,2.8792959451675415,1.129167558128401,0
BBOB_F1,main,BBOB_F1,192,1,96,0.01396483790462267,0.998,0.9988229598950905,299,2.8755900859832764,1.0922345702471858,0
BBOB_F1,main,BBOB_F1,194,0,97,0.014087905798055715,0.9955,0.9987595572147836,301,2.8557608127593994,1.1325087191790857,0
BBOB_F1,main,BBOB_F1,194,1,97,0.013916579172812086,0.998,0.9988316375740184,301,2.852294921875,1.0931499372065048,0
BBOB_F1,main,BBOB_F1,196,0,98,0.01401874309386032,0.9955,0.9987715003226324,303,2.8380571603775024,1.1255279012944612,0
BBOB_F1,main,BBOB_F1,196,1,98,0.013847232880234848,0.998,0.9988430704052786,303,2.8344634771347046,1.0856156331772624,0
BBOB_F1,main,BBOB_F1,198,0,99,0.013948921632255638,0.9955,0.9987837281249302,305,2.8195974826812744,1.1194201706148732,0
BBOB_F1,main,BBOB_F1,198,1,99,0.013778916487149977,0.998,0.9988542897847503,305,2.8155025243759155,1.079175145204303,0
BBOB_F1,main,BBOB_F1,200,0,100,0.01388271753307258,0.9955,0.9987951772364173,307,2.8024420738220215,1.1161155420882523,0
BBOB_F1,main,BBOB_F1,200,1,100,0.013707310582589487,0.998,0.9988665386161719,307,2.795978307723999,1.0741996556855469,0
BBOB_F17,main,BBOB_F17,1,0,0,0.030768864392659905,0.994,0.9990333851788407,108,1595722.3125,564608.1859129937,0
BBOB_F17,main,BBOB_F17,1,1,0,0.3853937916667026,0.9325,0.8434260755670373,108,86.53506088256836,38.73465111334076,0
BBOB_F17,main,BBOB_F17,2,0,1,0.030597132093465727,0.994,0.9990455032913923,109,1568516.0,557881.7087764284,0
BBOB_F17,main,BBOB_F17,2,1,1,0.38509271951031226,0.932,0.8438023634456757,109,85.77469635009766,38.81986386404928,0
