problema,D,n_checkpoints,fe_primeiro,fe_ultimo,igd_ini,igd_fim,violacoes_monotonicidade,pior_violacao_abs,hv_ini,hv_fim,hv_violacoes,nnd_ini,nnd_fim,melhora_rel_igd
DTLZ2,12,20,0,2130,1.6297304711986438,0.29939265920795055,0,0.0,0.0,0.16647146889829056,0,1,116,0.8162931450942612
MMF16_20,20,20,0,2218,0.8559201840763245,0.028344487374127807,0,0.0,0.0007634703280269999,0.7155453731523123,0,1,221,0.9668841932910882
WFG9,22,20,0,2240,0.6928485995065304,0.20387767339914784,0,0.0,0.0036088482727711945,0.12421681517581287,0,1,24,0.7057399357603432
ZDT1,30,20,0,2328,3.825360846748847,1.8086455999126825,0,0.0,0.0,0.0,0,1,26,0.5271960810050533
ZDT4,10,20,0,2108,160.0026906116995,68.13137113595556,0,0.0,0.0,0.0,0,1,7,0.5741860910245609
