problema,sobol_igd,sobol_hv,sobol_nnd,e81_igd,e81_hv,e81_bate_controle_igd,e81_bate_controle_hv,c149_igd,c149_hv,c149_bate_controle_igd,c149_bate_controle_hv,main_melhor_alg,main_melhor_igd,main_n_configs
DTLZ2,0.2993926592079505,0.1664714688982905,116,0.2248594253615571,0.2504691556411841,True,True,0.4484192148968293,0.0521719609972428,False,False,c262,0.0306550164345873,16
MMF16_20,0.0283444873741278,0.7155453731523123,221,0.0116901333141683,0.7761280375058218,True,True,0.0443667134486117,0.6828519414429548,False,False,c238,0.0189070252046334,15
WFG9,0.2038776733991478,0.1242168151758128,24,0.1789022799236918,0.134699372997738,True,True,0.1420461914286187,0.173356786159572,True,True,c141,0.0750818925426917,16
ZDT1,1.8086455999126825,0.0,26,0.7498353725459795,0.0417043158247017,True,True,0.0736823839455764,0.7566066589821218,True,True,c262,0.000702785674901,16
ZDT4,68.13137113595556,0.0,7,40.866806163251304,0.0,True,False,91.92166808266371,0.0,False,False,c262,5.928104893929911,17
