problema,D,n,CD_observado,CD_uniforme_med,CD_uniforme_std,CD_sobol_unico,CD_lhs,razao_obs_unif,razao_obs_sobolunico
DTLZ2,12,2000,0.004071857178292662,0.006162273151997156,0.0005377327961306016,0.0009899026928754295,0.0035557464607467197,0.6607719388376994,4.113391354118751
MMF16_20,20,2000,0.03569074815873827,0.04171520892513962,0.002671016401791084,0.020428653092083287,0.03333564965865518,0.8555811915694201,1.7470925761899347
WFG9,22,2000,0.058832038810601894,0.06593716086791865,0.00107410258552622,0.03770993431746148,0.05446580663657595,0.8922440401771422,1.560120426498857
ZDT1,30,2000,0.38009582267753245,0.39600769085938065,0.00681658587308096,0.31923537173066363,0.3712910033213174,0.9598192950563216,1.1906444471266684
ZDT4,10,2000,0.0021361827345730265,0.0038931401593915527,0.00032274780905512223,0.0003315022131589624,0.0018731840307310297,0.5487042970749052,6.44394712848774
