problema,it,R,best,n_dup
BBOB_F49,70,50,0,0
BBOB_F49,71,50,33,0
BBOB_F49,72,50,0,0
BBOB_F49,73,50,26,0
BBOB_F49,74,50,15,0
BBOB_F49,75,50,9,0
BBOB_F49,76,50,18,0
BBOB_F49,77,50,20,0
BBOB_F49,78,50,3,0
BBOB_F49,79,50,12,0
BBOB_F49,80,50,37,0
BBOB_F49,81,50,4,0
BBOB_F49,82,50,46,0
BBOB_F49,83,50,2,0
BBOB_F49,84,50,11,0
BBOB_F49,85,50,44,0
BBOB_F49,86,50,5,0
BBOB_F49,87,50,49,0
BBOB_F49,88,50,5,0
BBOB_F49,89,50,38,0
BBOB_F49,90,50,46,0
BBOB_F49,91,50,0,0
BBOB_F49,92,50,27,0
BBOB_F49,93,50,18,0
BBOB_F49,94,50,32,0
BBOB_F49,95,50,49,0
BBOB_F49,96,50,4,0
BBOB_F49,97,50,11,0
BBOB_F49,98,50,5,0
BBOB_F49,99,50,0,0
BBOB_F49,100,50,43,0
BBOB_F49,101,50,5,0
BBOB_F49,102,50,20,0
BBOB_F49,103,50,40,0
BBOB_F49,104,50,1,0
BBOB_F49,105,50,36,0
BBOB_F49,106,50,13,0
BBOB_F49,107,50,43,0
BBOB_F49,108,50,12,0
BBOB_F49,109,50,38,0
BBOB_F49,110,50,1,0
BBOB_F49,111,50,16,0
BBOB_F49,112,50,5,0
BBOB_F49,113,50,37,0
BBOB_F49,114,50,7,0
BBOB_F49,115,50,45,0
BBOB_F49,116,50,8,0
BBOB_F49,117,50,3,0
BBOB_F49,118,50,2,0
BBOB_F49,119,50,45,0
BBOB_F49,120,50,2,0
BBOB_F49,121,50,11,0
BBOB_F49,122,50,21,0
BBOB_F49,123,50,17,0
BBOB_F49,124,50,41,0
BBOB_F49,125,50,5,0
BBOB_F49,126,50,20,0
BBOB_F49,127,50,2,0
BBOB_F49,128,50,8,0
BBOB_F49,129,50,35,0
BBOB_F49,130,50,36,0
BBOB_F49,131,50,39,0
BBOB_F49,132,50,40,0
BBOB_F49,133,50,1,0
BBOB_F49,134,50,0,0
BBOB_F49,135,50,0,0
BBOB_F49,136,50,2,0
BBOB_F49,137,50,10,0
BBOB_F49,138,50,30,0
BBOB_F49,139,50,16,0
BBOB_F49,140,50,6,0
BBOB_F49,141,50,43,0
BBOB_F49,142,50,0,0
BBOB_F49,143,50,27,0
BBOB_F49,144,50,0,0
BBOB_F49,145,50,4,0
BBOB_F49,146,50,14,0
BBOB_F49,147,50,30,0
BBOB_F49,148,50,0,0
BBOB_F49,149,50,2,0
BBOB_F49,150,50,25,0
BBOB_F49,151,50,4,0
BBOB_F49,152,50,30,0
BBOB_F49,153,50,7,0
BBOB_F49,154,50,4,0
BBOB_F49,155,50,47,0
BBOB_F49,156,50,8,0
BBOB_F49,157,50,5,0
BBOB_F49,158,50,29,0
BBOB_F49,159,50,0,0
BBOB_F49,160,50,31,0
BBOB_F49,161,50,1,0
BBOB_F49,162,50,4,0
BBOB_F49,163,50,0,0
BBOB_F49,164,50,29,0
BBOB_F49,165,50,15,0
BBOB_F49,166,50,22,0
BBOB_F49,167,50,29,0
BBOB_F49,168,50,6,0
BBOB_F49,169,50,0,0
BBOB_F49,170,50,47,0
BBOB_F49,171,50,1,0
BBOB_F49,172,50,7,0
BBOB_F49,173,50,14,0
BBOB_F49,174,50,2,0
BBOB_F49,175,50,17,0
BBOB_F49,176,50,16,0
BBOB_F49,177,50,26,0
BBOB_F49,178,50,19,0
BBOB_F49,179,50,3,0
BBOB_F49,180,50,35,0
BBOB_F49,181,50,39,0
BBOB_F49,182,50,15,0
BBOB_F49,183,50,4,0
BBOB_F49,184,50,20,0
BBOB_F49,185,50,6,0
BBOB_F49,186,50,11,0
BBOB_F49,187,50,49,0
BBOB_F49,188,50,0,0
BBOB_F49,189,50,28,0
BBOB_F49,190,50,40,0
BBOB_F49,191,50,0,0
BBOB_F49,192,50,2,0
BBOB_F49,193,50,5,0
BBOB_F49,194,50,13,0
BBOB_F49,195,50,12,0
BBOB_F49,196,50,0,0
BBOB_F49,197,50,0,0
BBOB_F49,198,50,7,0
BBOB_F49,199,50,0,0
BBOB_F49,200,50,43,0
BBOB_F49,201,50,8,0
BBOB_F5,1,50,3,0
BBOB_F5,2,50,12,0
BBOB_F5,3,50,29,0
BBOB_F5,4,50,48,0
BBOB_F5,5,50,21,0
BBOB_F5,6,50,15,0
BBOB_F5,7,50,9,0
BBOB_F5,8,50,5,0
BBOB_F5,9,50,25,0
BBOB_F5,10,50,45,0
BBOB_F5,11,50,0,0
BBOB_F5,12,50,8,0
BBOB_F5,13,50,43,0
BBOB_F5,14,50,15,0
BBOB_F5,15,50,18,0
BBOB_F5,16,50,35,0
BBOB_F5,17,50,23,0
BBOB_F5,18,50,24,0
BBOB_F5,19,50,19,0
BBOB_F5,20,50,0,0
BBOB_F5,21,50,35,0
BBOB_F5,22,50,46,0
BBOB_F5,23,50,42,0
BBOB_F5,24,50,48,0
BBOB_F5,25,50,7,0
BBOB_F5,26,50,39,0
BBOB_F5,27,50,23,0
BBOB_F5,28,50,2,0
BBOB_F5,29,50,10,0
BBOB_F5,30,50,20,0
BBOB_F5,31,50,12,0
BBOB_F5,32,50,49,0
BBOB_F5,33,50,1,0
BBOB_F5,34,50,0,0
BBOB_F5,35,50,4,0
BBOB_F5,36,50,24,0
BBOB_F5,37,50,33,0
BBOB_F5,38,50,0,0
BBOB_F5,39,50,11,0
BBOB_F5,40,50,28,0
BBOB_F5,41,50,30,0
BBOB_F5,42,50,23,0
BBOB_F5,43,50,9,0
BBOB_F5,44,50,4,0
BBOB_F5,45,50,47,0
BBOB_F5,46,50,49,0
BBOB_F5,47,50,24,0
BBOB_F5,48,50,25,0
BBOB_F5,49,50,33,0
BBOB_F5,50,50,7,0
BBOB_F5,51,50,3,0
BBOB_F5,52,50,40,0
BBOB_F5,53,50,25,0
BBOB_F5,54,50,20,0
BBOB_F5,55,50,44,0
BBOB_F5,56,50,37,0
BBOB_F5,57,50,29,0
BBOB_F5,58,50,38,0
BBOB_F5,59,50,36,0
BBOB_F5,60,50,19,0
BBOB_F5,61,50,43,0
BBOB_F5,62,50,45,0
BBOB_F5,63,50,16,0
BBOB_F5,64,50,29,0
BBOB_F5,65,50,24,0
BBOB_F5,66,50,35,0
BBOB_F5,67,50,3,0
BBOB_F5,68,50,32,0
BBOB_F5,69,50,16,0
BBOB_F5,70,50,21,0
BBOB_F5,71,50,1,0
BBOB_F5,72,50,13,0
BBOB_F5,73,50,48,0
BBOB_F5,74,50,2,0
BBOB_F5,75,50,37,0
BBOB_F5,76,50,20,0
BBOB_F5,77,50,23,0
BBOB_F5,78,50,2,0
BBOB_F5,79,50,11,0
BBOB_F5,80,50,3,0
BBOB_F5,81,50,27,0
BBOB_F5,82,50,18,0
BBOB_F5,83,50,11,0
BBOB_F5,84,50,33,0
BBOB_F5,85,50,42,0
BBOB_F5,86,50,0,0
BBOB_F5,87,50,5,0
BBOB_F5,88,50,34,0
BBOB_F5,89,50,42,0
BBOB_F5,90,50,6,0
BBOB_F5,91,50,23,0
BBOB_F5,92,50,5,0
BBOB_F5,93,50,33,0
BBOB_F5,94,50,35,0
BBOB_F5,95,50,41,0
BBOB_F5,96,50,28,0
BBOB_F5,97,50,13,0
BBOB_F5,98,50,41,0
BBOB_F5,99,50,7,0
BBOB_F5,100,50,36,0
BBOB_F5,101,50,21,0
BBOB_F5,102,50,27,0
BBOB_F5,103,50,37,0
BBOB_F5,104,50,13,0
BBOB_F5,105,50,4,0
BBOB_F5,106,50,2,0
BBOB_F5,107,50,39,0
BBOB_F5,108,50,6,0
BBOB_F5,109,50,46,0
BBOB_F5,110,50,48,0
BBOB_F5,111,50,4,0
BBOB_F5,112,50,29,0
BBOB_F5,113,50,47,0
BBOB_F5,114,50,34,0
BBOB_F5,115,50,8,0
BBOB_F5,116,50,21,0
BBOB_F5,117,50,44,0
BBOB_F5,118,50,44,0
BBOB_F5,119,50,29,0
BBOB_F5,120,50,32,0
BBOB_F5,121,50,40,0
BBOB_F5,122,50,19,0
BBOB_F5,123,50,2,0
BBOB_F5,124,50,0,0
BBOB_F5,125,50,10,0
BBOB_F5,126,50,37,0
BBOB_F5,127,50,32,0
BBOB_F5,128,50,5,0
BBOB_F5,129,50,24,0
BBOB_F5,130,50,44,0
BBOB_F5,131,50,29,0
BBOB_F5,132,50,13,0
BBOB_F5,133,50,4,0
BBOB_F5,134,50,0,0
BBOB_F5,135,50,27,0
BBOB_F5,136,50,41,0
BBOB_F5,137,50,43,0
BBOB_F5,138,50,2,0
BBOB_F5,139,50,0,0
BBOB_F5,140,50,25,0
BBOB_F5,141,50,8,0
BBOB_F5,142,50,24,0
BBOB_F5,143,50,20,0
BBOB_F5,144,50,11,0
BBOB_F5,145,50,23,0
BBOB_F5,146,50,25,0
BBOB_F5,147,50,13,0
BBOB_F5,148,50,9,0
BBOB_F5,149,50,1,0
BBOB_F5,150,50,0,0
BBOB_F5,151,50,35,0
BBOB_F5,152,50,5,0
BBOB_F5,153,50,8,0
BBOB_F5,154,50,12,0
BBOB_F5,155,50,5,0
BBOB_F5,156,50,44,0
BBOB_F5,157,50,28,0
BBOB_F5,158,50,21,0
BBOB_F5,159,50,1,0
BBOB_F5,160,50,5,0
BBOB_F5,161,50,10,0
BBOB_F5,162,50,44,0
BBOB_F5,163,50,19,0
BBOB_F5,164,50,13,0
BBOB_F5,165,50,25,0
BBOB_F5,166,50,11,0
BBOB_F5,167,50,23,0
BBOB_F5,168,50,41,0
BBOB_F5,169,50,42,0
BBOB_F5,170,50,20,0
BBOB_F5,171,50,4,0
BBOB_F5,172,50,47,0
BBOB_F5,173,50,14,0
BBOB_F5,174,50,6,0
BBOB_F5,175,50,4,0
BBOB_F5,176,50,0,0
BBOB_F5,177,50,40,0
BBOB_F5,178,50,39,0
BBOB_F5,179,50,41,0
BBOB_F5,180,50,41,0
BBOB_F5,181,50,14,0
BBOB_F5,182,50,31,0
BBOB_F5,183,50,2,0
BBOB_F5,184,50,17,0
BBOB_F5,185,50,37,0
BBOB_F5,186,50,43,0
BBOB_F5,187,50,23,0
BBOB_F5,188,50,33,0
BBOB_F5,189,50,7,0
BBOB_F5,190,50,12,0
BBOB_F5,191,50,32,0
BBOB_F5,192,50,42,0
BBOB_F5,193,50,47,0
BBOB_F5,194,50,1,0
BBOB_F5,195,50,39,0
BBOB_F5,196,50,45,0
BBOB_F5,197,50,29,0
BBOB_F5,198,50,43,0
BBOB_F5,199,50,21,0
BBOB_F5,200,50,44,0
BBOB_F5,201,50,40,0
DTLZ1,1,35,31,0
DTLZ1,2,35,20,0
DTLZ1,3,35,33,0
DTLZ1,4,35,13,0
DTLZ1,5,35,29,0
DTLZ1,6,35,7,0
DTLZ1,7,35,22,0
DTLZ1,8,35,32,0
DTLZ1,9,35,4,0
DTLZ1,10,35,32,0
DTLZ1,11,35,7,0
DTLZ1,12,35,30,0
DTLZ1,13,35,21,0
DTLZ1,14,35,14,0
DTLZ1,15,35,21,0
DTLZ1,16,35,8,0
DTLZ1,17,35,14,0
DTLZ1,18,35,32,0
DTLZ1,19,35,1,0
DTLZ1,20,35,29,0
DTLZ1,21,35,27,0
DTLZ1,22,35,12,0
DTLZ1,23,35,18,0
DTLZ1,24,35,17,0
DTLZ1,25,35,14,0
DTLZ1,26,35,8,0
DTLZ1,27,35,0,0
DTLZ1,28,35,30,0
DTLZ1,29,35,26,0
DTLZ1,30,35,32,0
DTLZ1,31,35,34,0
DTLZ1,32,35,3,0
DTLZ1,33,35,3,0
DTLZ1,34,35,33,0
DTLZ1,35,35,34,0
DTLZ1,36,35,11,0
DTLZ1,37,35,8,0
DTLZ1,38,35,13,0
DTLZ1,39,35,34,0
DTLZ1,40,35,12,0
DTLZ1,41,35,16,0
DTLZ1,42,35,21,0
DTLZ1,43,35,23,0
DTLZ1,44,35,34,0
DTLZ1,45,35,24,0
DTLZ1,46,35,3,0
DTLZ1,47,35,24,0
DTLZ1,48,35,10,0
DTLZ1,49,35,16,0
DTLZ1,50,35,14,0
DTLZ1,51,35,26,0
DTLZ1,52,35,13,0
DTLZ1,53,35,0,0
DTLZ1,54,35,34,0
DTLZ1,55,35,19,0
DTLZ1,56,35,34,0
DTLZ1,57,35,6,0
DTLZ1,58,35,14,0
DTLZ1,59,35,12,0
DTLZ1,60,35,33,0
DTLZ1,61,35,31,0
DTLZ1,62,35,16,0
DTLZ1,63,35,25,0
DTLZ1,64,35,11,0
DTLZ1,65,35,10,0
DTLZ1,66,35,6,0
DTLZ1,67,35,23,1
DTLZ1,68,35,20,0
DTLZ1,69,35,0,0
DTLZ1,70,35,17,0
DTLZ1,71,35,25,0
DTLZ1,72,35,23,0
DTLZ1,73,35,15,0
DTLZ1,74,35,34,0
DTLZ1,75,35,32,2
DTLZ1,76,35,10,0
DTLZ1,77,35,34,0
DTLZ1,78,35,8,1
DTLZ1,79,35,0,1
DTLZ1,80,35,25,3
DTLZ1,81,35,33,3
DTLZ1,82,35,34,0
DTLZ1,83,35,28,0
DTLZ1,84,35,7,0
DTLZ1,85,35,34,1
DTLZ1,86,35,34,1
DTLZ1,87,35,17,3
DTLZ1,88,35,28,1
DTLZ1,89,35,34,4
DTLZ1,90,35,1,1
DTLZ1,91,35,34,0
DTLZ1,92,35,33,0
DTLZ1,93,35,27,1
DTLZ1,94,35,29,0
DTLZ1,95,35,20,15
DTLZ1,96,35,29,0
DTLZ1,97,35,6,0
DTLZ1,98,35,34,1
DTLZ1,99,35,33,0
DTLZ1,100,35,29,1
DTLZ1,101,35,8,1
DTLZ1,102,35,26,0
DTLZ1,103,35,33,0
DTLZ1,104,35,34,28
DTLZ1,105,35,8,2
DTLZ1,106,35,19,1
DTLZ1,107,35,0,0
DTLZ1,108,35,33,0
DTLZ1,109,35,15,0
DTLZ1,110,35,15,3
DTLZ1,111,35,22,0
DTLZ1,112,35,6,0
DTLZ1,113,35,9,0
DTLZ1,114,35,34,1
DTLZ1,115,35,19,0
DTLZ1,116,35,7,0
DTLZ1,117,35,0,4
DTLZ1,118,35,10,2
DTLZ1,119,35,2,1
DTLZ1,120,35,6,0
DTLZ1,121,35,26,1
DTLZ1,122,35,6,0
DTLZ1,123,35,26,0
DTLZ1,124,35,2,5
DTLZ1,125,35,2,4
DTLZ1,126,35,6,6
DTLZ1,127,35,9,1
DTLZ1,128,35,26,2
DTLZ1,129,35,29,0
DTLZ1,130,35,3,4
DTLZ1,131,35,2,3
DTLZ1,132,35,7,0
DTLZ1,133,35,15,0
DTLZ1,134,35,33,0
DTLZ1,135,35,3,0
DTLZ1,136,35,32,0
DTLZ1,137,35,6,1
DTLZ1,138,35,27,2
DTLZ1,139,35,16,0
DTLZ1,140,35,13,0
DTLZ1,141,35,34,0
MMF1,1,10,4,0
MMF1,2,10,1,0
MMF1,3,10,9,0
MMF1,4,10,0,1
MMF1,5,10,2,0
MMF1,6,10,6,0
MMF1,7,10,1,0
MMF1,8,10,8,0
MMF1,9,10,9,0
MMF1,10,10,3,1
MMF1,11,10,9,0
MMF1,12,10,9,0
MMF1,13,10,6,0
MMF1,14,10,9,0
MMF1,15,10,9,0
MMF1,16,10,3,0
MMF1,17,10,3,0
MMF1,18,10,9,0
MMF1,19,10,6,0
MMF1,20,10,0,0
MMF1,21,10,4,0
MMF1,22,10,9,0
MMF1,23,10,3,0
MMF1,24,10,5,0
MMF1,25,10,1,0
MMF1,26,10,9,0
MMF1,27,10,9,0
MMF1,28,10,9,0
MMF1,29,10,9,0
MMF1,30,10,4,0
MMF1,31,10,4,0
MMF1,32,10,3,0
MMF1,33,10,1,0
MMF1,34,10,0,0
MMF1,35,10,0,0
MMF1,36,10,9,0
MMF1,37,10,6,0
MMF1,38,10,7,0
MMF1,39,10,9,0
MMF1,40,10,4,0
MMF1,41,10,9,0
MMF11_L,1,10,9,2
MMF11_L,2,10,9,7
MMF11_L,3,10,2,3
MMF11_L,4,10,1,3
MMF11_L,5,10,1,3
MMF11_L,6,10,1,0
MMF11_L,7,10,9,3
MMF11_L,8,10,9,2
MMF11_L,9,10,9,10
MMF11_L,10,10,1,0
MMF11_L,11,10,8,0
MMF11_L,12,10,9,0
MMF11_L,13,10,9,0
MMF11_L,14,10,9,0
MMF11_L,15,10,9,6
MMF11_L,16,10,9,0
MMF11_L,17,10,1,2
MMF11_L,18,10,5,0
MMF11_L,19,10,1,1
MMF11_L,20,10,0,4
MMF11_L,21,10,5,0
MMF11_L,22,10,9,1
MMF11_L,23,10,3,1
MMF11_L,24,10,8,0
MMF11_L,25,10,7,0
MMF11_L,26,10,5,1
MMF11_L,27,10,8,0
MMF11_L,28,10,1,0
MMF11_L,29,10,6,0
MMF11_L,30,10,9,0
MMF11_L,31,10,9,0
MMF11_L,32,10,9,0
MMF11_L,33,10,9,0
MMF11_L,34,10,9,0
MMF11_L,35,10,9,0
MMF11_L,36,10,0,0
MMF11_L,37,10,0,11
MMF11_L,38,10,3,0
MMF11_L,39,10,7,0
MMF11_L,40,10,5,1
MMF11_L,41,10,9,0
MMF11_L,42,10,8,0
MMF11_L,43,10,6,0
MMF4,1,10,3,0
MMF4,2,10,8,0
MMF4,3,10,9,0
MMF4,4,10,4,0
MMF4,5,10,3,0
MMF4,6,10,9,0
MMF4,7,10,9,0
MMF4,8,10,9,1
MMF4,9,10,6,0
MMF4,10,10,8,1
MMF4,11,10,3,1
MMF4,12,10,7,0
MMF4,13,10,9,0
MMF4,14,10,0,0
MMF4,15,10,5,1
MMF4,16,10,4,1
MMF4,17,10,7,0
MMF4,18,10,1,0
MMF4,19,10,2,1
MMF4,20,10,2,1
MMF4,21,10,0,2
MMF4,22,10,3,0
MMF4,23,10,9,0
MMF4,24,10,9,0
MMF4,25,10,0,0
MMF4,26,10,9,0
MMF4,27,10,0,0
MMF4,28,10,5,0
MMF4,29,10,9,0
MMF4,30,10,0,0
MMF4,31,10,6,0
MMF4,32,10,0,1
MMF4,33,10,9,1
MMF4,34,10,9,0
MMF4,35,10,5,0
MMF4,36,10,9,0
MMF4,37,10,5,0
MMF4,38,10,3,3
MMF4,39,10,2,0
MMF4,40,10,9,0
MMF4,41,10,9,0
ZDT4,1,50,14,0
ZDT4,2,50,9,0
ZDT4,3,50,43,0
ZDT4,4,50,42,0
ZDT4,5,50,38,0
ZDT4,6,50,3,0
ZDT4,7,50,9,0
ZDT4,8,50,11,0
ZDT4,9,50,14,0
ZDT4,10,50,24,0
ZDT4,11,50,41,0
ZDT4,12,50,7,0
ZDT4,13,50,41,0
ZDT4,14,50,6,0
ZDT4,15,50,23,0
ZDT4,16,50,6,0
ZDT4,17,50,16,0
ZDT4,18,50,30,0
ZDT4,19,50,43,0
ZDT4,20,50,9,0
ZDT4,21,50,47,0
ZDT4,22,50,6,0
ZDT4,23,50,8,0
ZDT4,24,50,6,0
ZDT4,25,50,8,0
ZDT4,26,50,45,0
ZDT4,27,50,46,0
ZDT4,28,50,19,0
ZDT4,29,50,26,0
ZDT4,30,50,22,0
ZDT4,31,50,8,0
ZDT4,32,50,25,0
ZDT4,33,50,47,0
ZDT4,34,50,32,0
ZDT4,35,50,47,0
ZDT4,36,50,19,0
ZDT4,37,50,26,0
ZDT4,38,50,19,0
ZDT4,39,50,4,0
ZDT4,40,50,38,0
ZDT4,41,50,24,0
ZDT4,42,50,22,0
ZDT4,43,50,21,0
ZDT4,44,50,48,0
ZDT4,45,50,18,0
ZDT4,46,50,47,0
ZDT4,47,50,35,0
ZDT4,48,50,46,0
ZDT4,49,50,13,0
ZDT4,50,50,5,0
ZDT4,51,50,10,0
ZDT4,52,50,12,0
ZDT4,53,50,10,0
ZDT4,54,50,12,0
ZDT4,55,50,31,0
ZDT4,56,50,19,0
ZDT4,57,50,42,0
ZDT4,58,50,28,0
ZDT4,59,50,7,0
ZDT4,60,50,10,0
ZDT4,61,50,47,0
ZDT4,62,50,1,0
ZDT4,63,50,19,0
ZDT4,64,50,0,0
ZDT4,65,50,38,0
ZDT4,66,50,45,0
ZDT4,67,50,32,0
ZDT4,68,50,23,0
ZDT4,69,50,45,0
ZDT4,70,50,22,0
ZDT4,71,50,11,0
ZDT4,72,50,12,0
ZDT4,73,50,2,0
ZDT4,74,50,18,0
ZDT4,75,50,13,0
ZDT4,76,50,8,0
ZDT4,77,50,18,0
ZDT4,78,50,2,0
ZDT4,79,50,5,0
ZDT4,80,50,44,0
ZDT4,81,50,13,0
ZDT4,82,50,13,0
ZDT4,83,50,29,0
ZDT4,84,50,20,0
ZDT4,85,50,30,0
ZDT4,86,50,10,0
ZDT4,87,50,43,0
ZDT4,88,50,3,0
ZDT4,89,50,31,0
ZDT4,90,50,38,0
ZDT4,91,50,21,0
ZDT4,92,50,28,0
ZDT4,93,50,18,0
ZDT4,94,50,49,0
ZDT4,95,50,21,0
ZDT4,96,50,16,0
ZDT4,97,50,14,0
ZDT4,98,50,11,0
ZDT4,99,50,20,0
ZDT4,100,50,22,0
ZDT4,101,50,45,0
ZDT4,102,50,17,0
ZDT4,103,50,1,0
ZDT4,104,50,25,0
ZDT4,105,50,15,0
ZDT4,106,50,14,0
ZDT4,107,50,33,0
ZDT4,108,50,28,0
ZDT4,109,50,17,0
ZDT4,110,50,45,0
ZDT4,111,50,9,0
ZDT4,112,50,8,0
ZDT4,113,50,7,0
ZDT4,114,50,30,0
ZDT4,115,50,22,0
ZDT4,116,50,9,0
ZDT4,117,50,7,0
ZDT4,118,50,1,0
ZDT4,119,50,7,0
ZDT4,120,50,30,0
ZDT4,121,50,4,0
ZDT4,122,50,19,0
ZDT4,123,50,25,0
ZDT4,124,50,38,0
ZDT4,125,50,8,0
ZDT4,126,50,25,0
ZDT4,127,50,6,0
ZDT4,128,50,47,0
ZDT4,129,50,32,0
ZDT4,130,50,17,0
ZDT4,131,50,20,0
ZDT4,132,50,29,0
ZDT4,133,50,46,0
ZDT4,134,50,35,0
ZDT4,135,50,17,0
ZDT4,136,50,35,0
ZDT4,137,50,4,0
ZDT4,138,50,10,0
ZDT4,139,50,18,0
ZDT4,140,50,20,0
ZDT4,141,50,31,0
ZDT4,142,50,9,0
ZDT4,143,50,30,0
ZDT4,144,50,20,0
ZDT4,145,50,38,0
ZDT4,146,50,32,0
ZDT4,147,50,4,0
ZDT4,148,50,10,0
ZDT4,149,50,21,0
ZDT4,150,50,0,0
ZDT4,151,50,23,0
ZDT4,152,50,16,0
ZDT4,153,50,41,0
ZDT4,154,50,28,0
ZDT4,155,50,11,0
ZDT4,156,50,26,0
ZDT4,157,50,14,0
ZDT4,158,50,24,0
ZDT4,159,50,26,0
ZDT4,160,50,23,0
ZDT4,161,50,33,0
ZDT4,162,50,48,0
ZDT4,163,50,13,0
ZDT4,164,50,6,0
ZDT4,165,50,15,0
ZDT4,166,50,24,0
ZDT4,167,50,46,0
ZDT4,168,50,24,0
ZDT4,169,50,8,0
ZDT4,170,50,21,0
ZDT4,171,50,31,0
ZDT4,172,50,3,0
ZDT4,173,50,2,0
ZDT4,174,50,25,1
ZDT4,175,50,6,0
ZDT4,176,50,20,0
ZDT4,177,50,40,0
ZDT4,178,50,22,0
ZDT4,179,50,36,0
ZDT4,180,50,16,0
ZDT4,181,50,30,0
ZDT4,182,50,28,0
ZDT4,183,50,0,0
ZDT4,184,50,41,3
ZDT4,185,50,9,0
ZDT4,186,50,20,0
ZDT4,187,50,3,1
ZDT4,188,50,9,0
ZDT4,189,50,19,2
ZDT4,190,50,10,0
ZDT4,191,50,8,1
ZDT4,192,50,15,2
ZDT4,193,50,29,3
ZDT4,194,50,22,0
ZDT4,195,50,1,0
ZDT4,196,50,1,1
ZDT4,197,50,1,0
ZDT4,198,50,3,1
ZDT4,199,50,38,0
ZDT4,200,50,10,1
ZDT4,201,50,3,1
