exp,prob,D,M,q,maxfe,fe_final,n_ger,status,motivo_parada,cache_hits,nparse_fail,U1_len_real,U1_maxfe_esperado,U1_fe_denso,U1_solid_denso,U2_n_init,U2_esperado,U2_doe_hash_ok,U2_n_opt,fases,n_dec,n_fit,n_sonda_ev,n_footer,n_tim,U3_fit_eq_dec,U3_fit_ger_denso,U10_fe_final_eq_maxfe,U10_nopt_eq_q_x_iter,U10_ninit_mais_qiter,U10_pop_linhas,sur_linhas,sur_regimes,sur_n_online,sur_n_sonda,sur_espaco,sur_transf,sur_modelo_flag,sur_pred_tipo,sur_pred_classe_nan,sur_pred_score_nan,sur_pred_conf_nan,U4_cadencia_ok,U4_n_blocos,U4_G,U4_ultima_coberta,U4_finalProbe_extra,U4_bloco_2000_ok,U4_n_blocos_sur,U4_gs_sur_eq_ev,ACQ_front_min,ACQ_front_max,ACQ_front_mean,ACQ_n_ger,ACQ_front_eq_1000_frac,ACQ_gs_eq_dec,POP_n_ger,POP_size_min,POP_size_max,POP_eq_ACQ,U8_ftm_monot,U8_ftm_eq_ninit_mais,U8_ftm_min,U8_ftm_max,FIT_ntreino_eq,FIT_epocas,FIT_K_valmse,FIT_valmse_med_ini,FIT_valmse_med_fim,FIT_valmse_med_all,ZS_std_min,ZS_varia,U7_viol,U7_n,U7_viol_sao_sonda,U7_soma_pred_ok,FITLIN_slope_ms_por_n,FITLIN_r2,FITLIN_r2_cub,DEC_caminhos,DEC_q_ok,DEC_nfront_min,DEC_nfront_max,DEC_hvi_max_eq_top1,DEC_hvi_zero,DEC_n_hvi_pos_zero,DEC_n_hvi_pos_med,DEC_n_empatados_med,DEC_n_empatados_max,DEC_cache_hit,DEC_clamp,DEC_seed_unico,DEC_seed_n,DEC_sigma2aggsel_med,ACQ_s2max_med,DEC_fe_seq,DEC_solid_seq,FOOT_status,FOOT_motivo,FOOT_cp_init,FOOT_cache_hits,FOOT_n_cache_infill,FOOT_n_clamp,U9_clamp_bate,U9_cache_bate,U9_ngers_bate,RSI_n,RSI_esperado,RSI_so_online,RSI_unicos,RSI_um_por_ger,P_K,P_arch,P_epocas,P_batch,P_lr0,P_decay,P_ativ,P_init,P_loss,P_nsga_pop,P_nsga_gen,P_sbx,P_pm,P_split,P_seedbase,P_q,P_cachecap,P_dtype,P_fixM,ENV_pymoo,ENV_torch,ENV_py,ENV_numpy,ENV_dev,T_total,T_fit,T_busca,T_aval,T_sonda,SONDA_S,SONDA_nblocos
main,DTLZ4,12,3,1,371,371,240,ok,orcamento,0,0,371,371,True,True,131,131,True,240,"['init', 'opt']",240,240,121,2,240,True,True,True,True,True,60360,482000,"['online', 'sonda']",240000,242000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,121,240,True,False,True,121,True,1000,1000,1000.0,240,1.0,True,240,132,371,False,True,True,130,369,True,[60],[10],0.3789975,0.462737,0.4535065,0.175021,True,0,240,True,121,65.20627614874338,0.9883663780429339,0.988371655997739,"{""c149_gen:hvi"": 240}",True,1000,1000,240,0,0,552.0,1.0,1,0,0,240,240,0.071046,0.6061939999999999,True,True,ok,orcamento,True,0,0,0,True,True,True,240,240,True,240,True,10,12->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0833333""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,6508.7698,4009.7409,2442.0075,0.0362,3.8397,2000,121
main,DTLZ7,22,3,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],0.491363,0.115895,0.14934799999999998,0.288745,True,0,440,True,220,64.61560826075718,0.9902715099335611,0.9909447632222079,"{""c149_gen:hvi"": 436, ""c149_gen:desempate_sigma"": 4}",True,1000,1000,440,8,4,58.0,1.0,1000,0,0,440,440,0.0038364999999999996,0.08065549999999999,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,18272.2657,13360.7983,4807.7896,0.048,6.9467,2000,221
main,MMF1,2,2,1,61,61,40,ok,orcamento,0,0,61,61,True,True,21,21,True,40,"['init', 'opt']",40,40,21,2,40,True,True,True,True,True,1660,81338,"['online', 'sonda']",39338,42000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,21,40,True,False,True,21,True,338,1000,983.45,40,0.975,True,40,22,61,False,True,True,20,59,True,[60],[10],0.524957,0.4457645,0.8242745,0.291565,True,0,40,True,21,64.59994691845178,0.9395568263855018,0.9429968333187572,"{""c149_gen:fallback_aleatorio"": 28, ""c149_gen:desempate_sigma"": 12}",True,338,1000,40,40,40,0.0,1000.0,1000,0,0,40,40,0.0106205,0.0043095,True,True,ok,orcamento,True,0,0,0,True,True,True,40,40,True,40,True,10,2->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.5""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,507.723,123.5429,371.0156,0.0039,0.639,2000,21
main,MMF11_L,2,2,1,61,61,40,ok,orcamento,0,0,61,61,True,True,21,21,True,40,"['init', 'opt']",40,40,21,2,40,True,True,True,True,True,1660,82000,"['online', 'sonda']",40000,42000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,21,40,True,False,True,21,True,1000,1000,1000.0,40,1.0,True,40,22,61,False,True,True,20,59,True,[60],[10],0.866899,0.1132675,0.34593050000000003,0.290989,True,0,40,True,21,63.356813950565474,0.939315891794433,0.9422679147182417,"{""c149_gen:fallback_aleatorio"": 26, ""c149_gen:desempate_sigma"": 11, ""c149_gen:hvi"": 3}",True,1000,1000,40,32,32,0.0,1000.0,1000,0,0,40,40,0.2335465,0.166373,True,True,ok,orcamento,True,0,0,0,True,True,True,40,40,True,40,True,10,2->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.5""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,504.2279,122.4965,368.5151,0.0043,0.6331,2000,21
main,MMF16_20,20,3,1,619,619,400,ok,orcamento,0,0,619,619,True,True,219,219,True,400,"['init', 'opt']",400,400,201,2,400,True,True,True,True,True,167800,802000,"['online', 'sonda']",400000,402000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,201,400,True,False,True,201,True,1000,1000,1000.0,400,1.0,True,400,220,619,False,True,True,218,617,True,[60],[10],0.510232,0.277428,0.463794,0.756622,True,0,400,True,201,62.518329068269885,0.9919302361338173,0.9923142637255836,"{""c149_gen:hvi"": 355, ""c149_gen:desempate_sigma"": 45}",True,1000,1000,400,98,45,19.0,1.0,1000,0,0,400,400,0.182484,0.5614055,True,True,ok,orcamento,True,0,0,0,True,True,True,400,400,True,400,True,10,20->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.05""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,15413.3137,10981.373,4339.5029,0.0581,6.4737,2000,201
main,MMF4,2,2,1,61,61,40,ok,orcamento,0,0,61,61,True,True,21,21,True,40,"['init', 'opt']",40,40,21,2,40,True,True,True,True,True,1660,82000,"['online', 'sonda']",40000,42000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,21,40,True,False,True,21,True,1000,1000,1000.0,40,1.0,True,40,22,61,False,True,True,20,59,True,[60],[10],1.2725300000000002,0.8896010000000001,0.84200125,0.298353,True,0,40,True,21,64.5546772913906,0.9424583157443953,0.9449784596546462,"{""c149_gen:fallback_aleatorio"": 26, ""c149_gen:desempate_sigma"": 5, ""c149_gen:hvi"": 9}",True,1000,1000,40,26,26,0.0,1000.0,1000,0,0,40,40,0.13239299999999998,0.023966,True,True,ok,orcamento,True,0,0,0,True,True,True,40,40,True,40,True,10,2->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.5""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,520.5138,122.9063,384.4227,0.0051,0.6404,2000,21
main,WFG1,22,2,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],0.461635,0.11228199999999999,0.14044475,0.031797,True,0,440,True,220,60.98835445523904,0.9875237847459236,0.9900372442218623,"{""c149_gen:hvi"": 440}",True,1000,1000,440,0,0,117.0,1.0,1,0,0,440,440,0.068695,0.28642599999999996,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,17988.5854,13185.4102,4700.8699,0.1385,7.0719,2000,221
main,WFG2,22,2,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],0.516718,0.11218900000000001,0.14306675,0.446204,True,0,440,True,221,64.58169091610888,0.991370066682012,0.9920165503920159,"{""c149_gen:hvi"": 82, ""c149_gen:desempate_sigma"": 358}",True,1000,1000,440,372,358,0.0,1000.0,1000,0,0,440,440,0.0873835,0.050393,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,18159.1409,13324.3034,4731.8455,0.223,6.9684,2000,221
main,WFG4,22,2,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],1.013109,0.3733085,0.7253235,0.443025,True,0,440,True,220,63.77595185951727,0.9914520336687841,0.9917830429802758,"{""c149_gen:hvi"": 211, ""c149_gen:desempate_sigma"": 229}",True,1000,1000,440,261,229,0.0,1000.0,1000,0,0,440,440,0.73263,0.6665555000000001,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,18060.3013,13243.9609,4711.4292,0.1115,6.8823,2000,221
main,WFG5,22,2,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],1.0723105,0.689674,0.6312315,0.409571,True,0,440,True,221,64.90498097752943,0.9886480687444926,0.9893751951373625,"{""c149_gen:hvi"": 440}",True,1000,1000,440,0,0,91.5,1.0,1,0,0,440,440,0.0655945,0.31338849999999996,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,18132.5306,13288.6993,4740.2402,0.1183,7.025,2000,221
main,WFG9,22,2,1,681,681,440,ok,orcamento,0,0,681,681,True,True,241,241,True,440,"['init', 'opt']",440,440,221,2,440,True,True,True,True,True,203060,882000,"['online', 'sonda']",440000,442000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,221,440,True,False,True,221,True,1000,1000,1000.0,440,1.0,True,440,242,681,False,True,True,240,679,True,[60],[10],1.053933,0.9706980000000001,0.92788925,0.571037,True,0,440,True,221,63.606767779710246,0.9893223618830048,0.9899825129409738,"{""c149_gen:hvi"": 435, ""c149_gen:desempate_sigma"": 5}",True,1000,1000,440,12,5,31.0,1.0,1000,0,0,440,440,0.0603225,1.0073965,True,True,ok,orcamento,True,0,0,0,True,True,True,440,440,True,440,True,10,22->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0454545""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,18166.6437,13278.2525,4784.0603,1.1137,7.0428,2000,221
main,ZDT1,30,2,1,929,929,600,ok,orcamento,0,0,929,929,True,True,329,329,True,600,"['init', 'opt']",600,600,301,2,600,True,True,True,True,True,377700,1202000,"['online', 'sonda']",600000,602000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,301,600,True,False,True,301,True,1000,1000,1000.0,600,1.0,True,600,330,929,False,True,True,328,927,True,[60],[10],0.134107,0.0035455,0.02560925,0.288619,True,0,600,True,301,61.900290749495056,0.933931768950184,0.937363139951236,"{""c149_gen:hvi"": 515, ""c149_gen:desempate_sigma"": 85}",True,1000,1000,600,85,85,20.0,1.0,1000,0,0,600,600,0.012035500000000001,0.2542635,True,True,ok,orcamento,True,0,0,0,True,True,True,600,600,True,600,True,10,30->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0333333""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,31578.9325,24717.195,6721.4123,0.0631,9.3246,2000,301
main,ZDT3,30,2,1,929,929,600,ok,orcamento,0,0,929,929,True,True,329,329,True,600,"['init', 'opt']",600,600,301,2,600,True,True,True,True,True,377700,1202000,"['online', 'sonda']",600000,602000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,301,600,True,False,True,301,True,1000,1000,1000.0,600,1.0,True,600,330,929,False,True,True,328,927,True,[60],[10],0.244865,0.0064234999999999995,0.036867250000000004,0.288666,True,0,600,True,301,61.8318142183528,0.9156313405229994,0.9192343756372415,"{""c149_gen:hvi"": 497, ""c149_gen:desempate_sigma"": 103}",True,1000,1000,600,106,103,16.0,1.0,1000,0,0,600,600,0.016645,0.2268185,True,True,ok,orcamento,True,0,0,0,True,True,True,600,600,True,600,True,10,30->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0333333""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,31627.9415,24770.6134,6718.6812,0.069,9.215,2000,301
main,ZDT4,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.6470115000000001,0.2034465,0.2343255,0.28829,True,0,200,True,101,64.3365097975754,0.9941950866802486,0.9943249160826111,"{""c149_gen:desempate_sigma"": 19, ""c149_gen:hvi"": 181}",True,1000,1000,200,19,19,15.0,1.0,1000,0,0,200,200,0.0074245000000000005,0.12437200000000001,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4799.9607,2814.9773,1937.8106,0.0208,3.1106,2000,101
main,ZDT6,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.918813,0.4956785,0.39094924999999997,0.092508,True,0,200,True,101,65.11388410606718,0.993848797232812,0.9938785180972849,"{""c149_gen:desempate_sigma"": 175, ""c149_gen:hvi"": 25}",True,1000,1000,200,177,175,0.0,1000.0,1000,0,0,200,200,0.0818175,0.041029499999999997,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4814.5407,2820.4845,1946.6816,0.0248,3.1332,2000,101
