exp,prob,D,M,q,maxfe,fe_final,n_ger,status,motivo_parada,cache_hits,nparse_fail,U1_len_real,U1_maxfe_esperado,U1_fe_denso,U1_solid_denso,U2_n_init,U2_esperado,U2_doe_hash_ok,U2_n_opt,fases,n_dec,n_fit,n_sonda_ev,n_footer,n_tim,U3_fit_eq_dec,U3_fit_ger_denso,U10_fe_final_eq_maxfe,U10_nopt_eq_q_x_iter,U10_ninit_mais_qiter,U10_pop_linhas,sur_linhas,sur_regimes,sur_n_online,sur_n_sonda,sur_espaco,sur_transf,sur_modelo_flag,sur_pred_tipo,sur_pred_classe_nan,sur_pred_score_nan,sur_pred_conf_nan,U4_cadencia_ok,U4_n_blocos,U4_G,U4_ultima_coberta,U4_finalProbe_extra,U4_bloco_2000_ok,U4_n_blocos_sur,U4_gs_sur_eq_ev,ACQ_front_min,ACQ_front_max,ACQ_front_mean,ACQ_n_ger,ACQ_front_eq_1000_frac,ACQ_gs_eq_dec,POP_n_ger,POP_size_min,POP_size_max,POP_eq_ACQ,U8_ftm_monot,U8_ftm_eq_ninit_mais,U8_ftm_min,U8_ftm_max,FIT_ntreino_eq,FIT_epocas,FIT_K_valmse,FIT_valmse_med_ini,FIT_valmse_med_fim,FIT_valmse_med_all,ZS_std_min,ZS_varia,U7_viol,U7_n,U7_viol_sao_sonda,U7_soma_pred_ok,FITLIN_slope_ms_por_n,FITLIN_r2,FITLIN_r2_cub,DEC_caminhos,DEC_q_ok,DEC_nfront_min,DEC_nfront_max,DEC_hvi_max_eq_top1,DEC_hvi_zero,DEC_n_hvi_pos_zero,DEC_n_hvi_pos_med,DEC_n_empatados_med,DEC_n_empatados_max,DEC_cache_hit,DEC_clamp,DEC_seed_unico,DEC_seed_n,DEC_sigma2aggsel_med,ACQ_s2max_med,DEC_fe_seq,DEC_solid_seq,FOOT_status,FOOT_motivo,FOOT_cp_init,FOOT_cache_hits,FOOT_n_cache_infill,FOOT_n_clamp,U9_clamp_bate,U9_cache_bate,U9_ngers_bate,RSI_n,RSI_esperado,RSI_so_online,RSI_unicos,RSI_um_por_ger,P_K,P_arch,P_epocas,P_batch,P_lr0,P_decay,P_ativ,P_init,P_loss,P_nsga_pop,P_nsga_gen,P_sbx,P_pm,P_split,P_seedbase,P_q,P_cachecap,P_dtype,P_fixM,ENV_pymoo,ENV_torch,ENV_py,ENV_numpy,ENV_dev,T_total,T_fit,T_busca,T_aval,T_sonda,SONDA_S,SONDA_nblocos
main,BBOB_F1,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.541992,0.26072649999999997,0.286537,42.052006,True,0,200,True,100,58.312110224945336,0.6732432529100345,0.6955326263311892,"{""c149_gen:hvi"": 10, ""c149_gen:desempate_sigma"": 190}",True,1000,1000,200,190,190,0.0,1000.0,1000,0,0,200,200,0.175485,0.1122375,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,5016.2402,2928.0092,2038.2747,0.0227,3.295,2000,101
main,BBOB_F17,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.44360900000000003,0.2121355,0.24361125,189.905247,True,0,200,True,101,59.74847253833627,0.6623024586249451,0.6856713938917879,"{""c149_gen:hvi"": 197, ""c149_gen:desempate_sigma"": 3}",True,1000,1000,200,3,3,173.0,1.0,1000,0,0,200,200,0.030577,0.2747925,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,5002.6546,2934.4856,2018.6589,0.0649,3.1837,2000,101
main,BBOB_F22,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,401497,"['online', 'sonda']",199497,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,497,1000,997.485,200,0.995,True,200,110,309,False,True,True,108,307,True,[60],[10],0.586409,0.31600550000000005,0.34379275,419.961663,True,0,200,True,101,70.91994600554231,0.7235548027016987,0.748033164527659,"{""c149_gen:hvi"": 82, ""c149_gen:desempate_sigma"": 118}",True,497,1000,200,118,118,0.0,1000.0,1000,0,0,200,200,0.16088,0.1847585,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,5003.6667,2938.4937,2015.9925,0.0535,3.1795,2000,101
main,BBOB_F37,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,401764,"['online', 'sonda']",199764,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,764,1000,998.82,200,0.995,True,200,110,309,False,True,True,108,307,True,[60],[10],0.5435555000000001,0.258583,0.31829575,475.614763,True,0,200,True,101,65.12491641841787,0.9828722197578962,0.9909263259976064,"{""c149_gen:desempate_sigma"": 71, ""c149_gen:fallback_aleatorio"": 3, ""c149_gen:hvi"": 126}",True,764,1000,200,71,71,1.0,1.0,1000,0,0,200,200,0.16878100000000001,0.423152,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4865.0804,2868.8747,1947.7307,0.0575,3.1316,2000,101
main,BBOB_F49,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.456488,0.32531200000000005,0.379766,5.948501,True,0,200,True,101,64.12085555029464,0.984003673048707,0.9878958895955479,"{""c149_gen:hvi"": 167, ""c149_gen:desempate_sigma"": 33}",True,1000,1000,200,33,33,16.5,1.0,1000,0,0,200,200,0.059851,0.4963475,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4845.3023,2843.2164,1953.4015,0.4553,3.1244,2000,101
main,BBOB_F5,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,402000,"['online', 'sonda']",200000,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,1000,1000,1000.0,200,1.0,True,200,110,309,False,True,True,108,307,True,[60],[10],0.6084985,0.227958,0.2089405,36.149402,True,0,200,True,101,63.52337960961574,0.9812907082994153,0.9871511197403439,"{""c149_gen:hvi"": 5, ""c149_gen:desempate_sigma"": 195}",True,1000,1000,200,195,195,0.0,1000.0,1000,0,0,200,200,0.339964,0.2202315,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4884.1052,2886.9653,1949.0794,0.0313,3.1743,2000,101
main,BBOB_F55,10,2,1,309,309,200,ok,orcamento,0,0,309,309,True,True,109,109,True,200,"['init', 'opt']",200,200,101,2,200,True,True,True,True,True,41900,400361,"['online', 'sonda']",198361,202000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,101,200,True,False,True,101,True,111,1000,991.805,200,0.99,True,200,110,309,False,True,True,108,307,True,[60],[10],1.2043279999999998,0.9754755,0.8728914999999999,4.631058,True,0,200,True,101,64.91995015291336,0.9951585784667121,0.9951667673117085,"{""c149_gen:desempate_sigma"": 198, ""c149_gen:fallback_aleatorio"": 2}",True,111,1000,200,200,200,0.0,1000.0,1000,0,0,200,200,0.2778795,0.143116,True,True,ok,orcamento,True,0,0,0,True,True,True,200,200,True,200,True,10,10->100->50->100->2,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.1""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,4808.1432,2814.0155,1945.4796,0.8319,3.1013,2000,101
main,DTLZ1,7,3,1,216,216,140,ok,orcamento,0,0,216,216,True,True,76,76,True,140,"['init', 'opt']",140,140,71,2,140,True,True,True,True,True,20510,282000,"['online', 'sonda']",140000,142000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,71,140,True,False,True,71,True,1000,1000,1000.0,140,1.0,True,140,77,216,False,True,True,75,214,True,[60],[10],0.562359,0.6270925,0.65372375,54.243221,True,0,140,True,70,77.8198841990275,0.6068040328501534,0.6557720560215838,"{""c149_gen:hvi"": 83, ""c149_gen:desempate_sigma"": 57}",True,1000,1000,140,57,57,7.0,1.0,1000,0,0,140,140,0.19463249999999999,0.1348765,True,True,ok,orcamento,True,0,0,0,True,True,True,140,140,True,140,True,10,7->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.142857""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,3004.0348,1530.0655,1437.6986,0.0177,2.3122,2000,71
main,DTLZ2,12,3,1,371,371,240,ok,orcamento,0,0,371,371,True,True,131,131,True,240,"['init', 'opt']",240,240,121,2,240,True,True,True,True,True,60360,482000,"['online', 'sonda']",240000,242000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,121,240,True,False,True,121,True,1000,1000,1000.0,240,1.0,True,240,132,371,False,True,True,130,369,True,[60],[10],0.442082,0.1543245,0.24697425,0.521088,True,0,240,True,121,67.59201089516968,0.9898915522168195,0.9898933711294026,"{""c149_gen:hvi"": 240}",True,1000,1000,240,0,0,323.5,1.0,1,0,0,240,240,0.043209,0.2773525,True,True,ok,orcamento,True,0,0,0,True,True,True,240,240,True,240,True,10,12->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0833333""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,6661.651,4119.0817,2486.6836,0.029,3.8972,2000,121
main,DTLZ3,12,3,1,371,371,240,ok,orcamento,0,0,371,371,True,True,131,131,True,240,"['init', 'opt']",240,240,121,2,240,True,True,True,True,True,60360,482000,"['online', 'sonda']",240000,242000,['cru'],['zscore'],['BNN-ensemble(K=10)'],['valor'],True,True,True,True,121,240,True,False,True,121,True,1000,1000,1000.0,240,1.0,True,240,132,371,False,True,True,130,369,True,[60],[10],0.5164805,0.2940395,0.4324815,292.023397,True,0,240,True,121,65.97449792135309,0.9863667176346949,0.9865196375852658,"{""c149_gen:hvi"": 191, ""c149_gen:desempate_sigma"": 49}",True,1000,1000,240,49,49,16.0,1.0,1000,0,0,240,240,0.012798,0.1035315,True,True,ok,orcamento,True,0,0,0,True,True,True,240,240,True,240,True,10,12->100->50->100->3,60,10,0.0005,0.95,"[""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU"", ""ELU"", ""Hardswish"", ""tanh"", ""ReLU"", ""CELU"", ""LeakyReLU""]","N(0, 1e-3^2), bias 0",sum_mse,1000,100,"{""prob"": 0.9, ""eta"": 15}","{""prob"": 0.9, ""eta"": 20, ""prob_var"": ""default pymoo min(0.5, 1/D) = 0.0833333""}",90/10 sem shuffle; seed = 1000*s + net_n + 1 (D22/A6 sobre o manual_seed(net_n+1) do stock),1000*semente = 42000 (D22 — SEED_OFFSET_ALGS),1,10,float32 (FORCADO pelo codigo — .float() em Forward_BNN:50/BO_surrogate:30; float64 levanta RuntimeError; N.1.1/DI-21),"[:, :M] (ARTIGO — BO_surrogate...py:46 truncava M=3)",0.6.2,2.11.0+cu130,3.11.9,2.4.6,cpu,6585.7743,4050.5492,2479.7301,0.0333,3.8532,2000,121
