label,problema,alg,n_final,n_nd,fantasia,igd_plus,hv,igd,gd,spacing,sigma_nn_med,sigma_nn_mean,x_unicos
swap_medium-lhs_MMF16_20,MMF16_20,b5r,88,58,0.6590909090909091,0.06630660776872828,0.6378168833494878,0.10213393945286346,0.06151869998426667,0.07769286192152869,0.5626387645800909,0.5602552779583316,88
swap_medium-lhs_MMF16_20,MMF16_20,moead_media,105,38,0.3619047619047619,0.10830292730507968,0.46842620714786226,0.15796958717587728,0.20649360231393554,0.13364140490931173,0.6972744365533193,0.7008101294438044,105
swap_medium-lhs_MMF16_20,MMF16_20,c311,105,74,0.7047619047619048,0.05823579149529923,0.6280726885414838,0.10836376545058543,0.1439190824940962,0.07073798937071873,0.758384108543396,0.7642949570266027,105
swap_medium-lhs_MMF16_20,MMF16_20,e103,100,100,1.0,0.507181524415269,0.033187889615820275,0.5085707010804573,0.5001582726475708,0.12110042215650439,0.807900200287501,0.8054780267675717,100
swap_medium-lhs_WFG9,WFG9,b5m,50,20,0.4,0.21726768369615437,0.12588889266660241,0.21738916762732483,0.17892456481472646,0.0243648091336974,0.702197790145874,0.723874853849411,48
swap_medium-lhs_WFG9,WFG9,b5r,44,12,0.2727272727272727,0.26408256159596083,0.055613460100460727,0.2648092100938696,0.24896779666383928,0.1034947705941537,0.6841794550418854,0.6787371489812027,44
swap_medium-lhs_WFG9,WFG9,moead_media,50,1,0.02,0.47153908614885315,0.0021738633502173645,0.6328828736386942,0.12554946033034695,0.0,0.6497340053319931,0.633082914352417,50
swap_medium-lhs_WFG9,WFG9,c311,36,7,0.19444444444444445,0.46218076118469137,0.005321166066300197,0.6103406447077787,0.13279106628183426,0.007646421991000945,1.1254672408103943,1.1254672408103943,36
swap_medium-lhs_WFG9,WFG9,e103,100,11,0.11,0.20985964404129137,0.06315514232083781,0.22675660176760404,0.26319274873610143,0.133043231650749,0.8927476704120636,0.8616161637008191,99
swap_medium-lhs_ZDT1,ZDT1,b5m,50,22,0.44,1.274892214441708,0.0,1.274895056244843,1.3913929819062323,0.06619146707169386,0.39651446882635355,0.30165770318359136,46
swap_medium-lhs_ZDT1,ZDT1,b5r,48,7,0.14583333333333334,0.3293505882553668,0.26785924845592335,0.34223259857981464,0.17410415172064475,0.03844940132333628,0.02963055856525898,0.11431739456020296,48
swap_medium-lhs_ZDT1,ZDT1,moead_media,50,18,0.36,0.2363395819929156,0.5018584019916155,0.23634530102666726,0.24481575746821965,0.04234756700281204,0.15503940358757973,0.18243494484573602,50
swap_medium-lhs_ZDT1,ZDT1,c311,50,50,1.0,0.13821431562314807,0.6968094088824512,0.24605174743361735,0.0009275462212391285,0.010822824628955601,0.02963055856525898,0.1509532269090414,50
swap_medium-lhs_ZDT1,ZDT1,e103,100,92,0.92,0.007175837372302388,0.8624781144314376,0.007686382225342159,0.005241039149807864,0.010754107671872109,0.02963055856525898,0.0741155369579792,100
swap_medium-lhs_ZDT4,ZDT4,b5m,50,2,0.04,194.10539922644278,0.0,194.10625710711602,193.4387664794922,0.0,10.86337947845459,9.845771627426148,19
swap_medium-lhs_ZDT4,ZDT4,b5r,8,2,0.25,147.9988858935588,0.0,147.99888589778698,153.55427653488087,0.0,8.069003015756607,7.794144254177809,8
swap_medium-lhs_ZDT4,ZDT4,moead_media,50,10,0.2,144.511610049797,0.0,144.5116711411827,202.47293209332742,20.79722624457347,9.983012199401855,9.948192863464355,6
swap_medium-lhs_ZDT4,ZDT4,c311,50,17,0.34,170.6257559148754,0.0,170.62575701891467,178.6525188592423,0.867002602976109,7.930246353149414,8.798443212509156,50
swap_medium-lhs_ZDT4,ZDT4,e103,200,10,0.05,53.94899049075502,0.0,53.95037687108231,67.69204344271165,0.0,4.306153297424316,4.379621918201447,94
swap_medium-mvns_DTLZ2,DTLZ2,b5m,105,34,0.3238095238095238,0.3006700608837325,0.1561382349382182,0.3451768059891281,0.5153242897811458,0.17195273363383823,0.021792956938346226,0.029541240989541015,105
swap_medium-mvns_DTLZ2,DTLZ2,b5r,88,72,0.8181818181818182,0.14235330385163006,0.4504747360867461,0.1604569884187385,0.1723883089430849,0.0639195309593073,0.011651358877619108,0.011081055514682013,88
