label,problema,alg,n_final,n_nd,fantasia,igd_plus,hv,igd,gd,spacing,sigma_nn_med,sigma_nn_mean,x_unicos
swap_medium-mvns_DTLZ2,DTLZ2,moead_media,105,4,0.0380952380952381,2.4272082225160583,0.0,2.5199454496003866,2.067507743835449,0.0,0.1854255050420761,0.1854255050420761,10
swap_medium-mvns_DTLZ2,DTLZ2,c311,87,84,0.9655172413793104,0.03402255781410214,0.6966248818129797,0.06288899929318187,0.017739261744071907,0.05995617222049757,0.021341824283202488,0.02733324146276462,87
swap_medium-mvns_DTLZ2,DTLZ2,e103,100,22,0.22,0.4788276948729606,0.01773605473705821,0.5847877728465318,0.6053494715956517,0.19753997572975499,0.06928740814328194,0.06687286365699643,100
swap_medium-mvns_MMF16_20,MMF16_20,b5m,105,19,0.18095238095238095,0.35964959909390976,0.3101855959622595,0.5975506312648847,0.01970925653321379,0.04395554713737836,0.9552485644817352,0.8886428861864029,64
swap_medium-mvns_MMF16_20,MMF16_20,b5r,70,39,0.5571428571428572,0.17517362546937576,0.3994099822297582,0.2162770364766125,0.21949911635587382,0.1100846293552152,0.7184273302555084,0.7335584360928764,70
swap_medium-mvns_MMF16_20,MMF16_20,moead_media,105,6,0.05714285714285714,0.42748315803128206,0.04481444827426659,0.7229563530155859,0.07135473245277732,0.0023073941214202718,0.9295395712057749,0.9200131489170922,97
swap_medium-mvns_MMF16_20,MMF16_20,c311,100,98,0.98,0.026030108079004674,0.732597658613065,0.06349629248685192,0.01080043071095901,0.07123185515095885,1.0153058369954426,1.0212217110395434,100
swap_medium-mvns_MMF16_20,MMF16_20,e103,100,99,0.99,0.5018220138976047,0.04053742922827345,0.5028175427154359,0.49811174515774786,0.10371125525027605,1.3299658298492432,1.3316476674874624,100
swap_medium-mvns_WFG9,WFG9,b5m,50,21,0.42,0.14701111213317114,0.2251181347733474,0.14824756456045293,0.08121198602241998,0.03705330931637007,0.5362284779548645,0.7743820977210999,44
swap_medium-mvns_WFG9,WFG9,b5r,42,13,0.30952380952380953,0.2625032135776761,0.0693610260900804,0.26601809113691655,0.2509343977175474,0.07125024483417232,0.890647679567337,0.84048909197251,42
swap_medium-mvns_WFG9,WFG9,moead_media,50,50,1.0,0.3880102203282564,0.07756448667756284,0.6741232756683512,0.02731328677400343,0.0,1.357054889202118,1.357054889202118,1
swap_medium-mvns_WFG9,WFG9,c311,1,1,1.0,0.3880131419716946,0.07756133273061762,0.6741207927333721,0.0273165407748348,0.0,1.4149962663650513,1.4149962663650513,1
swap_medium-mvns_WFG9,WFG9,e103,100,19,0.19,0.1466116600848864,0.19708838711856272,0.14980982739307383,0.16244349831087726,0.04708135586993089,0.741788923740387,0.7562574715167284,100
swap_medium-mvns_ZDT1,ZDT1,b5m,50,27,0.54,1.0392303921031798,0.0,1.0420968797183099,1.101092771054314,0.03199239909351592,0.5169494673609734,0.36026158820837734,49
swap_medium-mvns_ZDT1,ZDT1,b5r,47,8,0.1702127659574468,0.21803491960822463,0.47981514406340764,0.236099343073323,0.1499034033807674,0.15740044123542327,0.5169494673609734,0.43431943512343346,47
swap_medium-mvns_ZDT1,ZDT1,moead_media,50,22,0.44,0.4151214776173196,0.3002130237092991,0.4239848736394745,0.39869810678454615,0.020648659836422716,0.03957563638687134,0.03957563638687134,50
swap_medium-mvns_ZDT1,ZDT1,c311,50,50,1.0,0.009432128694068351,0.8590510795044556,0.012311868614453735,0.004797841000511439,0.015651855469164054,0.03570113331079483,0.11270086675882339,50
swap_medium-mvns_ZDT1,ZDT1,e103,100,94,0.94,0.0030789241964703155,0.8690738454079749,0.004875523784564482,0.0002851932218463411,0.01763903539412322,0.03570113331079483,0.0790134833753109,99
swap_medium-mvns_ZDT4,ZDT4,b5m,50,50,1.0,210.2757193510589,0.0,210.275797499321,209.60965317528255,0.0,26.68344211578369,26.68344211578369,1
swap_medium-mvns_ZDT4,ZDT4,b5r,15,3,0.2,55.58420016276929,0.0,55.58427888017123,64.46514305210758,7.708940812442008,14.436856746673584,13.923876349131266,15
swap_medium-mvns_ZDT4,ZDT4,moead_media,50,50,1.0,144.511610049797,0.0,144.5116711411827,192.19219231466158,7.065187820736025,23.572437286376953,23.585399131774903,2
swap_medium-mvns_ZDT4,ZDT4,c311,27,3,0.1111111111111111,138.3949347489042,0.0,138.39613572441684,154.2122294115884,9.317085819355308,22.633785247802734,22.471034897698296,27
swap_medium-mvns_ZDT4,ZDT4,e103,100,4,0.04,118.47034570952688,0.0,118.47034640857616,127.65434934777468,3.3600562070807167,20.845349311828613,18.090964074134828,92
swap_small-lhs_DTLZ2,DTLZ2,b5m,105,83,0.7904761904761904,0.05688964973092999,0.6660228277889934,0.09528119894284344,0.04601993270083143,0.09299249512653042,0.05316779762506485,0.06035110105775179,104
swap_small-lhs_DTLZ2,DTLZ2,b5r,83,71,0.8554216867469879,0.04752875427966714,0.6819048147415581,0.07804146619074492,0.03189489798471936,0.07323129369701674,0.04488774761557579,0.05169158933093271,83
swap_small-lhs_DTLZ2,DTLZ2,moead_media,105,99,0.9428571428571428,0.8903968304333774,0.00860947182430531,0.8930927870471627,2.2483468995068643,0.32996421282811095,0.24507369846105576,0.24395951465481802,9
swap_small-lhs_DTLZ2,DTLZ2,c311,94,93,0.9893617021276596,0.040805524934593454,0.7018994539659531,0.07238196963441791,0.02349305540781538,0.051544833993276425,0.051323515052596726,0.059688907922476726,94
swap_small-lhs_DTLZ2,DTLZ2,e103,100,81,0.81,0.07575006422749106,0.5867407654860621,0.10580296020141802,0.0887474227440031,0.15904457174269135,0.05567525761822859,0.057516321133201306,100
swap_small-lhs_MMF16_20,MMF16_20,b5m,105,45,0.42857142857142855,0.07016404498617701,0.5976435097765123,0.13566780668645598,0.0767585987591934,0.13126433805587875,0.12339895715316136,0.1286436762365084,105
swap_small-lhs_MMF16_20,MMF16_20,b5r,74,56,0.7567567567567568,0.11438205277423279,0.47777123451869935,0.15468075834388648,0.13620684656818108,0.0864615294902991,0.16482444604237875,0.16090519068477388,74
swap_small-lhs_MMF16_20,MMF16_20,moead_media,105,65,0.6190476190476191,0.3008439883314093,0.22320648752344352,0.37173482029240973,0.45754731906283475,0.11072205056218178,0.2401989003022512,0.23101191208476116,104
swap_small-lhs_MMF16_20,MMF16_20,c311,93,92,0.989247311827957,0.02645161790854685,0.7359053769830957,0.06351521124512154,0.010661562611811129,0.07132639439825038,0.21056917309761047,0.2093631390709177,93
swap_small-lhs_MMF16_20,MMF16_20,e103,100,100,1.0,0.5060223598911855,0.03687283442807217,0.5070695947935397,0.5001721057463656,0.11435775094036238,0.27142368753751117,0.2624643651147683,100
swap_small-lhs_WFG9,WFG9,b5m,50,19,0.38,0.32324082960034933,0.030569214725756567,0.3239586975337199,0.3508938802562426,0.0938176106953725,0.6732954904437065,0.6775088447332382,46
swap_small-lhs_WFG9,WFG9,b5r,45,15,0.3333333333333333,0.3814484131886394,0.025384060795035777,0.38146359202060603,0.3587373517492765,0.0397640014970729,0.6677025258541107,0.6710322446293301,45
swap_small-lhs_WFG9,WFG9,moead_media,50,1,0.02,0.5270662155329972,0.0,0.6340125032412776,0.1948141074827608,0.0,0.8634098917245865,0.8466081100702286,50
swap_small-lhs_WFG9,WFG9,c311,50,2,0.04,0.4970372996847357,0.0,0.6292784186591304,0.15761213408904762,0.0,1.0725164711475372,1.0725164711475372,50
swap_small-lhs_WFG9,WFG9,e103,100,19,0.19,0.28426160538928247,0.04852454001849574,0.2850920263536386,0.3035893452115179,0.03390243379106595,0.8959912657737732,0.9046312530338764,100
swap_small-lhs_ZDT1,ZDT1,b5m,50,13,0.26,1.1364037520830672,0.0,1.136407158194524,1.19057231298703,0.04962007353992146,0.02171399723738432,0.024762886613607406,50
swap_small-lhs_ZDT1,ZDT1,b5r,47,18,0.3829787234042553,0.31492971084996063,0.35501325643722004,0.31493430905152936,0.33430027968344544,0.052336614491051016,0.03521360084414482,0.03532190196850198,47
swap_small-lhs_ZDT1,ZDT1,moead_media,50,23,0.46,0.19782000275993267,0.5398796130980991,0.19849531856382124,0.22955636823461084,0.03906281607668354,0.03521360084414482,0.03471058078110218,50
swap_small-lhs_ZDT1,ZDT1,c311,50,50,1.0,0.033352713265521416,0.821311390444246,0.06473358593217728,0.001239497712146959,0.015230131326487085,0.03521360084414482,0.03415453128516674,50
swap_small-lhs_ZDT1,ZDT1,e103,100,95,0.95,0.0052058683064078945,0.8650145673930815,0.006231684777096507,0.0029279862880143637,0.017853624931095286,0.03521360084414482,0.03456639166921377,100
swap_small-lhs_ZDT4,ZDT4,b5m,50,13,0.26,46.72665736750811,0.0,46.729739110299825,58.30389673422596,1.2114489223485512,3.511575698852539,3.336429409980774,26
swap_small-lhs_ZDT4,ZDT4,b5r,12,4,0.3333333333333333,127.25029176693059,0.0,127.25029177925964,140.91752619983336,1.585988231965941,6.50043510645628,6.395423228833049,12
swap_small-lhs_ZDT4,ZDT4,moead_media,50,17,0.34,210.62735414764612,0.0,210.62735414764626,216.80163371201354,0.7014453720264506,7.014357164502144,7.367987245917321,50
swap_small-lhs_ZDT4,ZDT4,c311,50,49,0.98,184.67447910236896,0.0,184.67447910236896,189.79996230331938,0.22308092098455543,11.115946769714355,10.356424388764426,50
swap_small-lhs_ZDT4,ZDT4,e103,100,7,0.07,71.04039062238674,0.0,71.04119971650246,82.82187215408018,9.625264613179079,4.698725000023842,4.452676639128477,95
swap_small-mvns_DTLZ2,DTLZ2,b5m,105,38,0.3619047619047619,0.25672441727149076,0.1427774342195891,0.3167189516483854,0.33308408768491254,0.15803549092931712,0.06623646741112073,0.08076247922070916,105
swap_small-mvns_DTLZ2,DTLZ2,b5r,78,59,0.7564102564102564,0.18412558966187423,0.3546570315481469,0.21209536274303792,0.19796574827761237,0.07019786164716328,0.06710647263874611,0.07067940666730332,78
swap_small-mvns_DTLZ2,DTLZ2,moead_media,105,102,0.9714285714285714,0.6855614410586673,0.00860947182430531,0.692351261449293,2.1813966622836825,0.1940575487027779,0.7237987021605173,0.6656181766991578,24
swap_small-mvns_DTLZ2,DTLZ2,c311,74,61,0.8243243243243243,0.04884526815967059,0.6771046651351569,0.08613319947870056,0.036229950353762565,0.07045766747438943,0.12486105101803938,0.1305409658045785,74
swap_small-mvns_DTLZ2,DTLZ2,e103,100,52,0.52,0.4650504000568012,0.0024225387799942347,0.5170616547870536,0.6797024082697575,0.19004320199024244,0.3465315798918406,0.39129543424894414,100
swap_small-mvns_MMF16_20,MMF16_20,b5m,105,52,0.49523809523809526,0.13808707553010616,0.41932907700741673,0.1813630445023083,0.2317700459047493,0.14348745530377113,0.181960458556811,0.1673391145609674,102
swap_small-mvns_MMF16_20,MMF16_20,b5r,86,44,0.5116279069767442,0.2298629132323189,0.3586397141246891,0.2850604641624313,0.3874948710108707,0.13494270021468985,0.14717494199673337,0.16102035023098765,86
swap_small-mvns_MMF16_20,MMF16_20,moead_media,105,52,0.49523809523809526,0.08182246325694491,0.5578378559002981,0.1668468232036022,0.242147789223826,0.16140253686352946,0.4219519595305125,0.4392631750258189,105
swap_small-mvns_MMF16_20,MMF16_20,c311,79,65,0.8227848101265823,0.04716194448443607,0.6608725547793504,0.10997570355586415,0.009760902865767201,0.09912733056937825,0.40444058179855347,0.3876297851152058,79
swap_small-mvns_MMF16_20,MMF16_20,e103,100,51,0.51,0.2297896344181093,0.18231487598733917,0.35948297117761285,0.4429613767020376,0.15583988072015453,0.4188234508037567,0.42981118495265636,100
swap_small-mvns_WFG9,WFG9,b5m,50,19,0.38,0.21585779231176816,0.18072997498369991,0.2160324098587861,0.1556693977139998,0.016737423952168796,0.679017961025238,0.6567687359452248,48
swap_small-mvns_WFG9,WFG9,b5r,46,17,0.3695652173913043,0.33174433506087336,0.0349518116320545,0.331825171893025,0.3209522429107425,0.05859344354473157,0.8326121866703033,0.803950836153134,46
swap_small-mvns_WFG9,WFG9,moead_media,50,11,0.22,0.3237291682122958,0.027003156774502098,0.3248045957417318,0.3285375285998885,0.15065055677079714,1.383507251739502,1.4057042926549912,50
swap_small-mvns_WFG9,WFG9,c311,50,1,0.02,0.38813074643818446,0.07743424509735983,0.6740160845903331,0.027447527740217255,0.0,1.3042474389076233,1.287921565771103,50
swap_small-mvns_WFG9,WFG9,e103,100,13,0.13,0.1875123882893775,0.1330165568059591,0.18861372162684178,0.1926690130923145,0.11255305438479729,0.7125835418701172,0.7220424984395504,100
swap_small-mvns_ZDT1,ZDT1,b5m,50,46,0.92,1.5715033269870011,0.0,1.572701457062829,1.6941194842005813,0.018649097191736762,0.3871220089495182,0.3871220089495182,10
swap_small-mvns_ZDT1,ZDT1,b5r,47,7,0.14893617021276595,0.2866788829404834,0.40933541047407784,0.3095604444467573,0.20194114610886502,0.1009714218930997,0.4094299301505089,0.44545718092233577,47
swap_small-mvns_ZDT1,ZDT1,moead_media,50,20,0.4,0.19577202927587883,0.5567530589229998,0.20576496957279883,0.18601296550314328,0.03077199559543884,0.4094299301505089,0.4389078293740749,50
swap_small-mvns_ZDT1,ZDT1,c311,50,50,1.0,0.006215972652747267,0.863646542545192,0.008531705430047514,0.0021423240972731337,0.01823630908990205,0.4900623485445976,0.480386458337307,50
swap_small-mvns_ZDT1,ZDT1,e103,100,96,0.96,0.003236177617453243,0.8694323654922773,0.004604189572922197,0.0006807535238830441,0.011006340573765934,0.4900623485445976,0.48280543088912964,100
swap_small-mvns_ZDT4,ZDT4,b5m,50,1,0.02,230.33197698523173,0.0,230.33270005055718,229.66534423828125,0.0,15.43221664428711,15.458609771728515,17
swap_small-mvns_ZDT4,ZDT4,b5r,8,4,0.5,149.83316582803292,0.0,149.83316582803306,159.2741297578256,2.277027963201715,10.71345329284668,10.530927067622542,8
swap_small-mvns_ZDT4,ZDT4,moead_media,50,1,0.02,204.2132483475365,0.0,204.21406380595045,203.54661560058594,0.0,15.227336883544922,15.284703216552735,50
swap_small-mvns_ZDT4,ZDT4,c311,50,5,0.1,201.28129151367582,0.0,201.28131490425258,213.17086504177524,2.9666054564039337,15.628960609436035,15.616659603118897,50
swap_small-mvns_ZDT4,ZDT4,e103,100,1,0.01,133.7068243973414,0.0,133.70806924686102,133.04019165039062,0.0,11.846504211425781,11.846504211425781,99
