label,problema,D,M,N,pop,n_ger,fe_int,overshoot,n_ger_esperado,turn_1,turn_mean,turn_t1,turn_t2,turn_t3,turn_last,turn_min,turn_max,turn_spearman,ndist_min,ndist_mean,ndist_last,dup_gens,sg_g1,sg_last,sg_ratio,sg_spearman,mu_g1,mu_last,lhs_strat_dims,lhs_strat_tot,dentro_bounds,inter_ds_g1,inter_ds_amostra,hv_surr_ini,hv_surr_fim,hv_surr_max,hv_surr_argmax,hv_real_ini,hv_real_fim,igdp_real_ini,igdp_real_fim,fig10_surr_cai,fig10_real_sobe,fig10_igdp_melhora,fig10_assinatura,c7_nd_recomputo_ok,c7_link_posicional_ok,c7_n,c7_nd,fantasia,c7_maxdev_abs,c7_maxdev_rel,end_igdp,end_hv,end_igd,end_gd,end_spacing,end_nnd,sonda_sigma_med
swap_medium-mvns_ZDT4,ZDT4,10,2,2000,50,801,40050,50,801,0.98,0.009375,0.028089887640449437,0.0,0.0,0.0,0.0,0.98,-0.3237440280521597,1,1.1348314606741574,1,800,20.76364019393921,15.803568840026855,0.7611174482131428,-0.22923428006568666,58.023257954716684,4.310035586357117,10,10,True,0,0,0.0,0.0,0.0,1,0.0,0.0,92.4561217648632,210.2757266322508,False,False,False,False,True,True,50,50,1.0,7.2811960762919625e-06,3.4572109240446043e-08,210.2757193510589,0.0,210.275797499321,209.60965317528255,0.0,50,20.74872095334828
swap_small-lhs_DTLZ2,DTLZ2,12,3,371,105,381,40005,5,381,0.9714285714285714,0.14255639097744358,0.23284589426321706,0.10341207349081363,0.09100529100529099,0.06666666666666667,0.02857142857142857,0.9714285714285714,-0.6808912164637444,41,103.10498687664042,104,225,0.14720933499435584,0.053374184316231144,0.362573367499266,-0.4255767732808543,0.8781385749818698,0.40265679979061203,12,12,True,0,0,0.030327481997470037,0.6321482304764552,0.6559923378883311,161,0.043027001994663555,0.6660228261454708,0.4675068812730688,0.056889651989929624,False,True,True,False,True,True,105,83,0.7904761904761904,6.55728311649284e-08,0.9999998925088277,0.05688964973092999,0.6660228277889934,0.09528119894284344,0.04601993270083143,0.09299249512653042,83,0.1460141531457814
swap_small-lhs_MMF16_20,MMF16_20,20,3,619,105,381,40005,5,381,1.0,0.14764411027568922,0.28061492313460823,0.09373828271466066,0.06795162509448223,0.0380952380952381,0.01904761904761905,1.0,-0.7630786100762157,31,102.61942257217848,105,179,0.20683054931107023,0.11400325901451565,0.5511915884488435,-0.9771857499625718,1.2941089009481763,0.8672416946392447,20,20,True,0,0,0.3355505003568913,1.2794927646028307,1.478991686956084,41,0.4776742528244186,0.5976435082392587,0.10541655803824324,0.0701640559068199,False,True,True,False,True,True,105,45,0.42857142857142855,2.410342883063521e-07,0.0010608045212489754,0.07016404498617701,0.5976435097765123,0.13566780668645598,0.0767585987591934,0.13126433805587875,45,0.2058148762271429
swap_small-lhs_WFG9,WFG9,22,2,681,50,801,40050,50,801,0.98,0.2207,0.42464419475655435,0.12674157303370787,0.11030075187969925,0.08,0.02,1.0,-0.690970034253709,13,45.36079900124844,46,736,0.8615493914484977,0.15977953797206282,0.1854560395004518,-0.7699293199585305,2.6043228912353515,2.4149489960074426,22,22,True,0,0,0.2395608851115888,0.07522614266578168,0.2395608851115888,1,0.07274606478757219,0.030569194369728808,0.31065011465271325,0.32324085855717893,True,False,False,False,True,True,50,19,0.38,1.5512542302253962e-05,4.912005608684614e-06,0.32324082960034933,0.030569214725756567,0.3239586975337199,0.3508938802562426,0.0938176106953725,19,0.8516418519675731
swap_small-lhs_ZDT1,ZDT1,30,2,929,50,801,40050,50,801,0.98,0.23105000000000003,0.36853932584269666,0.17902621722846446,0.14526315789473684,0.08,0.02,1.0,-0.6173294239327841,15,48.38951310861423,50,252,0.05687429130077362,0.01887201242148876,0.3318197377033876,-0.9453426125696992,2.215385341197252,1.3649234644277022,30,30,True,0,0,0.0,0.0,0.0,1,0.0,0.0,2.5551778738200617,1.1364037821961608,False,False,True,False,True,True,50,13,0.26,1.5378290640910564e-07,6.674834917222624e-08,1.1364037520830672,0.0,1.136407158194524,1.19057231298703,0.04962007353992146,13,0.05481434306387673
swap_small-lhs_ZDT4,ZDT4,10,2,309,50,801,40050,50,801,0.98,0.8929250000000001,0.9452434456928839,0.8843445692883896,0.8490225563909776,0.76,0.58,1.0,-0.5850166495781943,7,19.181023720349565,26,800,7.715642937878147,2.5135444304719567,0.3257725183383354,-0.6029214417140668,72.94144244145602,4.7641778987617,10,10,True,0,0,0.0,0.0,0.0,1,0.0,0.0,92.4561217648632,46.72665621085231,False,False,True,False,True,True,50,13,0.26,7.325590331674903e-06,8.558468270680522e-08,46.72665736750811,0.0,46.729739110299825,58.30389673422596,1.2114489223485512,13,7.704224821127776
swap_small-mvns_DTLZ2,DTLZ2,12,3,371,105,381,40005,5,381,0.9809523809523809,0.1444611528822055,0.22017247844019494,0.11188601424821895,0.10098261526832954,0.11428571428571428,0.02857142857142857,0.9809523809523809,-0.4819410701323107,33,101.9501312335958,105,300,0.30554663871252347,0.06984199320986158,0.22858046648509558,0.274472046050733,0.8657252871908159,0.558203542245818,12,12,True,0,0,0.02791059598368485,0.10628481718963627,0.4991228663973193,21,0.043027001994663555,0.14277744167761244,0.4675068812730688,0.25672440616289544,False,True,True,False,True,True,105,38,0.3619047619047619,8.664606698793875e-08,0.9999999924663099,0.25672441727149076,0.1427774342195891,0.3167189516483854,0.33308408768491254,0.15803549092931712,38,0.30422528304837954
swap_small-mvns_MMF16_20,MMF16_20,20,3,619,105,381,40005,5,381,1.0,0.1824812030075188,0.3576302962129735,0.0959880014998125,0.0931216931216931,0.047619047619047616,0.0380952380952381,1.0,-0.706916645302082,32,99.21259842519684,102,340,0.4076478784519529,0.09945985664214407,0.24398472775043972,-0.9979688988311567,1.194276100438502,0.8734398908513997,20,20,True,0,0,0.7172214540624271,0.5173238600569483,1.5898662544814832,21,0.4776742528244186,0.4193290647131968,0.10541655803824324,0.13808706116437147,True,False,False,False,True,True,105,52,0.49523809523809526,2.2363839891070825e-07,0.9999999912940595,0.13808707553010616,0.41932907700741673,0.1813630445023083,0.2317700459047493,0.14348745530377113,52,0.407608120662719
swap_small-mvns_WFG9,WFG9,22,2,681,50,801,40050,50,801,1.0,0.28614999999999996,0.5764794007490637,0.17842696629213484,0.10285714285714287,0.04,0.0,1.0,-0.8342178702456252,13,43.27965043695381,48,763,1.0794634947180748,0.13566634021699428,0.12567941471001431,-0.9614548245660991,2.255378792285919,2.141876631360501,22,22,True,0,0,0.4106083290645056,0.17209091608587102,0.4106083290645056,1,0.07274606478757219,0.1807299843790894,0.31065011465271325,0.21585776774616566,True,True,True,True,True,True,50,19,0.38,9.828663602995391e-06,4.602258559232223e-06,0.21585779231176816,0.18072997498369991,0.2160324098587861,0.1556693977139998,0.016737423952168796,19,1.0829210892591625
swap_small-mvns_ZDT1,ZDT1,30,2,929,50,801,40050,50,801,0.98,0.042800000000000005,0.08187265917602997,0.03460674157303371,0.01180451127819549,0.0,0.0,1.0,-0.4140245829061897,4,8.86641697877653,10,800,0.47953629948198795,0.0888144750893116,0.1852090763207126,-0.7650150217978897,2.18416091196239,1.512340095937252,30,30,True,0,0,0.0,0.0,0.0,1,0.0,0.0,2.5551778738200617,1.571503299152467,False,False,True,False,True,True,50,46,0.92,1.0278887874193288e-07,4.204920647263396e-08,1.5715033269870011,0.0,1.572701457062829,1.6941194842005813,0.018649097191736762,46,0.46938628041534686
swap_small-mvns_ZDT4,ZDT4,10,2,309,50,801,40050,50,801,1.0,0.996575,0.9985767790262172,0.9961048689138579,0.9950375939849624,1.0,0.94,1.0,-0.20395978614708812,11,20.652933832709113,17,800,11.889140532370657,15.804058666229247,1.3292852097424042,-0.2889533656495465,55.936723278602585,0.8098041085910518,10,10,True,0,0,0.0,0.0,0.0,1,0.0,0.0,92.4561217648632,230.3319670012435,False,False,False,False,True,True,50,1,0.02,5.957250235155698e-05,2.405950165699806e-07,230.33197698523173,0.0,230.33270005055718,229.66534423828125,0.0,1,11.681728314893821
