prob,tag,it,i,j,mapa,rel,exato
MMF4,s42,16,2,3,decl,2.3090891721110817e-13,False
MMF4,s42,16,2,3,naive,2.3090891721110817e-13,False
MMF4,s42,19,1,8,decl,1.2656581981379208e-13,False
MMF4,s42,19,1,8,naive,0.30987921837864835,False
MMF4,s42,20,1,7,decl,2.4269142898725376e-13,False
MMF4,s42,20,1,7,naive,0.5436503969523401,False
MMF4,s42,21,0,1,decl,4.206196854580586e-14,False
MMF4,s42,21,0,1,naive,0.05720532237526066,False
MMF4,s42,21,0,4,decl,1.692148159888713e-14,False
MMF4,s42,21,0,4,naive,0.05720532237532401,False
MMF4,s42,21,1,4,decl,5.898345014469228e-14,False
MMF4,s42,21,1,4,naive,6.72024554927243e-14,False
MMF4,s42,21,8,9,decl,6.381393115582408e-15,False
MMF4,s42,21,8,9,naive,0.268306220022165,False
MMF4,s42,24,5,6,decl,1.4721133915554454e-13,False
MMF4,s42,24,5,6,naive,1.4721133915554454e-13,False
MMF4,s42,28,1,7,decl,2.0611314634590202e-13,False
MMF4,s42,28,1,7,naive,7.335854993602971e-13,False
MMF4,s42,32,4,8,decl,3.008874259391384e-13,False
MMF4,s42,32,4,8,naive,0.1543367158707836,False
MMF4,s42,32,4,9,decl,1.73697307948442e-13,False
MMF4,s42,32,4,9,naive,0.4430805006296476,False
MMF4,s42,32,8,9,decl,4.745847338875282e-13,False
MMF4,s42,32,8,9,naive,0.341440606654911,False
MMF4,s42,33,0,8,decl,1.492005861564515e-13,False
MMF4,s42,33,0,8,naive,1.492005861564515e-13,False
MMF4,s42,35,4,8,decl,3.4617225793468894e-13,False
MMF4,s42,35,4,8,naive,0.49619338859949086,False
MMF4,s42,35,4,9,decl,4.334039940189892e-13,False
MMF4,s42,35,4,9,naive,3.4617225793468894e-13,False
MMF4,s42,35,8,9,decl,8.723173608433046e-14,False
MMF4,s42,35,8,9,naive,0.4961933885996653,False
MMF4,s42,37,0,8,decl,2.876819767436908e-14,False
MMF4,s42,37,0,8,naive,0.29894251687782425,False
MMF4,s42,37,0,9,decl,1.7609624030974844e-13,False
MMF4,s42,37,0,9,naive,2.876819767436908e-14,False
MMF4,s42,37,8,9,decl,1.4732804263538359e-13,False
MMF4,s42,37,8,9,naive,0.2989425168778444,False
MMF4,s42,38,5,8,decl,1.5719484897978877e-13,False
MMF4,s42,38,5,8,naive,0.4425618245517844,False
MMF4,s42,38,5,9,decl,4.2038393898577266e-13,False
MMF4,s42,38,5,9,naive,1.131802912654657e-13,False
MMF4,s42,38,8,9,decl,5.775787879654953e-13,False
MMF4,s42,38,8,9,naive,0.4425618245518475,False
ZDT4,s42,174,10,22,decl,1.2980368171079854e-13,False
ZDT4,s42,174,10,22,naive,1.2980368171079854e-13,False
ZDT4,s42,184,5,10,decl,0.0,True
ZDT4,s42,184,5,10,naive,0.0,True
ZDT4,s42,184,5,40,decl,0.0,True
ZDT4,s42,184,5,40,naive,0.0,True
ZDT4,s42,184,10,40,decl,0.0,True
ZDT4,s42,184,10,40,naive,0.0,True
ZDT4,s42,187,10,30,decl,0.0,True
ZDT4,s42,187,10,30,naive,0.05580135480913452,False
ZDT4,s42,189,6,47,decl,4.3558075750499645e-13,False
ZDT4,s42,189,6,47,naive,0.030911347703328866,False
ZDT4,s42,189,9,19,decl,6.231303496962076e-14,False
ZDT4,s42,189,9,19,naive,0.024402587693395046,False
ZDT4,s42,191,39,49,decl,0.0,True
ZDT4,s42,191,39,49,naive,0.06741057849383796,False
ZDT4,s42,192,5,46,decl,0.0,True
ZDT4,s42,192,5,46,naive,0.3977861043301897,False
ZDT4,s42,192,35,49,decl,0.0,True
ZDT4,s42,192,35,49,naive,0.22662522903272167,False
ZDT4,s42,193,11,19,decl,0.0,True
ZDT4,s42,193,11,19,naive,0.0,True
ZDT4,s42,193,11,32,decl,0.0,True
ZDT4,s42,193,11,32,naive,0.023956926834057066,False
ZDT4,s42,193,19,32,decl,0.0,True
ZDT4,s42,193,19,32,naive,0.023956926834057066,False
ZDT4,s42,196,24,49,decl,0.0,True
ZDT4,s42,196,24,49,naive,0.08952447541142967,False
ZDT4,s42,198,13,47,decl,7.674468755033459e-13,False
ZDT4,s42,198,13,47,naive,0.12716846691015846,False
ZDT4,s42,200,8,26,decl,0.0,True
ZDT4,s42,200,8,26,naive,0.209429939067199,False
ZDT4,s42,201,11,25,decl,0.0,True
ZDT4,s42,201,11,25,naive,0.15174061747496898,False
