prob,ger,obj,noise,outsc,sigma,cob,wape
BBOB_F1,18,0,0.0008658725734193216,0.5369442095737994,9.19090461730957,0.99,0.04595594945790481
BBOB_F1,18,1,0.0009180937781590046,0.6339368227365061,9.237475395202637,0.996,0.04231821453164367
BBOB_F1,20,0,0.0007847862481892366,0.5453694477628347,8.968026161193848,0.99,0.045270859780221676
BBOB_F1,20,1,0.0008276713648557087,0.6218355180010018,8.99056625366211,0.9955,0.04149445370126168
BBOB_F1,22,0,0.0007053499062097134,0.5426774928566865,8.778148651123047,0.99,0.045164916872597514
BBOB_F1,22,1,0.0007354697695034306,0.6248510008019162,8.810901641845703,0.995,0.0413207785430376
BBOB_F1,24,0,0.0006347940371567286,0.5363992096580772,8.569751739501953,0.991,0.0438265015143502
BBOB_F1,24,1,0.0006788562876479212,0.6431281496889509,8.649678230285645,0.995,0.03970675097168867
BBOB_F1,26,0,0.0005934725764575026,0.5352355099485706,8.430801391601562,0.9925,0.04183694058684772
BBOB_F1,26,1,0.000637619812664631,0.6533404829595705,8.491266250610352,0.996,0.038580395755247916
BBOB_F1,28,0,0.00053905786789482,0.5453744179725888,8.258588790893555,0.9925,0.04127485906105138
BBOB_F1,28,1,0.0005724927077161333,0.6454711489960101,8.320899963378906,0.9955,0.03798435804137095
BBOB_F1,30,0,0.0004949101944586265,0.5480047003039075,8.097597122192383,0.992,0.040783476008508235
BBOB_F1,30,1,0.0005360792925130417,0.6556260656047032,8.135847091674805,0.996,0.03761977561256612
BBOB_F1,32,0,0.0004519390245366495,0.5465375235811138,7.902383327484131,0.9915,0.03996444947003476
BBOB_F1,32,1,0.0004895741043467268,0.6624663754058028,7.967118263244629,0.9955,0.037365035630607286
BBOB_F1,34,0,0.00041706852669453915,0.5528633810642096,7.7807207107543945,0.9925,0.03909575312062108
BBOB_F1,34,1,0.0004558578945906187,0.6702791930170457,7.8173828125,0.9955,0.03634794629934728
