prob,ger,obj,antes,depois,delta,rel
DTLZ1,8,2,0.0,0.04000297404226898,0.04000297404226898,4.000297404226897e+28
DTLZ2,3,0,0.00030053325062024175,0.0013055403057308124,0.0010050070551105707,3.3440794089719956
