problema,D,M,status,n_retries,fallback_ativado,algo_version,botorch,torch,gpytorch,pymoo,dtype,threads,fused_kernel,manifest_tem_params,header_tem_params,n_recs_outros,recs_outros_nomes,n_guard,guard_nomes,n_footer,S,P,estimation_type,rota_b95,num_restarts_man,raw_samples_man,rs_fallbacks_total,nsgaii_pop_declarado,nsgaii_gen_declarado,rs_ladder,kernel,refit,init_batch_limit,acqf,q_param,ruido_decl,acqf_ref_decl,maxfe_formula,U1_maxfe_man,U1_fe_final,U1_len_real,U1_fe_index_denso,U1_solid_denso,U1_footer_fe,n_init_formula,U2_init_count,U2_fases,U2_cp_init,U2_doe_hash_igual,U2_doe_dX_max,n_geracoes,n_decisions,n_infill,n_hardstop_dec,U10_infill_eq_maxfe_minus_init,U10_ger_eq_infill_mais1,U3_n_fits_timing_jsonl,U3_n_fits_manifest,U3_fits_eq_ger,U3_n_train_eq_n_acum,U3_n_train_passo1,U3_n_train_ini,U3_n_train_fim,U3_n_train_eq_11D_1,U8_ftm_monotonico,U8_ftm_min,U8_ftm_max,U8_ftm_eq_ntrain_menos1,n_restarts_5D,raw_1000D,U_restarts_man_eq_5D,U_raw_man_eq_1000D,S3_online_linhas_por_ger,S3_online_ok,S3_online_gers,S3_n_restarts_dec_ok,S3_raw_dec_ok,S3_rsid_1_por_ger,S3_rsid_n_gers,S3_rsid_total,S3_rsid_eq_ninfill,S3_espaco_modelo,S3_modelo_flag,S3_pred_tipo,S3_sigma_notna_pct,S3_transf_tipo_online,QJ_argmax_ok,QJ_argmax_tot,QJ_posicao_ok,QJ_nan_iters,QJ_nan_valores,QJ_nan_detalhe,QJ_link_dX_max,QJ_link_n,U11_fantasia_med_obj0,U11_fantasia_max_obj0,U11_fantasia_wape_obj0,U11_fantasia_med_obj1,U11_fantasia_max_obj1,U11_fantasia_wape_obj1,U4_blocos,U4_blocos_formula,U4_cadencia_ok,U4_ultima_coberta,U4_n_pontos_ok,U4_hash_ok,U4_manifest_nblocos,U4_manifest_nlinhas,U4_sonda_linhas_③,U4_sonda_linhas_ok,U5_dX_max,U5_ok,U7_inv1_viol,U7_inv1_tot,U7_gers_excedem,U7_excedem_subset_sonda,U7_sonda_sem_excesso,T_paths_frac_med,T_paths_s_total,T_busca_s_total,T_paths_le_busca,wall_s,tempo_paths_man,U9_cache_hits_man,U9_cache_hits_footer,U9_cache_hit_dec,U9_fit_retries_dec,U9_acqf_warnings_dec,U9_rs_fb_footer,U9_nblocos_footer,U9_hard_stopped,U9_footer_status,U9_footer2_status,U9_nblocos_footer_ok,motivo_parada_man,motivo_hard_stop_dec,caminho_ultima_dec,pop_linhas,pop_gers,pop_g0,pop_passo1,pop_ultima,pop_soma_formula,pop_eq_dataset_acumulado,JES_pf_shapes,JES_ps_shapes,JES_pf_ok,JES_ps_ok,JES_hs_len_ok,JES_hs_unicos,JES_hs_total,JES_torch_seed_unicos,JES_torch_seed_n,JES_rota_a,JES_motivos,JES_pf_valores,JES_pf_finitos,HP_noise_min_obj0,HP_noise_max_obj0,HP_noise_ini_obj0,HP_noise_fim_obj0,HP_noise_razao_obj0,HP_noise_piso1e4_obj0,HP_noise_ge1e4_obj0,HP_ls_muda_obj0,HP_ls_pares_obj0,HP_ard_vivo_obj0,HP_ard_tot_obj0,HP_outscale_ini_obj0,HP_outscale_fim_obj0,HP_noise_min_obj1,HP_noise_max_obj1,HP_noise_ini_obj1,HP_noise_fim_obj1,HP_noise_razao_obj1,HP_noise_piso1e4_obj1,HP_noise_ge1e4_obj1,HP_ls_muda_obj1,HP_ls_pares_obj1,HP_ard_vivo_obj1,HP_ard_tot_obj1,HP_outscale_ini_obj1,HP_outscale_fim_obj1,HP_mll_ini,HP_mll_fim,HP_mll_n,ACQ_escolhido_ini,ACQ_escolhido_fim,ACQ_escolhido_med,ACQ_positivo_pct,ACQ_spread_med,DIST_min_arquivo_med,DIST_min_arquivo_min,DIST_zero,NFRONT1_ini,NFRONT1_fim,NFRONT1_max,U11_fantasia_med_obj2,U11_fantasia_max_obj2,U11_fantasia_wape_obj2,HP_noise_min_obj2,HP_noise_max_obj2,HP_noise_ini_obj2,HP_noise_fim_obj2,HP_noise_razao_obj2,HP_noise_piso1e4_obj2,HP_noise_ge1e4_obj2,HP_ls_muda_obj2,HP_ls_pares_obj2,HP_ard_vivo_obj2,HP_ard_tot_obj2,HP_outscale_ini_obj2,HP_outscale_fim_obj2
BBOB_F1,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,422,optimize_acqf_warning;rs_runtimeerror_fallback,22,hard_stop;nan_guard_ics,2,10,10,LB,a,50,10000,221,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.375113989927513e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,3,0,0,[],0.0,200,0.37729835510253906,7.821584701538086,0.015613750632559724,0.39423179626464844,10.35775351524353,0.014375846304593631,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.017384833139580547,545.4364,29767.773400000002,True,30388.2875,545.4362,0,0,0,0,200,221,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.0001,0.001967502563573976,0.001967502563573976,0.0001,19.675025635739757,0,201,200,200,201,201,0.6337413534657086,1.6353111384195593,0.0001,0.0020381371161633786,0.0020381371161633786,0.0001,20.381371161633783,0,201,200,200,201,201,0.7256042512106213,2.0708378088260266,-0.5785991063688021,1.3337234047823434,201,2.291230787236217,0.6164187768850078,1.1238708777705941,1.0,0.7668292468163385,0.36499219695304885,0.2716084006913784,0,1.0,13.0,13.0,,,,,,,,,,,,,,,,
BBOB_F17,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,37,optimize_acqf_warning;rs_runtimeerror_fallback,1,hard_stop,2,10,10,LB,a,50,10000,13,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.3787903291605517e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,4,0,0,[],0.0,200,85915.984375,1702509.0,0.056632302408055946,7.542291641235352,70.73500061035156,0.3587826527576561,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.01240824448213231,279.05100000000004,22804.767,True,23622.5339,279.0507,0,0,0,0,24,13,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.0001,0.0004572035504528942,0.0004572035504528942,0.0001,4.572035504528942,0,201,200,200,201,201,0.12148756226392778,0.11606698606969375,0.0006233429797318598,0.00450898940262941,0.004501917362056732,0.0006322213353770076,7.233560895430344,0,201,200,200,201,201,0.6751724345891874,1.6449944291082668,-0.3687982810371024,0.8128321081739268,201,1.0759278259256106,0.7906194964790529,0.7059817983692049,1.0,0.32982686215519763,0.4645099213654634,0.19903430465270253,0,6.0,7.0,8.0,,,,,,,,,,,,,,,,
BBOB_F22,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,570,optimize_acqf_warning;rs_runtimeerror_fallback,4,hard_stop;nan_guard_ics,2,10,10,LB,a,50,10000,390,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.345476923792944e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,1,0,0,[],0.0,200,9254.83642578125,94070.30725097656,0.2142704781018551,24.374099731445312,366.39532470703125,0.054108349119305794,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.029990020175395874,742.2022,24113.1507,True,24770.756,742.2023,0,0,0,0,179,390,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.0001,0.002672227214336006,0.002672227214336006,0.0001,26.72227214336006,0,201,200,200,201,201,0.518834134570103,0.9011527465755661,0.0003331851263098874,0.0035068278490161075,0.003339141507806655,0.0004096875155769622,10.525163256400864,0,201,200,200,201,201,0.8160152467457269,0.3884332181709695,-0.6910690951686823,0.8579646030234387,201,1.972710945002536,1.2602110934776434,1.2866110538238988,1.0,0.6313476786085737,0.2993196015218623,0.2143113447681764,0,4.0,15.0,15.0,,,,,,,,,,,,,,,,
BBOB_F37,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,202,optimize_acqf_warning;rs_runtimeerror_fallback,1,hard_stop,2,10,10,LB,a,50,10000,28,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.3685163252906705e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,2,0,0,[],0.0,200,22.094818115234375,189.90988159179688,0.058400437546298284,36.520172119140625,428.0619354248047,0.1450114308114459,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.012728353646988688,311.12080000000003,23515.169,True,24221.0922,311.1219,0,0,0,0,173,28,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.0002998701289404134,0.003111246717936427,0.003111246717936427,0.0002998701289404134,10.375313903155245,0,201,200,200,201,201,0.7511639384598034,0.3714969312644316,0.0003981665127786111,0.005472254456704095,0.005472254456704095,0.0004017877673294443,13.74363308083315,0,201,200,200,201,201,0.9786687125285075,4.6064838633789345,-0.9850133127523562,0.3864675529306499,201,1.8092633772467686,1.5135875183989036,1.2523768890875768,1.0,0.7186436902562878,0.2772601537950636,0.1874331903611433,0,2.0,11.0,11.0,,,,,,,,,,,,,,,,
BBOB_F49,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,364,optimize_acqf_warning;rs_runtimeerror_fallback,10,hard_stop;nan_guard_argmax;nan_guard_ics,2,10,10,LB,a,50,10000,221,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.365150315597475e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,6,8,8,"[[7, 1], [9, 1], [52, 1], [115, 1], [118, 1], [162, 1], [173, 1], [181, 1]]",0.0,200,28.175048828125,646.5912475585938,0.05647448402523196,2.9979324340820312,28.951885223388672,0.16702878976214666,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.025638851649417118,517.6764999999999,20613.8597,True,21296.5788,517.6769,0,0,0,0,143,221,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.00029148627828569183,0.005473624210927015,0.005473624210927015,0.0003474675126800116,18.77832549483582,0,201,200,200,201,201,0.8220348842460585,2.363922096672617,0.0006165168697884754,0.007300668876092335,0.00667525064075763,0.0006331219119239983,11.841799038844089,0,201,200,200,201,201,0.9778075540040849,0.1662630785973031,-1.2174139770166221,0.26919613650934093,201,1.4309273518458276,1.4184815905026174,1.5097240443911524,1.0,1.1204912615271976,0.20114496156752643,0.09338953090059157,0,5.0,22.0,22.0,,,,,,,,,,,,,,,,
BBOB_F5,10,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,528,optimize_acqf_warning;rs_runtimeerror_fallback,17,hard_stop;nan_guard_ics,2,10,10,LB,a,50,10000,327,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,309,True,True,True,True,True,True,109,True,init;opt,True,True,2.3727650955152058e-07,201,201,200,1,True,True,201,201,True,True,True,109,309,True,True,108,308,True,50,10000,True,True,50,True,201,True,True,True,200,200,True,NULL,GP,valor,1.0,NULL,201,201,2,0,0,[],0.0,200,0.3424649238586426,9.541374206542969,0.014117830733027206,21.138641357421875,210.82992553710938,0.03479337623803054,102,102,True,True,True,True,102,204000,204000,True,2.384185791015625e-07,True,0,201,102,True,0,0.024274469012366056,684.3728,27803.6699,True,28485.2692,684.3725,0,0,0,0,200,327,102,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,42118,202,109,False,309,42009,False,"(10, 10, 2)","(10, 10, 10)",True,True,True,2010,2010,201,201,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),40200,40200,0.0001,0.0024503786577384393,0.002426979544599309,0.0001,24.503786577384393,0,201,200,200,201,201,0.8457719759439876,1.837666977866679,0.0003996908045621054,0.0037977701076562106,0.0037977701076562106,0.00041493408619949567,9.501770029002754,0,201,200,200,201,201,0.9549307619963658,0.46055232130895984,-0.8374816855240375,0.9970818516927653,201,2.510829836379873,1.1050962975506105,1.3237951472922864,1.0,0.9403179541351374,0.3341906222637074,0.23952734335034048,0,2.0,16.0,16.0,,,,,,,,,,,,,,,,
DTLZ1,7,3,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,3,optimize_acqf_warning,1,hard_stop,2,10,10,LB,a,35,7000,0,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,216,True,True,True,True,True,True,76,True,init;opt,True,True,2.968073053999376e-08,141,141,140,1,True,True,141,141,True,True,True,76,216,True,True,75,215,True,35,7000,True,True,35,True,141,True,True,True,140,140,True,NULL,GP,valor,1.0,NULL,141,141,16,0,0,[],0.0,140,11.818037509918213,180.97911071777344,0.7083767894263168,10.364840745925903,205.62891387939453,0.8653974140205071,72,72,True,True,True,True,72,144000,144000,True,2.9802322387695312e-08,True,0,141,72,True,0,0.032739005652315384,228.41630000000004,7314.665400000001,True,7532.1374,228.4159,0,0,0,0,3,0,72,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,20662,142,76,False,216,20586,False,"(10, 10, 3)","(10, 10, 7)",True,True,True,1410,1410,141,141,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),42300,42300,0.006110765619875733,0.1376212501392716,0.006996766249089964,0.12336431965431323,22.521114161480508,0,141,140,140,141,141,0.6543933799583603,0.4513529906173817,0.005987083488248267,0.16322693849188413,0.005987083488248267,0.16170213979885323,27.263180614112656,0,141,140,140,141,141,0.7740004416446649,0.35112999127873057,-0.9717287908851007,-0.9254178931471233,141,1.5265211642226237,0.5955329386817887,0.5143722436652958,1.0,0.1966555335460356,0.5512971278355697,0.15564062024029396,0,17.0,16.0,19.0,46.53063201904297,209.44485473632812,0.5593125060254795,0.00616980062999296,0.1968720380641178,0.006994947076632315,0.1172943256819011,31.908978890999016,0.0,141.0,140.0,140.0,141.0,141.0,0.6299812730683388,0.6921445801352559
MMF1,2,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,1,optimize_acqf_warning,1,hard_stop,2,10,10,LB,a,10,2000,0,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,61,True,True,True,True,True,True,21,True,init;opt,True,True,1.1457521598146059e-07,41,41,40,1,True,True,41,41,True,True,True,21,61,True,True,20,60,True,10,2000,True,True,10,True,41,True,True,True,40,40,True,NULL,GP,valor,1.0,NULL,41,41,14,0,0,[],0.0,40,0.004506491124629974,0.052834128960967064,0.02154340137787419,0.7266465276479721,6.599084138870239,0.6208952393104825,22,22,True,True,True,True,22,44000,44000,True,1.1920928955078125e-07,True,0,41,22,True,0,0.28063785805689534,37.8849,141.9759,True,171.6135,37.8849,0,0,0,0,1,0,22,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,1702,42,21,False,61,1681,False,"(10, 10, 2)","(10, 10, 2)",True,True,True,410,410,41,41,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),8200,8200,0.0003080430824894865,0.002920736323392934,0.0027231690718542913,0.0003080430824894865,9.481583873881078,0,41,40,40,41,41,1.0112015817194309,0.44383497252995785,0.006697071719803656,0.47696529262326,0.006697071719803656,0.44084984900419244,71.2199768165606,0,41,40,40,41,41,1.5003537739168076,1.3743425793136064,-0.7620370078131883,-0.09600250454635906,41,1.7137715167290875,0.07268111621201379,0.16340357718168885,1.0,0.09074074849275415,0.08662412282459739,0.01205156610600121,0,7.0,9.0,9.0,,,,,,,,,,,,,,,,
MMF11_L,2,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,4,optimize_acqf_warning,4,cache_hit;hard_stop;nan_guard_ics,2,10,10,LB,a,10,2000,0,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,61,True,True,True,True,True,True,21,True,init;opt,True,True,5.8479016962209585e-08,43,43,42,1,False,True,43,43,True,True,False,21,61,True,True,20,60,True,10,2000,True,True,10,True,43,True,True,True,42,42,True,NULL,GP,valor,1.0,NULL,43,43,18,0,0,[],0.0,42,0.00033186376094818115,0.008518815040588379,0.0021156071190760036,0.5544829368591309,7.169568061828613,0.1709469675847427,23,23,True,True,True,True,23,46000,46000,True,5.923211565672659e-08,True,0,43,23,True,0,0.23035534937108423,41.145900000000005,184.64119999999997,True,214.404,41.1459,2,2,2,0,4,0,23,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,1818,44,21,False,61,1681,False,"(10, 10, 2)","(10, 10, 2)",True,True,True,430,430,43,43,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),8600,8600,0.0001,0.000257061785354415,0.000257061785354415,0.0001,2.57061785354415,0,43,40,42,43,43,1.6238241411767924,1.0426108983493045,0.005372477924711667,0.032656619861553875,0.022475356937576452,0.025487862080964752,6.078502381804856,0,43,40,42,43,43,1.7760242132812394,1.9492828102448607,0.01452881609426937,1.0706427014011592,43,1.1868788210189303,0.09984247217208875,0.17832489624140901,1.0,0.07994134961591248,0.09683549111990496,0.0,2,10.0,15.0,15.0,,,,,,,,,,,,,,,,
MMF4,2,2,ok,0,False,c154-JES/qLBMOJES-LB-botorch-0.18.1,0.18.1,2.11.0+cu130,1.15.2,0.6.2,torch.float64,1,OFF-explicito (python puro; DEF-L2/S.3#9),False,True,2,optimize_acqf_warning,1,hard_stop,2,10,10,LB,a,10,2000,0,100,500,"[[1024, 10], [2048, 20], [4096, 40]]",Matern-5/2-ARD gamma-prior (D30),from-scratch/iter (D44),256,qLBMOJES-LB L.11,1,"INFERIDO (B9.x — sem train_Yvar; likelihood default 0.18.1: prior LogNormal, piso 1e-4)",JES não usa ref-point externo; box decomposition com ref interno -1e10 do helper oficial,61,True,True,True,True,True,True,21,True,init;opt,True,True,5.4513727754113006e-08,41,41,40,1,True,True,41,41,True,True,True,21,61,True,True,20,60,True,10,2000,True,True,10,True,41,True,True,True,40,40,True,NULL,GP,valor,1.0,NULL,41,41,13,0,0,[],0.0,40,0.0034109801054000854,0.03461337462067604,0.015589286293420022,0.14747560024261475,1.5935927033424377,0.2807222358205907,22,22,True,True,True,True,22,44000,44000,True,5.960464477539063e-08,True,0,41,22,True,0,0.25835312310156294,36.179700000000004,140.7595,True,173.587,36.1798,0,0,0,0,2,0,22,True,ok,ok,True,AUSENTE,infill inédito com saldo zerado (D21/D61),hard_stop,1702,42,21,False,61,1681,False,"(10, 10, 2)","(10, 10, 2)",True,True,True,410,410,41,41,True,argmax do qLBMOJES-LB nos restarts (L.11);infill inédito com saldo zerado (D21/D61),8200,8200,0.0002570379954591528,0.002253958125645348,0.0019073960429861396,0.0002570379954591528,8.76896865624497,0,41,40,40,41,41,0.8316717378803764,0.41483645163976207,0.005906090313231545,0.006779593328462324,0.006779593328462324,0.006169372003359989,1.1478986891334613,0,41,40,40,41,41,1.1910066651237614,1.4216612053055317,-0.795116093961874,0.0853062465160297,41,1.969803831241626,0.8308219039870774,0.9559232081314684,1.0,0.5494692222510547,0.09748964868142262,0.04135047398465401,0,9.0,19.0,19.0,,,,,,,,,,,,,,,,
