semente,ponto,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0,12,-0.056397652889526917,-0,0.50170719293032584,0,0.29233348585609065,0,-0,-0,0.07168937280781762,0,-0,-0.57677719747157208,-0.24268265623059881,-0,-0,0.86074208219988146,0.99988027558750447
0,13,-0,0.036227556566851948,0.97016600949499021,0,-0,-0,-0.73067057070185903,0,0,-0,0,-0,-0,0,-0,0,0
0,14,0,0.57744772272952494,-0.46142956815102609,0.41697998667176384,-0.31744086983080511,-0,-0,-0,0.54937252477077791,0,-0.83758815789558483,-0.94661142277251842,0.82341738581503021,0,-0.26592381687040567,-0,-0
0,15,-0.36492138266036522,-0.3249896516057742,-0.18171234493433586,0.87562342778298796,0.70478477283720964,0,-0,0,0.51249673275217567,0.40901473065032223,-0.68157766733755087,-0,0.90994606084635477,-0,-0,-0.75741771186030182,-0.17200253849152403
0,16,-0.12571314539538814,0,-0,-0.7478672694301014,0,-0,0.73586177393002661,0.91581279646198976,0.22942805326013649,0,0.78062499657228512,-0,-0,-0.31243880330883123,-0,-0.49523949116818677,0.70153636687538801
0,17,0,0,0,0.93650374122583147,0.98506144271713558,-0,-0.56275139983116196,-0.40836806991436392,0.67176645672186575,-0.17279741591609432,0.32948306719865195,-0.18698385429641795,-0,0.49604580620263716,0,0.33283793213076618,-0.57903754642728433
0,18,0,-0.55513310469441701,0.064467304021254446,-0,-0,0.47702459085332416,-0.53711740597284252,0,-0.44725492388371446,-0,-0.52676218254015184,-0,0.16270186056159996,-0.5226198697372042,0,0,-0
0,19,-0.4554869841354956,0.55543800282653577,-0,-0,-0,0,0.13309971543471311,0,-0.064543408872633989,-0.69502781427591409,0,-0,-0,-0.93251760001190176,0.25984170590474909,0,0
0,20,0,-0.19023429915557344,0.32292700359835647,0,-0,0.71406915555438832,0,-0.59163745231195963,-0,0,0,-0.26785681935631711,0,-0,-0.57839713503103263,-0,-0.6467895327708999
0,21,0.9605564522290293,-0,-0,0,-0.30618458545057936,0.19436001318910701,-0,0.52103092050266975,0.020935554937528966,0,0,-0.50190793783109311,-0.22684070332663175,0.63690518669289431,0,-0.52638907943553059,-0.44252954615652174
0,22,-0.63063175845132924,-0,-0,0.10218524708389842,-0,0,0,-0,0,-0.27257183504803417,-0.81558659944646483,-0,0,-0.72995695080879464,0.90010538375480631,0,-0.25676211709120178
0,23,-0.71908330828192746,0,-0.70263405252799815,-0,0.80184032877906475,-0.30564473355809763,0.63752579622648997,-0.42468161434693052,0.089479251419763761,0,-0.82451601470031322,0,-0.70985618978349407,0,0,-0.15937584243091263,-0
0,24,0,0.82825141262773827,-0,0.59577797794831766,0,0.38114989527377374,-0.70631641784469479,-0,-0,-0,0,-0.9746351095269572,0,0,-0.062470116058672698,0,-0
0,25,-0.585850311836011,0.72258310903004985,0,-0.84677597608083288,-0,-0,-0,0,0,-0,-0,0.98304480811458483,0,-0.32081307042386475,0.35155352458437128,0.012478756664671353,0.10111242990058522
0,26,-0,0,-0,0.74221826724180961,-0,-0.32985551220879628,-0.12895882676123249,0.74426718119386281,-0,0,0.70722221021028164,-0.80234574836536376,0.49036849636132818,0,-0.13426681282916375,0,-0.99930321718163628
0,27,0.57254961626291134,0.60697234623116958,-0,0,0.29176071901672995,0,-0,-0,-0,0,0,0.96281860941314834,0,0.44441529832967164,-0,-0,-0.66636547712806404
0,28,0.7501468357598442,-0,0,-0,0.44775126557406408,-0.45123798643196245,0,-0,-0.67879201242187381,-0.68468857376917858,0.90945260567112407,0.12887916105965447,0.90174975204136865,-0,0,0.62563343529511095,0.11950857727392927
0,29,0,-0.38060523113934797,0.99516530324544328,-0.56955804038761437,-0.37564410335719178,0.26408984637035271,-0,0.24576974408088681,0,0,0,0.87802695749863613,-0,0,0.37018518462703298,0,0
0,30,0,-0,-0.70740558779983576,0,0,0.98542696073769998,0.35630454376961951,-0,0.58175293960144869,-0,0,-0.69413675098080585,0,-0,0,0,-0.054064625777924258
0,31,0.4046914214627384,-0,0.32497008242722347,-0.55345060233127064,0.99889675575466819,0,0,-0,-0,0,0,0.047710235265934875,-0.47482130712397885,-0.16922138930374975,-0.93072915074568363,0,-0
0,32,0.72553583909927344,0.68971180422839473,-0.74666665211871486,0.29654643106093115,-0.90360083700703386,-0,0.55082610470989168,-0,-0.42735798131322178,0,0,0,-0,0.67016257920666145,-0,-0.75023228438548695,-0
0,33,0.73828657378149565,-0,-0.51435428835576658,-0.76727974427472168,-0.44049268142538778,0,0,-0.090884615977524064,-0,-0,-0.10651188410969126,-0,-0.094008405483862134,0,-0,-0.19592968811627531,0
0,34,-0,0.12651126360381881,0,-0,-0,-0.62693420154453361,0,-0.79405195698510167,0.91868649578063266,0,-0,0.28291621954248924,0,0,-0.43467142546963466,0,0.74831572974867333
0,35,-0,-0,-0.72145676112609536,0.74884435041583841,-0,-0,0.22981602976165405,0.25673046497050356,0.79587303537758469,-0,0.9528223550928463,0,0.76003606174586658,-0.033401320636399445,-0,0,0
0,36,-0.76189750010592516,-0.756517742065971,-0.81784258477546312,-0.36216210073786947,-0.22745491429423392,-0,0,0,0.924678676114985,-0.33448220707891196,-0,0,-0,0.49006935858984901,-0.58042393185207053,-0.90769033407223643,0
0,37,-0,-0.78861204319667788,-0,0.96374419449590842,0.39142918973275154,0,-0.36032837101087667,0,0,-0.37941260798504417,-0.022970603924674204,0.082352901877291051,0.15111723942935251,-0.38378350018577545,-0.75460334350180247,0,-0
0,38,0.80583386465280427,0.39078541236983266,0,0.95014643238485808,0,0.91660161822773811,-0,-0,-0.068740419522543172,-0,0,0.76778193949130169,-0,0.49099031148180927,-0,-0.71227314385394558,0
0,39,-0.59508987033956884,0,-0,-0,-0,-0,-0,0.97160378485473742,-0,0,0,0,0.58725245248861913,-0.40077539203090384,0.81703352899814896,-0,0
0,40,0.34085926925470966,0,-0,0.92661402656527536,0.36257393444120112,-0,-0,-0.60035928223737489,-0.37127427312559447,-0,0,-0,-0,-0.30164385767066215,0.57098778326339295,0.64215014675064386,-0
0,41,0,0,-0,-0,0.96964110113587365,-0,-0.76443378279074659,-0,-0,0.53582166353718041,-0,0.85732670352661255,-0.93928800405923552,-0,-0,-0,0.065969595908923484
0,42,-0.41495583840570438,-6.5557188052345339e-05,-0,-0.35942049679754717,-0.41661885884274619,-0,0.13542184771134114,0,0.96867085573708311,-0,-0,-0.80419163799881388,0,-0,-0,0.61749130680625841,-0.46228042960871396
0,43,0.76960891576730606,0,0.18517642899563036,0.99407108991976711,0.90643892853922448,-0.57981755467272977,0,-0,0,-0,0.28614787406755471,0,0,0,-0.93765084877774596,0,0
0,44,0,0,-0,0,-0,-0,-0.18991613559151443,0.91198309001455291,0,-0.63366824533520116,-0,-0,0.88329341946217577,-0,0.74784686205114959,-0,0
0,45,-0.0425323090850247,0,0,-0.18053888906832816,-0,-0.90002096758115435,-0.87372835173921071,0,0,0.89425738520332088,-0.22182801652142148,-0.54915000384262336,0.57476886931100934,0.28779060155152592,0,0.12883149376738667,0
0,46,0.25421472789625388,-0.92342440370493972,-0,-0.57746299410695312,-0,0,-0.847270635319473,-0,-0,-0.61205840199015116,0,0.97510336518615981,0,0.76540637410088475,0,0.19060836870340525,-0.42640057808630827
0,47,-0,-0,-0.40399266209650864,0.90679041232123758,0,0.04019171091890672,-0.73680632249052525,-0,0.8191519037613304,0,-0.42525639308396612,-0,-0,0,0,0,-0
0,48,0,0,-0.092068698428119378,0.046595904595596149,0.67890062963751552,-0,0.65412874974459068,0.82283305995260037,-0.4015108226241817,0,0.53885162632256645,-0.53844989650228947,-0,0.74372270230134663,0.39008486520926833,-0,-0
0,49,0,-0.62084300754321853,0,0,-0,0,-0.85471592040352062,-0,0,0,-0.25270009158779971,0.40854444037386028,-0.72506381412921472,-0.16282766961199147,-0,0,-0.6786474635836961
0,50,0.62941311198995731,-0,-0,-0,-0.15739248076616374,0.72966661883181971,-0,0,0,-0,-0.77197939667681759,0,-0,-0,0,-0,0.2351952799481789
0,51,-0,-0.10747147310432825,0,-0,0.28280954176673645,-0.93778697273165834,-0.099075347977386041,-0.40955491122968191,0,0,-0,0.048674605322123865,0,-0,-0,0,-0.16739477332910191
0,52,-0.42532941165416616,-0.390902762806141,0.46465118137935701,-0.53101594093126203,0.43038033818130694,0.58499219679752801,0,0.52981167070820456,-0.55769704158863398,0.73280098667694471,-0.42526368675959425,0.32959736524012606,-0,0,-0,-0,0.61415181266830099
0,53,0,-0,-0.77210911368836466,0,0.62868903755142469,-0.47219225932796127,0.3338690449490116,-0.99971642693234886,-0,0.58398833777682269,-0,-0,-0,0.79478227762750064,-0,0.91384248912801813,0.20299859540046761
0,54,-0,-0,-0,-0.138494628762039,-0,0.12004177103817271,-0,0,0.77813303075557605,-0.07854114565408743,0,-0.03278254404922909,-0,0.67252284973078491,-0.35667790948064737,0,0.29662064186190085
0,55,-0.64571861053711066,-0.25590296433564497,0.36184105337098549,0.20062801838619326,0.0061583284871087329,0.57587933961017712,-0.87339419083233882,-0,-0.85975854288876441,0,0,-0.076811259319108816,-0,-0,0,-0,0
0,56,-0,0,-0,0.08404049151176074,0,-0,0.26086389113039465,-0.82216572596066029,-0.36955469149362408,-0,0,-0.53963104959729558,-0.10591412511863463,0,0.55642460979526742,-0.7261471929529848,0.43028799635354664
0,57,0.65558437916257795,-0,-0,0.43808544165362906,-0,0,-0,0.51029585452138249,-0,-0,-0.53102842871959943,0.29965862385468323,0,-0.96571029777847039,0.46156941630461445,-0.0060261268003201085,0.45494833129189005
0,58,0,-0,0,0,0.95833175936867954,0,-0.87790384214845996,0.098279429682596398,0,-0.39765890113836599,0,-0.35125871359036176,-0.51233673997762774,-0,0.29104169627757748,-0,-0.4864341194592996
0,59,0.26035607992978771,-0.73049267670747331,-0.099501279216351435,0.5205614329803121,0,-0.034405880192794891,0,0.77151169908501904,-0.1852544369068192,0,-0.44946480685175128,0,-0.055269542291126239,0,0.80396102231829292,-0.90580539961270934,-0
0,60,-0,-0.081218976217877215,0.40551606958517672,0,0.40310076729750777,-0.92552875992664108,-0,-0.46604573702436181,-0,-0,0.43176655340563741,-0.15473664338269133,0,0.79234124762966074,-0.73916842414247297,-0.17321344733911181,-0.99381863475648968
0,61,0,-0,-0,0.13613884079754968,-0.26005662839663146,0.7537856517532604,0,0,-0.98328425558393939,-0,0.36348845046411626,0.91025976811406806,0.50824941433029402,-0,-0.22794553307090837,0.88916462125258033,0
0,62,0,0,0.06451205089841161,-0,0,0,0,-0,-0.071993948238106231,0.20307930760406911,-0.71311740557193048,-0.169063225841112,0,-0.54294719529370772,0.42238477072579483,-0,0
0,63,0.28766528097611488,-0,0,-0,-0.80872392205442512,-0,0,0,-0,-0,0.28595869359105275,0.52658355873619733,0,0,-0.22337362956337325,0,-0.25515739035507345
0,64,0,0.68722607580508788,0.48533519509467071,0.43598056879305225,-0,-0,0,-0.83209339989356224,-0.55096185070457104,-0,-0.63459464856426462,0.25461545015976816,-0.1096971052900797,-0.45677084359057085,0.42490247117243696,0,0
0,65,0,0.89026651837252291,0.77876339326796762,-0.69893193549011556,-0,0,0,-0.80532270825829855,-0,0.060728932082122267,-0.26691679363876575,0,0,0.27293971287115792,-0.710533723600419,0.0039485966750332224,0.24470476070646385
0,66,-0.45023993980025612,-0,-0,-0,0.2072570833928693,-0.78772016096548758,0,0,0,-0,-0,0.69101743188734521,-0,0.27576512320275137,0.92450783912020151,-0.21476627952271787,0
0,67,-0.70940835277828262,0.26882267498781265,0,0.39963001244099505,-0,-0.53818170804623233,-0.10402694003834712,0,-0.33215579208569812,0.54411741028501392,-0,-0.48622562487491905,-0,-0.032645994458811112,0,0,-0
0,68,0,0,-0.74471931999510566,0,0.48674665427370201,-0.23699094030004808,0,-0.53580724606913166,0,0.37777447070811943,0,0.10790232396652333,-0.74103469538207722,0,0,-0.76053538540600418,0
0,69,0.14111168833559562,-0,-0,0,-0,0.71355081035556345,0,0.11758764417772283,-0,0.74931163588095928,0.83538134117619056,0,-0.32217957610078618,0.88551371451593819,-0.3290785414805002,-0,-0
0,70,-0,-0,-0,-0.30753646041431693,0,-0,0,0.99089482388186245,-0,0.64023807026396673,0.53437605091687601,0.5516099934121832,-0,0.31284751209300721,-0.42329960696484359,-0.029108946946823755,0.97771915976891566
0,71,0.74444968457771798,0.44501372223983138,-0,0.55860862015143953,0,0.047272737816509647,-0.21772254377217393,-0.50829932585045601,-0.92803801713565459,-0.13847785278361968,0.29514421939409496,-0,-0,-0.83374062295662665,0,0,0.88251189258780927
0,72,-0.96981221190164435,0.60957420706719923,0,-0,0.49925051225648343,0.47258560441478803,0.67743907135421422,-0.4395505113294873,0,-0,0,0,-0,-0,0,0,-0.72626873214348953
0,73,0,0,-0,0.057137862253429539,-0,0,-0,-0.43069717938503294,0.081131932239070892,0.25666664303479325,-0.81053827646314813,0.83697938704637842,0.50188586379763755,-0.45059473942827633,-0.30930924314535502,0,-0.35577448297441938
0,74,-0,-0.34350278520360877,-0.19211403066994759,-0.286255743183917,0.61126202353239534,-0.36564310770810482,-0.96322733543816264,-0,-0.26307784636212639,0.798445196546826,-0.67066674064368192,-0,-0.30073780987238985,0.14692946182676003,-0,0,0.54551087398761955
0,75,-0.70661157569459587,-0,0.850285635719088,-0,-0.14273802284184178,0.099488637013833481,-0.16777833709120982,0.56814843064447262,-0,0,0.55973122134658615,-0,0.93768936022497695,-0.21595761383265955,0,0.46317406270501182,-0.98894687871465692
0,76,-0.17507871873874459,-0,0.56221690430649129,0,0,-0.67899535936629896,0.14623160318090012,-0,0,0,-0.26495265847822314,0.84574805630865546,0,0.21968782100091522,0,-0,0
0,77,0.68288598514728283,-0.42899324120834614,0.31163440020364863,0.53131532068178733,-0.71349215010451039,-0,-0,0,0,0.94670692653085542,-0,-0,0.75682106507187186,-0,-0.41757578151761932,-0.95572464133577029,-0.078727425054545108
0,78,0,-0,0,0,0.85037991966738913,0.22821136646703488,0.50715377496397407,0,0,-0,-0,0,-0,0,-0,-0.64218262745278931,-0.064830305099506047
0,79,0.98626464423501137,0,0.28332444236424847,-0,-0,0,-0.16917031449333564,0,-0.99338095865005482,0.94574611234668859,-0,-0.68946516612371567,-0.42772822692673751,-0.4432373690680782,-0,-0,-0.17274770404461037
0,80,0,0,-0,0.94043419600827027,-0,0.25362120357832807,-0.024998200636741519,0.53783446374795085,-0.92268281048017942,-0,0.70464917715896536,-0,0,0,0.55310020903978652,-0,-0.97212604982872985
0,81,-0.81223122005898829,-0,-0.44295404766732549,0.65274382421663746,0.59108991607538131,0,0,-0.77896961937359976,-0,0.82816572509142206,-0,-0.57848741930414227,0.92463344322136987,0.93621476130591885,-0,0,-0.58247780708691232
0,82,-0,0,-0.98127704476092981,-0.60000026267424755,-0,-0,0.61511674138465411,-0.49285878475433442,0,-0,0.18959446353757592,-0,0,0,0,0.77694539695355935,0
0,83,0.77634393888232611,0,-0,-0.24752365641060892,-0,-0,-0,-0.47191099875332165,-0.62598691387647776,0,-0.42041558363739284,-0.84785941810161614,0,0,0.52253800790610794,-0.62295013756055506,0
0,84,-0.83550635666300344,0,-0,-0.13670190192588794,0.27345379964631511,-0,0.99436579090354726,0,-0,-0,-0.38112453798662327,-0,0.31156087583586678,-0.73072554805236889,-0.82136846130996877,-0,-0.21831272583120165
0,85,-0.79469185476008053,-0,0,0,0.097965444287345216,-0,-0,-0,-0,0.65028673317732566,0.12892169292840872,-0,-0.23619057236642305,-0.64737868093817852,-0,-0,0
0,86,-0.080809698309394218,-0.73434504342525209,-0.7874870654864492,0,0,-0,0,-0.82211162279095218,0,-0.37265659649318694,-0.55816926435232905,0,0,0,-0.45762702215647755,-0,0
0,87,-0.47939660559830632,-0,0.35413272622493386,0.0971876976221,-0.58697929586915776,-0,0,0.40384105820258465,-0,0.25798300672150809,0,0,0.7628216507743959,-0.92490534860694562,0,0.41662156949762941,0.86315787498435648
0,88,-0,-0,-0,-0,-0.73646342630314821,0.031506800780588096,-0.18789983500749452,-0,0,-0.065129587962082791,0.21024716685145006,-0.32126802117574194,0.0023853712109112024,-0.93462561644668751,-0.54776627328757366,-0.40966700620084939,0
0,89,-0,-0.89536968881499845,-0.059228777386815423,0,0.43663227287369977,0.85447056208179362,-0,0,-0,0,0.58618145634728025,0,-0.067336604747128659,-0,-0.9213440293176689,0,0.07909568145910284
0,90,0,0,-0,0.40230928888804596,-0,-0,0,-0,0,0,-0,0.74289177663425621,-0,0,0.48095724007266627,-0.48713351598404464,-0.36080805249294312
0,91,0,-0.01766256648998743,0,0,0.38277090725110163,0,0.42845074053313348,0,-0,-0,-0,0,0,0,-0.55865346274073868,0.81180231352265442,0
0,92,-0,-0,-0.52195708922095818,0.89920704709345789,-0.61378615200169184,0,-0.36765660822797819,0.53743296836940568,-0.15660909949525204,0.54784855490566442,0,-0,-0.07215611877617234,0.10509583260423661,0.74537752577697836,-0,0
0,93,0.96087725167416838,-0,-0,0.6326095034309438,0.20885431590020365,0,-0,-0.17331292969833956,0.14123422943437092,-0,0.13218822489820226,0.19650437783007857,-0,-0.067564851261750158,0.99930496641,0,-0.005357634136134326
0,94,-0.5932185438992561,0.60606552292274163,0,-0.042513200003155838,0.26754157854864236,0,-0.40127995990659548,-0,0,-0,-0,-0.013340698978381749,0.68546494013456361,-0,-0.14555133768007655,-0,0
0,95,0.2859138838292925,-0.66577282634414403,-0.8871684122979504,0,0,0,-0,-0,0,0.4665607317450895,0,0.49608888616262625,-0,-0,-0.50983031395953593,0.98040982026319612,0
0,96,-0,0,-0,-0.54582172766834036,-0.3852168951092223,-0,0.40783996482886797,-0,0.54359642534192321,-0.90383771936148194,0.16880952634526403,-0.55430267706849623,0.76034498534244266,-0.43246515147752418,-0.86230310570669033,0,0.54966970129410053
0,97,-0.12133130214920373,-0,-0.91924247929433633,-0.10389092993656912,-0,0,-0,0,0,0,-0.56877973245077551,0,0.48748137922381662,0,-0.13609059036524518,-0.88412887039478427,0
0,98,-0,-0,0,0.098379232304477648,-0,-0,-0.19218531398169492,0,0.028595632539388571,0,0.99113990962993381,-0,0,-0,-0,0,0
0,99,0,-0,0.89830479699988675,0.25840055096367021,0.33896229128611455,0,0.42609540647931565,-0,-0,0.19093827875332559,-0,0.68144372688558019,0,0.62271681549774294,-0,-0.93249850035561543,0
0,100,-0,-0,-0.92124308559030332,0.063881368497607172,0.38581663261487198,-0.1537915892940338,0,-0.26684057122352689,-0,-0,0.24009904240606206,-0.98320895111422169,-0.021974747950961104,0,0,0.8702938018975126,0
0,101,-0.74365688247364115,-0,0.7339482533663868,0,-0.21027155154532706,0.011654343781016152,-0.9436189145376972,0,0,-0.19911197364038613,0,-0.75931852881976991,-0.71459467544454425,-0.83022631310393469,0,0.81521051086285268,-0.54278346929338683
0,102,-0,0,0.2574352618067941,0,0,-0.038540044548791341,-0,0.91076379193245605,-0,0.57008245776276345,0,-0.062550225950180449,0.93089719895223033,-0,-0,-0.29170727140473418,-0.11236221975284022
0,103,-0,-0.38086978465156274,0.55438240978581788,-0,-0.027608925746459345,0,0,-0.80066012928116903,-0,0,0,-0.88198126814773614,0.77331541939904835,0,0.37547285005455966,-0.41405753990198901,0.1882069542519258
0,104,-0.7452818635647942,0.26686031381660058,-0,-0.66461341463686763,-0.94899775089965588,0,-0.45324908737429137,-0,-0.013240855158143328,-0.30696389613894937,0.17892555397822862,0.087235255840065529,0.072670967116149843,0,-0.18283646907152007,0,0
0,105,-0,-0.64866805004375605,0,0.46331733649648776,-0,-0.22742595426721368,-0.77654280263135278,0,0,0,-0.34964676228062896,-0.42531297693774039,0.84991062939802453,-0.674219946132397,0,-0,0.43741091271152555
0,106,0.27912287972588601,-0,0,0.29916823320841934,-0.28808156375083649,0.52538185153094719,-0.65867032447827278,0,-0,0.78889234533903196,-0,0.085281696548141328,0,-0,-0.4263705597897236,0,0
0,107,-0,0,0,0.57153084394490095,0.86588151650291856,-0,0,0,0,0.73328957025382491,0,0,-0,-0,-0,-0.17228993472800291,0.17560657289702486
0,108,-0.47782426121820221,0.0464649964160464,0,-0,-0.45363895528610843,-0,-0.46888057124683158,-0,0.42599288794453072,0,0.35253454737220635,-0,-0,-0,0.27326116887222507,-0,0.87125134316243313
0,109,0.72118989528745381,-0.49599225176119344,0,-0.21381795121035663,-0.43057842875808272,0,-0,0.82975351038773582,0.027542001335955302,-0.22703295268826529,0,-0,-0.30664919468873397,-0,-0.0031570678748908954,-0.84145958722382574,0
0,110,-0,-0.56089649513558459,0,-0.54118177131784484,-0.28699801317323237,-0.31377949593975729,-0.21907504365496977,-0.37945329115294646,0.84698038332448333,-0.53397123750796949,-0.73567011325787357,-0,-0.64882034418410628,-0,0,-0,-0
0,111,0,0.74678347308311266,0.91744780497875111,0,-0.58496871209019852,-0,0,-0.62680059317603321,-0,0,-0.6811226056046058,0,-0,0.79615938943180775,0,-0,-0.66131997689556687
0,112,0,-0,-0,0.96059869471812886,0.69964753962778259,-0.17343112786267079,0.85550409165418073,0.3105842896528459,0,-0,-0,-0.1579706370595535,0,-0,-0,-0.22935615133358245,-0.21812243759467576
0,113,0.11000752255044266,-0.96606304246163455,0,0,0,0.069190935267657183,0,0.60773490671269759,0,-0,0,-0,-0.32151378059560587,-0,0.36405546067246686,-0,-0
0,114,0.74346453645398669,0.39262553227596708,0,0.28232241133824565,0,0.87291524420497857,-0,0.42173403840662593,0,-0.36172188038638353,-0,-0.31008556729715298,-0,0.17251969660799804,0.94799944568477845,-0.55582053933186559,0
0,115,-0,0.075824747698856942,-0,0.57101715403678233,0,0,-0,0,0.78891227765957694,0.77494793870875167,-0.16003242542417517,-0,0,-0,-0,0.71109100198373887,0
0,116,0.43656694371639326,-0,-0,-0,0.089090048266503796,0,-0.77861146824822614,-0.63807774146821239,0,0,0,0.67179619231836019,0,0.027743837049896358,-0,0.96851513120098409,-0
0,117,0.090865076303277448,-0,0,-0.36348111802300886,-0.032270758023832835,0,-0.8992124509669932,-0.89890424218361797,0,-0.077270182229386197,-0,0,0,-0,-0,-0,-0.2927638047289749
0,118,-0.50791963505897053,0,-0.94246533666100074,-0,0.27404957551963016,-0,0,0,-0,0,0,-0.0099521881663655609,-0.87856018167085148,-0.948601562231566,-0.32887520047911556,0,0
0,119,0.57055443371935155,0.88060580915166753,-0,0,0,0,0,0,0,-0,0.95780732162697735,0.99131199852971164,0,0.81428828568423661,-0.040383053609409636,0,-0.17150405545157277
0,120,-0,0,-0.86267727095029678,-0,0.60732586509105291,-0.58634118782639022,0.19393327906352509,-0.46572047425712348,-0,0.25152284498869193,-0.77838277975973424,0.77069258483456671,-0,-0,0,0,-0
0,121,0.023326414768507719,-0,-0,0.35721012640012195,-0.13877895477177993,-0.22801280115600231,0.90819808754248155,0.18302871145526822,0.61965418779304193,0.16711585040789156,0,-0.65753887307331627,-0,-0.58132691571094441,-0,0.75854991851814679,0
0,122,0.87310684626059798,0.12707244084128622,-0.75608516917847934,-0,0.37593130855400547,0.70542147454544657,-0.2714377303340425,-0.63685780142586057,0,-0.97510215829393054,-0,-0,0.53187990335902735,-0,-0.48799753845999749,-0,0.59520472482854014
0,123,-0,-0,-0.91607387208398605,-0,-0.39691203136837849,-0,-0.79813493385130285,0.31784313084241944,-0.94955874352698499,-0,-0,0,-0.57337929985920333,0,-0.97489357655434805,-0.50525571571645633,-0.29952882353933119
0,124,-0,0,0,0,-0.99772173011715237,0,0.59770040118119216,-0.14174583273890495,-0.5443406010757661,0.14482326174719518,0.38519909217129578,-0.5518657367353017,-0.12824422852634765,-0,0,0,0.55279803332031152
0,125,-0.31945444393648126,0.51362155645795338,0.9620844241316151,0.88356772552076168,-0.98297487095446923,-0,-0.55323162286457861,0,0.93957627742188521,-0.61054700933378681,-0,0.84054103214986209,0.85736377290449561,-0.53509172415914841,0.35643313178917491,-0,-0.90305966356969214
0,126,-0.94197922807843559,-0,0,0.16528969054326903,0,0.89815649921046692,-0.9022538473087951,-0,0.32774073887023913,-0.14294000742758328,0,0.11475062151156812,-0.91665387328847525,-0,-0.36034756529393785,0,0.18054138020796273
0,127,0,-0,-0.47994920420129916,-0,-0.76949617183345986,-0,0.58484880285883056,-0.55065732685356794,-0,0.66085376102598792,-0,0.69135164802428095,-0.20746430789988035,-0.35740788329119377,0,0.6889439514481317,-0
0,128,0.46163894549110829,0.096752687283458094,-0,-0,-0.49098242778851175,-0,0.41684823337125887,0,-0.74478736231589093,0,0,0.0030502331546264916,-0.46629908017942667,-0.46796328403883458,-0,-0,0
0,129,-0.82416133221040599,-0.17077704855440246,0.86843509226336923,0,0,-0.44705746789454492,0.17271413335622787,0,0,-0,0.36403111172931091,0,0,0.20926104586427252,-0,-0,-0.58298500709870504
0,130,-0,0,0.82689798796374392,0.95820353550074056,-0,0,-0,-0,0,-0.43191847544348461,-0,-0,0,0,0.17457756447633188,-0.25143822489853207,-0
0,131,0.4058218343491995,-0,0,0,0.52790953175728084,-0.10577328692137544,0.47323857706788286,0,-0.31906594218696527,-0.063836802509365631,-0,0.30458303647009344,0,-0.71890928985822455,-0,0.67756685824830698,0
