label,alg,problema,exp,obj,pct_otimista,vies_med,wape_final,mu_neg_pct,f_neg_pct,origem_ger
WFG9,e103,WFG9,off,1,0.75,-1.1029977798461914,0.37376345454012677,0.0,0.0,99
ZDT1,moead_media,ZDT1,off,0,0.56,-6.288290023803711e-06,9.785429050137589e-05,0.0,0.0,801
ZDT1,moead_media,ZDT1,off,1,0.48,0.021026134490966797,0.06696345057396329,0.0,0.0,801
ZDT1,b5m,ZDT1,off,0,0.42,1.9818544387817383e-06,1.999567704882874e-05,0.0,0.0,801
ZDT1,b5m,ZDT1,off,1,1.0,-0.09266096353530884,0.04183951634445267,0.0,0.0,801
ZDT1,b5r,ZDT1,off,0,0.5957446808510638,-1.8537044525146484e-05,9.057357732315943e-05,0.0,0.0,878
ZDT1,b5r,ZDT1,off,1,0.48936170212765956,0.0013394355773925781,0.050754218267950346,0.0,0.0,878
ZDT1,e103,ZDT1,off,0,0.51,-0.025986557826399886,0.6041502338004914,0.02,0.0,99
ZDT1,e103,ZDT1,off,1,0.42,0.08259475231170654,1.5046791879673882,0.24,0.0,99
ZDT3,moead_media,ZDT3,off,0,0.48,7.450580596923828e-08,6.668394111524824e-05,0.0,0.0,801
ZDT3,moead_media,ZDT3,off,1,1.0,-2.284188985824585,0.9804208418226278,0.5,0.0,801
ZDT3,b5m,ZDT3,off,0,0.36,7.12275505065918e-06,2.9468885245567043e-05,0.0,0.0,801
ZDT3,b5m,ZDT3,off,1,0.76,-0.39174968004226685,0.21206969246984955,0.0,0.0,801
ZDT3,b5r,ZDT3,off,0,0.4444444444444444,3.129243850708008e-06,1.55654062036224e-05,0.0,0.0,921
ZDT3,b5r,ZDT3,off,1,1.0,-2.052805334329605,0.7376529671408103,0.28888888888888886,0.0,921
ZDT3,e103,ZDT3,off,0,0.48,0.013607271015644073,0.6525445147692233,0.0,0.0,99
ZDT3,e103,ZDT3,off,1,0.6,-0.12260439991950989,0.9425586794975911,0.33,0.21,99
ZDT4,moead_media,ZDT4,off,0,0.32,0.0003530830144882202,0.0026301879496408703,0.0,0.0,801
ZDT4,moead_media,ZDT4,off,1,1.0,-184.68018531799316,0.8346538029933664,0.0,0.0,801
ZDT4,b5m,ZDT4,off,0,0.6,-6.109476089477539e-05,0.0007903645593892327,0.4,0.0,801
ZDT4,b5m,ZDT4,off,1,1.0,-59.806142807006836,0.8719692970871632,0.0,0.0,801
