celula,papel,n_grav,n_ok,nd_grav,nd_ok,fantasia_grav,fantasia_ok,igd_grav,igd_plus_grav,hv_grav,gd_grav,spacing_grav,igd_ok,igd_plus_ok,hv_ok,gd_ok,spacing_ok
swap_medium-lhs_ZDT4,ALVO,200,100,10,5,0.05,0.05,53.95037687108231,53.94899049075502,0.0,67.69204344271165,0.0,53.95037687108231,53.94899049075502,0.0,67.69204344271166,1.9583742394957568
swap_medium-mvns_ZDT4,controle-neg (mesma familia),100,100,4,4,0.04,0.04,118.47034640857616,118.47034570952688,0.0,127.65434934777468,3.3600562070807167,118.47034640857616,118.47034570952688,0.0,127.65434934777468,3.3600562070807167
swap_small-lhs_ZDT4,controle-neg (mesmo dist),100,100,7,7,0.07,0.07,71.04119971650246,71.04039062238674,0.0,82.82187215408018,9.625264613179079,71.04119971650246,71.04039062238674,0.0,82.82187215408018,9.625264613179079
swap_medium-lhs_ZDT1,controle-neg (mesma celula-tier),100,100,92,92,0.92,0.92,0.007686382225342159,0.007175837372302388,0.8624781144314376,0.005241039149807864,0.010754107671872109,0.007686382225342159,0.007175837372302388,0.8624781144314376,0.005241039149807864,0.010754107671872109
ZDT4,controle-neg (off),100,100,7,7,0.07,0.07,71.04119971650246,71.04039062238674,0.0,82.82187215408018,9.625264613179079,71.04119971650246,71.04039062238674,0.0,82.82187215408018,9.625264613179079
swap_medium-lhs_DTLZ2,controle-neg (M=3),100,100,70,70,0.7,0.7,0.11161695679022685,0.07025194443304997,0.5978695098580783,0.04431334042938779,0.10227486199309124,0.11161695679022685,0.07025194443304997,0.5978695098580783,0.04431334042938779,0.10227486199309124
