problema,D,M,C,fe_ok,fe,fe_index_denso,sid_denso,n_init,n_opt,init_ok,doe_maxdX,doe_hash_ok,C_esperado,C_ok,lote3,hard_stop,overshoot_esp,hard_stop_ok,cache_hits,cache_hit_fe1,gatilho_ok,motivo_ok,ratio_quant_maxerr,NW,NW_ok,ramo_conv,ramo_inc,pop_por_w_ok,n_treino_ok,fetm_ok,fe_ciclo_ok,n_std_neg,n_dup_infill,dist_min_pos,dist_min_glob,ymin_maxerr,ymin_n,ymin_c1_zero,neuronN_ok,dropP_ok,T_ok,batch_ok,passos_ok,lr_wd_ok,loss_treino_val,razao_fit,fit_ini_so_g1,l3_online,l3_sonda,online_1900xC,sigma_min,sigma_nulos,sigma_nan,transf_tipo_unico,modelo_flag_unico,pred_nulos,blocos_espaco_n,blocos_espaco_ok,blocos_fetm_ok,transf_maxerr,transf_n,cadencia_ok,n_blocos_sonda,Gstart,finalProbe,sonda_2000,sonda_join_maxdX,sonda_blocos_2000,u7_viol,u7_viol_sonda,u7_n,l4_dup_g1,l4_eq_C1,n_ger_man,l2_ger,l2_formula_ok,joia_conv,joia_inc,joia_popmin,joia_cru,ciclos_Xdup,rsid_linhas,rsid_distintos,rsid_sonda,rsid_conj_ok,u11_wape,ea_melhora,warm_inter,nf1_h2,termino,status,n_retries,rss_max,wall_s,t_busca,t_fit,t_sonda,t_aval,tempo_por_ciclo
BBOB_F1,10,2,66,True,309,True,True,109,200,True,2.375113989927513e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,45,21,66,66,66,66,0,0,198,0.42244298236262373,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.819753862732453,False,125400,70000,True,0.6056964993476868,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,45/45,21/21,33/45,38/45,31,453,198,0,66,0.103088978744384,66,0,66,normal,ok,0,1184.40625,1548.30040025,1423.6222743988037,25.44945067167282,53.83629754166667,0.05577454166666664,23.459096973484847
BBOB_F17,10,2,66,True,309,True,True,109,200,True,2.3787903291605517e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,45,21,66,66,66,66,0,0,198,1.9170014715459882,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.758059539368261,False,125400,70000,True,4.728461265563965,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,45/45,21/21,21/45,23/45,36,801,198,0,66,0.2336407893003662,62,0,66,normal,ok,0,1165.5,1544.125487625,1422.584768295288,25.69229656457901,51.299646,0.06257774999999999,23.395840721590908
BBOB_F22,10,2,66,True,309,True,True,109,200,True,2.345476923792944e-07,True,66,True,66,True,1,True,1,True,66,66,1.7763568394002505e-15,100,True,48,18,66,66,66,66,0,0,198,0.8709888358486416,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.601404621089504,False,125400,70000,True,15.802848815917969,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,48/48,18/18,8/48,41/48,34,619,198,0,66,0.7827864639158534,66,0,66,normal,ok,0,1129.984375,1544.1875012083333,1424.3691596984863,25.48673313856125,51.82940829166666,0.055338874999999954,23.396780321338383
BBOB_F37,10,2,66,True,309,True,True,109,200,True,2.3685163252906705e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,47,19,66,66,66,66,0,0,198,0.9336261441933009,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.552555227640239,False,125400,70000,True,16.729082107543945,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,47/47,19/19,13/47,37/47,35,557,198,0,66,0.11925978281885821,66,0,66,normal,ok,0,1522.546875,1556.3472852083332,1433.2948837280273,25.2241712808609,51.913653124999996,0.063904,23.581019472853534
BBOB_F49,10,2,66,True,309,True,True,109,200,True,2.365150315597475e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,48,18,66,66,66,66,0,0,198,1.0451614710513888,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),9.952597682024745,False,125400,70000,True,0.6390717029571533,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,48/48,18/18,13/48,33/48,38,664,198,0,66,0.189396913230022,66,0,66,normal,ok,0,1687.8125,1558.0955396666666,1436.599645614624,25.088581085205078,52.02322233333333,0.22741441666666676,23.607508176767677
BBOB_F5,10,2,66,True,309,True,True,109,200,True,2.3727650955152058e-07,True,66,True,66,True,1,True,1,True,66,66,7.105427357601002e-15,100,True,46,20,66,66,66,66,0,0,198,0.6413359218078253,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.214099148568739,False,125400,70000,True,0.5162976980209351,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,46/46,20/20,14/46,44/46,30,553,198,0,66,0.0840183240034424,66,0,66,normal,ok,0,1666.484375,1545.4808760833334,1425.0876941680908,24.714083045721054,52.06509891666667,0.05057904166666673,23.416376910353538
BBOB_F55,10,2,66,True,309,True,True,109,200,True,2.3578255614609134e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,51,15,66,66,66,66,0,0,198,0.5598353872182239,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.030811330405234,False,125400,70000,True,0.3240123987197876,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,51/51,15/15,35/51,33/51,30,446,198,0,66,0.2440876363367959,66,0,66,normal,ok,0,1628.640625,1560.86146625,1434.2832012176514,24.917268812656403,52.59462891666667,0.47606520833333366,23.64941615530303
DTLZ1,7,3,46,True,216,True,True,76,140,True,2.968073053999376e-08,True,46,True,46,True,1,True,1,True,46,46,7.105427357601002e-15,91,True,35,11,46,46,46,46,0,0,138,0.09908239262225117,0.0,45,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.945755724911699,False,87400,50000,True,1.1408613920211792,0,0,['translacao'],['EDN-MCdropout'],True,71,71,71,0.0,70,True,25,47,True,True,2.9802322387695312e-08,25,0,24,46,2,True,47,47,True,35/35,11/11,28/35,35/35,25,550,138,0,46,0.4032180454486519,46,0,46,normal,ok,0,1164.578125,1093.2011304583334,999.1029033660889,16.107455402612686,37.102410625,0.036124791666666684,23.765241966485508
DTLZ2,12,3,80,True,371,True,True,131,240,True,2.976508484131557e-08,True,80,True,80,False,0,True,1,True,80,80,7.105427357601002e-15,91,True,64,16,80,80,80,80,0,0,240,0.17280261946746214,0.0,79,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.512192021285328,False,152000,82000,True,0.0019587501883506775,0,0,['translacao'],['EDN-MCdropout'],True,121,121,121,0.0,121,True,41,80,False,True,2.9802322387695312e-08,41,0,41,80,2,True,81,81,True,64/64,16/16,61/64,64/64,23,910,240,0,80,0.13901223463842527,80,0,80,normal,ok,0,1443.125,1868.3858669166666,1747.6285343170166,33.845939218997955,60.73757225000001,0.055440500000000004,23.35482333645833
DTLZ3,12,3,80,True,371,True,True,131,240,True,2.9797159739608503e-08,True,80,True,80,False,0,True,1,True,80,80,7.105427357601002e-15,91,True,60,20,80,80,80,80,0,0,240,0.28140625221293175,0.0,79,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.32119037728679,False,152000,82000,True,20.033939361572266,0,0,['translacao'],['EDN-MCdropout'],True,121,121,121,0.0,121,True,41,80,False,True,2.9802322387695312e-08,41,0,41,80,2,True,81,81,True,60/60,20/20,50/60,59/60,33,1036,240,0,80,0.3904945243842426,80,0,80,normal,ok,0,1417.59375,1837.11811975,1716.5202026367188,34.39599123597145,60.97382216666668,0.05856812499999999,22.963976496875
DTLZ4,12,3,80,True,371,True,True,131,240,True,2.974925017440455e-08,True,80,True,80,False,0,True,1,True,80,80,7.105427357601002e-15,91,True,56,24,80,80,80,80,0,0,240,0.15689672072077945,0.0,79,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),9.810273018227956,False,152000,82000,True,0.0038918417412787676,0,0,['translacao'],['EDN-MCdropout'],True,121,121,121,0.0,121,True,41,80,False,True,2.9802322387695312e-08,41,0,41,80,2,True,81,81,True,56/56,24/24,5/56,55/56,30,920,240,0,80,0.3168761289978721,78,0,0,normal,ok,0,1001.046875,2211.080118083333,2058.755422592163,42.9542111158371,73.11491629166667,0.07954145833333329,27.638501476041665
DTLZ7,22,3,146,True,681,True,True,241,440,True,2.9791798028533378e-08,True,146,True,146,True,1,True,1,True,146,146,7.105427357601002e-15,91,True,95,51,146,146,146,146,0,0,438,0.2610968500909477,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.592218058712083,False,277400,150000,True,0.012003554962575436,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,2.9802322387695312e-08,75,0,74,146,2,True,147,147,True,95/95,51/51,55/95,95/95,48,1270,438,0,146,0.045599062763011566,146,0,146,normal,ok,0,1837.140625,3452.417722625,3155.093074798584,107.38487243652344,116.30957158333331,0.12727616666666675,23.646696730308218
MMF1,2,2,13,True,61,True,True,21,40,True,1.1457521598146059e-07,True,13,True,13,True,2,True,1,True,13,13,7.105427357601002e-15,100,True,8,5,13,13,13,13,0,0,39,0.016366851128445895,0.0,12,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.179278940141252,False,24700,16000,True,0.003512145020067692,0,0,['translacao'],['EDN-MCdropout'],True,21,21,21,0.0,20,True,8,14,False,True,1.1920928955078125e-07,8,0,7,13,2,True,14,14,True,8/8,5/5,2/8,2/8,13,312,39,0,13,0.6763701363535501,11,0,13,normal,ok,0,1543.41015625,299.804202,241.569917678833,10.95271098613739,12.774656999999998,0.02369700000000001,23.06186169230769
MMF11_L,2,2,13,True,61,True,True,21,40,True,5.8479016962209585e-08,True,13,True,13,True,2,True,1,True,13,13,0.0,100,True,9,4,13,13,13,13,0,0,39,0.00421382418806592,0.0,12,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.236207664452664,False,24700,16000,True,0.0015735032502561808,0,0,['translacao'],['EDN-MCdropout'],True,21,21,21,0.0,20,True,8,14,False,True,5.923211565672659e-08,8,0,7,13,2,True,14,14,True,9/9,4/4,2/9,3/9,13,289,39,0,13,0.15240407158109753,12,0,13,normal,ok,0,1581.4453125,293.488627,237.47420120239258,10.805034011602402,12.223832999999999,0.026462999999999997,22.57604823076923
MMF16_20,20,3,133,True,619,True,True,219,400,True,2.9796276557192414e-08,True,133,True,133,True,2,True,1,True,133,133,7.105427357601002e-15,91,True,97,36,133,133,133,133,0,0,399,0.5618983471405029,0.0,132,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.525861173977413,False,252700,136000,True,0.040563080459833145,0,0,['translacao'],['EDN-MCdropout'],True,201,201,201,0.0,200,True,68,134,False,True,2.9802322387695312e-08,68,0,67,133,2,True,134,134,True,97/97,36/36,66/97,97/97,44,1730,399,0,133,0.2799867059557119,133,0,133,normal,ok,0,1192.890625,3494.566439208333,3209.339479446411,98.18921381235123,114.1791676666667,0.13005441666666667,26.27493563314536
MMF4,2,2,13,True,61,True,True,21,40,True,5.4513727754113006e-08,True,13,True,13,True,2,True,1,True,13,13,7.105427357601002e-15,100,True,9,4,13,13,13,13,0,0,39,0.021739747060019292,0.0,12,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.627952071247973,False,24700,16000,True,0.008111652918159962,0,0,['translacao'],['EDN-MCdropout'],True,21,21,21,0.0,20,True,8,14,False,True,5.960464477539063e-08,8,0,7,13,2,True,14,14,True,9/9,4/4,5/9,8/9,13,312,39,0,13,0.3018627674203603,13,0,13,normal,ok,0,1543.828125,302.669881,243.45267868041992,12.37279587984085,12.841778999999999,0.025734,23.282298538461536
WFG1,22,2,146,True,681,True,True,241,440,True,1.9048635309104611e-06,True,146,True,146,True,1,True,1,True,146,146,0.0,100,True,113,33,146,146,146,146,0,0,438,14.883764622753198,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.261797769326392,False,277400,150000,True,0.0020236510317772627,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,1.9073486328125e-06,75,0,74,146,2,True,147,147,True,113/113,33/33,15/113,17/113,51,1442,438,0,146,0.3374478483267246,98,0,146,normal,ok,0,1759.6875,3479.1204278333335,3203.5047035217285,94.02120190858841,114.20833545833335,0.13372162499999996,23.829591971461188
WFG2,22,2,146,True,681,True,True,241,440,True,1.9052260000762544e-06,True,146,True,146,True,1,True,1,True,146,146,7.105427357601002e-15,100,True,107,39,146,146,146,146,0,0,438,13.960584423719586,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),9.870187231455553,False,277400,150000,True,0.03433159366250038,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,1.9073486328125e-06,75,0,74,146,2,True,147,147,True,107/107,39/39,44/107,71/107,94,1681,438,0,146,0.20657546538603128,146,0,146,normal,ok,0,2098.265625,3469.6405204166667,3188.872983932495,96.63656657934189,115.25118754166664,0.16841466666666688,23.76466109874429
WFG4,22,2,146,True,681,True,True,241,440,True,1.9042712366967862e-06,True,146,True,146,True,1,True,1,True,146,146,7.105427357601002e-15,100,True,109,37,146,146,146,146,0,0,438,10.138434287392151,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),9.928668084891692,False,277400,150000,True,0.017015326768159866,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,1.9073486328125e-06,75,0,74,146,2,True,147,147,True,109/109,37/37,9/109,94/109,81,1491,438,0,146,0.19643849458371151,146,0,146,normal,ok,0,1715.265625,3436.3676900416667,3161.583143234253,94.66835916042328,113.79093925,0.10991362500000017,23.53676500028539
WFG5,22,2,146,True,681,True,True,241,440,True,1.8893242028639179e-06,True,146,True,146,True,1,True,1,True,146,146,7.105427357601002e-15,100,True,107,39,146,146,146,146,0,0,438,11.752459170372067,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.177867847233083,False,277400,150000,True,0.012712443247437477,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,1.9073486328125e-06,75,0,74,146,2,True,147,147,True,107/107,39/39,30/107,57/107,63,1301,438,0,146,0.17563634750326865,146,0,146,normal,ok,0,1806.421875,3292.6019618333335,3023.4611797332764,93.38659930229187,109.6930312916667,0.11221249999999988,22.55206823173516
WFG9,22,2,146,True,681,True,True,241,440,True,1.9070339618565413e-06,True,146,True,146,True,1,True,1,True,146,146,7.105427357601002e-15,100,True,102,44,146,146,146,146,0,0,438,10.48032514156709,0.0,145,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),9.88913842733776,False,277400,150000,True,0.0437142513692379,0,0,['translacao'],['EDN-MCdropout'],True,221,221,221,0.0,220,True,75,147,True,True,1.9073486328125e-06,75,0,74,146,2,True,147,147,True,102/102,44/44,32/102,48/102,77,1219,438,0,146,0.34283812458822427,146,0,146,normal,ok,0,1876.34375,3231.574033625,2961.7553634643555,94.30787748098373,108.88825570833333,0.5600908333333341,22.134068723458906
ZDT1,30,2,200,True,929,True,True,329,600,True,2.978190016822424e-08,True,200,True,200,False,0,True,1,True,200,200,7.105427357601002e-15,100,True,145,55,200,200,200,200,0,0,600,0.44798693360550573,0.0,199,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.132901929566474,False,380000,202000,True,0.00952858105301857,0,0,['translacao'],['EDN-MCdropout'],True,301,301,301,0.0,301,True,101,200,False,True,2.9802322387695312e-08,101,0,101,200,2,True,201,201,True,145/145,55/55,70/145,45/145,60,1561,600,0,200,0.08334981011996702,200,0,200,normal,ok,0,1685.75,4316.633400333333,3937.20733833313,169.39239007234573,145.807320875,0.11579666666666676,21.583167001666666
ZDT3,30,2,200,True,929,True,True,329,600,True,2.9800702572302384e-08,True,200,True,200,False,0,True,1,True,200,200,7.105427357601002e-15,100,True,145,55,200,200,200,200,0,0,600,0.4855787179751943,0.0,199,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.261215836723208,False,380000,202000,True,0.013138621114194393,0,0,['translacao'],['EDN-MCdropout'],True,301,301,301,0.0,301,True,101,200,False,True,2.9802322387695312e-08,101,0,101,200,2,True,201,201,True,145/145,55/55,20/145,133/145,55,1716,600,0,200,0.11776038255067685,200,0,200,normal,ok,0,1650.0,4180.465157208333,3798.580820083618,170.47046864032745,142.862676625,0.12282179166666674,20.902325786041665
ZDT4,10,2,66,True,309,True,True,109,200,True,2.374759207057764e-07,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,44,22,66,66,66,66,0,0,198,0.6720752738438563,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.232362619526775,False,125400,70000,True,0.011049039661884308,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.384185791015625e-07,35,0,34,66,2,True,67,67,True,44/44,22/22,41/44,44/44,22,665,198,0,66,0.20152694775957947,66,0,66,normal,ok,0,1211.8125,1554.1462458333333,1433.157886505127,25.45704486966133,52.28399375000001,0.0449427916666667,23.54767039141414
ZDT6,10,2,66,True,309,True,True,109,200,True,2.979843327644005e-08,True,66,True,66,True,1,True,1,True,66,66,3.552713678800501e-15,100,True,49,17,66,66,66,66,0,0,198,0.04920194741992243,0.0,65,True,True,True,True,True,True,True,INACESSIVEL (DI-12.1),10.368941746259903,False,125400,70000,True,0.007008658722043037,0,0,['translacao'],['EDN-MCdropout'],True,101,101,101,0.0,100,True,35,67,True,True,2.9802322387695312e-08,35,0,34,66,2,True,67,67,True,49/49,17/17,23/49,39/49,29,542,198,0,66,0.07427544844193382,66,0,66,normal,ok,0,1302.625,1557.8475547916667,1437.9492321014404,25.99742302298546,51.77057829166665,0.04731870833333336,23.603750830176768
