label,problema,tier,dist,g,frac,n_pop,hv_sur,igdp_sur,hv_real,igdp_real,sig_med,rmse,wape
BBOB_F1,BBOB_F1,main,lhs,621,0.75,47,1.4918847368623027,0.0,0.861079599157272,0.0910529383279276,1.197007417678833,24.413001288783406,0.9950851916873916
BBOB_F1,BBOB_F1,main,lhs,655,0.7910628019323671,49,1.4920320830083347,0.0,0.8561823827141238,0.09396582831249142,1.191603183746338,24.505492008146852,0.9815193502419532
BBOB_F1,BBOB_F1,main,lhs,690,0.8333333333333334,49,1.497218297792814,0.0,0.86052719246506,0.09149341808495846,1.1941583156585693,24.494227006276972,0.9818773499655674
BBOB_F1,BBOB_F1,main,lhs,724,0.8743961352657005,50,1.4957044706805274,0.0,0.8584912041320184,0.09300146011705623,1.1864216327667236,24.45858447397298,0.9711557781926945
BBOB_F1,BBOB_F1,main,lhs,759,0.9166666666666666,50,1.5060976172790042,0.0,0.8780895128086248,0.0826654213128612,1.190935730934143,24.216748377670076,0.9598852266734903
BBOB_F1,BBOB_F1,main,lhs,793,0.9577294685990339,50,1.5035701006841253,0.0,0.8720646478922162,0.0858568678839375,1.1968061923980713,24.20113701629022,0.9624302242054373
BBOB_F1,BBOB_F1,main,lhs,828,1.0,48,1.5024410028158,0.0,0.8712015690551039,0.08608217663317586,1.1852766275405884,24.304986045037957,0.9609780504937313
BBOB_F17,BBOB_F17,main,lhs,1,0.0004063388866314506,50,1.1219796051027924,0.09891399719277555,1.0414340275551106,0.07414271160445435,18.824697494506836,5574110.565413611,0.21463925074847387
BBOB_F17,BBOB_F17,main,lhs,103,0.04185290532303942,2,0.7963272343197466,0.24254780608216023,0.7021379891392792,0.23880826343460426,19.157955169677734,6707726.907540569,7.577883066357092
BBOB_F17,BBOB_F17,main,lhs,206,0.08370581064607883,2,0.507747642262968,0.4490031610335797,0.6293448533422081,0.2920581080022081,19.184246063232422,7177342.080025755,6.557105605888852
BBOB_F17,BBOB_F17,main,lhs,308,0.1251523770824868,4,0.43230071396339326,0.5070027556639783,0.6142444157785472,0.30379024995056875,18.848173141479492,7199054.315760611,6.696861763827334
BBOB_F17,BBOB_F17,main,lhs,411,0.1670052824055262,5,0.41432185289462814,0.5208851292506183,0.5350891381688214,0.3675476169450231,18.560546875,7156314.417366367,7.005740518207218
BBOB_F17,BBOB_F17,main,lhs,513,0.20845184884193418,3,0.37325842431251777,0.5526490893504908,0.30439615308482837,0.568520790108841,18.594621658325195,7131320.642246858,7.174623300812145
BBOB_F17,BBOB_F17,main,lhs,616,0.2503047541649736,5,0.3738095802429115,0.5522464554241383,0.4051654876645914,0.4790045788790858,18.456600189208984,7097254.817070195,7.426150638527081
BBOB_F17,BBOB_F17,main,lhs,718,0.29175132060138154,2,0.3299032448807694,0.586252145535603,0.3446060061976149,0.5325892344926512,18.37513542175293,7106438.632317691,7.389329138044379
BBOB_F17,BBOB_F17,main,lhs,821,0.33360422592442096,7,0.3266568656660395,0.5887731962409357,0.32820133925246503,0.5474622227745712,18.227293014526367,7074340.944845998,7.621869575993023
BBOB_F17,BBOB_F17,main,lhs,923,0.37505079236082894,17,0.3001606084528574,0.6092927465132405,0.4350249613858035,0.45287379279806544,18.251691818237305,7076731.361427561,7.61802899501874
BBOB_F17,BBOB_F17,main,lhs,1026,0.41690369768386837,6,0.4163388001386088,0.5191896398576611,0.4574562440253158,0.433356410274061,18.12547492980957,7047917.420708574,7.667431053628235
BBOB_F17,BBOB_F17,main,lhs,1128,0.4583502641202763,5,0.31330830110324503,0.5991197951177379,0.4368084082384281,0.4514294311773835,18.124744415283203,7045671.252965829,7.854815750821906
BBOB_F17,BBOB_F17,main,lhs,1231,0.5002031694433158,15,0.2875087163828849,0.6191036794863805,0.4923113584942553,0.4037094461485596,18.108976364135742,7045318.322132799,7.8629952952195366
BBOB_F17,BBOB_F17,main,lhs,1333,0.5416497358797236,24,0.3029390919907389,0.6071492381544211,0.5073425459970617,0.39121125032337317,18.099729537963867,7045154.113526674,7.865225896601565
BBOB_F17,BBOB_F17,main,lhs,1436,0.5835026412027631,22,0.2902740592407348,0.6169553176899109,0.5188334745866469,0.38166845508269936,18.083904266357422,7044719.859502047,7.86957936384158
BBOB_F17,BBOB_F17,main,lhs,1538,0.6249492076391711,30,0.27618420971174523,0.627907677019148,0.53608712172561,0.3676231744198649,18.054790496826172,7040510.055387544,7.9021656995424605
BBOB_F17,BBOB_F17,main,lhs,1641,0.6668021129622105,5,0.2643235336852468,0.6371617636974396,0.5325063748468891,0.3704108922962728,18.045154571533203,7039385.491683475,7.914030354684746
BBOB_F17,BBOB_F17,main,lhs,1743,0.7082486793986185,32,0.2879426303284101,0.6187682093067263,0.5395829368274929,0.36460571911602113,18.043285369873047,7038825.735581969,7.9177256753803515
