label,problema,tier,dist,exp,status,n_retries,fallback,motivo,maxfe,fe_final,n_ger_man,cache_hits,algo_version,py,sklearn,numpy,pymoo,t_total,t_fit,t_busca,t_real,t_sonda,n_fitseries,fit_nacum,sonda_S,sonda_nblocos,sd_keys,sd_modo,has_params_5,doe_hash,cp_x,cp_f,doe_eq_cp,D,M,n1,U1_n1_eq_maxfe,U1_fase_init,U1_feidx_denso,U1_solid_denso,U2_dsX_bitaabit,U2_dsF_bitaabit,U2_ds_path,F_2_vazia,n3,n3_sonda,n3_busca,n3_regimes,U4_sonda_20k,U4_sonda_ger_null,U4_sonda_1bloco,U8_fetreino_const,U8_fetreino_val,U8_fetreino_eq_N1,F_rsid_null,F_espaco_cru,F_transf_null,F_predtipo_valor,F_predclasse_null,F_modelo_flag,F_modelo_flag_uni,F_sigma_nan_share,F_sigma_min,F_sigma_pos,F_sigma_sonda_med,F_sigma_busca_med,n_ger3,U10_ger_densa,U10_ngen_eq_man,NRV,A_pop_max,A_pop_min,A_pop_med,A_pop_last,A_pop_le_NRV,A_pop_eq_NRV_share,A_pop_g1,A_fe40k_prev,A_fe40k_pre_ultima,A_fe40k_ok,A_overshoot,U3_n4_linhas,U3_n4_eq_1,U3_n4_nacum,U3_nacum_eq_N,t4_fit,t4_busca,t4_ger,t4_sonda,U7_fit_busca_le_ger,U7_delta,U7_sonda_fora,n6_linhas,n6_recs,U9_guard,U9_cachehits_5,n6_decision,U10_dec_eq_ngen,U10_dec_densa,F_ndsmembros0,F_fe_const,F_tfit_so_g1,F_caminho,F_motivo_dec,n6_footer,F_footer_status,F_footer_nfinal,F_footer_nnd,n6_sonda_ev,U4_hash_check,U10_fbest_ok,U10_nfront1_ok,n7,U12_n7_eq_poplast,U12_X_bitaabit,U12_origem_ger,U12_origem_linha,U12_origem_solid_null,U12_nd_recomputa,n7_nd,F_fantasia,U12_footer_bate,U12_f_roundtrip_maxrel,U5_sonda_maxdx,U5_sonda_bitaabit,A_inter_g1_ds,A_inter_busca_ds
DTLZ4,DTLZ4,main,lhs,off,ok,0,False,orcamento,371,371,2312,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,318.0481,4.3759,310.2106,0.0,1.181,1,371,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,15a604f6a06a6bef4cec292de80f8e6eb62860a447ee1df5123b748f471930c0,15a604f6a06a6bef4cec292de80f8e6eb62860a447ee1df5123b748f471930c0,6fd4bf08f02cac930abd8ecd67d97cf73c8d287b169ab8a50d0cb49dc49e641e,True,12,3,371,True,True,True,True,True,True,ds_DTLZ4_42.parquet,True,58993,20000,38993,offline|sonda,True,True,True,True,370,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.006416541524231434,True,0.14712756872177124,0.09351633489131927,2312,True,True,105,105,8,14.0,14,True,0.00043252595155709344,105,40115,40101,False,115,1,True,371,True,4.375887870788574,310.21063232421875,314.5865173339844,1.1809921264648438,True,-2.86102294921875e-06,True,2316,"{""decision"": 2312, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,2312,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,14,8,1,ok (conferido no arranque — load_sonda),2,1260,14,True,True,True,True,True,True,8,0.5714285714285714,True,3.3876731681968672e-06,0.0,True,0,0
DTLZ7,DTLZ7,main,lhs,off,ok,0,False,orcamento,681,681,785,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,326.3101,46.9512,273.0115,0.0,3.585,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,a54669cbbb04b1c6bc5638fc1e849e0ac2ddc71b051b2259c456f60e586698b8,a54669cbbb04b1c6bc5638fc1e849e0ac2ddc71b051b2259c456f60e586698b8,a7e757460190643f14e77f292359eb2ad7b276020cd2dbf5a53b09188b026e92,True,22,3,681,True,True,True,True,True,True,ds_DTLZ7_42.parquet,True,59563,20000,39563,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,0.4520215392112732,0.46120962500572205,785,True,True,105,105,17,51.0,52,True,0.0012738853503184713,105,40113,40063,False,113,1,True,681,True,46.951171875,273.01153564453125,319.96270751953125,3.5850350856781006,True,0.0,True,789,"{""decision"": 785, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,785,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,52,18,1,ok (conferido no arranque — load_sonda),2,782,52,True,True,True,True,True,True,18,0.34615384615384615,True,6.61240158023261e-08,0.0,True,0,0
MMF1,MMF1,main,lhs,off,ok,0,False,orcamento,61,61,909,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,141.1033,0.0428,138.678,0.0,0.1271,1,61,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,4683eab322a3dbaaa393cd78a0a5251621f7e2a7c7ada25dadb647d6c23e7422,4683eab322a3dbaaa393cd78a0a5251621f7e2a7c7ada25dadb647d6c23e7422,4cecf6d6b052a9ac399665da17631d2d09d88db8d57a16f6e31b5f1e95e6a96c,True,2,2,61,True,True,True,True,True,True,ds_MMF1_42.parquet,True,59588,20000,39588,offline|sonda,True,True,True,True,60,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,7.388342964986805e-06,True,0.7740282416343689,0.26155924797058105,909,True,True,50,50,28,44.0,44,True,0.0022002200220022,50,40088,40044,False,88,1,True,61,True,0.04280495643615723,138.67796325683594,138.7207794189453,0.12707209587097168,True,1.1205673217773438e-05,True,913,"{""decision"": 909, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,909,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,44,20,1,ok (conferido no arranque — load_sonda),3,909,44,True,True,True,True,True,True,20,0.45454545454545453,True,8.630001349559775e-06,0.0,True,0,0
MMF11_L,MMF11_L,main,lhs,off,ok,0,False,orcamento,61,61,848,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,147.141,0.0275,144.7866,0.0,0.1234,1,61,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,aae1ad78a3eb5774ba43718607089a999f12b1a40ac4c46560e68408c020599b,aae1ad78a3eb5774ba43718607089a999f12b1a40ac4c46560e68408c020599b,05707ef68412deb39c904affafd4f50eafbe22f215bda7c60dfa0615b74db9bc,True,2,2,61,True,True,True,True,True,True,ds_MMF11_L_42.parquet,True,59562,20000,39562,offline|sonda,True,True,True,True,60,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,0.3754952549934387,0.10953708738088608,848,True,True,50,50,33,47.0,48,True,0.036556603773584904,50,40052,40002,False,52,1,True,61,True,0.02748584747314453,144.78663635253906,144.8141326904297,0.12342190742492676,True,1.049041748046875e-05,True,852,"{""decision"": 848, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,848,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,48,21,1,ok (conferido no arranque — load_sonda),0,848,48,True,True,True,True,True,True,21,0.4375,True,1.4193703284808715e-07,0.0,True,0,0
MMF16_20,MMF16_20,main,lhs,off,ok,0,False,orcamento,619,619,595,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,290.1298,19.6382,264.6839,0.0,3.0355,1,619,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,ebf6b33a8b8ef82a7eee81a5920c538a36a746b2cc69944f897935d3a3bbcba0,True,20,3,619,True,True,True,True,True,True,ds_MMF16_20_42.parquet,True,59690,20000,39690,offline|sonda,True,True,True,True,618,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.04155547544360161,True,0.2058148831129074,0.26326853036880493,595,True,True,105,105,47,68.0,74,True,0.0016806722689075631,105,40137,40063,False,137,1,True,619,True,19.638181686401367,264.68389892578125,284.32208251953125,3.0355238914489746,True,1.9073486328125e-06,True,599,"{""decision"": 595, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,595,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,74,56,1,ok (conferido no arranque — load_sonda),0,595,74,True,True,True,True,True,True,56,0.7567567567567568,True,0.003805438968168823,0.0,True,0,0
MMF4,MMF4,main,lhs,off,ok,0,False,orcamento,61,61,865,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,136.0038,0.064,133.6542,0.0,0.1244,1,61,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,f73242a7e4118a714cda5aa609448ab9ce6a23450a7c1ead4a05128cb940308c,f73242a7e4118a714cda5aa609448ab9ce6a23450a7c1ead4a05128cb940308c,5fbf5c45326e2eec556a6e1368664219e73dfc9256743ff24de0f8a09790750e,True,2,2,61,True,True,True,True,True,True,ds_MMF4_42.parquet,True,59569,20000,39569,offline|sonda,True,True,True,True,60,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,2.659437814145349e-05,True,0.13306738436222076,0.05511822924017906,865,True,True,50,50,38,46.0,48,True,0.018497109826589597,50,40064,40016,False,64,1,True,61,True,0.06399989128112793,133.65420532226562,133.7182159423828,0.1244359016418457,True,1.0728836059570312e-05,True,869,"{""decision"": 865, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,865,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,48,33,1,ok (conferido no arranque — load_sonda),0,865,48,True,True,True,True,True,True,33,0.6875,True,2.6514720304843714e-07,0.0,True,0,0
WFG1,WFG1,main,lhs,off,ok,0,False,orcamento,681,681,935,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,161.958,13.0289,144.0951,0.0,2.4657,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,763a712db03f57b37b214c936de8bd781f4d5ebae9bd46acd49eeb8094592e99,763a712db03f57b37b214c936de8bd781f4d5ebae9bd46acd49eeb8094592e99,e85d1d24d5b46748227b06caec8642d9dd508063464e8a7eabd1e5fe46abcc5b,True,22,2,681,True,True,True,True,True,True,ds_WFG1_42.parquet,True,59594,20000,39594,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.005979168228805065,True,0.03119424730539322,0.04502275213599205,935,True,True,50,50,34,43.0,46,True,0.0010695187165775401,50,40094,40048,False,94,1,True,681,True,13.028881072998047,144.09507751464844,157.12396240234375,2.4656660556793213,True,3.814697265625e-06,True,939,"{""decision"": 935, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,935,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,46,24,1,ok (conferido no arranque — load_sonda),21,935,46,True,True,True,True,True,True,24,0.5217391304347826,True,5.489256118767466e-08,0.0,True,0,0
WFG2,WFG2,main,lhs,off,ok,0,False,orcamento,681,681,923,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,156.5079,11.9422,139.9309,0.0,2.4731,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,274963125e69efa98f85ebf4c591d0b7c4ec283b6fa16eb1db8cc5be3a1fb18a,274963125e69efa98f85ebf4c591d0b7c4ec283b6fa16eb1db8cc5be3a1fb18a,df21ae7e2fd72f51c0b4c1637d6d185dcdfc0c8d701f4ed65843ca3525e33c57,True,22,2,681,True,True,True,True,True,True,ds_WFG2_42.parquet,True,59567,20000,39567,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.008629884570837021,True,0.5102071762084961,0.29189562797546387,923,True,True,50,50,29,44.0,42,True,0.0021668472372697724,50,40070,40024,False,70,1,True,681,True,11.942224502563477,139.93087768554688,151.87310791015625,2.4731199741363525,True,5.7220458984375e-06,True,927,"{""decision"": 923, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,923,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,42,12,1,ok (conferido no arranque — load_sonda),0,923,42,True,True,True,True,True,True,12,0.2857142857142857,True,1.0222358439274166e-06,0.0,True,0,0
WFG4,WFG4,main,lhs,off,ok,0,False,orcamento,681,681,937,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,159.162,10.8932,143.6406,0.0,2.4128,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,d51a0e47710d3fa1ffc216275d412679891ab5b63cd165bdc5b8e2516a3beab1,d51a0e47710d3fa1ffc216275d412679891ab5b63cd165bdc5b8e2516a3beab1,1fadc4341b2250f59cdaff6971cd8951966c80f61fd9d96b3571b7e417e29f60,True,22,2,681,True,True,True,True,True,True,ds_WFG4_42.parquet,True,59574,20000,39574,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.06554034352302551,True,0.6108545660972595,0.5213596820831299,937,True,True,50,50,30,43.0,46,True,0.0010672358591248667,50,40078,40032,False,78,1,True,681,True,10.893247604370117,143.64060974121094,154.5338592529297,2.4128167629241943,True,1.9073486328125e-06,True,941,"{""decision"": 937, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,937,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,46,18,1,ok (conferido no arranque — load_sonda),1,937,46,True,True,True,True,True,True,18,0.391304347826087,True,2.328878811641481e-06,0.0,True,0,0
WFG5,WFG5,main,lhs,off,ok,0,False,orcamento,681,681,930,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,161.8473,12.2906,144.8053,0.0,2.4478,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,f242581cf891347c676b1c9c18f7d0d780a0e1a987fa3ca458c46346971b48e9,f242581cf891347c676b1c9c18f7d0d780a0e1a987fa3ca458c46346971b48e9,0e59c8e4723b88eff350f85b48ca7222e00e7fe5c85797910c14edd488db4e58,True,22,2,681,True,True,True,True,True,True,ds_WFG5_42.parquet,True,59572,20000,39572,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.030878620222210884,True,0.6878224611282349,0.4815969467163086,930,True,True,50,50,29,43.0,44,True,0.001075268817204301,50,40094,40048,False,94,1,True,681,True,12.2906494140625,144.80531311035156,157.09596252441406,2.4477999210357666,True,0.0,True,934,"{""decision"": 930, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,930,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,44,11,1,ok (conferido no arranque — load_sonda),0,930,44,True,True,True,True,True,True,11,0.25,True,9.43218623776831e-08,0.0,True,0,0
WFG9,WFG9,main,lhs,off,ok,0,False,orcamento,681,681,906,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,158.5779,12.2493,141.5045,0.0,2.4495,1,681,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,87bc33c6f26244571a1b53d6bc784fab794d0fef0e844b3c7c955514f485cd69,True,22,2,681,True,True,True,True,True,True,ds_WFG9_42.parquet,True,59572,20000,39572,offline|sonda,True,True,True,True,680,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.044353846460580826,True,0.8516418933868408,0.5633106827735901,906,True,True,50,50,23,45.0,45,True,0.02097130242825607,50,40090,40042,False,90,1,True,681,True,12.249260902404785,141.50453186035156,153.75379943847656,2.4495091438293457,True,6.67572021484375e-06,True,910,"{""decision"": 906, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,906,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,45,15,1,ok (conferido no arranque — load_sonda),0,906,45,True,True,True,True,True,True,15,0.3333333333333333,True,2.217483005800565e-07,0.0,True,0,0
ZDT1,ZDT1,main,lhs,off,ok,0,False,orcamento,929,929,878,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,215.4868,56.9082,151.8434,0.0,4.4748,1,929,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,eea22ac71a1746b2386877ff5365e6671303b86995e580285d46542ce4c8a4fd,True,30,2,929,True,True,True,True,True,True,ds_ZDT1_42.parquet,True,59597,20000,39597,offline|sonda,True,True,True,True,928,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,0.2293909192085266,0.14620579779148102,878,True,True,50,50,29,46.0,47,True,0.0056947608200455585,50,40096,40050,False,96,1,True,929,True,56.90816116333008,151.84339904785156,208.75155639648438,4.474817276000977,True,-3.814697265625e-06,True,882,"{""decision"": 878, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,878,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,47,18,1,ok (conferido no arranque — load_sonda),22,878,47,True,True,True,True,True,True,18,0.3829787234042553,True,8.537593354659039e-08,0.0,True,0,0
ZDT3,ZDT3,main,lhs,off,ok,0,False,orcamento,929,929,921,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,211.1592,62.6044,141.8375,0.0,4.4687,1,929,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,3348025be90cc1dc663e8e76ee9545f76132cd8f692baa5a45b4717cd3e8adb9,3348025be90cc1dc663e8e76ee9545f76132cd8f692baa5a45b4717cd3e8adb9,c0cc1db5076565997db20538cf787cb16dade7e75355cb198320db7312a988e7,True,30,2,929,True,True,True,True,True,True,ds_ZDT3_42.parquet,True,59588,20000,39588,offline|sonda,True,True,True,True,928,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,0.28958386182785034,0.3108258843421936,921,True,True,50,50,29,43.0,45,True,0.0010857763300760044,50,40088,40042,False,88,1,True,929,True,62.604434967041016,141.83749389648438,204.44192504882812,4.468743324279785,True,-3.814697265625e-06,True,925,"{""decision"": 921, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,921,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,45,15,1,ok (conferido no arranque — load_sonda),7,921,45,True,True,True,True,True,True,15,0.3333333333333333,True,4.2709033614210957e-07,0.0,True,0,0
ZDT4,ZDT4,main,lhs,off,ok,0,False,orcamento,309,309,3845,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,134.998,2.0057,129.8868,0.0,0.6858,1,309,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,56c191a41f96886e724919223125e5c6a14f2b3857a3e8333ba74041843ce1af,True,10,2,309,True,True,True,True,True,True,ds_ZDT4_42.parquet,True,57997,20000,37997,offline|sonda,True,True,True,True,308,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,7.695313930511475,3.538722515106201,3845,True,True,50,50,2,10.0,12,True,0.0002600780234070221,50,40064,40050,False,64,1,True,309,True,2.005673885345459,129.88681030273438,131.89248657226562,0.6857790946960449,True,2.384185791015625e-06,True,3849,"{""decision"": 3845, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,3845,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,12,4,1,ok (conferido no arranque — load_sonda),52,3845,12,True,True,True,True,True,True,4,0.3333333333333333,True,1.5573644162275977e-07,0.0,True,0,0
ZDT6,ZDT6,main,lhs,off,ok,0,False,orcamento,309,309,950,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,141.4602,1.2102,136.9694,0.0,0.6074,1,309,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,faa0a83877ee73dc1a1e66333085482ed77ce77e94b280b73b911369f5c4de3b,faa0a83877ee73dc1a1e66333085482ed77ce77e94b280b73b911369f5c4de3b,0163e460970a457d942b1edce1c2c4a96068fd1ca75446fcd6aec2580906ac63,True,10,2,309,True,True,True,True,True,True,ds_ZDT6_42.parquet,True,59553,20000,39553,offline|sonda,True,True,True,True,308,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.01228015124797821,True,0.11280466616153717,0.20081380009651184,950,True,True,50,50,31,42.0,38,True,0.0010526315789473684,50,40084,40044,False,84,1,True,309,True,1.2102131843566895,136.9694366455078,138.17965698242188,0.6073970794677734,True,7.152557373046875e-06,True,954,"{""decision"": 950, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,950,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,38,9,1,ok (conferido no arranque — load_sonda),0,950,38,True,True,True,True,True,True,9,0.23684210526315788,True,1.5775405408742056e-07,0.0,True,0,0
swap_medium-lhs_DTLZ2,DTLZ2,medium,lhs,sweep-medium-lhs,ok,0,False,orcamento,2000,2000,408,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,761.3807,317.1813,412.5352,0.0,28.7597,1,2000,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,49c373950ed80c57962d17de90f4288c1d6d23e78cf6b93990d59f56a725c504,True,12,3,2000,True,True,True,True,True,True,ds_DTLZ2_42_medium_lhs.parquet,True,59905,20000,39905,offline|sonda,True,True,True,True,1999,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.001930423197336495,True,0.08496207743883133,0.02336435765028,408,True,True,105,105,72,99.0,100,True,0.0024509803921568627,105,40193,40093,False,193,1,True,2000,True,317.18133544921875,412.5351867675781,729.716552734375,28.759733200073242,True,3.0517578125e-05,True,412,"{""decision"": 408, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,408,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,100,90,1,ok (conferido no arranque — load_sonda),0,408,100,True,True,True,True,True,True,90,0.9,True,0.00024964874856726215,0.0,True,0,0
swap_medium-lhs_MMF16_20,MMF16_20,medium,lhs,sweep-medium-lhs,ok,0,False,orcamento,2000,2000,512,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,753.0533,373.7019,346.7274,0.0,29.4661,1,2000,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,e8a3b210a81de38e90ad05232e1deacc16d32b669b527cec0a07203bafd94910,True,20,3,2000,True,True,True,True,True,True,ds_MMF16_20_42_medium_lhs.parquet,True,59775,20000,39775,offline|sonda,True,True,True,True,1999,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.03259499371051788,True,0.5068920850753784,0.2929247319698334,512,True,True,105,105,59,82.0,88,True,0.001953125,105,40143,40057,False,143,1,True,2000,True,373.7018737792969,346.7274169921875,720.4293212890625,29.466049194335938,True,3.0517578125e-05,True,516,"{""decision"": 512, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,512,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,88,58,1,ok (conferido no arranque — load_sonda),0,512,88,True,True,True,True,True,True,58,0.6590909090909091,True,0.00013421529610187924,0.0,True,0,0
swap_medium-lhs_WFG9,WFG9,medium,lhs,sweep-medium-lhs,ok,0,False,orcamento,2000,2000,905,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,458.1549,259.3124,177.1619,0.0,19.4642,1,2000,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,a378ba439ac81d6104a314820f82d812654599e08fea2faf1210715db56f947e,True,22,2,2000,True,True,True,True,True,True,ds_WFG9_42_medium_lhs.parquet,True,59570,20000,39570,offline|sonda,True,True,True,True,1999,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.06497206538915634,True,0.8457343578338623,0.5835111141204834,905,True,True,50,50,32,44.0,44,True,0.012154696132596685,50,40074,40028,False,74,1,True,2000,True,259.3124084472656,177.16188049316406,436.47430419921875,19.464149475097656,True,1.52587890625e-05,True,909,"{""decision"": 905, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,905,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,44,12,1,ok (conferido no arranque — load_sonda),0,905,44,True,True,True,True,True,True,12,0.2727272727272727,True,1.5630323351086612e-06,0.0,True,0,0
swap_medium-lhs_ZDT1,ZDT1,medium,lhs,sweep-medium-lhs,ok,0,False,orcamento,2000,2000,852,0,b5-prob-1.0,3.7.12,0.21.3,1.21.6,0.6.1.2,757.7973,566.6385,168.5695,0.0,20.2186,1,2000,20000,1,18,mode 7 (ProbRVEA_v3 / Prob_APD_select_v3,False,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,77232ed4149a71748ebf1a5b8c64d576aa7a47937a99adac76b67568d72f3174,True,30,2,2000,True,True,True,True,True,True,ds_ZDT1_42_medium_lhs.parquet,True,59588,20000,39588,offline|sonda,True,True,True,True,1999,True,True,True,True,True,True,b5r/ProbRVEA-v3+GPR,True,0.0,0.0,False,0.0411679670214653,0.07391215860843658,852,True,True,50,50,35,47.0,48,True,0.03873239436619718,50,40074,40024,False,74,1,True,2000,True,566.6384887695312,168.5695037841797,735.2080078125,20.218563079833984,True,1.52587890625e-05,True,856,"{""decision"": 852, ""footer"": 2, ""header"": 1, ""sonda"": 1}",0,0,852,True,True,True,True,True,b5_gen,selecao no surrogate (mode 7),2,ok,48,7,1,ok (conferido no arranque — load_sonda),14,852,48,True,True,True,True,True,True,7,0.14583333333333334,True,1.0969690904287363e-07,0.0,True,0,0
