problema,bloco,geracao,obj,wape,correl,cob,mu_max,sig_med,fe_treino_max,n
BBOB_F1,1,1,0,0.00012086069299085844,0.9999999103656352,1.0,254.49046325683594,0.2843443304300308,108,2000
BBOB_F1,1,1,1,0.0003913842218781819,0.9999989980022086,1.0,270.6350402832031,0.5923682749271393,108,2000
BBOB_F1,2,2,0,0.00012576861427205174,0.9999999045070583,1.0,254.48764038085938,0.2814476042985916,109,2000
BBOB_F1,2,2,1,0.01701885795272436,0.9982244201584366,0.996,264.1637268066406,3.3963656425476074,109,2000
BBOB_F1,3,4,0,0.0001619844207856996,0.9999998509514315,1.0,254.50474548339844,0.2743747681379318,111,2000
BBOB_F1,3,4,1,0.007811517622977005,0.9996122938489919,1.0,269.5,2.5217069387435913,111,2000
BBOB_F1,4,6,0,0.00016570604197415343,0.9999998435562244,1.0,254.5058135986328,0.2695187032222748,113,2000
BBOB_F1,4,6,1,0.008760023738054025,0.9994437607492715,1.0,269.80108642578125,3.0212154388427734,113,2000
BBOB_F1,5,8,0,0.0001656593338505312,0.9999998431490389,1.0,254.5065460205078,0.262448787689209,115,2000
BBOB_F1,5,8,1,0.0017880460403001412,0.9999735500281057,1.0,270.5263366699219,0.7213285565376282,115,2000
BBOB_F1,6,10,0,0.00015762961237455932,0.9999998567789249,1.0,254.50131225585938,0.2541811317205429,117,2000
BBOB_F1,6,10,1,0.0020665062716270456,0.9999658220489134,1.0,270.9942321777344,1.1219695806503296,117,2000
BBOB_F1,7,12,0,0.0001560620204180457,0.9999998602059592,1.0,254.50155639648438,0.24935641884803772,119,2000
BBOB_F1,7,12,1,0.0023790310963937465,0.9999586625924348,1.0,271.00439453125,1.30229252576828,119,2000
BBOB_F1,8,14,0,0.0001500493854157162,0.9999998683003264,1.0,254.49073791503906,0.24534150958061218,121,2000
BBOB_F1,8,14,1,0.001010118342733527,0.9999918178699113,1.0,270.6302490234375,0.5160671174526215,121,2000
BBOB_F1,9,16,0,0.00015107271941733658,0.9999998651152816,1.0,254.493896484375,0.23885759711265564,123,2000
BBOB_F1,9,16,1,0.0012890520991528898,0.9999860488423798,1.0,270.5179748535156,0.608701765537262,123,2000
BBOB_F1,10,18,0,0.00014182639859136373,0.9999998849218595,1.0,254.49644470214844,0.23323390632867813,125,2000
BBOB_F1,10,18,1,0.00017933383574946142,0.9999997863636668,1.0,270.85076904296875,0.32616691291332245,125,2000
BBOB_F1,11,20,0,0.000156231569401305,0.9999998620667744,1.0,254.49053955078125,0.22946716845035553,127,2000
BBOB_F1,11,20,1,0.000157941601928671,0.9999998522717224,1.0,270.8710021972656,0.2296573743224144,127,2000
BBOB_F1,12,22,0,0.00015415865711040566,0.9999998629189294,1.0,254.49156188964844,0.2241664081811905,129,2000
BBOB_F1,12,22,1,0.0001600737716320306,0.999999847786191,1.0,270.869384765625,0.2243434190750122,129,2000
BBOB_F1,13,24,0,0.0001533431500184603,0.999999861950188,1.0,254.494140625,0.21823559701442719,131,2000
BBOB_F1,13,24,1,0.00015469836424799243,0.9999998551471897,1.0,270.86944580078125,0.2183869257569313,131,2000
BBOB_F1,14,26,0,0.00014572129326639267,0.9999998751359426,1.0,254.50592041015625,0.2137976959347725,133,2000
BBOB_F1,14,26,1,0.0001522156243518372,0.999999859434109,1.0,270.8684997558594,0.21392114460468292,133,2000
BBOB_F1,15,28,0,0.00014639419603798247,0.9999998745580334,1.0,254.50640869140625,0.2103419080376625,135,2000
BBOB_F1,15,28,1,0.00015270394052018877,0.9999998604395315,1.0,270.85784912109375,0.21048833429813385,135,2000
BBOB_F1,16,30,0,0.00014521794652209524,0.9999998779764112,1.0,254.51087951660156,0.20565104484558105,137,2000
BBOB_F1,16,30,1,0.0001528718428622457,0.9999998589717407,1.0,270.8615417480469,0.20579910278320312,137,2000
BBOB_F1,17,32,0,0.0001442762471560997,0.9999998806105247,1.0,254.5079803466797,0.20159368962049484,139,2000
BBOB_F1,17,32,1,0.00015309111251913783,0.9999998540148642,1.0,270.8762512207031,0.20174642652273178,139,2000
BBOB_F1,18,34,0,0.00014030194347300733,0.9999998838035684,1.0,254.5092010498047,0.1979624181985855,141,2000
BBOB_F1,18,34,1,0.00014961640739263152,0.9999998584660896,1.0,270.8780212402344,0.1981186717748642,141,2000
BBOB_F1,19,36,0,0.0001362104677180707,0.999999889509431,1.0,254.5010986328125,0.19442641735076904,143,2000
BBOB_F1,19,36,1,0.00015121604653844115,0.9999998552720516,1.0,270.87738037109375,0.19455353170633316,143,2000
BBOB_F1,20,38,0,0.0001388554357192404,0.9999998849914088,1.0,254.50259399414062,0.18988025188446045,145,2000
BBOB_F1,20,38,1,0.0001510854789829935,0.9999998567469521,1.0,270.8773193359375,0.18999376893043518,145,2000
BBOB_F1,21,40,0,0.00013867044026280204,0.9999998852864539,1.0,254.5028533935547,0.18641017377376556,147,2000
BBOB_F1,21,40,1,0.00015078466054491718,0.9999998574591703,1.0,270.87652587890625,0.18652810156345367,147,2000
BBOB_F1,22,42,0,0.00014166702817603596,0.999999877561659,1.0,254.51101684570312,0.18324458599090576,149,2000
BBOB_F1,22,42,1,0.00015335015275688116,0.9999998528291947,1.0,270.8778076171875,0.1833241656422615,149,2000
BBOB_F1,23,44,0,0.00014144700028483073,0.999999877683963,1.0,254.51275634765625,0.17961783707141876,151,2000
BBOB_F1,23,44,1,0.00015284380682110144,0.9999998524419271,1.0,270.87567138671875,0.1797095686197281,151,2000
BBOB_F1,24,46,0,0.00013979215840392907,0.9999998799965663,1.0,254.5104217529297,0.17573700845241547,153,2000
BBOB_F1,24,46,1,0.00015266669709976708,0.9999998531101935,1.0,270.87567138671875,0.17581845074892044,153,2000
BBOB_F1,25,48,0,0.00013865329569433168,0.9999998812037822,1.0,254.5123748779297,0.17178556323051453,155,2000
BBOB_F1,25,48,1,0.00015120899686656188,0.9999998564612768,1.0,270.8697204589844,0.1718728244304657,155,2000
BBOB_F1,26,50,0,0.00014048714702422175,0.9999998779424998,1.0,254.5115966796875,0.16778668016195297,157,2000
BBOB_F1,26,50,1,0.00014531437747586945,0.999999867492728,1.0,270.8912048339844,0.16789699345827103,157,2000
BBOB_F1,27,52,0,0.0001406315951556828,0.9999998763450416,1.0,254.52052307128906,0.16395669430494308,159,2000
BBOB_F1,27,52,1,0.00014618420302716363,0.9999998670223259,1.0,270.8951721191406,0.16408312320709229,159,2000
BBOB_F1,28,54,0,0.00014189641162086603,0.9999998737635529,1.0,254.5192413330078,0.16088583320379257,161,2000
BBOB_F1,28,54,1,0.00014711803432429095,0.9999998631459912,1.0,270.8944091796875,0.1609998643398285,161,2000
BBOB_F1,29,56,0,0.00014090532394988467,0.9999998771145372,1.0,254.51754760742188,0.15694384276866913,163,2000
BBOB_F1,29,56,1,0.0001474907848387007,0.9999998622592315,1.0,270.891845703125,0.15705262124538422,163,2000
BBOB_F1,30,58,0,0.00014142028854790599,0.9999998776385758,1.0,254.52120971679688,0.15414393693208694,165,2000
BBOB_F1,30,58,1,0.00014694239278378616,0.9999998659778203,1.0,270.8868713378906,0.1542680710554123,165,2000
BBOB_F1,31,60,0,0.00014162321615892277,0.999999877278088,1.0,254.5211639404297,0.15114549547433853,167,2000
BBOB_F1,31,60,1,0.00014649362631683087,0.9999998663151345,1.0,270.8879699707031,0.15127086639404297,167,2000
BBOB_F1,32,62,0,0.00014353708249386935,0.9999998738654295,1.0,254.52084350585938,0.14856389164924622,169,2000
BBOB_F1,32,62,1,0.00014736063104546428,0.9999998648484931,1.0,270.88861083984375,0.14873090386390686,169,2000
BBOB_F1,33,64,0,0.00014341645180124027,0.9999998742701102,1.0,254.51931762695312,0.1461428627371788,171,2000
BBOB_F1,33,64,1,0.0001458333349619185,0.9999998677467618,1.0,270.8859558105469,0.14626248180866241,171,2000
BBOB_F1,34,66,0,0.00014377823330999074,0.9999998726285995,1.0,254.524169921875,0.14411340653896332,173,2000
BBOB_F1,34,66,1,0.00014623745542208656,0.9999998665484241,1.0,270.89129638671875,0.1442037895321846,173,2000
BBOB_F1,35,68,0,0.00014218996113922206,0.9999998735471857,1.0,254.51942443847656,0.14132343977689743,175,2000
BBOB_F1,35,68,1,0.00014738574110327409,0.9999998645775694,1.0,270.89971923828125,0.14141637831926346,175,2000
BBOB_F1,36,70,0,0.00014106390271705066,0.9999998761126729,1.0,254.51226806640625,0.13880082964897156,177,2000
BBOB_F1,36,70,1,0.00014638091712134766,0.9999998639655765,1.0,270.8808898925781,0.13889621198177338,177,2000
BBOB_F1,37,72,0,0.00013777411613292607,0.999999880913865,1.0,254.51104736328125,0.13571631908416748,179,2000
BBOB_F1,37,72,1,0.0001448790694872625,0.9999998671759767,1.0,270.88165283203125,0.1358012780547142,179,2000
BBOB_F1,38,74,0,0.00013727240167682607,0.9999998835060724,1.0,254.51475524902344,0.13284127414226532,181,2000
BBOB_F1,38,74,1,0.00014446755155286925,0.9999998677149384,1.0,270.8839111328125,0.1329234465956688,181,2000
BBOB_F1,39,76,0,0.0001359485525986153,0.9999998857769189,1.0,254.51783752441406,0.13082554191350937,183,2000
BBOB_F1,39,76,1,0.00014435550595287517,0.9999998683405319,1.0,270.884521484375,0.13089696317911148,183,2000
BBOB_F1,40,78,0,0.0001363060963753427,0.9999998847231637,1.0,254.51866149902344,0.12835222482681274,185,2000
BBOB_F1,40,78,1,0.00014291203871517443,0.9999998687412269,1.0,270.8868103027344,0.12843011319637299,185,2000
BBOB_F1,41,80,0,0.00013813033624675817,0.9999998817524519,1.0,254.5196075439453,0.12591949850320816,187,2000
BBOB_F1,41,80,1,0.00014406425467303853,0.9999998678710923,1.0,270.8856201171875,0.1259976252913475,187,2000
BBOB_F1,42,82,0,0.00013763230415636839,0.9999998801239055,1.0,254.51856994628906,0.1239754781126976,189,2000
BBOB_F1,42,82,1,0.00014369045390177934,0.999999868190284,1.0,270.88494873046875,0.12403810769319534,189,2000
BBOB_F1,43,84,0,0.00013808377040439588,0.9999998791731749,1.0,254.5186004638672,0.12150074169039726,191,2000
BBOB_F1,43,84,1,0.0001432992526298544,0.9999998676313152,1.0,270.8849792480469,0.12157336622476578,191,2000
BBOB_F1,44,86,0,0.00013723400943741485,0.9999998807699984,1.0,254.5165252685547,0.11921132355928421,193,2000
BBOB_F1,44,86,1,0.00014006103585963587,0.9999998729545193,1.0,270.89776611328125,0.11929856985807419,193,2000
BBOB_F1,45,88,0,0.00013255415195328186,0.999999885304083,1.0,254.51751708984375,0.11694170907139778,195,2000
BBOB_F1,45,88,1,0.00013762209895343768,0.9999998745938667,1.0,270.89605712890625,0.11701976507902145,195,2000
BBOB_F1,46,90,0,0.00013078841598088348,0.9999998879141007,1.0,254.51454162597656,0.11489865928888321,197,2000
BBOB_F1,46,90,1,0.00013638334461305382,0.9999998759393518,1.0,270.90118408203125,0.1149558424949646,197,2000
