problema,bloco,geracao,obj,wape,correl,cob,mu_max,sig_med,fe_treino_max,n
BBOB_F1,47,92,0,0.00013008314094273906,0.9999998874633297,1.0,254.52780151367188,0.11320848390460014,199,2000
BBOB_F1,47,92,1,0.00013492178849125892,0.9999998789575568,1.0,270.9000549316406,0.11330096796154976,199,2000
BBOB_F1,48,94,0,0.0001294680499680134,0.9999998883182658,1.0,254.5288848876953,0.11102809384465218,201,2000
BBOB_F1,48,94,1,0.00013411443559293318,0.9999998780124855,1.0,270.90728759765625,0.11110023409128189,201,2000
BBOB_F1,49,96,0,0.00013053564875918094,0.9999998858149483,1.0,254.52804565429688,0.10821791738271713,203,2000
BBOB_F1,49,96,1,0.00013407494377361257,0.9999998766045766,1.0,270.907958984375,0.10828668624162674,203,2000
BBOB_F1,50,98,0,0.0001286986346142235,0.9999998855459303,1.0,254.53074645996094,0.10589553043246269,205,2000
BBOB_F1,50,98,1,0.00013320942456136633,0.9999998753347119,1.0,270.9006652832031,0.10595597326755524,205,2000
BBOB_F1,51,100,0,0.00012850962802799087,0.9999998857161824,1.0,254.5281982421875,0.10332776606082916,207,2000
BBOB_F1,51,100,1,0.00013350820149290814,0.9999998748302273,1.0,270.9021301269531,0.10338959470391273,207,2000
BBOB_F1,52,102,0,0.00012860256240400538,0.9999998848691254,1.0,254.52542114257812,0.10078423842787743,209,2000
BBOB_F1,52,102,1,0.0001333878137415897,0.9999998747950302,1.0,270.90106201171875,0.10084760561585426,209,2000
BBOB_F1,53,104,0,0.00012832282984401812,0.999999886238159,1.0,254.52581787109375,0.0984681025147438,211,2000
BBOB_F1,53,104,1,0.0001326518403409089,0.9999998755597928,1.0,270.894287109375,0.0985436700284481,211,2000
BBOB_F1,54,106,0,0.00012824296835389973,0.9999998845768168,1.0,254.52284240722656,0.09696483239531517,213,2000
BBOB_F1,54,106,1,0.00013293732697237026,0.999999875059515,1.0,270.89666748046875,0.0970224104821682,213,2000
BBOB_F1,55,108,0,0.000128640116008861,0.9999998840376798,1.0,254.5196075439453,0.09485214948654175,215,2000
BBOB_F1,55,108,1,0.00013312754501921013,0.9999998738668334,1.0,270.8973083496094,0.09491632133722305,215,2000
BBOB_F1,56,110,0,0.00012782981077233838,0.9999998838671365,1.0,254.522705078125,0.09263717010617256,217,2000
BBOB_F1,56,110,1,0.000131062900890208,0.9999998750110901,1.0,270.87841796875,0.09270560368895531,217,2000
BBOB_F1,57,112,0,0.00012852596126041376,0.9999998824161959,1.0,254.5223846435547,0.09047209471464157,219,2000
BBOB_F1,57,112,1,0.00013163570040157353,0.9999998737546252,1.0,270.8724365234375,0.09053289517760277,219,2000
BBOB_F1,58,114,0,0.00013083371779559085,0.9999998771550718,1.0,254.52481079101562,0.0884525440633297,221,2000
BBOB_F1,58,114,1,0.0001319042557843619,0.9999998721100996,1.0,270.8597106933594,0.0885111577808857,221,2000
BBOB_F1,59,116,0,0.00013365686862375396,0.9999998694945689,1.0,254.52638244628906,0.08670453727245331,223,2000
BBOB_F1,59,116,1,0.00013224839903266356,0.999999870635786,1.0,270.8520202636719,0.08678699657320976,223,2000
BBOB_F1,60,118,0,0.00013280440637900427,0.9999998698034618,1.0,254.53396606445312,0.08434108644723892,225,2000
BBOB_F1,60,118,1,0.00013140820996391346,0.9999998701022021,1.0,270.8523864746094,0.08440914750099182,225,2000
BBOB_F1,61,120,0,0.00013520665380928684,0.9999998654739223,1.0,254.53262329101562,0.0825878344476223,227,2000
BBOB_F1,61,120,1,0.00013374719269336046,0.999999865051283,1.0,270.85614013671875,0.08264093846082687,227,2000
BBOB_F1,62,122,0,0.0001345860273150181,0.9999998677359052,1.0,254.53260803222656,0.08108460903167725,229,2000
BBOB_F1,62,122,1,0.00013234895669761605,0.9999998690910785,1.0,270.86114501953125,0.08114733174443245,229,2000
BBOB_F1,63,124,0,0.00014116561072424047,0.9999998538932838,1.0,254.52867126464844,0.07951066642999649,231,2000
BBOB_F1,63,124,1,0.00013960798989753916,0.9999998558820965,1.0,270.8614501953125,0.07956532016396523,231,2000
BBOB_F1,64,126,0,0.00014330447174724638,0.9999998489240327,1.0,254.53439331054688,0.07768793031573296,233,2000
BBOB_F1,64,126,1,0.00014143827832549597,0.9999998515739554,1.0,270.84295654296875,0.07777395844459534,233,2000
BBOB_F1,65,128,0,0.00014084238745539854,0.9999998531356739,1.0,254.5258331298828,0.07569972425699234,235,2000
BBOB_F1,65,128,1,0.00013965238223852548,0.9999998539241353,1.0,270.8515319824219,0.07575782388448715,235,2000
BBOB_F1,66,130,0,0.00014195106678349328,0.9999998505451413,1.0,254.52525329589844,0.073760487139225,237,2000
BBOB_F1,66,130,1,0.00014052851950227982,0.9999998525612687,1.0,270.8521728515625,0.07381956279277802,237,2000
BBOB_F1,67,132,0,0.0001462206743285395,0.9999998447612167,1.0,254.53323364257812,0.07179272919893265,239,2000
BBOB_F1,67,132,1,0.00014544466177400053,0.9999998469678479,1.0,270.8453369140625,0.07184967771172523,239,2000
BBOB_F1,68,134,0,0.00014495990790072872,0.9999998472826536,1.0,254.52603149414062,0.06989971548318863,241,2000
BBOB_F1,68,134,1,0.00014413663433403243,0.9999998490220452,1.0,270.84521484375,0.06994738057255745,241,2000
BBOB_F1,69,136,0,0.0001451256755154813,0.9999998477762605,1.0,254.5229949951172,0.06844721361994743,243,2000
BBOB_F1,69,136,1,0.00014419599624197724,0.9999998501073346,1.0,270.847412109375,0.06849662959575653,243,2000
BBOB_F1,70,138,0,0.00014562280255468523,0.9999998472718907,1.0,254.52081298828125,0.06682612374424934,245,2000
BBOB_F1,70,138,1,0.0001439174769954996,0.9999998499075342,1.0,270.8561706542969,0.06687929481267929,245,2000
BBOB_F1,71,140,0,0.00014816142629470343,0.9999998424870836,1.0,254.52386474609375,0.06514385715126991,247,2000
BBOB_F1,71,140,1,0.00014628259209077825,0.9999998465707737,1.0,270.8588562011719,0.06519203260540962,247,2000
BBOB_F1,72,142,0,0.0001457449032344801,0.9999998458490121,1.0,254.52215576171875,0.06289463862776756,249,2000
BBOB_F1,72,142,1,0.00014521891016419644,0.9999998501458085,1.0,270.8609619140625,0.06293626129627228,249,2000
BBOB_F1,73,144,0,0.00015317522114252852,0.9999998230368838,1.0,254.5257568359375,0.0612648818641901,251,2000
BBOB_F1,73,144,1,0.00015257234700178512,0.9999998259240703,1.0,270.85821533203125,0.06130698323249817,251,2000
BBOB_F1,74,146,0,0.00015384244395898352,0.9999998220854656,1.0,254.527099609375,0.05905132740736008,253,2000
BBOB_F1,74,146,1,0.0001526071094983052,0.9999998259110848,1.0,270.87060546875,0.0591153260320425,253,2000
BBOB_F1,75,148,0,0.00015427729525556305,0.9999998188225101,1.0,254.5100555419922,0.05741335079073906,255,2000
BBOB_F1,75,148,1,0.00015316849123047047,0.9999998230684244,1.0,270.8707275390625,0.05746788904070854,255,2000
BBOB_F1,76,150,0,0.0001576805603048896,0.9999998101452963,1.0,254.50331115722656,0.055722616612911224,257,2000
BBOB_F1,76,150,1,0.00015686924192576487,0.9999998129972762,1.0,270.87017822265625,0.05577639676630497,257,2000
BBOB_F1,77,152,0,0.0001575172549080934,0.9999998107136553,1.0,254.50494384765625,0.05381365120410919,259,2000
BBOB_F1,77,152,1,0.0001564716970447998,0.9999998140121568,1.0,270.8711242675781,0.05385994352400303,259,2000
BBOB_F1,78,154,0,0.00015743314766783904,0.9999998109350183,1.0,254.5041961669922,0.0519784539937973,261,2000
BBOB_F1,78,154,1,0.00015640269063389793,0.9999998142998009,1.0,270.87115478515625,0.05203025043010712,261,2000
BBOB_F1,79,156,0,0.0001580642318577326,0.9999998112297432,1.0,254.4989776611328,0.0500528309494257,263,2000
BBOB_F1,79,156,1,0.00015736262456657213,0.9999998133472972,1.0,270.8743591308594,0.05010419897735119,263,2000
BBOB_F1,80,158,0,0.00017242801360557201,0.9999997796145252,0.999,254.50732421875,0.04821796342730522,265,2000
BBOB_F1,80,158,1,0.00017248003487328409,0.9999997846117027,0.9995,270.87689208984375,0.048250194638967514,265,2000
BBOB_F1,81,160,0,0.00017269237019683213,0.9999997797123883,0.999,254.5064239501953,0.0462704673409462,267,2000
BBOB_F1,81,160,1,0.00017285329181211312,0.9999997844110944,0.999,270.8802795410156,0.04629031755030155,267,2000
BBOB_F1,82,162,0,0.00017314186028913068,0.9999997734979764,0.9985,254.5098114013672,0.04413132183253765,269,2000
BBOB_F1,82,162,1,0.00017314260075188253,0.9999997761441519,0.9985,270.86468505859375,0.044162508100271225,269,2000
BBOB_F1,83,164,0,0.00017402642816222971,0.9999997709662738,0.9985,254.49984741210938,0.04217515327036381,271,2000
BBOB_F1,83,164,1,0.00017360896488182825,0.9999997748198415,0.999,270.8467102050781,0.0421993862837553,271,2000
BBOB_F1,84,166,0,0.00017446018496278598,0.9999997683829491,0.9985,254.4991912841797,0.039908649399876595,273,2000
BBOB_F1,84,166,1,0.00017436951807391828,0.9999997730683644,0.999,270.8552551269531,0.03992896527051926,273,2000
BBOB_F1,85,168,0,0.00019090699576963506,0.9999997193216955,0.9965,254.49960327148438,0.03777875937521458,275,2000
BBOB_F1,85,168,1,0.0001901708513690327,0.9999997243165966,0.9975,270.8588562011719,0.0377835389226675,275,2000
BBOB_F1,86,170,0,0.00021570363979847695,0.999999650139128,0.9865,254.51107788085938,0.03584609180688858,277,2000
BBOB_F1,86,170,1,0.00021501859513887585,0.9999996575034152,0.9865,270.8480224609375,0.03584594652056694,277,2000
BBOB_F1,87,172,0,0.00022146202749299599,0.9999996292387691,0.9685,254.50311279296875,0.03376755863428116,279,2000
BBOB_F1,87,172,1,0.00021962388432457094,0.9999996336358096,0.9715,270.8381042480469,0.03377057611942291,279,2000
BBOB_F1,88,174,0,0.00023281720358517784,0.9999995854015032,0.9505,254.51580810546875,0.03145579807460308,281,2000
BBOB_F1,88,174,1,0.0002315304659013668,0.9999995886959886,0.9495,270.84161376953125,0.03146606683731079,281,2000
BBOB_F1,89,176,0,0.00023752898931013333,0.999999571596617,0.9295,254.508056640625,0.029631854966282845,283,2000
BBOB_F1,89,176,1,0.0002363575676413385,0.9999995735825352,0.9305,270.83563232421875,0.029631790705025196,283,2000
BBOB_F1,90,178,0,0.0002474882450834778,0.9999995359363876,0.8945,254.47589111328125,0.027720087207853794,285,2000
BBOB_F1,90,178,1,0.0002469686279592437,0.9999995349199292,0.8895,270.81121826171875,0.02771796565502882,285,2000
BBOB_F1,91,180,0,0.0002463615757647357,0.9999995433447986,0.867,254.48403930664062,0.025738286785781384,287,2000
BBOB_F1,91,180,1,0.0002467342535481006,0.9999995396420915,0.868,270.82098388671875,0.025739594362676144,287,2000
BBOB_F1,92,182,0,0.00025286265266340934,0.9999995280431366,0.8445,254.46556091308594,0.024536446668207645,289,2000
BBOB_F1,92,182,1,0.0002523820881501258,0.9999995285667388,0.845,270.83612060546875,0.024544966407120228,289,2000
BBOB_F1,93,184,0,0.0002367961893415272,0.9999995635371257,0.828,254.43238830566406,0.022409973666071892,291,2000
BBOB_F1,93,184,1,0.00023383506899464436,0.9999995740161154,0.832,270.8515319824219,0.022409637458622456,291,2000
BBOB_F1,94,186,0,0.00023123139063199554,0.9999995920129222,0.787,254.42681884765625,0.02004026249051094,293,2000
BBOB_F1,94,186,1,0.00022854031133760628,0.9999996017025193,0.7935,270.8445129394531,0.02005345281213522,293,2000
BBOB_F1,95,188,0,0.00021517625660894105,0.9999996586481764,0.7935,254.4520263671875,0.018095500767230988,295,2000
BBOB_F1,95,188,1,0.00021268627477131986,0.9999996647874728,0.799,270.8209228515625,0.01809920184314251,295,2000
BBOB_F1,96,190,0,0.00021752425042486195,0.9999996528305657,0.744,254.44638061523438,0.016856886446475983,297,2000
BBOB_F1,96,190,1,0.00021392389131613047,0.9999996614538919,0.7555,270.81341552734375,0.01687692292034626,297,2000
BBOB_F1,97,192,0,0.00022290525200219068,0.9999996354623671,0.7095,254.4544677734375,0.01627852488309145,299,2000
BBOB_F1,97,192,1,0.00021999358193257256,0.9999996419318081,0.7205,270.8133239746094,0.016305302269756794,299,2000
BBOB_F1,98,194,0,0.00017797939867329366,0.99999976687842,0.796,254.46775817871094,0.01565371360629797,301,2000
BBOB_F1,98,194,1,0.00017671657615224654,0.9999997675210958,0.799,270.8439025878906,0.015661762095987797,301,2000
BBOB_F1,99,196,0,0.0001606460165718626,0.9999998067800102,0.806,254.46580505371094,0.014630076941102743,303,2000
BBOB_F1,99,196,1,0.00016021278115866877,0.9999998048380602,0.8075,270.86474609375,0.014636101201176643,303,2000
BBOB_F1,100,198,0,0.0001589463375043318,0.9999998090070158,0.7865,254.47674560546875,0.013760685920715332,305,2000
BBOB_F1,100,198,1,0.00015879863075937855,0.9999998061076869,0.7845,270.87640380859375,0.013793793506920338,305,2000
BBOB_F1,101,200,0,0.0001487864590068951,0.9999998339671544,0.79,254.50595092773438,0.013227077666670084,307,2000
BBOB_F1,101,200,1,0.00015032258606392803,0.999999828636978,0.787,270.9099426269531,0.013225643895566463,307,2000
BBOB_F17,1,1,0,0.013351053771738645,0.9998221307050061,0.861,75786536.0,282090.796875,108,2000
BBOB_F17,1,1,1,0.4071708587826235,0.8778265256971385,0.797,1434.6162109375,48.4114933013916,108,2000
BBOB_F17,2,2,0,0.013359441540461958,0.9998218501381698,0.858,75788200.0,278127.78125,109,2000
BBOB_F17,2,2,1,0.3738600970009487,0.8840021663380134,0.851,1356.2794189453125,52.46882247924805,109,2000
BBOB_F17,3,4,0,0.013417480483310686,0.9998232359403433,0.844,75827600.0,271943.53125,111,2000
BBOB_F17,3,4,1,0.35983157216196276,0.8836477677985369,0.8785,1311.111328125,59.67360877990723,111,2000
BBOB_F17,4,6,0,0.013419098672779912,0.9998215836585927,0.8335,75798272.0,265885.53125,113,2000
BBOB_F17,4,6,1,0.3851764088209651,0.8690165521326733,0.8655,1244.6453857421875,59.169721603393555,113,2000
BBOB_F17,5,8,0,0.013523919861957768,0.9998176122075345,0.8175,75811496.0,258076.6171875,115,2000
BBOB_F17,5,8,1,0.371803370809868,0.8762560113515074,0.8805,1244.993408203125,60.583587646484375,115,2000
BBOB_F17,6,10,0,0.01367536031404742,0.9998138355967909,0.809,75801664.0,253056.7734375,117,2000
BBOB_F17,6,10,1,0.36798569724858055,0.8757703862895666,0.879,1237.3641357421875,61.013648986816406,117,2000
BBOB_F17,7,12,0,0.013605716824268648,0.9998157280199028,0.795,75801128.0,246308.40625,119,2000
BBOB_F17,7,12,1,0.3619858136951385,0.8793114003958076,0.8835,1267.420166015625,61.25476837158203,119,2000
BBOB_F17,8,14,0,0.02201323852360802,0.9995119518896363,0.7275,77895544.0,336897.96875,121,2000
BBOB_F17,8,14,1,0.37976938908284247,0.8689786349216129,0.869,1230.7706298828125,60.56349754333496,121,2000
BBOB_F17,9,16,0,0.015201198365960707,0.9997669610142477,0.821,75942992.0,287478.6875,123,2000
BBOB_F17,9,16,1,0.37444315212870133,0.8707941863049677,0.88,1193.7310791015625,61.92854309082031,123,2000
BBOB_F17,10,18,0,0.020737654722071102,0.9995643175888057,0.8015,76645256.0,405408.90625,125,2000
BBOB_F17,10,18,1,0.38127583294456324,0.8666099520142907,0.8735,1209.1055908203125,60.974910736083984,125,2000
BBOB_F17,11,20,0,0.02373918130745933,0.9994446346590996,0.8625,77216560.0,524142.75,127,2000
BBOB_F17,11,20,1,0.36920678945372887,0.8786476125505409,0.883,1243.8890380859375,60.25454902648926,127,2000
BBOB_F17,12,22,0,0.014927987330616703,0.9997704014109564,0.8115,76420696.0,290456.015625,129,2000
BBOB_F17,12,22,1,0.369606423405139,0.8774710681056845,0.885,1238.8824462890625,60.74593734741211,129,2000
BBOB_F17,13,24,0,0.02040328733842068,0.9996040621213242,0.846,76772872.0,454480.5,131,2000
BBOB_F17,13,24,1,0.36965975948142177,0.8756805159636565,0.891,1206.659423828125,61.79034423828125,131,2000
BBOB_F17,14,26,0,0.01303184845228089,0.9998416995035997,0.9185,75764912.0,322198.4375,133,2000
BBOB_F17,14,26,1,0.4011801294921793,0.8508265531549619,0.8575,1135.821044921875,60.101409912109375,133,2000
BBOB_F17,15,28,0,0.01607667643711586,0.9997399360067243,0.952,76191640.0,448507.203125,135,2000
BBOB_F17,15,28,1,0.3967000253865638,0.8594508629177312,0.861,1172.5491943359375,59.738447189331055,135,2000
BBOB_F17,16,30,0,0.014146883292064514,0.999809292783208,0.855,76045864.0,306576.375,137,2000
BBOB_F17,16,30,1,0.39681099019747734,0.8606804360520878,0.8705,1165.9482421875,60.69072723388672,137,2000
BBOB_F17,17,32,0,0.013094222552446412,0.9998292725583767,0.8595,75970872.0,291845.984375,139,2000
BBOB_F17,17,32,1,0.37456512046565815,0.8675277074716908,0.8785,1208.1038818359375,60.3764705657959,139,2000
BBOB_F17,18,34,0,0.013769381087990194,0.9998217654856115,0.9045,76301528.0,320223.796875,141,2000
BBOB_F17,18,34,1,0.4016800054010571,0.8598030618255653,0.8605,1179.59375,58.412113189697266,141,2000
