config,celula,arquivo,n_header,n_decision,n_sonda,n_footer,n_guard,n_chaves_header,n_chaves_sigma,chaves_header,chaves_sigma,chaves_decision,hits_padrao
b5r,swap_medium-lhs_ZDT4,exp_sweep-medium-lhs_b5r_ZDT4_42.jsonl,1,5465,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-mvns_DTLZ2,exp_sweep-medium-mvns_b5r_DTLZ2_42.jsonl,1,454,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-mvns_MMF16_20,exp_sweep-medium-mvns_b5r_MMF16_20_42.jsonl,1,647,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-mvns_WFG9,exp_sweep-medium-mvns_b5r_WFG9_42.jsonl,1,954,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-mvns_ZDT1,exp_sweep-medium-mvns_b5r_ZDT1_42.jsonl,1,864,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-mvns_ZDT4,exp_sweep-medium-mvns_b5r_ZDT4_42.jsonl,1,3660,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-lhs_DTLZ2,exp_sweep-small-lhs_b5r_DTLZ2_42.jsonl,1,504,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-lhs_MMF16_20,exp_sweep-small-lhs_b5r_MMF16_20_42.jsonl,1,595,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-lhs_WFG9,exp_sweep-small-lhs_b5r_WFG9_42.jsonl,1,906,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-lhs_ZDT1,exp_sweep-small-lhs_b5r_ZDT1_42.jsonl,1,878,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-lhs_ZDT4,exp_sweep-small-lhs_b5r_ZDT4_42.jsonl,1,3845,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-mvns_DTLZ2,exp_sweep-small-mvns_b5r_DTLZ2_42.jsonl,1,557,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-mvns_MMF16_20,exp_sweep-small-mvns_b5r_MMF16_20_42.jsonl,1,507,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-mvns_WFG9,exp_sweep-small-mvns_b5r_WFG9_42.jsonl,1,944,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-mvns_ZDT1,exp_sweep-small-mvns_b5r_ZDT1_42.jsonl,1,854,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_small-mvns_ZDT4,exp_sweep-small-mvns_b5r_ZDT4_42.jsonl,1,5548,1,1,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F1,exp_off_moead_media_BBOB_F1_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F17,exp_off_moead_media_BBOB_F17_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F22,exp_off_moead_media_BBOB_F22_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F37,exp_off_moead_media_BBOB_F37_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F49,exp_off_moead_media_BBOB_F49_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F5,exp_off_moead_media_BBOB_F5_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,BBOB_F55,exp_off_moead_media_BBOB_F55_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,DTLZ1,exp_off_moead_media_DTLZ1_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,DTLZ2,exp_off_moead_media_DTLZ2_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,DTLZ3,exp_off_moead_media_DTLZ3_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,DTLZ4,exp_off_moead_media_DTLZ4_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,DTLZ7,exp_off_moead_media_DTLZ7_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,MMF1,exp_off_moead_media_MMF1_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,MMF11_L,exp_off_moead_media_MMF11_L_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,MMF16_20,exp_off_moead_media_MMF16_20_42.jsonl,1,381,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,MMF4,exp_off_moead_media_MMF4_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
moead_media,WFG1,exp_off_moead_media_WFG1_42.jsonl,1,801,1,2,0,22,20,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;N_lattice;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;modelo;modelo_hp;motor;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pyarrow;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict.N_lattice;header:sigma_dict[N_lattice]~texto;header:sigma_dict[motor]~texto;header:sigma_dict[overshoot]~texto;header:sigma_dict[patches_vendorizados]~texto;header:sigma_dict[rampa_theta]~texto
