exp,alg,problema,bloco,modelo_flag,fe_treino_max,obj,wape,corr,cobertura95,n_validas,n_nan,k_bloco,geracao,fe,fe_treino_max_j,it,noise,ls_med,outputscale,mll
main,c154,ZDT4,180,GP,287,1,0.120374,0.615993,0.8365,2000,0,91,180,289,287,180,0.1836187297748812,0.6576570173551667,0.3851535049458378,0.4823171283965293
main,c154,ZDT4,182,GP,289,0,0.003053,0.999943,0.99,2000,0,92,182,291,289,182,0.0001,4.754552429375807,0.0559186594954433,0.4829782676418666
main,c154,ZDT4,182,GP,289,1,0.120365,0.616071,0.833,2000,0,92,182,291,289,182,0.1830928180560777,0.6576388340140236,0.3804199035134299,0.4829782676418666
main,c154,ZDT4,184,GP,291,0,0.003495,0.999931,0.988,2000,0,93,184,293,291,184,0.0001,4.692910436680795,0.0669731720323032,0.492572154069724
main,c154,ZDT4,184,GP,291,1,0.120318,0.616605,0.83,2000,0,93,184,293,291,184,0.1823717848305021,0.6610269016838481,0.3755911674581926,0.492572154069724
main,c154,ZDT4,186,GP,293,0,0.003538,0.999929,0.9865,2000,0,94,186,295,293,186,0.0001,4.678726125659296,0.0662883984389764,0.4976113073790636
main,c154,ZDT4,186,GP,293,1,0.120136,0.618568,0.8285,2000,0,94,186,295,293,186,0.1808416912726666,0.6671850454333741,0.373564880717728,0.4976113073790636
main,c154,ZDT4,188,GP,295,0,0.003457,0.999932,0.9865,2000,0,95,188,297,295,188,0.0001,4.755113591756127,0.0658811546420504,0.5016443224455482
main,c154,ZDT4,188,GP,295,1,0.120184,0.618203,0.828,2000,0,95,188,297,295,188,0.1797177494161638,0.6657706543153676,0.3705965602147363,0.5016443224455482
main,c154,ZDT4,190,GP,297,0,0.003186,0.999941,0.989,2000,0,96,190,299,297,190,0.0001,4.909785120129827,0.0686968218114233,0.5072308483019375
main,c154,ZDT4,190,GP,297,1,0.120081,0.619034,0.8235,2000,0,96,190,299,297,190,0.1781993612428158,0.6703014187015871,0.3653853637332273,0.5072308483019375
main,c154,ZDT4,192,GP,299,0,0.003425,0.999933,0.987,2000,0,97,192,301,299,192,0.0001,4.783398157467452,0.0667878638185551,0.513774777828461
main,c154,ZDT4,192,GP,299,1,0.119953,0.619966,0.8185,2000,0,97,192,301,299,192,0.1766021925700882,0.67575484250496,0.3602489847399485,0.513774777828461
main,c154,ZDT4,194,GP,301,0,0.003166,0.999942,0.9885,2000,0,98,194,303,301,194,0.0001,4.9660424022574405,0.0679093648567445,0.5189068194420382
main,c154,ZDT4,194,GP,301,1,0.119782,0.620881,0.8155,2000,0,98,194,303,301,194,0.1751671078948356,0.6794657700846587,0.3558677531008,0.5189068194420382
main,c154,ZDT4,196,GP,303,0,0.003369,0.999936,0.988,2000,0,99,196,305,303,196,0.0001,4.864228699939315,0.0670061743513968,0.525180599784902
main,c154,ZDT4,196,GP,303,1,0.119665,0.621911,0.812,2000,0,99,196,305,303,196,0.1740347075372402,0.6851378881436461,0.3504657263255928,0.525180599784902
main,c154,ZDT4,198,GP,305,0,0.003354,0.999936,0.987,2000,0,100,198,307,305,198,0.0001,4.860684275660604,0.0669365961798543,0.5306356313939106
main,c154,ZDT4,198,GP,305,1,0.119618,0.62225,0.8065,2000,0,100,198,307,305,198,0.1730292139894408,0.6879973784165094,0.3459785011247949,0.5306356313939106
main,c154,ZDT4,200,GP,307,0,0.003229,0.999938,0.9905,2000,0,101,200,309,307,200,0.0001,4.609848635775848,0.0642395661137481,0.5323524247521565
main,c154,ZDT4,200,GP,307,1,0.119491,0.623807,0.804,2000,0,101,200,309,307,200,0.1720610778850795,0.6914304880262546,0.3425105445220266,0.5323524247521565
main,c154,ZDT4,201,GP,308,0,0.003161,0.999943,0.988,2000,0,102,201,309,308,201,0.0001,5.063589051361927,0.0668998505954939,0.5380550650563285
main,c154,ZDT4,201,GP,308,1,0.119485,0.623872,0.803,2000,0,102,201,309,308,201,0.1715154018129107,0.6910669606639686,0.3399113611312039,0.5380550650563285
main,c154,DTLZ1,1,GP,75,0,0.34441,0.837594,0.92,2000,0,1,1,77,75,1,0.0069967662490899,0.6705229847959676,0.6543933799583603,-0.9717287908851008
main,c154,DTLZ1,1,GP,75,1,0.336524,0.861928,0.914,2000,0,1,1,77,75,1,0.0059870834882482,0.7650166413207385,0.7740004416446649,-0.9717287908851008
main,c154,DTLZ1,1,GP,75,2,0.28645,0.81851,0.941,2000,0,1,1,77,75,1,0.0069949470766323,0.5431935061454551,0.6299812730683388,-0.9717287908851008
main,c154,DTLZ1,2,GP,76,0,0.344344,0.837617,0.9185,2000,0,2,2,78,76,2,0.0070111153262766,0.6748106228108773,0.6507215723759937,-0.9644173263698944
main,c154,DTLZ1,2,GP,76,1,0.335595,0.862319,0.9115,2000,0,2,2,78,76,2,0.005990274530986,0.763576234600463,0.7660132485186887,-0.9644173263698944
main,c154,DTLZ1,2,GP,76,2,0.284149,0.821809,0.938,2000,0,2,2,78,76,2,0.0069424642100144,0.6148615545917108,0.610286277014684,-0.9644173263698944
main,c154,DTLZ1,4,GP,78,0,0.335601,0.842133,0.9195,2000,0,3,4,80,78,4,0.0074663464494678,0.6829018564566911,0.6355235863266162,-0.9717404566998312
main,c154,DTLZ1,4,GP,78,1,0.331281,0.862793,0.9135,2000,0,3,4,80,78,4,0.0064261721178537,0.7344440952170643,0.7527951568742278,-0.9717404566998312
main,c154,DTLZ1,4,GP,78,2,0.282377,0.824618,0.9405,2000,0,3,4,80,78,4,0.0072370104698629,0.6005226286063617,0.6143879570490364,-0.9717404566998312
main,c154,DTLZ1,6,GP,80,0,0.350555,0.835786,0.921,2000,0,4,6,82,80,6,0.006450381995389,0.8550458335081169,0.6773272332062519,-0.9834231407426188
main,c154,DTLZ1,6,GP,80,1,0.333375,0.86621,0.9245,2000,0,4,6,82,80,6,0.0090645903005069,0.6351667482108173,0.7793475067212841,-0.9834231407426188
main,c154,DTLZ1,6,GP,80,2,0.284335,0.825588,0.9445,2000,0,4,6,82,80,6,0.0091597704368295,0.5526401344878702,0.6319068083212578,-0.9834231407426188
main,c154,DTLZ1,8,GP,82,0,0.343263,0.847663,0.9255,2000,0,5,8,84,82,8,0.0092378994807574,0.6961954702198203,0.6496013082248884,-0.9912160095323092
main,c154,DTLZ1,8,GP,82,1,0.333713,0.866556,0.923,2000,0,5,8,84,82,8,0.0094312838681135,0.6390630428335363,0.7707602082798487,-0.9912160095323092
main,c154,DTLZ1,8,GP,82,2,0.28572,0.822156,0.946,2000,0,5,8,84,82,8,0.0089426486660023,0.5278595977988477,0.6324143566467141,-0.9912160095323092
main,c154,DTLZ1,10,GP,84,0,0.34837,0.83834,0.9225,2000,0,6,10,86,84,10,0.0091417265737228,0.7058716942820331,0.653166942971505,-0.9870559171545108
main,c154,DTLZ1,10,GP,84,1,0.332101,0.867197,0.919,2000,0,6,10,86,84,10,0.0099191008485695,0.6458096749097034,0.7556178703877034,-0.9870559171545108
main,c154,DTLZ1,10,GP,84,2,0.285795,0.821889,0.942,2000,0,6,10,86,84,10,0.0090822955512703,0.5240005573579947,0.6241056392905243,-0.9870559171545108
main,c154,DTLZ1,12,GP,86,0,0.323759,0.861892,0.9045,2000,0,7,12,88,86,12,0.0866581444640498,0.633030056575907,0.540464200905101,-0.983872370026766
main,c154,DTLZ1,12,GP,86,1,0.329228,0.868705,0.9165,2000,0,7,12,88,86,12,0.0104192512750798,0.6539731474605913,0.744554326225059,-0.983872370026766
main,c154,DTLZ1,12,GP,86,2,0.286981,0.821203,0.9395,2000,0,7,12,88,86,12,0.0095393275484067,0.52687995040777,0.6051294416266279,-0.983872370026766
main,c154,DTLZ1,14,GP,88,0,0.327776,0.858193,0.9045,2000,0,8,14,90,88,14,0.0753678189299035,0.6070339429289286,0.5638814325984345,-0.9730025131858024
main,c154,DTLZ1,14,GP,88,1,0.322968,0.871598,0.914,2000,0,8,14,90,88,14,0.011838511990354,0.6966049415884596,0.7294617654661186,-0.9730025131858024
main,c154,DTLZ1,14,GP,88,2,0.285776,0.822689,0.9365,2000,0,8,14,90,88,14,0.0099330896053396,0.5356638407610168,0.5943335326803145,-0.9730025131858024
main,c154,DTLZ1,16,GP,90,0,0.319238,0.86216,0.896,2000,0,9,16,92,90,16,0.0872728415853381,0.6478799829241045,0.5386072799957147,-0.9659627708095876
main,c154,DTLZ1,16,GP,90,1,0.307402,0.876031,0.897,2000,0,9,16,92,90,16,0.027356279995433,0.7730222114894973,0.6443863893671149,-0.9659627708095876
main,c154,DTLZ1,16,GP,90,2,0.28623,0.817364,0.9375,2000,0,9,16,92,90,16,0.0096672908702563,0.546536701660419,0.6044268562344471,-0.9659627708095876
main,c154,DTLZ1,18,GP,92,0,0.313446,0.865204,0.892,2000,0,10,18,94,92,18,0.0959979911915385,0.7034727474990976,0.5205452302081124,-0.9636525886572054
main,c154,DTLZ1,18,GP,92,1,0.299959,0.879212,0.9015,2000,0,10,18,94,92,18,0.027774660313031,0.833374509353618,0.598661960674166,-0.9636525886572054
main,c154,DTLZ1,18,GP,92,2,0.286734,0.816448,0.9305,2000,0,10,18,94,92,18,0.008774992522643,0.5404134361013528,0.6126728005941937,-0.9636525886572054
main,c154,DTLZ1,20,GP,94,0,0.31168,0.865661,0.887,2000,0,11,20,96,94,20,0.0953242245616294,0.7033650556238829,0.5143852817125051,-0.9674744115012928
main,c154,DTLZ1,20,GP,94,1,0.304954,0.875858,0.8925,2000,0,11,20,96,94,20,0.0298102660644453,0.7963636022918023,0.6350771686837454,-0.9674744115012928
main,c154,DTLZ1,20,GP,94,2,0.292884,0.814122,0.945,2000,0,11,20,96,94,20,0.0086160122147677,0.4762791159014375,0.6442167587398633,-0.9674744115012928
main,c154,DTLZ1,22,GP,96,0,0.345485,0.839151,0.9265,2000,0,12,22,98,96,22,0.0061255891083564,0.8357944289627874,0.6028086797753002,-0.9612420050332088
main,c154,DTLZ1,22,GP,96,1,0.298255,0.880408,0.8985,2000,0,12,22,98,96,22,0.028828537260807,0.8194476546216164,0.5955884057834158,-0.9612420050332088
main,c154,DTLZ1,22,GP,96,2,0.292365,0.814309,0.9425,2000,0,12,22,98,96,22,0.0088070563988313,0.4901187487266011,0.6349775060720291,-0.9612420050332088
main,c154,DTLZ1,24,GP,98,0,0.343351,0.84027,0.9245,2000,0,13,24,100,98,24,0.0061134691200183,0.8534420982934068,0.5979075876382062,-0.9527432364480406
main,c154,DTLZ1,24,GP,98,1,0.307487,0.871475,0.8905,2000,0,13,24,100,98,24,0.0286103831772746,0.8404761451653766,0.5936688013956002,-0.9527432364480406
main,c154,DTLZ1,24,GP,98,2,0.292832,0.81428,0.94,2000,0,13,24,100,98,24,0.0089203040577403,0.4892596676605346,0.6205268914891743,-0.9527432364480406
main,c154,DTLZ1,26,GP,100,0,0.341839,0.841531,0.9235,2000,0,14,26,102,100,26,0.0061962574361941,0.8378374510380127,0.605530797754326,-0.951396097337469
main,c154,DTLZ1,26,GP,100,1,0.301728,0.875366,0.8935,2000,0,14,26,102,100,26,0.0285070479711863,0.8481057186647795,0.6479493678217689,-0.951396097337469
main,c154,DTLZ1,26,GP,100,2,0.292436,0.815162,0.9355,2000,0,14,26,102,100,26,0.0091907908358983,0.5259380675156007,0.6182676602773929,-0.951396097337469
main,c154,DTLZ1,28,GP,102,0,0.340441,0.841538,0.9215,2000,0,15,28,104,102,28,0.0061212659221064,0.8575197730241945,0.5971156386529323,-0.9420467063820092
main,c154,DTLZ1,28,GP,102,1,0.298172,0.877244,0.8915,2000,0,15,28,104,102,28,0.0317870649715747,0.8969337130232349,0.6277840009911151,-0.9420467063820092
main,c154,DTLZ1,28,GP,102,2,0.292369,0.817213,0.931,2000,0,15,28,104,102,28,0.0095264962378781,0.5276610576164869,0.606020200521088,-0.9420467063820092
main,c154,DTLZ1,30,GP,104,0,0.341621,0.840694,0.9205,2000,0,16,30,106,104,30,0.0061442973115389,0.8636468047077106,0.6023623747123072,-0.944964494546656
main,c154,DTLZ1,30,GP,104,1,0.296713,0.87804,0.888,2000,0,16,30,106,104,30,0.0326915391816587,0.9075746200692014,0.6168782740045733,-0.944964494546656
main,c154,DTLZ1,30,GP,104,2,0.274384,0.835511,0.8915,2000,0,16,30,106,104,30,0.1022122371719411,0.6301937483660545,0.4633693622874169,-0.944964494546656
main,c154,DTLZ1,32,GP,106,0,0.336756,0.846669,0.9215,2000,0,17,32,108,106,32,0.0063079957235267,0.841937905877236,0.5966483875901314,-0.937553512692294
main,c154,DTLZ1,32,GP,106,1,0.296418,0.878085,0.886,2000,0,17,32,108,106,32,0.033403696121686,0.92277518345027,0.6149099593872106,-0.937553512692294
main,c154,DTLZ1,32,GP,106,2,0.270242,0.840088,0.871,2000,0,17,32,108,106,32,0.1236668386814405,0.6842630280893574,0.4208198954127162,-0.937553512692294
main,c154,DTLZ1,34,GP,108,0,0.334286,0.846943,0.917,2000,0,18,34,110,108,34,0.0062547183105334,0.8532747654642452,0.5952883418969671,-0.9406345913787112
main,c154,DTLZ1,34,GP,108,1,0.314296,0.851192,0.8835,2000,0,18,34,110,108,34,0.0332849946519921,0.8455848675545232,0.6312310717683874,-0.9406345913787112
main,c154,DTLZ1,34,GP,108,2,0.273199,0.837349,0.873,2000,0,18,34,110,108,34,0.1132301657115208,0.7211958461738242,0.4399046626532155,-0.9406345913787112
main,c154,DTLZ1,36,GP,110,0,0.329885,0.857138,0.9295,2000,0,19,36,112,110,36,0.0086726308392085,0.6969818907434087,0.6371534849831304,-0.9718285740162144
main,c154,DTLZ1,36,GP,110,1,0.28395,0.893155,0.8845,2000,0,19,36,112,110,36,0.1471079266138632,1.0447625160426104,0.4663005283605678,-0.9718285740162144
main,c154,DTLZ1,36,GP,110,2,0.274334,0.83612,0.8765,2000,0,19,36,112,110,36,0.102823017514573,0.7174345032707117,0.4493685763814563,-0.9718285740162144
main,c154,DTLZ1,38,GP,112,0,0.300833,0.88211,0.8925,2000,0,20,38,114,112,38,0.1376212501392716,0.9129500487118888,0.4410470999143438,-0.9904659894806076
main,c154,DTLZ1,38,GP,112,1,0.283359,0.893703,0.881,2000,0,20,38,114,112,38,0.1495013560887073,1.054787597218672,0.4665884758509663,-0.9904659894806076
main,c154,DTLZ1,38,GP,112,2,0.272586,0.836897,0.8765,2000,0,20,38,114,112,38,0.1228138240306185,0.6660948768029109,0.4054181030896597,-0.9904659894806076
main,c154,DTLZ1,40,GP,114,0,0.302478,0.883412,0.893,2000,0,21,40,116,114,40,0.1231512982222969,0.9964105208388704,0.4677551131154164,-0.9805951036206312
main,c154,DTLZ1,40,GP,114,1,0.28148,0.89372,0.8785,2000,0,21,40,116,114,40,0.1477149671847095,1.058172521474528,0.4660707576305756,-0.9805951036206312
main,c154,DTLZ1,40,GP,114,2,0.268106,0.841553,0.869,2000,0,21,40,116,114,40,0.1332439343713879,0.7192898809109299,0.3859597696918332,-0.9805951036206312
main,c154,DTLZ1,42,GP,116,0,0.297519,0.886848,0.891,2000,0,22,42,118,116,42,0.1277514297982139,1.0007553586836562,0.4577116928439905,-0.9718124405865352
main,c154,DTLZ1,42,GP,116,1,0.279875,0.894672,0.878,2000,0,22,42,118,116,42,0.1465701418993152,1.0733949591203074,0.4612857544558866,-0.9718124405865352
main,c154,DTLZ1,42,GP,116,2,0.296707,0.813495,0.9295,2000,0,22,42,118,116,42,0.0097111712923674,0.6069630262440511,0.6103072589662657,-0.9718124405865352
main,c154,DTLZ1,44,GP,118,0,0.297915,0.887366,0.8905,2000,0,23,44,120,118,44,0.1170251527717064,1.0035540933792868,0.4497974061319387,-0.9627222481592724
main,c154,DTLZ1,44,GP,118,1,0.27901,0.894377,0.8735,2000,0,23,44,120,118,44,0.1461130149374855,1.0746677433942502,0.4598007971177618,-0.9627222481592724
main,c154,DTLZ1,44,GP,118,2,0.265748,0.845832,0.8605,2000,0,23,44,120,118,44,0.1423394146838035,0.7914813648283295,0.3684997248914937,-0.9627222481592724
main,c154,DTLZ1,46,GP,120,0,0.297626,0.887616,0.8865,2000,0,24,46,122,120,46,0.1166458482778064,1.0066478671885637,0.4475465294168766,-0.954979518027284
main,c154,DTLZ1,46,GP,120,1,0.273998,0.897187,0.875,2000,0,24,46,122,120,46,0.1436833365297958,1.0952531117900213,0.4446535039000903,-0.954979518027284
main,c154,DTLZ1,46,GP,120,2,0.265517,0.845337,0.8595,2000,0,24,46,122,120,46,0.1433877413538953,0.7740338810868367,0.3657176201633474,-0.954979518027284
main,c154,DTLZ1,48,GP,122,0,0.296426,0.887904,0.882,2000,0,25,48,124,122,48,0.1153060110474762,1.0151063545963628,0.4421297539239692,-0.952031361284143
main,c154,DTLZ1,48,GP,122,1,0.273546,0.89707,0.872,2000,0,25,48,124,122,48,0.1419533089812014,1.1207088198120014,0.4416051397875299,-0.952031361284143
main,c154,DTLZ1,48,GP,122,2,0.265409,0.844085,0.858,2000,0,25,48,124,122,48,0.1448643522183043,0.7791153013078475,0.3659914291454952,-0.952031361284143
main,c154,DTLZ1,50,GP,124,0,0.29588,0.887715,0.877,2000,0,26,50,126,124,50,0.1159000518622472,1.0283883035960693,0.4415112777704848,-0.949128933849152
main,c154,DTLZ1,50,GP,124,1,0.274437,0.896567,0.869,2000,0,26,50,126,124,50,0.1405108411214605,1.129906882693835,0.4405688582810256,-0.949128933849152
main,c154,DTLZ1,50,GP,124,2,0.267182,0.843553,0.863,2000,0,26,50,126,124,50,0.1367298612949847,0.7400255634423586,0.390463496401456,-0.949128933849152
main,c154,DTLZ1,52,GP,126,0,0.294955,0.888022,0.873,2000,0,27,52,128,126,52,0.1146483739784367,1.0403556920878652,0.4384515322996746,-0.9462205020076444
main,c154,DTLZ1,52,GP,126,1,0.274874,0.896037,0.867,2000,0,27,52,128,126,52,0.1383603791495883,1.1355359325833696,0.4415850446874189,-0.9462205020076444
main,c154,DTLZ1,52,GP,126,2,0.268048,0.842354,0.8705,2000,0,27,52,128,126,52,0.1297273513204768,0.704059770117402,0.4115219324055036,-0.9462205020076444
main,c154,DTLZ1,54,GP,128,0,0.291872,0.889071,0.8695,2000,0,28,54,130,128,54,0.1144767491335027,1.0636050901651732,0.4338378917177314,-0.9448264360477556
main,c154,DTLZ1,54,GP,128,1,0.274732,0.89594,0.865,2000,0,28,54,130,128,54,0.1372610471843367,1.1469172498094606,0.4373074156196773,-0.9448264360477556
main,c154,DTLZ1,54,GP,128,2,0.268111,0.840969,0.8675,2000,0,28,54,130,128,54,0.1294184827499051,0.7231731937408274,0.4154376622508625,-0.9448264360477556
main,c154,DTLZ1,56,GP,130,0,0.291486,0.889302,0.869,2000,0,29,56,132,130,56,0.1140262205076519,1.0740271234120145,0.4312030502774637,-0.9420741316377272
main,c154,DTLZ1,56,GP,130,1,0.275316,0.895561,0.863,2000,0,29,56,132,130,56,0.1350626648734296,1.1496591276404189,0.4362256833772847,-0.9420741316377272
main,c154,DTLZ1,56,GP,130,2,0.270225,0.837733,0.864,2000,0,29,56,132,130,56,0.1260152642769224,0.7689878440725568,0.4238999036672961,-0.9420741316377272
main,c154,DTLZ1,58,GP,132,0,0.288055,0.890305,0.868,2000,0,30,58,134,132,58,0.1146567345413494,1.0766741436238356,0.4269233309627125,-0.93813638934638
main,c154,DTLZ1,58,GP,132,1,0.270986,0.897096,0.8605,2000,0,30,58,134,132,58,0.1353940638079032,1.173824410316212,0.4332358357827923,-0.93813638934638
main,c154,DTLZ1,58,GP,132,2,0.27533,0.831058,0.8845,2000,0,30,58,134,132,58,0.0975786966342754,0.7993212472774051,0.4677350238810558,-0.93813638934638
main,c154,DTLZ1,60,GP,134,0,0.285464,0.891084,0.866,2000,0,31,60,136,134,60,0.11423589049228,1.0921025673787086,0.4245146653512898,-0.934673880033026
main,c154,DTLZ1,60,GP,134,1,0.268586,0.897966,0.859,2000,0,31,60,136,134,60,0.1351344349523456,1.179057098792618,0.4311875477438122,-0.934673880033026
main,c154,DTLZ1,60,GP,134,2,0.290706,0.809268,0.9245,2000,0,31,60,136,134,60,0.0090192725759011,0.6344118393184491,0.6224628957323332,-0.934673880033026
main,c154,DTLZ1,62,GP,136,0,0.285373,0.891098,0.865,2000,0,32,62,138,136,62,0.1121689948663034,1.1006171839341798,0.4224172169016111,-0.9366656424374284
main,c154,DTLZ1,62,GP,136,1,0.268976,0.897648,0.856,2000,0,32,62,138,136,62,0.132966686822171,1.1823411178287704,0.4311467717031902,-0.9366656424374284
main,c154,DTLZ1,62,GP,136,2,0.267079,0.839606,0.8525,2000,0,32,62,138,136,62,0.1592517992268465,0.8644406118552487,0.3921734803728691,-0.9366656424374284
main,c154,DTLZ1,64,GP,138,0,0.284342,0.891492,0.864,2000,0,33,64,140,138,64,0.1113266289246897,1.1158239812443365,0.4194411578554786,-0.9380169204029633
main,c154,DTLZ1,64,GP,138,1,0.267848,0.898087,0.8555,2000,0,33,64,140,138,64,0.1321120620591002,1.1876213349158848,0.4288646919820639,-0.9380169204029633
main,c154,DTLZ1,64,GP,138,2,0.266291,0.838912,0.8565,2000,0,33,64,140,138,64,0.1669482602821127,0.8041371555549774,0.3982742408494857,-0.9380169204029633
main,c154,DTLZ1,66,GP,140,0,0.283254,0.891767,0.8625,2000,0,34,66,142,140,66,0.1109736583129434,1.1194785177441549,0.4154660483838832,-0.937372439775957
main,c154,DTLZ1,66,GP,140,1,0.26695,0.89836,0.8545,2000,0,34,66,142,140,66,0.1314826813937534,1.2122934606114173,0.4262963760914272,-0.937372439775957
main,c154,DTLZ1,66,GP,140,2,0.265511,0.84005,0.862,2000,0,34,66,142,140,66,0.1706658989130854,0.7360428289441862,0.4045223334955907,-0.937372439775957
main,c154,DTLZ1,68,GP,142,0,0.282343,0.892027,0.8605,2000,0,35,68,144,142,68,0.110340008642186,1.137598665048139,0.4116807417965435,-0.9385479145079716
main,c154,DTLZ1,68,GP,142,1,0.265551,0.898786,0.8515,2000,0,35,68,144,142,68,0.1309531079834039,1.2358878290545408,0.4234891367961002,-0.9385479145079716
main,c154,DTLZ1,68,GP,142,2,0.265934,0.838111,0.8625,2000,0,35,68,144,142,68,0.1726284495978059,0.7199023155347156,0.4112556684846433,-0.9385479145079716
main,c154,DTLZ1,70,GP,144,0,0.281243,0.892353,0.8575,2000,0,36,70,146,144,70,0.1101616608535153,1.1444507276885088,0.4093314203250645,-0.9377065076197456
main,c154,DTLZ1,70,GP,144,1,0.263616,0.899644,0.851,2000,0,36,70,146,144,70,0.1312963600710513,1.263890304084919,0.4197993463070794,-0.9377065076197456
main,c154,DTLZ1,70,GP,144,2,0.267925,0.83514,0.871,2000,0,36,70,146,144,70,0.1606350747256952,0.7500234434968039,0.4426024674573873,-0.9377065076197456
main,c154,DTLZ1,72,GP,146,0,0.280862,0.892449,0.856,2000,0,37,72,148,146,72,0.1090869611806747,1.1564216128858174,0.4077316918863238,-0.93521287522438
main,c154,DTLZ1,72,GP,146,1,0.263496,0.899673,0.8485,2000,0,37,72,148,146,72,0.1303094703047717,1.2868871937178952,0.4185434045649214,-0.93521287522438
main,c154,DTLZ1,72,GP,146,2,0.26871,0.83327,0.8745,2000,0,37,72,148,146,72,0.1545193999523451,0.7370147359786291,0.4585461312664205,-0.93521287522438
main,c154,DTLZ1,74,GP,148,0,0.283339,0.890352,0.858,2000,0,38,74,150,148,74,0.1077169285601723,1.1163402241186555,0.4149509835186095,-0.9365559995001854
main,c154,DTLZ1,74,GP,148,1,0.26274,0.899792,0.8445,2000,0,38,74,150,148,74,0.129790158313196,1.2950511256302362,0.4167014353263695,-0.9365559995001854
main,c154,DTLZ1,74,GP,148,2,0.268718,0.832801,0.8705,2000,0,38,74,150,148,74,0.1558793995633477,0.7279767453737784,0.4561658090299544,-0.9365559995001854
main,c154,DTLZ1,76,GP,150,0,0.2841,0.889791,0.858,2000,0,39,76,152,150,76,0.1052558386388822,1.0945444986086657,0.417816005795649,-0.936120736024464
main,c154,DTLZ1,76,GP,150,1,0.262278,0.900054,0.842,2000,0,39,76,152,150,76,0.1295864489572716,1.3154156648644015,0.4145726411928073,-0.936120736024464
main,c154,DTLZ1,76,GP,150,2,0.26839,0.832699,0.8675,2000,0,39,76,152,150,76,0.1596008595840216,0.7244815321716603,0.4614847153945896,-0.936120736024464
main,c154,DTLZ1,78,GP,152,0,0.281896,0.891284,0.854,2000,0,40,78,154,152,78,0.111764738864422,1.130436804386293,0.4150389521743578,-0.9351271537036312
main,c154,DTLZ1,78,GP,152,1,0.26256,0.89996,0.841,2000,0,40,78,154,152,78,0.1285485573640144,1.3281474482861746,0.4136728354513271,-0.9351271537036312
main,c154,DTLZ1,78,GP,152,2,0.267874,0.833299,0.8645,2000,0,40,78,154,152,78,0.1646152441103544,0.7180856922989824,0.4618982506499705,-0.9351271537036312
main,c154,DTLZ1,80,GP,154,0,0.282086,0.891076,0.8495,2000,0,41,80,156,154,80,0.1123959893014911,1.141677622998175,0.41570230296074,-0.931418934205165
main,c154,DTLZ1,80,GP,154,1,0.262828,0.899816,0.838,2000,0,41,80,156,154,80,0.127464962169664,1.340039164424775,0.4135485206739664,-0.931418934205165
main,c154,DTLZ1,80,GP,154,2,0.268441,0.832858,0.8635,2000,0,41,80,156,154,80,0.1644130634784708,0.6955327176370788,0.47177903875209,-0.931418934205165
main,c154,DTLZ1,82,GP,156,0,0.281916,0.890978,0.848,2000,0,42,82,158,156,82,0.1127995940309849,1.1516330095709897,0.4170863417116949,-0.9282754464394234
main,c154,DTLZ1,82,GP,156,1,0.262952,0.899639,0.837,2000,0,42,82,158,156,82,0.1263956205686862,1.3585754275043866,0.4139307116283086,-0.9282754464394234
main,c154,DTLZ1,82,GP,156,2,0.268524,0.833081,0.859,2000,0,42,82,158,156,82,0.1660619499347334,0.6893728258966212,0.472248215598788,-0.9282754464394234
main,c154,DTLZ1,84,GP,158,0,0.281794,0.890822,0.8445,2000,0,43,84,160,158,84,0.1142139642012038,1.144767425275868,0.4188335268406605,-0.927386747243621
main,c154,DTLZ1,84,GP,158,1,0.263217,0.899526,0.8355,2000,0,43,84,160,158,84,0.1252944572956407,1.3734347423505346,0.4139550574457686,-0.927386747243621
main,c154,DTLZ1,84,GP,158,2,0.269195,0.832354,0.8585,2000,0,43,84,160,158,84,0.168543653145378,0.6989522473721438,0.4798323884323914,-0.927386747243621
main,c154,DTLZ1,86,GP,160,0,0.281106,0.891041,0.843,2000,0,44,86,162,160,86,0.1136819794974119,1.1466782041562422,0.4175057849828776,-0.9255186410309192
main,c154,DTLZ1,86,GP,160,1,0.262925,0.899643,0.833,2000,0,44,86,162,160,86,0.1247020347067177,1.3882339704057445,0.4120285818505453,-0.9255186410309192
main,c154,DTLZ1,86,GP,160,2,0.269956,0.831658,0.86,2000,0,44,86,162,160,86,0.1647858363314376,0.7079391570367514,0.4932069187998927,-0.9255186410309192
main,c154,DTLZ1,88,GP,162,0,0.281322,0.890919,0.84,2000,0,45,88,164,162,88,0.1134826544702587,1.1483168883436017,0.4165265830552881,-0.923435345143442
main,c154,DTLZ1,88,GP,162,1,0.263267,0.899434,0.8325,2000,0,45,88,164,162,88,0.1234346926407377,1.402909009917339,0.4122983157212541,-0.923435345143442
main,c154,DTLZ1,88,GP,162,2,0.270193,0.830782,0.8645,2000,0,45,88,164,162,88,0.1632755912321754,0.7131354146099339,0.5029141224668021,-0.923435345143442
main,c154,DTLZ1,90,GP,164,0,0.281348,0.890942,0.8365,2000,0,46,90,166,164,90,0.1123231482154829,1.1495804938325078,0.4150348394467161,-0.9211573941865612
main,c154,DTLZ1,90,GP,164,1,0.26328,0.899335,0.8315,2000,0,46,90,166,164,90,0.1222008153349941,1.4191193865712075,0.4123964665533261,-0.9211573941865612
main,c154,DTLZ1,90,GP,164,2,0.270319,0.830341,0.869,2000,0,46,90,166,164,90,0.1601901173433191,0.724848432075989,0.5147451345765804,-0.9211573941865612
