problema,bloco,obj,wape,cob,sigma_med,nan_sigma,it,noise,ls_med,ls_min,ls_max,outputscale,mll
BBOB_F1,114,1,0.0204235441014385,0.998,4.412668466567993,0.0,114,0.0001,2.445225812473045,2.4033998072323604,2.487686847344352,1.1441206782282625,0.8437305916438704
BBOB_F1,116,0,0.020800553857591,0.9955,4.362315654754639,0.0,116,0.0001,2.4457077853266216,2.366036505425908,2.518325245417773,1.076922895489024,0.8585403931922182
BBOB_F1,116,1,0.0203899853938805,0.998,4.377659320831299,0.0,116,0.0001,2.459089052803773,2.41883269221959,2.503209528548804,1.1603053427790964,0.8585403931922182
BBOB_F1,118,0,0.0203220816774658,0.9955,4.319736957550049,0.0,118,0.0001,2.45914727032774,2.4170322867004197,2.508737702411112,1.0985720894706728,0.8732517154350583
BBOB_F1,118,1,0.0204852780046825,0.998,4.371478080749512,0.0,118,0.0001,2.4568603902248936,2.413346847004928,2.493508789470325,1.146252058851989,0.8732517154350583
BBOB_F1,120,0,0.020462330902669,0.9955,4.286015272140503,0.0,120,0.0001,2.4769503924775567,2.4202281316207235,2.531150052290242,1.1188991495578549,0.8867790701040235
BBOB_F1,120,1,0.0204836139307763,0.998,4.312206506729126,0.0,120,0.0001,2.4954467626268126,2.4311063538076043,2.537249115222856,1.189522631476739,0.8867790701040235
BBOB_F1,122,0,0.0197270051228457,0.997,4.234879732131958,0.0,122,0.0001,2.530197895414991,2.4683388964917556,2.578524041601595,1.1767843126976514,0.8995437179951904
BBOB_F1,122,1,0.019535321317659,0.9985,4.189679145812988,0.0,122,0.0001,2.572675510789155,2.5196895059740156,2.610181208032071,1.281523921724761,0.8995437179951904
BBOB_F1,124,0,0.0199515458819924,0.995,4.217674970626831,0.0,124,0.0001,2.5053135456616347,2.4457503552687245,2.5586883995289407,1.1533265865723448,0.9144514150422302
BBOB_F1,124,1,0.0198867146414637,0.998,4.220320701599121,0.0,124,0.0001,2.5134088666420937,2.47322714645751,2.554832843645099,1.199605290912793,0.9144514150422302
BBOB_F1,126,0,0.0198698995468271,0.995,4.179973363876343,0.0,126,0.0001,2.5186773845367436,2.458972397077445,2.569476500867301,1.1595997766660875,0.9282894992814132
BBOB_F1,126,1,0.0198135466256562,0.998,4.192467927932739,0.0,126,0.0001,2.5235054676405,2.476253862096653,2.5656408715543413,1.2134399320689924,0.9282894992814132
BBOB_F1,128,0,0.0202459737247734,0.995,4.166859149932861,0.0,128,0.0001,2.5463913198906583,2.3865545061732196,2.574671518247817,1.167086626085825,0.9405224836972752
BBOB_F1,128,1,0.0203441517874721,0.9975,4.175554513931274,0.0,128,0.0001,2.559892475648869,2.468881054779437,2.5888566732138867,1.2498959491787671,0.9405224836972752
BBOB_F1,130,0,0.0201816079363798,0.995,4.133257627487183,0.0,130,0.0001,2.5633395326679533,2.4084314533953632,2.5969852255418964,1.190229661017579,0.953352392404971
BBOB_F1,130,1,0.0200218912530452,0.998,4.175781488418579,0.0,130,0.0001,2.577844264252778,2.524792342211051,2.60039965545605,1.3098107346661758,0.953352392404971
BBOB_F1,132,0,0.0196655637917157,0.995,4.085360765457153,0.0,132,0.0001,2.5534749939281256,2.497878022504083,2.610097795747791,1.1977280213914043,0.9691757013353256
BBOB_F1,132,1,0.019236850270098,0.998,4.055361747741699,0.0,132,0.0001,2.6032973129170096,2.555172860098064,2.643645905747422,1.2985847836868634,0.9691757013353256
