problema,D,bloco,n,fe_treino_max,wape0,cov0,sigma_med0,nan_sigma0,wape1,cov1,sigma_med1,nan_sigma1,wape2,cov2,sigma_med2,nan_sigma2
BBOB_F1,10,66,2000,173,0.028452460049877056,0.994,5.899667024612427,0,0.02705389043762977,0.9975,5.902022838592529,0,,,,
BBOB_F1,10,68,2000,175,0.027646687409514165,0.9945,5.786921262741089,0,0.026528868986294498,0.9975,5.810440540313721,0,,,,
BBOB_F1,10,70,2000,177,0.0275381348629508,0.9945,5.723490238189697,0,0.026543447187020404,0.9975,5.724312782287598,0,,,,
BBOB_F1,10,72,2000,179,0.027111469558558615,0.9945,5.624924421310425,0,0.02622041953154463,0.9975,5.632503032684326,0,,,,
BBOB_F1,10,74,2000,181,0.026803013872573795,0.9945,5.528935194015503,0,0.025753364420953245,0.9975,5.504246711730957,0,,,,
BBOB_F1,10,76,2000,183,0.026358269422668616,0.9945,5.4446001052856445,0,0.025636123137516332,0.9975,5.44289755821228,0,,,,
BBOB_F1,10,78,2000,185,0.025943685782287222,0.995,5.371035099029541,0,0.025379384127841118,0.9975,5.373826026916504,0,,,,
BBOB_F1,10,80,2000,187,0.02543865405210374,0.9945,5.298542737960815,0,0.024847843583004178,0.997,5.31810188293457,0,,,,
BBOB_F1,10,82,2000,189,0.025136021359667356,0.9945,5.227270841598511,0,0.02452717335781025,0.9965,5.21142053604126,0,,,,
BBOB_F1,10,84,2000,191,0.02499502567747427,0.9945,5.132485389709473,0,0.023726435367096208,0.998,5.151500940322876,0,,,,
BBOB_F1,10,86,2000,193,0.024532187173798334,0.9945,5.1094677448272705,0,0.023362881548763443,0.998,5.084744930267334,0,,,,
BBOB_F1,10,88,2000,195,0.024383738455139203,0.9945,5.059433460235596,0,0.022837228711381174,0.998,5.008190870285034,0,,,,
BBOB_F1,10,90,2000,197,0.024183729052444255,0.9945,4.998107194900513,0,0.0232037782784367,0.998,4.998874664306641,0,,,,
BBOB_F1,10,92,2000,199,0.02362841663543503,0.995,4.92964243888855,0,0.02281021150109459,0.998,4.937519550323486,0,,,,
BBOB_F1,10,94,2000,201,0.023473472540413223,0.995,4.889559984207153,0,0.022734633114157035,0.998,4.8960959911346436,0,,,,
BBOB_F1,10,96,2000,203,0.023126767838710767,0.995,4.824066877365112,0,0.022421071631818817,0.998,4.821452617645264,0,,,,
BBOB_F1,10,98,2000,205,0.022602400933059583,0.9955,4.781500816345215,0,0.022161850087479285,0.998,4.795536279678345,0,,,,
BBOB_F1,10,100,2000,207,0.021911010449891355,0.9955,4.665356397628784,0,0.021196773671738594,0.9985,4.727637529373169,0,,,,
BBOB_F1,10,102,2000,209,0.02180766707501646,0.9955,4.671433448791504,0,0.021699461619762824,0.998,4.730534553527832,0,,,,
BBOB_F1,10,104,2000,211,0.02149298131794003,0.9955,4.602319002151489,0,0.02095816101778203,0.9985,4.687895774841309,0,,,,
BBOB_F1,10,106,2000,213,0.02092156545488147,0.9965,4.611279010772705,0,0.020681923797253556,0.9985,4.585071563720703,0,,,,
BBOB_F1,10,108,2000,215,0.02136728477309277,0.9955,4.525799512863159,0,0.021172855436350467,0.998,4.5488502979278564,0,,,,
BBOB_F1,10,110,2000,217,0.02086743741002949,0.996,4.475452661514282,0,0.02071475903452863,0.998,4.497889757156372,0,,,,
BBOB_F1,10,112,2000,219,0.02079610479031066,0.9955,4.4332287311553955,0,0.02047933203782378,0.998,4.435582637786865,0,,,,
BBOB_F1,10,114,2000,221,0.020554924394752535,0.9955,4.411273956298828,0,0.02042354410143854,0.998,4.412668466567993,0,,,,
BBOB_F1,10,116,2000,223,0.02080055385759102,0.9955,4.362315654754639,0,0.02038998539388055,0.998,4.377659320831299,0,,,,
BBOB_F1,10,118,2000,225,0.020322081677465863,0.9955,4.319736957550049,0,0.02048527800468252,0.998,4.371478080749512,0,,,,
BBOB_F1,10,120,2000,227,0.020462330902669,0.9955,4.286015272140503,0,0.020483613930776357,0.998,4.312206506729126,0,,,,
BBOB_F1,10,122,2000,229,0.019727005122845722,0.997,4.234879732131958,0,0.019535321317659084,0.9985,4.189679145812988,0,,,,
BBOB_F1,10,124,2000,231,0.019951545881992466,0.995,4.217674970626831,0,0.019886714641463712,0.998,4.220320701599121,0,,,,
BBOB_F1,10,126,2000,233,0.019869899546827115,0.995,4.179973363876343,0,0.019813546625656233,0.998,4.192467927932739,0,,,,
BBOB_F1,10,128,2000,235,0.02024597372477346,0.995,4.166859149932861,0,0.020344151787472148,0.9975,4.175554513931274,0,,,,
BBOB_F1,10,130,2000,237,0.020181607936379815,0.995,4.133257627487183,0,0.02002189125304527,0.998,4.175781488418579,0,,,,
BBOB_F1,10,132,2000,239,0.019665563791715707,0.995,4.085360765457153,0,0.019236850270098017,0.998,4.055361747741699,0,,,,
BBOB_F1,10,134,2000,241,0.019556468512416818,0.995,4.056936740875244,0,0.01921669720748788,0.998,4.0631232261657715,0,,,,
BBOB_F1,10,136,2000,243,0.019820550850314655,0.995,4.047355651855469,0,0.019524159106463112,0.998,4.087310791015625,0,,,,
BBOB_F1,10,138,2000,245,0.01908852816091996,0.995,3.9766902923583984,0,0.019029703366629912,0.998,3.9922019243240356,0,,,,
BBOB_F1,10,140,2000,247,0.019500130521653506,0.995,3.968636631965637,0,0.019830901411906694,0.9975,4.031050205230713,0,,,,
BBOB_F1,10,142,2000,249,0.018948248048019506,0.995,3.9186909198760986,0,0.018678534175815126,0.998,3.932540774345398,0,,,,
BBOB_F1,10,144,2000,251,0.01872171696415702,0.995,3.8667551279067993,0,0.019025936249080007,0.9975,3.9068278074264526,0,,,,
BBOB_F1,10,146,2000,253,0.018907952333348174,0.995,3.8645029067993164,0,0.01987766111199035,0.9975,3.882131814956665,0,,,,
BBOB_F1,10,148,2000,255,0.01859556010009207,0.995,3.797631621360779,0,0.01864341206595138,0.9975,3.8290611505508423,0,,,,
BBOB_F1,10,150,2000,257,0.019623292928262603,0.995,3.8452060222625732,0,0.018603202746444836,0.9975,3.821985363960266,0,,,,
BBOB_F1,10,152,2000,259,0.018739663944189557,0.995,3.8288413286209106,0,0.01922297092874085,0.9975,3.8393654823303223,0,,,,
BBOB_F1,10,154,2000,261,0.01830795783109289,0.995,3.755013585090637,0,0.017640899458253142,0.9985,3.7346291542053223,0,,,,
BBOB_F1,10,156,2000,263,0.018366345958042863,0.9955,3.7330950498580933,0,0.01795130742719197,0.9985,3.728551745414734,0,,,,
BBOB_F1,10,158,2000,265,0.01807852439761373,0.995,3.690990447998047,0,0.019599202517869813,0.9975,3.772188425064087,0,,,,
BBOB_F1,10,160,2000,267,0.01815017197187,0.995,3.692661166191101,0,0.017839978469538928,0.998,3.6733131408691406,0,,,,
BBOB_F1,10,162,2000,269,0.017795170376365348,0.9955,3.6430394649505615,0,0.01935552047144207,0.9975,3.721601724624634,0,,,,
BBOB_F1,10,164,2000,271,0.01744160112595785,0.9955,3.5773946046829224,0,0.019300121606149488,0.9975,3.7018301486968994,0,,,,
BBOB_F1,10,166,2000,273,0.01811032351027621,0.995,3.632678270339966,0,0.019269233026805537,0.9975,3.6881178617477417,0,,,,
BBOB_F1,10,168,2000,275,0.018492847784709304,0.995,3.575863242149353,0,0.0192404528125713,0.9975,3.6627860069274902,0,,,,
BBOB_F1,10,170,2000,277,0.018021026383749986,0.995,3.607261896133423,0,0.017917725763539397,0.9975,3.619245767593384,0,,,,
BBOB_F1,10,172,2000,279,0.017204630967381496,0.9955,3.53815758228302,0,0.019004120761009272,0.9975,3.613997220993042,0,,,,
BBOB_F1,10,174,2000,281,0.016737989665418722,0.996,3.4769468307495117,0,0.017688127779460446,0.9975,3.44943368434906,0,,,,
BBOB_F1,10,176,2000,283,0.016985068767725042,0.9955,3.4739410877227783,0,0.0168796645415459,0.998,3.4687145948410034,0,,,,
BBOB_F1,10,178,2000,285,0.017187542934732576,0.9955,3.491056442260742,0,0.017914298530352455,0.9975,3.543932557106018,0,,,,
BBOB_F1,10,180,2000,287,0.016896573417094246,0.9955,3.439145088195801,0,0.01636700673692551,0.998,3.3985735177993774,0,,,,
BBOB_F1,10,182,2000,289,0.016588497975248688,0.9955,3.389614224433899,0,0.01666533196914493,0.998,3.4292818307876587,0,,,,
BBOB_F1,10,184,2000,291,0.016798503799883718,0.9955,3.3875515460968018,0,0.016551625442327817,0.9975,3.3946338891983032,0,,,,
BBOB_F1,10,186,2000,293,0.016589155604986507,0.995,3.3214694261550903,0,0.015716178474877305,0.9985,3.269118070602417,0,,,,
BBOB_F1,10,188,2000,295,0.016366012313025938,0.995,3.33917772769928,0,0.01858833599319687,0.997,3.479900360107422,0,,,,
BBOB_F1,10,190,2000,297,0.018459139363839645,0.9945,3.492167115211487,0,0.018573724674400334,0.9975,3.4561582803726196,0,,,,
BBOB_F1,10,192,2000,299,0.016172388375157398,0.9955,3.3045992851257324,0,0.01712555105243607,0.998,3.447680950164795,0,,,,
BBOB_F1,10,194,2000,301,0.017192199302419775,0.995,3.3755563497543335,0,0.01690929781412826,0.9975,3.369860053062439,0,,,,
BBOB_F1,10,196,2000,303,0.01606095166779275,0.9955,3.270760655403137,0,0.017658678338377486,0.9975,3.4201552867889404,0,,,,
BBOB_F1,10,198,2000,305,0.016175945316680797,0.9955,3.293659806251526,0,0.01665389210134882,0.9975,3.1632308959960938,0,,,,
BBOB_F1,10,200,2000,307,0.018370680971338833,0.9935,3.3578354120254517,0,0.015765739041256062,0.998,3.2362072467803955,0,,,,
BBOB_F1,10,201,2000,308,0.016125690465954832,0.995,3.2578028440475464,0,0.018308912415633215,0.997,3.356963038444519,0,,,,
BBOB_F17,10,1,2000,108,0.032907467117205,0.9945,1749570.625,0,0.38661730596996985,0.9335,86.6882209777832,0,,,,
BBOB_F17,10,2,2000,109,0.03342256697036273,0.994,1731920.75,0,0.3858616894590883,0.9335,86.31631851196289,0,,,,
BBOB_F17,10,4,2000,111,0.03194540194451917,0.9935,1673481.0,0,0.3852772908617429,0.931,84.79480743408203,0,,,,
BBOB_F17,10,6,2000,113,0.0313318646182269,0.9935,1620889.25,0,0.3842005792394243,0.9275,83.24053192138672,0,,,,
BBOB_F17,10,8,2000,115,0.029960087870551363,0.9935,1589148.9375,0,0.3823542735084143,0.9265,81.94464492797852,0,,,,
BBOB_F17,10,10,2000,117,0.028861473762420292,0.993,1519688.875,0,0.38006631169683086,0.9245,80.74502944946289,0,,,,
BBOB_F17,10,12,2000,119,0.028368348131868597,0.993,1478703.125,0,0.3786358254211728,0.922,79.22832489013672,0,,,,
BBOB_F17,10,14,2000,121,0.027687514149966026,0.993,1436755.625,0,0.37514696875304,0.919,78.11909484863281,0,,,,
BBOB_F17,10,16,2000,123,0.026908421906094937,0.993,1393750.0,0,0.3757810810972969,0.9165,76.97448348999023,0,,,,
BBOB_F17,10,18,2000,125,0.02613867034633541,0.992,1348429.1875,0,0.3743686251016603,0.913,75.85793685913086,0,,,,
BBOB_F17,10,20,2000,127,0.0257688042971464,0.99,1311068.8125,0,0.37294097738643317,0.911,74.57402038574219,0,,,,
BBOB_F17,10,22,2000,129,0.025445103194190858,0.989,1278034.8125,0,0.3725667808944596,0.909,73.60558319091797,0,,,,
BBOB_F17,10,24,2000,131,0.025017027190218314,0.989,1244486.9375,0,0.3719843019755308,0.9065,72.60066223144531,0,,,,
BBOB_F17,10,26,2000,133,0.02472239988704138,0.9885,1209461.8125,0,0.3709289011891945,0.905,71.82247924804688,0,,,,
BBOB_F17,10,28,2000,135,0.024289233420934826,0.988,1179986.4375,0,0.3702549102819382,0.9045,71.01224517822266,0,,,,
BBOB_F17,10,30,2000,137,0.02394020468833455,0.988,1150020.25,0,0.3695217459860379,0.9035,69.98384857177734,0,,,,
BBOB_F17,10,32,2000,139,0.024102004060469365,0.989,1162496.5625,0,0.3680045825878375,0.904,69.11787414550781,0,,,,
BBOB_F17,10,34,2000,141,0.022984230934164084,0.988,1097872.3125,0,0.36726906374901314,0.9015,68.12600326538086,0,,,,
BBOB_F17,10,36,2000,143,0.02318657205994914,0.989,1095348.75,0,0.3663611566062258,0.899,67.16229629516602,0,,,,
BBOB_F17,10,38,2000,145,0.02239476927916903,0.988,1047614.5,0,0.3657832980594735,0.896,66.22604751586914,0,,,,
BBOB_F17,10,40,2000,147,0.02212284423320214,0.9875,1024958.5,0,0.36469383360402874,0.8965,65.68982696533203,0,,,,
BBOB_F17,10,42,2000,149,0.02331916490249389,0.988,1073114.5625,0,0.36382406014041635,0.8945,64.84741592407227,0,,,,
BBOB_F17,10,44,2000,151,0.02158768918674351,0.9875,986435.09375,0,0.36359397506914753,0.892,64.0436897277832,0,,,,
BBOB_F17,10,46,2000,153,0.022110887515365732,0.988,990102.21875,0,0.3631738546236412,0.889,63.30503845214844,0,,,,
BBOB_F17,10,48,2000,155,0.0205896615008751,0.9875,947715.21875,0,0.3624300863169265,0.888,62.53729248046875,0,,,,
BBOB_F17,10,50,2000,157,0.020440612250648776,0.987,933976.15625,0,0.3618343624611435,0.885,61.84383201599121,0,,,,
BBOB_F17,10,52,2000,159,0.02029247967514799,0.987,920315.59375,0,0.36032882267743427,0.8835,61.254295349121094,0,,,,
BBOB_F17,10,54,2000,161,0.03057987043392838,0.9955,1396621.125,0,0.35955740360311733,0.882,60.590349197387695,0,,,,
BBOB_F17,10,56,2000,163,0.019970156252306515,0.9865,899927.5625,0,0.3587279306844041,0.8805,59.97247505187988,0,,,,
BBOB_F17,10,58,2000,165,0.019968792496934312,0.984,895046.0,0,0.35956490109333766,0.88,59.49690055847168,0,,,,
BBOB_F17,10,60,2000,167,0.019767536772426205,0.985,879010.4375,0,0.3589158811760904,0.878,58.836320877075195,0,,,,
BBOB_F17,10,62,2000,169,0.019711364609084642,0.984,873267.03125,0,0.3584934156076134,0.8775,58.28084945678711,0,,,,
BBOB_F17,10,64,2000,171,0.019813445066202116,0.9855,879975.78125,0,0.3581241305791975,0.8735,57.63272476196289,0,,,,
BBOB_F17,10,66,2000,173,0.0193669121382103,0.984,846496.71875,0,0.3579457936146016,0.873,56.98264122009277,0,,,,
BBOB_F17,10,68,2000,175,0.01920712694233513,0.984,841428.53125,0,0.35760803342686925,0.8705,56.45269584655762,0,,,,
BBOB_F17,10,70,2000,177,0.019076391473706333,0.984,838539.53125,0,0.35707119593874354,0.868,55.83978843688965,0,,,,
BBOB_F17,10,72,2000,179,0.01899756982258889,0.9835,821121.71875,0,0.35738652384390196,0.8665,55.35084533691406,0,,,,
BBOB_F17,10,74,2000,181,0.018806079953969358,0.984,817575.3125,0,0.3567860143523766,0.865,54.83456611633301,0,,,,
BBOB_F17,10,76,2000,183,0.018660143452159304,0.984,807315.90625,0,0.356855860186781,0.863,54.46389961242676,0,,,,
BBOB_F17,10,78,2000,185,0.018665560225601768,0.984,803604.96875,0,0.3558470143856302,0.86,53.936370849609375,0,,,,
BBOB_F17,10,80,2000,187,0.018532353125392483,0.9835,792623.96875,0,0.3556190751001843,0.857,53.64780807495117,0,,,,
BBOB_F17,10,82,2000,189,0.01824171972117943,0.9835,781015.9375,0,0.35593283881727433,0.8555,53.21951103210449,0,,,,
BBOB_F17,10,84,2000,191,0.01839651063694884,0.9835,779202.65625,0,0.3540706202684888,0.857,52.85129737854004,0,,,,
BBOB_F17,10,86,2000,193,0.018241229049195288,0.9835,765579.40625,0,0.3545245301111139,0.8565,52.60354232788086,0,,,,
BBOB_F17,10,88,2000,195,0.018337147265210244,0.983,757318.59375,0,0.35384331106485,0.856,52.211116790771484,0,,,,
BBOB_F17,10,90,2000,197,0.01827148018063441,0.983,753282.125,0,0.3532957158481744,0.8535,51.79762649536133,0,,,,
BBOB_F17,10,92,2000,199,0.018006846552511672,0.983,734998.5625,0,0.3530227954680063,0.8535,51.52725410461426,0,,,,
BBOB_F17,10,94,2000,201,0.018195440376497635,0.9825,742111.46875,0,0.35233772322954865,0.852,51.05924034118652,0,,,,
BBOB_F17,10,96,2000,203,0.01791431017688895,0.98,734691.6875,0,0.35162510333903607,0.8505,50.680259704589844,0,,,,
BBOB_F17,10,98,2000,205,0.018227566051181563,0.981,745758.34375,0,0.3511878514723948,0.849,50.24476432800293,0,,,,
BBOB_F17,10,100,2000,207,0.017716668998145575,0.981,720624.125,0,0.3506687796430268,0.847,49.954965591430664,0,,,,
BBOB_F17,10,102,2000,209,0.017878626468310344,0.981,730823.53125,0,0.34961818417036367,0.844,49.51618576049805,0,,,,
BBOB_F17,10,104,2000,211,0.017987636711658355,0.9815,736047.59375,0,0.3491865831386988,0.844,49.18748664855957,0,,,,
BBOB_F17,10,106,2000,213,0.017717148651109065,0.98,721845.09375,0,0.3484819510807292,0.8435,48.9428825378418,0,,,,
BBOB_F17,10,108,2000,215,0.017803621303995078,0.98,723799.53125,0,0.346671513466636,0.8435,48.668386459350586,0,,,,
BBOB_F17,10,110,2000,217,0.017780865156999275,0.9815,715392.1875,0,0.34616570978616623,0.8415,48.34346008300781,0,,,,
BBOB_F17,10,112,2000,219,0.017454995147663084,0.979,689322.21875,0,0.34564227377321743,0.842,47.95709991455078,0,,,,
BBOB_F17,10,114,2000,221,0.0174765351414469,0.98,699638.4375,0,0.34527182256735395,0.8405,47.60996437072754,0,,,,
BBOB_F17,10,116,2000,223,0.017573752889647475,0.9795,703483.28125,0,0.34517554850720616,0.8395,47.17914962768555,0,,,,
BBOB_F17,10,118,2000,225,0.01736106266834045,0.9785,688834.375,0,0.3442909483886782,0.8385,46.77533721923828,0,,,,
BBOB_F17,10,120,2000,227,0.017439876515085412,0.978,691212.6875,0,0.3438784180173408,0.838,46.46608924865723,0,,,,
BBOB_F17,10,122,2000,229,0.017445235896583467,0.979,691510.46875,0,0.3435376122821734,0.8375,46.245384216308594,0,,,,
BBOB_F17,10,124,2000,231,0.017418761491004967,0.978,686818.5625,0,0.34309488151191087,0.8355,45.9119758605957,0,,,,
BBOB_F17,10,126,2000,233,0.017328169681300944,0.978,680849.15625,0,0.34218629012334123,0.8345,45.52312469482422,0,,,,
BBOB_F17,10,128,2000,235,0.017209887571909548,0.9775,670728.9375,0,0.34193232608504875,0.8355,45.31677436828613,0,,,,
BBOB_F17,10,130,2000,237,0.017464297450268253,0.977,685173.03125,0,0.34132626828619655,0.8355,45.50489616394043,0,,,,
BBOB_F17,10,132,2000,239,0.01699037384849749,0.9785,655997.625,0,0.3417648156125054,0.833,45.297983169555664,0,,,,
BBOB_F17,10,134,2000,241,0.017240299249279865,0.979,676320.96875,0,0.3415533189550553,0.831,44.92596244812012,0,,,,
BBOB_F17,10,136,2000,243,0.01687523753296965,0.9775,659145.34375,0,0.3413220002457613,0.83,44.64448165893555,0,,,,
BBOB_F17,10,138,2000,245,0.016874384260868548,0.9765,656476.8125,0,0.3410466965115597,0.8295,44.55192565917969,0,,,,
BBOB_F17,10,140,2000,247,0.01692070095269547,0.976,654290.71875,0,0.34061996289989244,0.8265,44.2042293548584,0,,,,
BBOB_F17,10,142,2000,249,0.016750465493312505,0.978,646598.40625,0,0.34057971256665326,0.825,44.05703353881836,0,,,,
BBOB_F17,10,144,2000,251,0.01658210482766148,0.9765,637704.59375,0,0.34006293459550435,0.8235,43.84075355529785,0,,,,
BBOB_F17,10,146,2000,253,0.016691313591130415,0.977,643314.5,0,0.3393907535922497,0.8225,43.62986373901367,0,,,,
BBOB_F17,10,148,2000,255,0.016746470278514308,0.976,642106.125,0,0.3392363429508626,0.8215,43.322954177856445,0,,,,
BBOB_F17,10,150,2000,257,0.016564831359258347,0.9765,630975.78125,0,0.33898287503839486,0.8215,43.09779167175293,0,,,,
BBOB_F17,10,152,2000,259,0.01690792388674923,0.975,643295.15625,0,0.3386649098832633,0.8185,42.82447814941406,0,,,,
BBOB_F17,10,154,2000,261,0.016676976991156115,0.9755,637418.875,0,0.33870203243747016,0.818,42.649919509887695,0,,,,
BBOB_F17,10,156,2000,263,0.016296607499223847,0.975,613258.28125,0,0.3383200239266149,0.817,42.49304389953613,0,,,,
BBOB_F17,10,158,2000,265,0.016634496669291666,0.976,635467.75,0,0.33782408254423335,0.816,42.24195098876953,0,,,,
BBOB_F17,10,160,2000,267,0.016520664741744396,0.976,627140.25,0,0.3377061921309737,0.8135,42.119428634643555,0,,,,
BBOB_F17,10,162,2000,269,0.01652975718777196,0.976,630396.1875,0,0.33721777204020953,0.814,41.9300594329834,0,,,,
BBOB_F17,10,164,2000,271,0.01664966044096297,0.976,633648.96875,0,0.3371330727122081,0.8125,41.732933044433594,0,,,,
BBOB_F17,10,166,2000,273,0.01634470080162387,0.9745,614338.125,0,0.3364692283009029,0.8125,41.50200271606445,0,,,,
BBOB_F17,10,168,2000,275,0.016479856310247686,0.974,617029.0,0,0.3364874949893904,0.8125,41.39842987060547,0,,,,
BBOB_F17,10,170,2000,277,0.016145849421559368,0.9745,605091.09375,0,0.33636205010590114,0.8115,41.122093200683594,0,,,,
BBOB_F17,10,172,2000,279,0.016750552214841122,0.976,621475.4375,0,0.3360884047696161,0.8115,40.93332862854004,0,,,,
BBOB_F17,10,174,2000,281,0.01633024770152752,0.9745,610158.4375,0,0.3363326031119844,0.8095,40.941152572631836,0,,,,
BBOB_F17,10,176,2000,283,0.0163250347906359,0.975,609161.9375,0,0.33641516867463844,0.809,40.75901222229004,0,,,,
BBOB_F17,10,178,2000,285,0.016262654443473006,0.9735,601362.65625,0,0.33671173985954167,0.808,40.526214599609375,0,,,,
BBOB_F17,10,180,2000,287,0.016374579659188926,0.972,600935.71875,0,0.33600062244844914,0.8085,40.17891311645508,0,,,,
BBOB_F17,10,182,2000,289,0.016331549404638872,0.9735,603152.0,0,0.3360070049981504,0.8075,40.1694221496582,0,,,,
BBOB_F17,10,184,2000,291,0.016197411355456277,0.9735,593609.40625,0,0.33549731876546324,0.8065,39.99546432495117,0,,,,
BBOB_F17,10,186,2000,293,0.01653380144644721,0.974,598913.21875,0,0.33634555897941026,0.805,39.879695892333984,0,,,,
BBOB_F17,10,188,2000,295,0.016144157147737474,0.971,587438.6875,0,0.3354462980560806,0.807,40.01611137390137,0,,,,
BBOB_F17,10,190,2000,297,0.01617995345922028,0.97,587459.09375,0,0.33533625327285715,0.8045,39.938228607177734,0,,,,
BBOB_F17,10,192,2000,299,0.016045671708307643,0.9705,582302.34375,0,0.3357137952457248,0.8045,39.77363395690918,0,,,,
BBOB_F17,10,194,2000,301,0.016061564170106717,0.969,578053.0625,0,0.3355501820992138,0.8065,39.62369346618652,0,,,,
BBOB_F17,10,196,2000,303,0.01595409686064362,0.97,576029.5625,0,0.3354822930277967,0.8045,39.48707389831543,0,,,,
BBOB_F17,10,198,2000,305,0.015963304373058484,0.9695,573221.375,0,0.33530849195574863,0.802,39.3019962310791,0,,,,
BBOB_F17,10,200,2000,307,0.016043264257819323,0.9695,577048.40625,0,0.3348719690648237,0.8015,39.144906997680664,0,,,,
BBOB_F17,10,201,2000,308,0.01589746611370689,0.97,574041.625,0,0.3349961204017729,0.8005,39.20042037963867,0,,,,
BBOB_F22,10,1,2000,108,0.1065640038747735,0.985,127394.40234375,0,0.04050642868530919,0.996,170.4506607055664,0,,,,
