problema,h1p,h1q,h0p,h0q,nlp,nlq,r_h1,r_h0,r_nl
DTLZ1,0.3853792141322021,0.3853792141322021,0.41482974411128026,0.3204286618525334,0.29490983644236124,0.35729391057747506,0.0,0.2275658474321535,0.17460155991543705
DTLZ1,0.3345905702779177,0.3345905702779177,0.3345905702779177,0.3345905702779177,0.404654030999696,0.4545446612030659,0.0,0.0,0.1097595780166506
DTLZ1,0.3896793696908176,0.3896793696908176,0.3896793696908176,0.3896793696908176,0.3331201519756952,0.3233643233409733,0.0,0.0,0.02928621572985384
DTLZ1,0.4236121882716102,0.4236121882716102,0.4177269787756863,0.36793013105612005,0.4177269787756863,0.4088043882114256,0.0,0.11920907733926014,0.021359861865785812
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.33460899921781007,0.0,0.0,0.113844657436565
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.36279500265464826,0.0,0.0,0.03919879438610089
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.39681930336737636,0.0,0.0,0.04844265365096823
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.3512394811556625,0.0,0.0,0.06980163870998368
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.39681930336737636,0.0,0.0,0.04844265365096823
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.37759632329233206,0.36222068958449327,0.0,0.0,0.040719765419789576
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.36279500265464826,0.36088634254068275,0.0,0.0,0.005260987885719036
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.36279500265464826,0.35910598868734134,0.0,0.0,0.01016831527533075
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.36279500265464826,0.36279500265464826,0.0,0.0,0.0
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.36088634254068275,0.35910598868734134,0.0,0.0,0.004933281322888273
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.36088634254068275,0.36279500265464826,0.0,0.0,0.005260987885719036
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.33460899921781007,0.36279500265464826,0.0,0.0,0.07769126705328135
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.33460899921781007,0.39681930336737636,0.0,0.0,0.1567723737773206
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.33460899921781007,0.3512394811556625,0.0,0.0,0.047347985719413274
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.33460899921781007,0.39681930336737636,0.0,0.0,0.1567723737773206
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.33460899921781007,0.36222068958449327,0.0,0.0,0.07622891557728752
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.0,0.0,0.08574255441708771
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.3512394811556625,0.0,0.0,0.03185138002020851
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.0,0.0,0.08574255441708771
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36222068958449327,0.0,0.0,0.001583023652345305
DTLZ1,0.39681930336737636,0.39681930336737636,0.39681930336737636,0.39681930336737636,0.30204620562703965,0.410989213469243,0.0,0.0,0.2650751023916015
DTLZ1,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.41698336473894493,0.35910598868734134,0.36279500265464826,0.0,0.0,0.01016831527533075
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.3512394811556625,0.0,0.0,0.11486291575265416
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.39681930336737636,0.0,0.0,0.0
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.36222068958449327,0.0,0.0,0.08718984557777827
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.3512394811556625,0.39681930336737636,0.0,0.0,0.11486291575265416
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.3512394811556625,0.36222068958449327,0.0,0.0,0.03031634786358398
DTLZ1,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.36279500265464826,0.39681930336737636,0.36222068958449327,0.0,0.0,0.08718984557777827
DTLZ1,0.39828388597260656,0.39828388597260656,0.45260438143810156,0.3954289058452698,0.40106599775417884,0.3942804387419798,0.0,0.12632550177964,0.016918808999505406
DTLZ1,0.3882225809292752,0.3882225809292752,0.39828388597260656,0.44451373757028456,0.4010659977914539,0.40106599781907093,0.0,0.10400095135500362,6.88590404879306e-11
DTLZ1,0.43946459682399386,0.43946459682399386,0.43946459682399386,0.43946459682399386,0.47226262984490575,0.34496494230848995,0.0,0.0,0.26954850858773477
DTLZ1,0.6522501210706917,0.6522501210706917,0.6522501210706917,0.6522501210706917,0.5131641668042537,0.498287869435595,0.0,0.0,0.028989353370679243
DTLZ1,0.6522501210706917,0.6522501210706917,0.6522501210706917,0.49628563240388424,0.5131641668042537,0.5941797413880359,0.0,0.23911760784465047,0.13634859780733255
DTLZ1,0.6522501210706917,0.6522501210706917,0.6522501210706917,0.49628563240388424,0.498287869435595,0.5941797413880359,0.0,0.23911760784465047,0.16138529349457842
DTLZ1,0.37909529717239465,0.37909529717239465,0.37909529717239465,0.37909529717239465,0.3113354858301065,0.3465371672443265,0.0,0.0,0.10158125806286454
DTLZ1,0.41536884522408357,0.41536884522408357,0.4356840827989181,0.3946177466021261,0.43568408280666304,0.43057244503400405,0.0,0.09425714139698194,0.011732440946040503
DTLZ1,0.40575870080258447,0.40575870080258447,0.43057244506252523,0.43057244480661616,0.4356840827446007,0.40575870080258447,0.0,5.94346142318039e-10,0.06868596565084652
DTLZ1,0.40575870080258447,0.40575870080258447,0.43057244506252523,0.36466338326125936,0.4356840827446007,0.4305724448689112,0.0,0.15307310664456233,0.01173244118419154
DTLZ1,0.40575870080258447,0.40575870080258447,0.43057244480661616,0.36466338326125936,0.40575870080258447,0.4305724448689112,0.0,0.1530731061411946,0.05762966107569041
DTLZ1,0.3867587635524501,0.3867587635524501,0.3867587635524501,0.3979050550590806,0.35557473829356034,0.3979050551165493,0.0,0.02801244006557167,0.10638295814208763
DTLZ1,0.45416883643437167,0.45416883643437167,0.30131472662876213,0.3979050550588532,0.45416883643437167,0.3334456784967603,0.0,0.2427471759960542,0.265811187939259
DTLZ1,0.35692208830386996,0.35692208830386996,0.35692208830386996,0.4166043935035386,0.36276917089150906,0.4282720149656214,0.0,0.1432589433293188,0.15294682301240353
DTLZ1,0.37643269912769384,0.37643269912769384,0.37643269912769384,0.34319085926040493,0.4215248826368647,0.43535831197697306,0.0,0.08830752467657592,0.03177481389361877
DTLZ1,0.36546043623628854,0.36546043623628854,0.317099900176677,0.38045541083477197,0.3712835797385896,0.3903098691552991,0.0,0.1665254556876565,0.04874662651468638
DTLZ1,0.39844958066349534,0.39844958066349534,0.41577506665003305,0.3650260512706236,0.41577506665003305,0.3110735979531576,0.0,0.12205882326783682,0.25182238449378924
DTLZ1,0.4268510471787934,0.4268510471787934,0.3110735979531576,0.3706072160145766,0.3967864300423525,0.38051974341227,0.0,0.16063804342945506,0.04099607597050679
DTLZ1,0.4268510471787934,0.4268510471787934,0.3110735979531576,0.4268510471787934,0.3967864300423525,0.4268510471787934,0.0,0.27123618412289047,0.070433509148328
DTLZ1,0.4268510471787934,0.4268510471787934,0.3706072160145766,0.4268510471787934,0.38051974341227,0.4268510471787934,0.0,0.13176453832303286,0.10854208762692055
DTLZ1,0.380173563391601,0.380173563391601,0.4085354695661536,0.4435452725641227,0.4498376341232486,0.4162094147095967,0.0,0.07893174646091569,0.07475634954197338
DTLZ1,0.4498376341232486,0.4498376341232486,0.380173563391601,0.4358299526852658,0.47466697146805714,0.49989617100443695,0.0,0.12770207497385339,0.05046887933885751
DTLZ1,0.4498376341232486,0.4498376341232486,0.380173563391601,0.4498376341232486,0.47466697146805714,0.3534980169615842,0.0,0.1548649233571256,0.25527150990034075
DTLZ1,0.4498376341232486,0.4498376341232486,0.4358299526852658,0.4498376341232486,0.49989617100443695,0.3534980169615842,0.0,0.03113941648142521,0.29285712220739
DTLZ1,0.47024331177187406,0.47024331177187406,0.475436795006674,0.5662155004377478,0.44073262049497863,0.5662155004369254,0.0,0.16032536262410996,0.22161682229666393
DTLZ1,0.47024331177187406,0.47024331177187406,0.475436795006674,0.47024331177187406,0.44073262049497863,0.5417267016347971,0.0,0.010923603914011433,0.1864299485977769
DTLZ1,0.47024331177187406,0.47024331177187406,0.475436795006674,0.4837365670659679,0.44073262049497863,0.42386508653008015,0.0,0.017157627982591676,0.03827158050147246
DTLZ1,0.47024331177187406,0.47024331177187406,0.5662155004377478,0.47024331177187406,0.5662155004369254,0.5417267016347971,0.0,0.16949763577944535,0.04324996186651775
DTLZ1,0.47024331177187406,0.47024331177187406,0.5662155004377478,0.4837365670659679,0.5662155004369254,0.42386508653008015,0.0,0.14566703544501075,0.2514067767431291
DTLZ1,0.47024331177187406,0.47024331177187406,0.47024331177187406,0.4837365670659679,0.5417267016347971,0.42386508653008015,0.0,0.02789380876441732,0.21756656031360416
DTLZ1,0.4382928921341396,0.4382928921341396,0.4457442286438411,0.3814138793437003,0.5089989257869156,0.528593307903007,0.0,0.14432121644258483,0.037068918246098474
DTLZ1,0.3781206582827892,0.3781206582827892,0.3781206582827892,0.3781206582827892,0.5604112696423122,0.3781206582827892,0.0,0.0,0.3252800599029205
DTLZ1,0.5761934769613042,0.5761934769613042,0.36844437577908984,0.5551841941660207,0.5761934769613042,0.5761934769613042,0.0,0.33635651077467227,0.0
DTLZ1,0.5162689719684774,0.5162689719684774,0.36369852204669506,0.45241260516663395,0.4139132641540648,0.4124491441381757,0.0,0.1960910949580272,0.0035372628583948177
DTLZ1,0.5162689719684774,0.5162689719684774,0.36369852204669506,0.4943777039903292,0.4139132641540648,0.5162689719684774,0.0,0.26433065425254376,0.19826042890809695
DTLZ1,0.4309076270041441,0.4309076270041441,0.5162689719684774,0.5162689719684774,0.3395393337728603,0.3844854762984795,0.0,0.0,0.11689945471627423
DTLZ1,0.5162689719684774,0.5162689719684774,0.45241260516663395,0.4943777039903292,0.4124491441381757,0.5162689719684774,0.0,0.08488469137053996,0.20109639251502573
DTLZ1,0.4684472446737047,0.4684472446737047,0.41500551724596413,0.4784879585052195,0.407048986733507,0.4155788063346524,0.0,0.1326730174309348,0.02052515544855917
DTLZ1,0.4684472446737047,0.4684472446737047,0.41500551724596413,0.4802852068251404,0.407048986733507,0.4948860851612302,0.0,0.1359185930599419,0.17748952953305724
DTLZ1,0.4684472446737047,0.4684472446737047,0.4784879585052195,0.4802852068251404,0.4155788063346524,0.4948860851612302,0.0,0.0037420438822202344,0.16025360422235374
DTLZ1,0.5835905186565267,0.5835905186565267,0.42543840621390494,0.5835905186565267,0.3796019089166762,0.5697737138535359,0.0,0.2709984267851042,0.33376724884459064
DTLZ1,0.4674891142743114,0.4674891142743114,0.4674891142743114,0.4674891142743114,0.5086078460621835,0.48850491231559445,0.0,0.0,0.039525410200084043
DTLZ1,0.38825021157267336,0.38825021157267336,0.38825021157267336,0.38825021157267336,0.3489777138970176,0.5055514203296241,0.0,0.0,0.3097087657878975
MMF1,1.1615414202491865,1.1615414202491383,1.053083024919208,0.9998517210805851,1.1615414202491383,0.9998517210805851,4.148253211529461e-14,0.05054805991456071,0.13920269768242316
MMF1,1.0577896875328188,1.0577896875328228,0.5843589257645707,0.5785837055918557,0.6279407992392214,1.0577896875328228,3.7784475834441755e-15,0.009883001556207567,0.40636517198061956
MMF11_L,1.0226230949513093,1.0226230949513093,1.0226230949513093,1.0226230949513093,1.0628354185135662,0.4731428672996256,0.0,0.0,0.5548296010295348
MMF11_L,1.186878818958668,1.1868788210189303,1.186878818958668,1.1868788210189303,0.8774059055055377,1.1868788210189303,1.7358656558638815e-09,1.7358656558638815e-09,0.26074516625691535
MMF11_L,1.6158978350521465,1.6158978350531594,1.6158978350521465,1.6158978350531594,0.8859513860493415,1.6158978350531594,6.268759482771808e-13,6.268759482771808e-13,0.4517280939235891
MMF11_L,0.8859513860493415,0.8859513860493415,0.8859513860493415,0.8859513860493415,1.4421329022995124,0.8283089629598956,0.0,0.0,0.4256361798284063
MMF11_L,0.8859513860493415,0.8859513860493415,0.8859513860493415,0.8859513860493415,1.4421329022995124,0.8859513860493415,0.0,0.0,0.3856659225812873
MMF11_L,0.8859513860493415,0.8859513860495067,0.8859513860493415,0.8859513860495067,1.4421329022995124,1.0590530852615232,1.864675519058242e-13,1.864675519058242e-13,0.2656341980875411
MMF11_L,0.8859513860493415,0.8859513860493415,0.8859513860493415,0.8859513860493415,0.8283089629598956,0.8859513860493415,0.0,0.0,0.06506273820111795
MMF11_L,0.8859513860493415,0.8859513860495067,0.8859513860493415,0.8859513860495067,0.8283089629598956,1.0590530852615232,1.864675519058242e-13,1.864675519058242e-13,0.21787776789739247
MMF11_L,0.8859513860493415,0.8859513860495067,0.8859513860493415,0.8859513860495067,0.8859513860493415,1.0590530852615232,1.864675519058242e-13,1.864675519058242e-13,0.16344950184384366
MMF11_L,1.011763783624661,1.011763783624661,1.1225738762641608,0.53413746289998,1.011763783624661,0.4491358025258805,0.0,0.5241850231919273,0.5560863021634913
MMF11_L,1.011763783624661,1.0117637836243367,1.1225738762641608,1.011763783624661,1.011763783624661,0.53413746289998,3.204158208046813e-13,0.09871073519746189,0.4720729566080894
MMF11_L,1.011763783624661,1.0117637836243367,0.53413746289998,1.011763783624661,0.4491358025258805,0.53413746289998,3.204158208046813e-13,0.4720729566080894,0.15913817374389355
MMF11_L,0.9799516162622286,0.9799516162622286,0.9799516162622286,1.1041802194309676,0.9799516162622286,0.9958731464835853,0.0,0.11250754268425439,0.015987508326311822
MMF11_L,0.9799516162622286,0.9799516162620758,0.9799516162622286,1.028408912430396,0.9799516162622286,0.9799516162622286,1.5589207227506851e-13,0.04711870500387846,0.0
MMF11_L,0.9799516162622286,0.9799516162620758,1.1041802194309676,1.028408912430396,0.9958731464835853,0.9799516162622286,1.5589207227506851e-13,0.06862222820801837,0.015987508326311822
MMF11_L,1.0326636038582797,1.0326636038572738,1.0326636038582797,0.4078008122213408,0.4078008122213408,1.0326636038572738,9.740462010593277e-13,0.6050981067816288,0.6050981067812441
MMF11_L,1.0326636038582797,1.0326636038564732,1.0326636038582797,0.8947815528158123,0.4078008122213408,0.8947815528158123,1.7494127796509249e-12,0.13352078114044777,0.5442453960544656
MMF11_L,1.0326636038572738,1.0326636038564732,0.4078008122213408,0.8947815528158123,1.0326636038572738,0.8947815528158123,7.753665785923525e-13,0.5442453960544656,0.13352078113960378
MMF11_L,0.8353223988339529,0.8353223988305338,0.8353223988339529,0.8353223988305338,0.8510467228401868,0.8353223988339529,4.093081702835166e-12,4.093081702835166e-12,0.018476452096257815
MMF11_L,0.8353223988339529,0.8353223988290925,0.8353223988339529,0.8353223988290925,0.8510467228401868,0.5885822817479625,5.818513144132937e-12,5.818513144132937e-12,0.30840191736630546
MMF11_L,0.8353223988305338,0.8353223988290925,0.8353223988305338,0.8353223988290925,0.8353223988339529,0.5885822817479625,1.7254314413048326e-12,1.7254314413048326e-12,0.29538309691015235
MMF11_L,0.6977236048151512,0.6977236048169702,0.6977236048151512,0.6977236048169702,0.5647194717877935,0.6977236048169702,2.6070343485412417e-12,2.6070343485412417e-12,0.1906258181763349
MMF11_L,0.5655323362455495,0.5655323362417413,0.5655323362455495,0.5655323362417413,0.6977236048151512,0.5655323362455495,6.733986325789308e-12,6.733986325789308e-12,0.18946079458587792
MMF11_L,0.8094990531301147,0.8094990531269906,0.8094990531301147,0.8094990531269906,0.8094990531301147,0.8094990531203958,3.859383873538673e-12,3.859383873538673e-12,1.2006057721733314e-11
MMF11_L,0.8094990531301147,0.8094990531203958,0.8094990531301147,0.8094990531203958,0.8094990531301147,0.29643281480067873,1.2006057721733314e-11,1.2006057721733314e-11,0.6338070888971977
MMF11_L,0.8094990531301147,0.8094990531275568,0.8094990531301147,0.8094990531275568,0.8094990531301147,0.7855586550089497,3.1599219774815576e-12,3.1599219774815576e-12,0.029574337398658994
MMF11_L,0.8094990531301147,0.8094990531304997,0.8094990531301147,0.8094990531304997,0.8094990531301147,0.8094990531269906,4.756340893186124e-13,4.756340893186124e-13,3.859383873538673e-12
MMF11_L,0.8094990531269906,0.8094990531203958,0.8094990531269906,0.8094990531203958,0.8094990531203958,0.29643281480067873,8.146673848226082e-12,8.146673848226082e-12,0.6338070888928011
MMF11_L,0.8094990531269906,0.8094990531275568,0.8094990531269906,0.8094990531275568,0.8094990531203958,0.7855586550089497,6.994618960593259e-13,6.994618960593259e-13,0.029574337387008008
MMF11_L,0.8094990531269906,0.8094990531304997,0.8094990531269906,0.8094990531304997,0.8094990531203958,0.8094990531269906,4.33501796285545e-12,4.33501796285545e-12,8.146673848226082e-12
MMF11_L,0.8094990531203958,0.8094990531275568,0.8094990531203958,0.8094990531275568,0.29643281480067873,0.7855586550089497,8.84613574427971e-12,8.84613574427971e-12,0.6226471277344636
MMF11_L,0.8094990531203958,0.8094990531304997,0.8094990531203958,0.8094990531304997,0.29643281480067873,0.8094990531269906,1.2481691811046216e-11,1.2481691811046216e-11,0.6338070888957844
MMF11_L,0.8094990531275568,0.8094990531304997,0.8094990531275568,0.8094990531304997,0.7855586550089497,0.8094990531269906,3.635556066798667e-12,3.635556066798667e-12,0.02957433739491375
MMF11_L,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.1822081501708137,0.0,0.0,0.5333830459813328
MMF11_L,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.2532944805624169,0.0,0.0,0.35133802259133234
MMF11_L,0.3904876335966232,0.39048763359672845,0.3904876335966232,0.39048763359672845,0.3904876335966232,0.39048763359672845,2.695325886892481e-13,2.695325886892481e-13,2.695325886892481e-13
MMF11_L,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.3904876335966232,0.1822081501708137,0.2532944805624169,0.0,0.0,0.2806469775170883
MMF11_L,0.3904876335966232,0.39048763359672845,0.3904876335966232,0.39048763359672845,0.1822081501708137,0.39048763359672845,2.695325886892481e-13,2.695325886892481e-13,0.5333830459814585
MMF11_L,0.3904876335966232,0.39048763359672845,0.3904876335966232,0.39048763359672845,0.2532944805624169,0.39048763359672845,2.695325886892481e-13,2.695325886892481e-13,0.3513380225915072
MMF11_L,0.25470625656212453,0.25470625656926593,0.25470625656212453,0.15981557083993692,0.28054375689884914,0.2587169992867908,2.8037782345000206e-11,0.3725494889798404,0.07780161588100505
MMF11_L,0.18518702401322118,0.18518702401545584,0.28054375689884914,0.25470625656926593,0.2762196000952142,0.18518702401545584,1.2067027459650786e-11,0.09209793372411061,0.32956595422040647
MMF11_L,0.24671355555213204,0.24671355555213204,0.17048370524574263,0.2374445438311441,0.15847157061398143,0.24671355555213204,0.0,0.28200622134749864,0.3576697872991602
MMF11_L,0.23363452147089991,0.23363452146678432,0.11368340522250486,0.19853969733996868,0.178804766608458,0.23363452147089991,1.761553355375211e-11,0.4274021430190884,0.2346817350331987
MMF11_L,0.23363452147089991,0.23363452147149788,0.11368340522250486,0.23363452146678432,0.178804766608458,0.23363452147149788,2.5594082471072574e-12,0.5134134951085678,0.23468173503515746
MMF11_L,0.19853969733115795,0.19853969733996868,0.23363452147089991,0.08417453277442544,0.13302591873577452,0.19853969733115795,4.4377673792552545e-11,0.6397170578881696,0.32997823345176414
MMF11_L,0.23363452146678432,0.23363452147149788,0.19853969733996868,0.23363452146678432,0.23363452147089991,0.23363452147149788,2.017494180081428e-11,0.1502124938835507,2.5594082471072574e-12
MMF11_L,0.16671887666556184,0.1667188766677521,0.16671887666556184,0.1667188766677521,0.16671887666080476,0.16671887666556184,1.3137372484493003e-11,1.3137372484493003e-11,2.8533563271641896e-11
MMF11_L,0.16589553052351347,0.16589553052652395,0.16589553052351347,0.17832489624140901,0.0938877544471266,0.1783248962304449,1.8146846657163246e-11,0.06970067545178422,0.47350170149098103
MMF11_L,0.08203160651188268,0.08203160651188268,0.08203160651188268,0.08203160651188268,0.07451750331569551,0.13207329768908194,0.0,0.0,0.43578675917429127
MMF11_L,0.1367742969779684,0.1367742969779684,0.1367742969779684,0.1367742969779684,0.11696992259200245,0.11696992259200245,0.0,0.0,0.0
MMF11_L,0.1367742969779684,0.1367742969779684,0.1367742969779684,0.11696992259200245,0.11696992259200245,0.06435853903504585,0.0,0.14479602398655378,0.44978557214633724
MMF11_L,0.1367742969779684,0.1367742969684027,0.1367742969779684,0.06435853903504585,0.11696992259200245,0.10884348086770945,6.993771338273586e-11,0.5294544336395842,0.06947462684606945
MMF11_L,0.1367742969779684,0.1367742969779684,0.1367742969779684,0.1367742969684027,0.11696992259200245,0.1367742969779684,0.0,6.993771338273586e-11,0.14479602398655378
