problema,h1p,h1q,h0p,h0q,nlp,nlq,r_h1,r_h0,r_nl
DTLZ1,0.3771465149432327,0.3771465149432327,0.3771465149432327,0.3771465149432327,0.3491199769644613,0.4012793101337717,0.0,0.0,0.1299826127390481
DTLZ1,0.4336452343595454,0.4336452343595454,0.4336452343595454,0.4336452343595454,0.5225352537956311,0.46944334376705577,0.0,0.0,0.10160445566671789
DTLZ1,0.5225352537956311,0.5225352537956347,0.5225352537956311,0.47849769990592783,0.4913161737702456,0.5225352537956347,6.798993279389297e-15,0.08427671352281019,0.05974540435045743
DTLZ1,0.4846977720241057,0.4846977720241057,0.4846977720241057,0.3417975936343325,0.5257983049691823,0.31874939962321314,0.0,0.29482326232493244,0.39378009284017107
DTLZ1,0.518397768852326,0.518397768852326,0.36884383358325934,0.3466279102053953,0.39497585382048683,0.36884383360201767,0.0,0.06023124519133172,0.06616105760821
DTLZ1,0.4055719339648238,0.4055719339648238,0.4055719339648238,0.4055719339648238,0.40175272052609046,0.29756704837042314,0.0,0.0,0.25932785724322516
DTLZ1,0.4055719339648238,0.4055719339648238,0.4055719339648238,0.34072768985006086,0.40175272052609046,0.3407276898222875,0.0,0.15988346008278537,0.15189699431006062
DTLZ1,0.4055719339648238,0.4055719339648238,0.4055719339648238,0.34072768985006086,0.29756704837042314,0.3407276898222875,0.0,0.15988346008278537,0.12667195165258088
DTLZ1,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.3449690782738912,0.3428141609798381,0.0,0.0,0.006246696964364538
DTLZ1,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.3449690782738912,0.33925852426909486,0.0,0.0,0.016553814137110632
DTLZ1,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.43029713559560534,0.3428141609798381,0.33925852426909486,0.0,0.0,0.010371907334809114
DTLZ1,0.44183404937403736,0.44183404937403736,0.44183404937403736,0.44183404937403736,0.38594064175540765,0.4325286157475503,0.0,0.0,0.10771073241390852
DTLZ1,0.4120070545209611,0.4120070545209611,0.4120070545209611,0.4120070545209611,0.43117468901502853,0.3830929785208088,0.0,0.0,0.11151329546745227
DTLZ1,0.5193413626896604,0.5193413626896604,0.35083405607779916,0.5193413626896604,0.4706321300500189,0.39942925422325715,0.0,0.3244634814742362,0.15129199916545075
DTLZ1,0.5193413626896604,0.5193413626896604,0.35083405607779916,0.4954616287471616,0.4706321300500189,0.5193413626896604,0.0,0.29190468903731626,0.09379039710485822
DTLZ1,0.5193413626896604,0.5193413626896604,0.5193413626896604,0.4954616287471616,0.39942925422325715,0.5193413626896604,0.0,0.04598080503125345,0.23089265958979346
DTLZ1,0.35157651191004113,0.35157651191004113,0.35157651191004113,0.35157651191004113,0.4495437907534985,0.45390574082170687,0.0,0.0,0.009609814716843933
DTLZ1,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.39801745315985215,0.4799333455434027,0.0,0.0,0.17068181059768125
DTLZ1,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.39801745315985215,0.36536621012593784,0.0,0.0,0.08203470168128756
DTLZ1,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.43592593999089146,0.4799333455434027,0.36536621012593784,0.0,0.0,0.238714680864166
DTLZ1,0.4466702941855516,0.44667029418617865,0.4466702941855516,0.44667029418617865,0.43592593999092166,0.3881198967597115,1.4038407578698824e-12,1.4038407578698824e-12,0.10966551619342901
DTLZ1,0.3878256482093896,0.3878256482093896,0.3858179302911324,0.3817881661358893,0.4093161924133515,0.35585841320256684,0.0,0.010444730114544814,0.1306026494959668
DTLZ1,0.3675542175241482,0.3675542175241482,0.3675542175241482,0.3675542175241482,0.36874936386156953,0.4069215208240653,0.0,0.0,0.09380717167573867
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41300268440938837,0.3853792141322021,0.0,0.0,0.06688448119093708
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41300268440938837,0.35816403317178214,0.0,0.0,0.13278037482014884
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41300268440938837,0.3853792141322021,0.0,0.0,0.06688448119093708
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41482974411128026,0.41300268440938837,0.29490983644236124,0.0,0.07099425824002123,0.2859372406644402
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3204286618525334,0.41300268440938837,0.35729391057747506,0.0,0.1685367292730734,0.13488719549505895
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.35816403317178214,0.0,0.0,0.07061922377340248
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.0,0.0,0.0
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41482974411128026,0.3853792141322021,0.29490983644236124,0.0,0.07099425824002123,0.23475417036583054
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3204286618525334,0.3853792141322021,0.35729391057747506,0.0,0.1685367292730734,0.07287705855638739
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.35816403317178214,0.3853792141322021,0.0,0.0,0.07061922377340248
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41482974411128026,0.35816403317178214,0.29490983644236124,0.0,0.07099425824002123,0.17660678033263882
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3204286618525334,0.35816403317178214,0.35729391057747506,0.0,0.1685367292730734,0.002429396906779162
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.41482974411128026,0.3853792141322021,0.29490983644236124,0.0,0.07099425824002123,0.23475417036583054
DTLZ1,0.3853792141322021,0.3853792141322021,0.3853792141322021,0.3204286618525334,0.3853792141322021,0.35729391057747506,0.0,0.1685367292730734,0.07287705855638739
