problema,D,corte_31D_1,igd_plus_DoE_11D_1,hv_DoE,igd_plus_at_31D_1,hv_at_31D_1,n_nd_at_31D_1,igd_plus_final_2000,hv_final,n_nd_final,ganho_rel_31D1_para_final
DTLZ2,12,371,0.44841921489682934,0.05217196099724282,0.36228161193700736,0.09069447468264445,65,0.29939265920795055,0.16647146889829056,116,0.17359134622596245
MMF16_20,20,619,0.07778609577957092,0.5558593727258982,0.053537413549506654,0.6361513599991256,85,0.028344487374127807,0.7155453731523123,221,0.47056674024946427
WFG9,22,681,0.23871495888219296,0.09152916062047177,0.2082681270559705,0.11654890540227425,15,0.20387767339914784,0.12421681517581287,24,0.021080775627481237
ZDT1,30,929,2.0959124181730164,0.0,1.8086455999126825,0.0,21,1.8086455999126825,0.0,26,0.0
ZDT4,10,309,91.92166808266371,0.0,91.5931989827232,0.0,7,68.13137113595556,0.0,7,0.25615251031021563
