label,problema,exp,obj,mu_med,f_med,vies_med,abs_med,wape_final,pct_otimista,mu_colapso0
BBOB_F1,BBOB_F1,off,0,2.264003276824951,23.604949951171875,-20.791603237390518,20.791603237390518,0.8273571350528596,1.0,False
BBOB_F1,BBOB_F1,off,1,2.4968957901000977,24.680814743041992,-22.212727546691895,22.212727546691895,0.8406256262521898,1.0,False
BBOB_F17,BBOB_F17,off,0,-8903164.0,1951002.5,-10854166.5,10854166.5,5.563379083317423,1.0,False
BBOB_F17,BBOB_F17,off,1,1.1501354881503223e-13,87.22391510009766,-87.22391510009754,87.22391510009754,0.9999999999999988,1.0,False
BBOB_F22,BBOB_F22,off,0,-270214.140625,114863.65234375,-377341.828125,377341.828125,3.5102630090827014,1.0,False
BBOB_F22,BBOB_F22,off,1,623.4916381835938,815.0758666992188,-189.23233032226562,189.23233032226562,0.22870847377830558,1.0,False
BBOB_F37,BBOB_F37,off,0,1246.6818237304688,1509.6099243164062,-202.54425048828125,202.54425048828125,0.1914146671547737,1.0,False
BBOB_F37,BBOB_F37,off,1,-202.15453338623047,321.30577087402344,-557.8589630126953,557.8589630126953,1.1990157922086253,1.0,False
BBOB_F49,BBOB_F49,off,0,-160.37921905517578,617.09814453125,-850.8391494750977,850.8391494750977,1.4726668822468774,1.0,False
BBOB_F49,BBOB_F49,off,1,43.46584129333496,82.592529296875,-38.92341423034668,38.92341423034668,0.602713368382574,1.0,False
BBOB_F5,BBOB_F5,off,0,-9.413512706756592,17.05948257446289,-26.046380519866943,26.046380519866943,1.4021015143434332,1.0,False
BBOB_F5,BBOB_F5,off,1,605.7097473144531,868.6885986328125,-262.0027770996094,262.0027770996094,0.285607118251632,1.0,False
BBOB_F55,BBOB_F55,off,0,35.18589973449707,83.46443939208984,-47.69011688232422,47.69011688232422,0.5623923637883362,1.0,False
BBOB_F55,BBOB_F55,off,1,33.39728355407715,86.08488845825195,-52.97504997253418,52.97504997253418,0.5954480040341193,1.0,False
DTLZ1,DTLZ1,off,0,0.0,25.363754272460938,-25.363754272460938,25.363754272460938,1.0,1.0,True
DTLZ1,DTLZ1,off,1,-32.97867965698242,24.950321197509766,-57.92900085449219,57.92900085449219,2.3274468976176923,1.0,False
DTLZ1,DTLZ1,off,2,0.0,267.88232421875,-267.88232421875,267.88232421875,1.0,1.0,True
DTLZ2,DTLZ2,off,0,0.0,2.4450807571411133,-2.4450807571411133,2.4450807571411133,1.0,1.0,True
DTLZ2,DTLZ2,off,1,0.0,2.188244342803955,-2.188244342803955,2.188244342803955,0.9999999999999651,1.0,False
DTLZ2,DTLZ2,off,2,0.0,2.5545245786746777e-16,-2.5545245786746777e-16,2.5545245786746777e-16,1.0,1.0,True
DTLZ3,DTLZ3,off,0,0.0,480.3734436035156,-480.3734436035156,480.3734436035156,1.0,1.0,True
DTLZ3,DTLZ3,off,1,7.07120265119876e-11,680.4913330078125,-680.4913330077418,680.4913330077418,0.9999999999998931,1.0,False
DTLZ3,DTLZ3,off,2,-339.3604736328125,7.516733427777008e-16,-339.3604736328125,339.3604736328125,54.46932097690044,0.9904761904761905,False
DTLZ4,DTLZ4,off,0,0.0,1.9898849725723267,-1.9898849725723267,1.9898849725723267,1.0,1.0,True
DTLZ4,DTLZ4,off,1,-0.24782900512218475,1.2715393842011036e-11,-0.24782900513490014,0.24782900513490014,275.81281575745925,0.9523809523809523,False
DTLZ4,DTLZ4,off,2,0.0,3.010152795468457e-05,-3.010152795468457e-05,3.010152795468457e-05,1.0,0.9333333333333333,True
DTLZ7,DTLZ7,off,0,0.45134299993515015,0.45130038261413574,4.112720489501953e-05,4.112720489501953e-05,8.897175418538168e-05,0.34285714285714286,False
DTLZ7,DTLZ7,off,1,0.6723161935806274,0.6723384261131287,-1.3589859008789062e-05,3.9637088775634766e-05,6.109760852432133e-05,0.580952380952381,False
DTLZ7,DTLZ7,off,2,5.9003777503967285,6.260794162750244,-0.5623760223388672,0.6265106201171875,0.09618794864077071,0.8380952380952381,False
MMF1,MMF1,off,0,-0.007454383885487914,0.05687483958899975,-0.06467500375583768,0.06467500375583768,1.1238672084883283,1.0,False
MMF1,MMF1,off,1,0.0038795943837612867,4.71603536605835,-4.7105837794952095,4.7105837794952095,0.9988192997640135,1.0,False
MMF11_L,MMF11_L,off,0,0.10336476936936378,0.10000000149011612,0.0033647529780864716,0.0033647529780864716,0.02834652451297481,0.4,False
MMF11_L,MMF11_L,off,1,0.4937465339899063,19.987399101257324,-19.505936846137047,19.505936846137047,0.9772520950552401,1.0,False
MMF16_20,MMF16_20,off,0,-0.15979334712028503,0.5763232111930847,-0.8834769651257375,0.8834769651257375,1.0434092992007804,1.0,False
MMF16_20,MMF16_20,off,1,0.23064950108528137,1.4973875284194946,-1.1599121987819672,1.1599121987819672,0.8040244111095088,1.0,False
MMF16_20,MMF16_20,off,2,-0.1108485609292984,0.7446812987327576,-0.9942288249731064,0.9942288249731064,1.0255029687873976,1.0,False
MMF4,MMF4,off,0,0.16115513443946838,0.7261348366737366,-0.21712206304073334,0.21712206304073334,0.5971016139894485,0.62,False
MMF4,MMF4,off,1,0.42836880683898926,1.0004020631313324,-0.06390637787990272,0.17799663048936054,0.4502196954659287,0.66,False
WFG1,WFG1,off,0,2.701339840888977,2.7958171367645264,-0.08497798442840576,0.10741698741912842,0.052067305255992256,0.78,False
WFG1,WFG1,off,1,0.9564628005027771,1.1300150752067566,-0.22074967622756958,0.22074967622756958,0.19662217670532542,0.98,False
WFG2,WFG2,off,0,-0.2224581390619278,0.7116867005825043,-0.9178502708673477,0.9178502708673477,1.1818152616387108,1.0,False
WFG2,WFG2,off,1,0.9853973686695099,4.7004008293151855,-3.693589895963669,3.693589895963669,0.7631363313361021,1.0,False
WFG4,WFG4,off,0,0.33849579095840454,1.9928807616233826,-1.5105985328555107,1.5105985328555107,0.7970025518858704,1.0,False
WFG4,WFG4,off,1,1.8884407877922058,3.980298638343811,-1.9408493041992188,1.9408493041992188,0.4873803096294759,1.0,False
WFG5,WFG5,off,0,1.0434225499629974,2.056665062904358,-0.8672914803028107,0.8672914803028107,0.44734907390328876,0.9,False
WFG5,WFG5,off,1,0.12306714430451393,1.4762353301048279,-1.3212227299809456,1.3212227299809456,0.8658565706840013,0.9,False
WFG9,WFG9,off,0,0.3809542655944824,0.8408883213996887,-0.4006151854991913,0.8195229843258858,0.9147672029305546,0.66,False
WFG9,WFG9,off,1,1.6885939240455627,4.721244812011719,-2.9367637038230896,2.9367637038230896,0.5988016638654997,0.92,False
ZDT1,ZDT1,off,0,0.40198805928230286,0.40199287235736847,-6.288290023803711e-06,3.4302473068237305e-05,9.785429050137589e-05,0.56,False
ZDT1,ZDT1,off,1,0.7381004095077515,0.7456364929676056,0.021026134490966797,0.04762022942304611,0.06696345057396329,0.48,False
ZDT3,ZDT3,off,0,0.37512345612049103,0.3751217871904373,7.450580596923828e-08,2.3633241653442383e-05,6.668394111524824e-05,0.48,False
ZDT3,ZDT3,off,1,-0.00887100026011467,2.3682639598846436,-2.284188985824585,2.284188985824585,0.9804208418226278,1.0,False
ZDT4,ZDT4,off,0,0.49416403472423553,0.4938109517097473,0.0003530830144882202,0.0013706982135772705,0.0026301879496408703,0.32,False
