g,eim,nfront,rmin,rmax,salto
1,0.7509396335870036,14,0.998100520194794,3.682628634775605,
2,0.10344386825114132,6,0.998100520194794,5.37826690430141,-0.8622474249267916
3,0.0007697397214203915,2,0.9994784596895036,5.37826690430141,-0.9925588656492271
4,0.000600718442955024,3,0.9994784845336532,5.868529521782297,-0.21958237799327096
5,0.000387445356033553,3,0.9994784845508035,5.868529521782297,-0.3550300301624647
6,0.10283872418070068,3,0.9994784845634287,5.868529521782297,264.4276856832291
7,0.0003984792639072319,4,0.9994784845634287,5.868529521782297,-0.996125202183498
8,0.00038080105785469505,4,0.9994784845634287,5.868529521782297,-0.04436418065822467
9,0.0002081547157856224,5,0.9994784845634287,5.868529521782297,-0.4533767396595587
10,0.10295035130121784,5,0.9994784845634287,5.868529521782297,493.5857263558033
11,0.00025992006618235616,5,0.9994784845634287,5.868529521782297,-0.9974752872341167
12,0.00026499408598429196,5,0.9994784845634287,5.868529521782297,0.019521462411355106
13,0.0002000854179890754,4,0.9994784845666779,5.868529521782297,-0.24494383621476046
14,0.00018775332361804217,4,0.9994784845666779,5.968135537175713,-0.061634148530037014
15,0.000152060084268536,4,0.9994784845666779,5.968135537175713,-0.19010709723636676
16,0.0002699450739764531,4,0.9994784845666779,5.968135537175713,0.7752526922169387
17,0.0003273704874968962,4,0.9994784845666779,5.968135537175713,0.21272999234448786
18,0.00022003009839930804,4,0.9994784845666779,6.995113815993781,-0.327886578653813
19,0.0002372453226588228,4,0.9994784845666779,6.995113815993781,0.07824031523302222
20,0.00021011855080071986,4,0.9994784845666779,6.995113815993781,-0.11434059712575806
21,0.00017099801037737962,4,0.9994784845666779,6.995113815993781,-0.18618318218101004
22,0.0001377727152060456,4,0.9994784845666779,6.995113815993781,-0.19430223251140943
23,0.00015471760396977907,4,0.9994784845666779,6.995113815993781,0.12299161512779655
24,0.00027214842348253994,4,0.9994784845666779,6.995113815993781,0.7590010218597916
25,0.000198822663157179,4,0.9994784845666779,6.995113815993781,-0.26943297847200376
26,0.00019697669721083,4,0.9994784845666779,6.995113815993781,-0.009284484560443063
27,0.0001865611491910824,4,0.9994784845666779,6.995113815993781,-0.05287705686627242
28,0.0001537284624759618,4,0.9994784845666779,6.995113815993781,-0.1759888747334647
29,0.0001409033862237393,4,0.9994784845666779,6.995113815993781,-0.08342681664579799
30,0.00015110709674322627,4,0.9994784845666779,6.995113815993781,0.07241636125965467
31,0.0001114370439990429,4,0.9994784845666779,6.995113815993781,-0.2625293821348048
32,0.00017517316785302454,4,0.9994784845666779,6.995113815993781,0.5719473665734442
33,0.0001768500514957777,4,0.9994784845666779,6.995113815993781,0.009572719745298608
34,0.0001414777616708148,5,0.9994784845666779,6.995113815993781,-0.20001288959651453
