label,exp,tier,dist,problema,M,N,it,logged,early,V_51i,P_51i,51i_lag1,51i_lag2,51i_lag3,51i-1_lag1,51i-1_lag2,51i-1_lag3,51i-50_lag1,51i-50_lag2,51i-50_lag3
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,28,3.0,False,100.0,50.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,29,1.0,False,100.0,50.0,0.0,1.0,1.0,1.0,2.0,2.0,-7.0,-4.0,-4.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,30,0.0,True,100.0,50.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,1.0,4.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,1,1.0,False,16.0,60.0,,,,,,,,,
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,2,1.0,False,64.0,73.0,48.0,,,46.0,,,16.0,,
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,3,1.0,False,79.0,82.0,15.0,63.0,,32.0,78.0,,34.0,50.0,
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,4,1.0,False,86.0,84.0,7.0,22.0,70.0,7.0,39.0,85.0,14.0,48.0,64.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,5,1.0,False,87.0,69.0,1.0,8.0,23.0,2.0,9.0,41.0,5.0,19.0,53.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,6,33.0,False,130.0,77.0,43.0,44.0,51.0,37.0,39.0,46.0,10.0,15.0,29.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,7,26.0,False,156.0,73.0,26.0,69.0,70.0,26.0,63.0,65.0,32.0,42.0,47.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,8,21.0,False,180.0,74.0,24.0,50.0,93.0,25.0,51.0,88.0,25.0,57.0,67.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,9,17.0,False,216.0,81.0,36.0,60.0,86.0,41.0,66.0,92.0,44.0,69.0,101.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,10,13.0,False,227.0,82.0,11.0,47.0,71.0,12.0,53.0,78.0,24.0,68.0,93.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,11,7.0,False,237.0,79.0,10.0,21.0,57.0,51.0,63.0,104.0,24.0,48.0,92.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,12,3.0,False,315.0,105.0,78.0,88.0,99.0,35.0,86.0,98.0,0.0,24.0,48.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,13,1.0,False,312.0,104.0,-3.0,75.0,85.0,-2.0,33.0,84.0,69.0,69.0,93.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2000,14,0.0,True,312.0,104.0,0.0,-3.0,75.0,0.0,-2.0,33.0,15.0,84.0,84.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,1,1.0,False,46.0,62.0,,,,,,,,,
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,2,1.0,False,87.0,69.0,41.0,,,66.0,,,50.0,,
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,3,1.0,False,132.0,74.0,45.0,86.0,,48.0,114.0,,22.0,72.0,
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,4,1.0,False,200.0,88.0,68.0,113.0,154.0,78.0,126.0,192.0,38.0,60.0,110.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,5,1.0,False,209.0,83.0,9.0,77.0,122.0,13.0,91.0,139.0,57.0,95.0,117.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,6,13.0,False,241.0,92.0,32.0,41.0,109.0,32.0,45.0,123.0,22.0,79.0,117.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,7,8.0,False,250.0,88.0,9.0,41.0,50.0,18.0,50.0,63.0,34.0,56.0,113.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,8,4.0,False,291.0,97.0,41.0,50.0,82.0,34.0,52.0,84.0,33.0,67.0,89.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,9,1.0,False,315.0,105.0,24.0,65.0,74.0,26.0,60.0,78.0,26.0,59.0,93.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2000,10,0.0,True,315.0,105.0,0.0,24.0,65.0,0.0,26.0,60.0,33.0,59.0,92.0
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,1,1.0,False,2.0,8.0,,,,,,,,,
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,2,1.0,False,7.0,4.0,5.0,,,2.0,,,2.0,,
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,3,1.0,False,4.0,2.0,-3.0,2.0,,2.0,4.0,,2.0,4.0,
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,4,1.0,False,78.0,39.0,74.0,71.0,76.0,88.0,90.0,92.0,4.0,6.0,8.0
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,5,1.0,False,88.0,44.0,10.0,84.0,81.0,-8.0,80.0,82.0,18.0,22.0,24.0
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2000,6,0.0,True,68.0,34.0,-20.0,-10.0,64.0,-2.0,-10.0,78.0,46.0,64.0,68.0
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,1,1.0,False,5.0,8.0,,,,,,,,,
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,2,1.0,False,44.0,42.0,39.0,,,42.0,,,6.0,,
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,3,1.0,False,80.0,40.0,36.0,75.0,,32.0,74.0,,23.0,29.0,
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,4,1.0,False,100.0,50.0,20.0,56.0,95.0,24.0,56.0,98.0,55.0,78.0,84.0
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,5,1.0,False,100.0,50.0,0.0,20.0,56.0,0.0,24.0,56.0,-6.0,49.0,72.0
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2000,6,0.0,True,100.0,50.0,0.0,0.0,20.0,2.0,2.0,26.0,18.0,12.0,67.0
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,1,1.0,False,5.0,39.0,,,,,,,,,
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,2,1.0,False,13.0,39.0,8.0,,,12.0,,,5.0,,
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,3,1.0,False,25.0,37.0,12.0,20.0,,11.0,23.0,,6.0,11.0,
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,4,1.0,False,26.0,34.0,1.0,13.0,21.0,10.0,21.0,33.0,10.0,16.0,21.0
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,5,1.0,False,50.0,47.0,24.0,25.0,37.0,15.0,25.0,36.0,7.0,17.0,23.0
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,6,4.0,False,80.0,40.0,30.0,54.0,55.0,48.0,63.0,73.0,3.0,10.0,20.0
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2000,7,0.0,True,76.0,38.0,-4.0,26.0,50.0,-20.0,28.0,43.0,19.0,22.0,29.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,1,1.0,False,18.0,73.0,,,,,,,,,
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,2,1.0,False,76.0,70.0,58.0,,,68.0,,,21.0,,
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,3,1.0,False,139.0,86.0,63.0,121.0,,64.0,132.0,,60.0,81.0,
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,4,1.0,False,136.0,81.0,-3.0,60.0,118.0,10.0,74.0,142.0,27.0,87.0,108.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,5,1.0,False,132.0,70.0,-4.0,-7.0,56.0,8.0,18.0,82.0,9.0,36.0,96.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,6,29.0,False,173.0,81.0,41.0,37.0,34.0,16.0,24.0,34.0,-4.0,5.0,32.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,7,26.0,False,169.0,75.0,-4.0,37.0,33.0,12.0,28.0,36.0,39.0,35.0,44.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,8,22.0,False,183.0,74.0,14.0,10.0,51.0,10.0,22.0,38.0,8.0,47.0,43.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,9,15.0,False,216.0,80.0,33.0,47.0,43.0,28.0,38.0,50.0,19.0,27.0,66.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,10,11.0,False,240.0,81.0,24.0,57.0,71.0,0.0,28.0,38.0,31.0,50.0,58.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,11,7.0,False,248.0,83.0,8.0,32.0,65.0,34.0,34.0,62.0,30.0,61.0,80.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,12,3.0,False,243.0,81.0,-5.0,3.0,27.0,-5.0,29.0,29.0,-4.0,26.0,57.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,13,1.0,False,255.0,85.0,12.0,7.0,15.0,10.0,5.0,39.0,8.0,4.0,34.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2000,14,0.0,True,255.0,85.0,0.0,12.0,7.0,0.0,10.0,5.0,11.0,19.0,15.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,1,1.0,False,16.0,46.0,,,,,,,,,
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,2,1.0,False,92.0,71.0,76.0,,,51.0,,,18.0,,
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,3,1.0,False,164.0,86.0,72.0,148.0,,105.0,156.0,,78.0,96.0,
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,4,1.0,False,210.0,93.0,46.0,118.0,194.0,42.0,147.0,198.0,52.0,130.0,148.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,5,1.0,False,222.0,95.0,12.0,58.0,130.0,19.0,61.0,166.0,37.0,89.0,167.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,6,19.0,False,235.0,89.0,13.0,25.0,71.0,13.0,32.0,74.0,36.0,73.0,125.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,7,13.0,False,272.0,93.0,37.0,50.0,62.0,42.0,55.0,74.0,29.0,65.0,102.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,8,8.0,False,303.0,101.0,31.0,68.0,81.0,32.0,74.0,87.0,13.0,42.0,78.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,9,3.0,False,303.0,101.0,0.0,31.0,68.0,-1.0,31.0,73.0,13.0,26.0,55.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2000,10,0.0,True,306.0,102.0,3.0,3.0,34.0,3.0,2.0,34.0,24.0,37.0,50.0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,1,1.0,False,3.0,8.0,,,,,,,,,
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,2,1.0,False,94.0,47.0,91.0,,,92.0,,,5.0,,
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,3,1.0,False,100.0,50.0,6.0,97.0,,2.0,94.0,,41.0,46.0,
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,4,1.0,False,100.0,50.0,0.0,6.0,97.0,6.0,8.0,100.0,-25.0,16.0,21.0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,5,1.0,False,100.0,50.0,0.0,0.0,6.0,0.0,6.0,8.0,71.0,46.0,87.0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,6,1.0,False,94.0,47.0,-6.0,-6.0,-6.0,-7.0,-7.0,-1.0,4.0,75.0,50.0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,7,1.0,False,66.0,33.0,-28.0,-34.0,-34.0,-27.0,-34.0,-34.0,-88.0,-84.0,-13.0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2000,8,0.0,True,100.0,50.0,34.0,6.0,0.0,34.0,7.0,0.0,38.0,-50.0,-46.0
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,1,1.0,False,3.0,5.0,,,,,,,,,
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,2,1.0,False,6.0,6.0,3.0,,,4.0,,,3.0,,
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,3,1.0,False,28.0,17.0,22.0,25.0,,17.0,21.0,,2.0,5.0,
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,4,1.0,False,43.0,24.0,15.0,37.0,40.0,19.0,36.0,40.0,20.0,22.0,25.0
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,5,1.0,False,62.0,31.0,19.0,34.0,56.0,19.0,38.0,55.0,14.0,34.0,36.0
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,6,2.0,False,90.0,45.0,28.0,47.0,62.0,31.0,50.0,69.0,23.0,37.0,57.0
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2000,7,0.0,True,100.0,50.0,10.0,38.0,57.0,10.0,41.0,60.0,28.0,51.0,65.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,1,1.0,False,3.0,38.0,,,,,,,,,
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,2,1.0,False,9.0,36.0,6.0,,,4.0,,,3.0,,
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,3,1.0,False,47.0,42.0,38.0,44.0,,37.0,41.0,,5.0,8.0,
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,4,1.0,False,42.0,42.0,-5.0,33.0,39.0,-1.0,36.0,40.0,32.0,37.0,40.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,5,1.0,False,87.0,45.0,45.0,40.0,78.0,5.0,4.0,41.0,-2.0,30.0,35.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,6,3.0,False,96.0,48.0,9.0,54.0,49.0,50.0,55.0,54.0,32.0,30.0,62.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,7,1.0,False,100.0,50.0,4.0,13.0,58.0,5.0,55.0,60.0,8.0,40.0,38.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,8,1.0,False,100.0,50.0,0.0,4.0,13.0,-1.0,4.0,54.0,-1.0,7.0,39.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,9,1.0,False,92.0,46.0,-8.0,-8.0,-4.0,-11.0,-12.0,-7.0,-5.0,-6.0,2.0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2000,10,0.0,True,100.0,50.0,8.0,0.0,0.0,12.0,1.0,0.0,2.0,-3.0,-4.0
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,371,1,1.0,False,21.0,11.0,,,,,,,,,
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,371,2,1.0,False,188.0,64.0,167.0,,,190.0,,,30.0,,
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,371,3,1.0,False,171.0,57.0,-17.0,150.0,,2.0,192.0,,131.0,161.0,
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,371,4,1.0,False,285.0,95.0,114.0,97.0,264.0,93.0,95.0,285.0,1.0,132.0,162.0
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,619,1,1.0,False,18.0,11.0,,,,,,,,,
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,619,2,1.0,False,141.0,47.0,123.0,,,167.0,,,26.0,,
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,619,3,1.0,False,267.0,89.0,126.0,249.0,,100.0,267.0,,127.0,153.0,
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,619,4,1.0,False,300.0,100.0,33.0,159.0,282.0,33.0,133.0,300.0,108.0,235.0,261.0
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,681,1,1.0,False,6.0,5.0,,,,,,,,,
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,681,2,1.0,False,64.0,32.0,58.0,,,64.0,,,12.0,,
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,681,3,1.0,False,42.0,21.0,-22.0,36.0,,-22.0,42.0,,30.0,42.0,
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,681,4,1.0,False,32.0,16.0,-10.0,-32.0,26.0,-14.0,-36.0,28.0,2.0,32.0,44.0
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,929,1,1.0,False,8.0,5.0,,,,,,,,,
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,929,2,1.0,False,76.0,38.0,68.0,,,75.0,,,14.0,,
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,929,3,1.0,False,74.0,37.0,-2.0,66.0,,-16.0,59.0,,20.0,34.0,
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,929,4,1.0,False,94.0,47.0,20.0,18.0,86.0,37.0,21.0,96.0,48.0,68.0,82.0
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,309,1,1.0,False,4.0,4.0,,,,,,,,,
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,309,2,1.0,False,84.0,42.0,80.0,,,85.0,,,4.0,,
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,309,3,1.0,False,91.0,46.0,7.0,87.0,,15.0,100.0,,10.0,14.0,
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,309,4,1.0,False,88.0,44.0,-3.0,4.0,84.0,-12.0,3.0,88.0,31.0,41.0,45.0
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,371,1,1.0,False,21.0,13.0,,,,,,,,,
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,371,2,1.0,False,100.0,35.0,79.0,,,112.0,,,26.0,,
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,371,3,1.0,False,225.0,75.0,125.0,204.0,,110.0,222.0,,84.0,110.0,
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,371,4,1.0,False,213.0,71.0,-12.0,113.0,192.0,-9.0,101.0,213.0,97.0,181.0,207.0
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,619,1,1.0,False,21.0,12.0,,,,,,,,,
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,619,2,1.0,False,94.0,32.0,73.0,,,121.0,,,33.0,,
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,619,3,1.0,False,216.0,72.0,122.0,195.0,,87.0,208.0,,72.0,105.0,
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,619,4,1.0,False,228.0,76.0,12.0,134.0,207.0,20.0,107.0,228.0,90.0,162.0,195.0
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,681,1,1.0,False,2.0,6.0,,,,,,,,,
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,681,2,1.0,False,84.0,42.0,82.0,,,82.0,,,2.0,,
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,681,3,1.0,False,84.0,42.0,0.0,82.0,,-1.0,81.0,,86.0,88.0,
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,681,4,1.0,False,94.0,47.0,10.0,10.0,92.0,3.0,2.0,84.0,-52.0,34.0,36.0
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,929,1,1.0,False,6.0,4.0,,,,,,,,,
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,929,2,1.0,False,48.0,24.0,42.0,,,50.0,,,6.0,,
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,929,3,1.0,False,90.0,45.0,42.0,84.0,,23.0,73.0,,36.0,42.0,
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,929,4,1.0,False,98.0,49.0,8.0,50.0,92.0,25.0,48.0,98.0,42.0,78.0,84.0
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,309,1,1.0,False,8.0,5.0,,,,,,,,,
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,309,2,1.0,False,66.0,33.0,58.0,,,65.0,,,16.0,,
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,309,3,1.0,False,98.0,49.0,32.0,90.0,,33.0,98.0,,40.0,56.0,
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,309,4,1.0,False,100.0,50.0,2.0,34.0,92.0,2.0,35.0,100.0,6.0,46.0,62.0
