label,exp,tier,dist,problema,D,M,N,Nmin,I_eff,I_max,k,iteracao,geracao,n_gps,n_folhas,prof_max,tp,tp_frac,delta_total_point,early_stop,n_front1,f_best,tempo_fit_s,tempo_busca_s,motivo
ZDT3,off,small,lhs,ZDT3,30,2,929,300,4,4,1,2,102,"[2, 1]","[2, 2]",1.0,"[929.0, 549.0]",0.7954790096878364,1.0,False,8,"[0.4532214703503996, 1.4359286357037355]",3.528921,0.786382,construcao treed-GP: +GP na folha de maior impureza
ZDT3,off,small,lhs,ZDT3,30,2,929,300,4,4,2,3,153,"[2, 2]","[2, 2]",1.0,"[929.0, 929.0]",1.0,1.0,False,11,"[0.1562877909746021, 1.320125510893968]",1.325871,0.577834,construcao treed-GP: +GP na folha de maior impureza
ZDT3,off,small,lhs,ZDT3,30,2,929,300,4,4,3,4,204,"[2, 2]","[2, 2]",1.0,"[929.0, 929.0]",1.0,1.0,False,24,"[2.9779039323329926e-07, 1.2189118927311904]",0.00022,1.137951,construcao treed-GP: +GP na folha de maior impureza
ZDT4,off,small,lhs,ZDT4,10,2,309,100,4,4,0,1,51,"[1, 1]","[2, 3]",2.0,"[155.0, 103.0]",0.4174757281553398,1.0,False,1,"[0.2491509496433319, 148.38890612178605]",0.345685,0.050036,construcao treed-GP: +GP na folha de maior impureza
ZDT4,off,small,lhs,ZDT4,10,2,309,100,4,4,1,2,102,"[2, 1]","[2, 3]",2.0,"[309.0, 103.0]",0.6666666666666666,1.0,False,10,"[0.48812603249098174, 143.6378373017385]",0.297922,0.607052,construcao treed-GP: +GP na folha de maior impureza
ZDT4,off,small,lhs,ZDT4,10,2,309,100,4,4,2,3,153,"[2, 1]","[2, 3]",2.0,"[309.0, 103.0]",0.6666666666666666,1.0,False,6,"[4.828907549381256e-07, 143.51121408694007]",0.000232,0.505345,construcao treed-GP: +GP na folha de maior impureza
ZDT4,off,small,lhs,ZDT4,10,2,309,100,4,4,3,4,204,"[2, 1]","[2, 3]",2.0,"[309.0, 103.0]",0.6666666666666666,1.0,False,4,"[4.823814379051328e-07, 143.3606923859229]",0.000228,0.805399,construcao treed-GP: +GP na folha de maior impureza
ZDT6,off,small,lhs,ZDT6,10,2,309,100,4,4,0,1,51,"[1, 1]","[3, 2]",2.0,"[100.0, 169.0]",0.43527508090614886,1.0,False,2,"[0.8121631030790928, 7.603366099507184]",0.346665,0.05229,construcao treed-GP: +GP na folha de maior impureza
ZDT6,off,small,lhs,ZDT6,10,2,309,100,4,4,1,2,102,"[1, 1]","[3, 2]",2.0,"[100.0, 169.0]",0.43527508090614886,1.0,False,31,"[0.6454693110502463, 6.361250389890188]",0.000245,0.836684,construcao treed-GP: +GP na folha de maior impureza
ZDT6,off,small,lhs,ZDT6,10,2,309,100,4,4,2,3,153,"[1, 1]","[3, 2]",2.0,"[100.0, 169.0]",0.43527508090614886,1.0,False,41,"[0.6236126544889622, 6.027162131072146]",0.000225,0.988912,construcao treed-GP: +GP na folha de maior impureza
ZDT6,off,small,lhs,ZDT6,10,2,309,100,4,4,3,4,204,"[1, 1]","[3, 2]",2.0,"[100.0, 169.0]",0.43527508090614886,1.0,False,37,"[0.6167900624615275, 5.880575639557833]",0.000205,0.970217,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,0,1,51,"[1, 1, 1]","[323, 324, 327]",21.0,"[125.0, 175.0, 187.0]",0.003246666666666667,1.0,False,33,"[0.002512886175073765, 0.0021490550317989727, 0.0043540393947251125]",2.150303,0.34613,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,1,2,102,"[2, 2, 2]","[323, 324, 327]",21.0,"[348.0, 370.0, 364.0]",0.007213333333333334,1.0,False,41,"[0.002512886175073765, 0.0021490550317989727, 0.0043540393947251125]",1.14195,0.474806,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,2,3,153,"[3, 3, 3]","[323, 324, 327]",21.0,"[480.0, 586.0, 571.0]",0.010913333333333332,1.0,False,60,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.821978,0.827409,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,3,4,204,"[4, 4, 4]","[323, 324, 327]",21.0,"[671.0, 707.0, 694.0]",0.013813333333333332,1.0,False,67,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.803655,1.039725,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,4,5,255,"[5, 5, 5]","[323, 324, 327]",21.0,"[876.0, 846.0, 885.0]",0.01738,1.0,False,66,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",1.18209,1.0871,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,5,6,306,"[6, 6, 6]","[323, 324, 327]",21.0,"[1050.0, 1056.0, 1070.0]",0.021173333333333336,272.0,False,66,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",1.01488,1.168616,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,6,7,357,"[7, 7, 7]","[323, 324, 327]",21.0,"[1182.0, 1178.0, 1190.0]",0.023666666666666666,265.0,False,71,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.490138,1.156353,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,7,8,408,"[8, 8, 8]","[323, 324, 327]",21.0,"[1324.0, 1302.0, 1428.0]",0.027026666666666664,254.0,False,88,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.938136,1.219802,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,8,9,459,"[9, 9, 9]","[323, 324, 327]",21.0,"[1470.0, 1468.0, 1559.0]",0.02998,234.0,False,96,"[0.002512886175073765, 0.008282799696299916, 0.02922970257624507]",0.648961,1.462502,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,9,10,510,"[10, 10, 10]","[323, 324, 327]",21.0,"[1645.0, 1699.0, 1718.0]",0.03374666666666667,221.0,False,94,"[0.002512886175073765, 0.007898950518999517, 0.04473181864488997]",0.880838,1.43755,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,10,11,561,"[11, 11, 11]","[323, 324, 327]",21.0,"[1810.0, 1836.0, 1920.0]",0.03710666666666666,229.0,False,91,"[0.002512886175073765, 0.007898950518999517, 0.036386212210908674]",0.911922,1.419953,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,11,12,612,"[12, 12, 12]","[323, 324, 327]",21.0,"[1941.0, 1972.0, 2150.0]",0.04042,223.0,False,92,"[0.002512886175073765, 0.007898950518999517, 0.036386212210908674]",0.793628,1.419768,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,12,13,663,"[13, 13, 13]","[323, 324, 327]",21.0,"[2061.0, 2189.0, 2330.0]",0.04386666666666667,215.0,False,94,"[0.002512886175073765, 0.006338062519609212, 0.04473181864488997]",0.697325,1.430092,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,13,14,714,"[14, 14, 14]","[323, 324, 327]",21.0,"[2181.0, 2310.0, 2482.0]",0.04648666666666667,216.0,False,95,"[0.002512886175073765, 0.006338062519609212, 0.04473181864488997]",0.56799,1.440519,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,14,15,765,"[15, 15, 15]","[323, 324, 327]",21.0,"[2335.0, 2430.0, 2603.0]",0.04912,213.0,False,97,"[0.002512886175073765, 0.008282799696299916, 0.04473181864488997]",0.569868,1.454297,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,15,16,816,"[16, 16, 16]","[323, 324, 327]",21.0,"[2540.0, 2560.0, 2762.0]",0.05241333333333333,207.0,False,94,"[0.002512886175073765, 0.008282799696299916, 0.04473181864488997]",0.850485,1.571931,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,16,17,867,"[17, 17, 17]","[323, 324, 327]",21.0,"[2663.0, 2704.0, 2934.0]",0.05534,192.0,False,91,"[0.002512886175073765, 0.008282799696299916, 0.0043540393947251125]",0.758577,1.649602,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,17,18,918,"[18, 18, 18]","[323, 324, 327]",21.0,"[2885.0, 2884.0, 3170.0]",0.05959333333333333,177.0,False,91,"[0.002512886175073765, 0.007898950518999517, 0.036386212210908674]",0.944399,1.696552,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,18,19,969,"[19, 19, 19]","[323, 324, 327]",21.0,"[3014.0, 3041.0, 3290.0]",0.0623,170.0,False,95,"[0.002512886175073765, 0.006338062519609212, 0.036386212210908674]",0.52176,1.723764,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,19,20,1020,"[20, 20, 20]","[323, 324, 327]",21.0,"[3218.0, 3168.0, 3467.0]",0.06568666666666667,174.0,False,95,"[0.002512886175073765, 0.007898950518999517, 0.012188479446052586]",0.934472,1.81227,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,20,21,1071,"[21, 21, 21]","[323, 324, 327]",21.0,"[3429.0, 3290.0, 3607.0]",0.06884,173.0,False,98,"[0.002512886175073765, 0.007898950518999517, 0.012188479446052586]",1.164819,1.824008,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,21,22,1122,"[22, 22, 22]","[323, 324, 327]",21.0,"[3571.0, 3414.0, 3806.0]",0.07194,163.0,False,100,"[0.002512886175073765, 0.007898950518999517, 0.036386212210908674]",0.955867,1.890065,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,22,23,1173,"[23, 23, 23]","[323, 324, 327]",21.0,"[3749.0, 3593.0, 3988.0]",0.07553333333333333,157.0,False,99,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",0.656734,1.85457,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,23,24,1224,"[24, 24, 24]","[323, 324, 327]",21.0,"[3869.0, 3732.0, 4121.0]",0.07814666666666667,156.0,False,98,"[0.002512886175073765, 0.006338062519609212, 0.012188479446052586]",0.592853,1.731765,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,24,25,1275,"[25, 25, 25]","[323, 324, 327]",21.0,"[3989.0, 3855.0, 4244.0]",0.08058666666666667,152.0,False,99,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",0.687552,1.813379,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,25,26,1326,"[26, 26, 26]","[323, 324, 327]",21.0,"[4165.0, 3983.0, 4385.0]",0.08355333333333334,146.0,False,100,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",0.91601,1.777524,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,26,27,1377,"[27, 27, 27]","[323, 324, 327]",21.0,"[4325.0, 4205.0, 4533.0]",0.08708666666666666,147.0,False,96,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.913238,1.915137,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,27,28,1428,"[28, 28, 28]","[323, 324, 327]",21.0,"[4483.0, 4334.0, 4676.0]",0.08995333333333334,144.0,False,100,"[0.002512886175073765, 0.006338062519609212, 0.012188479446052586]",0.85127,1.963817,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,28,29,1479,"[29, 29, 29]","[323, 324, 327]",21.0,"[4638.0, 4490.0, 4852.0]",0.0932,144.0,False,100,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.531576,1.994564,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,29,30,1530,"[30, 30, 30]","[323, 324, 327]",21.0,"[4769.0, 4698.0, 5035.0]",0.09668,148.0,False,101,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.854201,1.985639,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,30,31,1581,"[31, 31, 31]","[323, 324, 327]",21.0,"[4900.0, 4894.0, 5156.0]",0.09966666666666667,138.0,False,100,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.674642,1.973894,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,31,32,1632,"[32, 32, 32]","[323, 324, 327]",21.0,"[5033.0, 5016.0, 5278.0]",0.10218,135.0,False,99,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.564775,1.997712,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,32,33,1683,"[33, 33, 33]","[323, 324, 327]",21.0,"[5206.0, 5149.0, 5401.0]",0.10504,133.0,False,103,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.842379,2.022753,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,33,34,1734,"[34, 34, 34]","[323, 324, 327]",21.0,"[5340.0, 5274.0, 5559.0]",0.10782,122.0,False,103,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.621309,2.025779,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,34,35,1785,"[35, 35, 35]","[323, 324, 327]",21.0,"[5478.0, 5394.0, 5693.0]",0.11043333333333334,119.0,False,103,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",0.659588,2.116828,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,35,36,1836,"[36, 36, 36]","[323, 324, 327]",21.0,"[5705.0, 5515.0, 5846.0]",0.11377333333333334,111.0,False,99,"[0.002512886175073765, 0.006338062519609212, 0.004017390664285185]",1.371131,2.164719,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,36,37,1887,"[37, 37, 37]","[323, 324, 327]",21.0,"[5839.0, 5642.0, 6009.0]",0.1166,105.0,False,100,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",0.67717,2.134616,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,37,38,1938,"[38, 38, 37]","[323, 324, 327]",21.0,"[5993.0, 5776.0, 6009.0]",0.11852,101.0,False,98,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",0.38385,2.00681,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,38,39,1989,"[39, 39, 37]","[323, 324, 327]",21.0,"[6179.0, 5897.0, 6009.0]",0.12056666666666666,96.0,False,99,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",0.37703,2.041511,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,39,40,2040,"[40, 40, 37]","[323, 324, 327]",21.0,"[6405.0, 6029.0, 6009.0]",0.12295333333333335,95.0,False,99,"[0.002512886175073765, 0.006338062519609212, -0.0008047072330789329]",0.632486,2.031308,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,40,41,2091,"[41, 41, 37]","[323, 324, 327]",21.0,"[6580.0, 6200.0, 6009.0]",0.12526,90.0,False,99,"[0.002512886175073765, 0.0021490550317989727, -0.0008047072330789329]",0.382676,2.074246,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,41,42,2142,"[42, 42, 37]","[323, 324, 327]",21.0,"[6718.0, 6322.0, 6009.0]",0.12699333333333335,86.0,False,99,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",0.21253,2.125904,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,42,43,2193,"[43, 43, 38]","[323, 324, 327]",21.0,"[6896.0, 6475.0, 6130.0]",0.13000666666666666,85.0,False,98,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",0.540631,2.217075,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,43,44,2244,"[44, 44, 38]","[323, 324, 327]",21.0,"[7019.0, 6712.0, 6130.0]",0.13240666666666667,85.0,False,98,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",1.176456,2.23997,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,44,45,2295,"[45, 45, 38]","[323, 324, 327]",21.0,"[7191.0, 6907.0, 6130.0]",0.13485333333333335,81.0,False,97,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",0.497671,2.144459,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,45,46,2346,"[46, 46, 38]","[323, 324, 327]",21.0,"[7366.0, 7087.0, 6130.0]",0.13722,77.0,False,98,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",0.497178,2.067477,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,46,47,2397,"[47, 47, 39]","[323, 324, 327]",21.0,"[7520.0, 7208.0, 6255.0]",0.13988666666666666,75.0,False,97,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",0.481605,2.058758,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,47,48,2448,"[48, 48, 39]","[323, 324, 327]",21.0,"[7701.0, 7437.0, 6255.0]",0.14262,73.0,False,101,"[0.002512886175073765, 0.0021490550317989727, -0.0008172673923192205]",0.629368,2.2098,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,48,49,2499,"[49, 49, 39]","[323, 324, 327]",21.0,"[7825.0, 7608.0, 6255.0]",0.14458666666666667,74.0,False,101,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.576074,2.229479,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,49,50,2550,"[50, 50, 39]","[323, 324, 327]",21.0,"[7981.0, 7838.0, 6255.0]",0.14716,74.0,False,102,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.831118,2.229603,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,50,51,2601,"[51, 51, 39]","[323, 324, 327]",21.0,"[8154.0, 8016.0, 6255.0]",0.1495,74.0,False,102,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.388872,2.266334,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,51,52,2652,"[52, 52, 39]","[323, 324, 327]",21.0,"[8296.0, 8207.0, 6255.0]",0.15172,72.0,False,100,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.470163,2.165201,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,52,53,2703,"[53, 53, 39]","[323, 324, 327]",21.0,"[8522.0, 8439.0, 6255.0]",0.15477333333333335,69.0,False,99,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.799194,2.206137,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,53,54,2754,"[54, 54, 40]","[323, 324, 327]",21.0,"[8683.0, 8559.0, 6421.0]",0.15775333333333333,66.0,False,100,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.617445,2.240093,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,54,55,2805,"[55, 55, 41]","[323, 324, 327]",21.0,"[8836.0, 8768.0, 6608.0]",0.16141333333333335,66.0,False,102,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",1.055843,2.017366,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,55,56,2856,"[56, 56, 41]","[323, 324, 327]",21.0,"[9057.0, 8927.0, 6608.0]",0.16394666666666668,65.0,False,101,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",0.382093,2.207018,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,56,57,2907,"[57, 57, 42]","[323, 324, 327]",21.0,"[9296.0, 9071.0, 6802.0]",0.16779333333333332,62.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008205399417637819]",1.031503,2.227356,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,57,58,2958,"[58, 58, 42]","[323, 324, 327]",21.0,"[9520.0, 9300.0, 6802.0]",0.17081333333333332,59.0,False,102,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",0.505616,2.254595,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,58,59,3009,"[59, 59, 42]","[323, 324, 327]",21.0,"[9670.0, 9424.0, 6802.0]",0.17264,55.0,False,101,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",0.171103,2.264791,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,59,60,3060,"[60, 60, 42]","[323, 324, 327]",21.0,"[9807.0, 9547.0, 6802.0]",0.17437333333333332,55.0,False,101,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",0.237947,2.247361,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,60,61,3111,"[61, 61, 43]","[323, 324, 327]",21.0,"[9944.0, 9686.0, 6952.0]",0.17721333333333333,59.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008222624319832259]",0.793858,2.244383,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,61,62,3162,"[62, 62, 43]","[323, 324, 327]",21.0,"[10069.0, 9902.0, 6952.0]",0.17948666666666668,56.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",0.231212,2.319206,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,62,63,3213,"[63, 63, 43]","[323, 324, 327]",21.0,"[10296.0, 10083.0, 6952.0]",0.18220666666666668,50.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",0.574918,2.331198,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,63,64,3264,"[64, 64, 43]","[323, 324, 327]",21.0,"[10523.0, 10224.0, 6952.0]",0.18466,50.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",0.493674,2.327906,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,64,65,3315,"[65, 65, 43]","[323, 324, 327]",21.0,"[10691.0, 10400.0, 6952.0]",0.18695333333333333,52.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",0.2846,2.331325,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,65,66,3366,"[66, 66, 43]","[323, 324, 327]",21.0,"[10861.0, 10530.0, 6952.0]",0.18895333333333333,52.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",0.242932,2.317189,construcao treed-GP: +GP na folha de maior impureza
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,99,417,66,67,3417,"[67, 67, 43]","[323, 324, 327]",21.0,"[10991.0, 10658.0, 6952.0]",0.19067333333333333,51.0,False,103,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",0.317169,2.350555,construcao treed-GP: +GP na folha de maior impureza
