label,exp,tier,dist,problema,M,it,ger,pop,f_best_log,f_best_rec,ok_fbest,nfront1_log,nfront1_rec,ok_nfront1,f_best_neg
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,29,1479,103,"[-0.014918, 0.0, 0.0]","[-0.014918, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,30,1530,102,"[-0.018005, 0.0, 0.0]","[-0.018005, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,31,1581,103,"[-0.018005, 0.0, 0.0]","[-0.018005, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,32,1632,103,"[-0.018005, 0.0, 0.0]","[-0.018005, 0.0, 0.0]",True,99,99,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,33,1683,103,"[-0.018005, 0.0, 0.0]","[-0.018005, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,34,1734,102,"[-0.017746, 0.0, 0.0]","[-0.017746, 0.0, 0.0]",True,100,100,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,35,1785,101,"[-0.018126, 0.0, 0.0]","[-0.018126, 0.0, 0.0]",True,98,98,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,36,1836,100,"[-0.018126, 0.0, 0.0]","[-0.018126, 0.0, 0.0]",True,99,99,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,37,1887,100,"[-0.018126, 0.0, 0.0]","[-0.018126, 0.0, 0.0]",True,98,98,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,38,1938,99,"[-0.018055, 0.0, 0.0]","[-0.018055, 0.0, 0.0]",True,97,97,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,39,1989,100,"[-0.017772, 0.0, 0.0]","[-0.017772, 0.0, 0.0]",True,100,100,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,40,2040,101,"[-0.017772, 0.0, 0.0]","[-0.017772, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,41,2091,99,"[-0.017772, 0.0, 0.0]","[-0.017772, 0.0, 0.0]",True,97,97,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,42,2142,99,"[-0.017772, 0.0, 0.0]","[-0.017772, 0.0, 0.0]",True,98,98,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,43,2193,100,"[-0.017853, 0.0, 0.0]","[-0.017853, 0.0, 0.0]",True,99,99,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,44,2244,100,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,100,100,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,45,2295,101,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,46,2346,101,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,101,101,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,47,2397,102,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,48,2448,102,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,49,2499,102,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50,2550,102,"[-0.018083, 0.0, 0.0]","[-0.018083, 0.0, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,51,2601,102,"[-0.018051, -0.001493, 0.0]","[-0.018051, -0.001493, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,52,2652,102,"[-0.018051, -0.001544, 0.0]","[-0.018051, -0.001544, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,53,2703,102,"[-0.018051, -0.001709, 0.0]","[-0.018051, -0.001709, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,54,2754,102,"[-0.018051, -0.001709, 0.0]","[-0.018051, -0.001709, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,55,2805,102,"[-0.018051, -0.001709, 0.0]","[-0.018051, -0.001709, 0.0]",True,102,102,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,56,2856,102,"[-0.018051, -0.001709, 0.0]","[-0.018051, -0.001709, 0.0]",True,102,102,True,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,1,51,27,"[0.0, 0.0]","[0.0, 0.0]",True,7,7,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,2,102,28,"[0.0, 0.0]","[0.0, 0.0]",True,4,4,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,3,153,30,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,4,204,38,"[0.0, 0.0]","[0.0, 0.0]",True,1,9,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,5,255,2,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,6,306,28,"[0.0, 0.0]","[0.0, 0.0]",True,2,22,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,7,357,50,"[0.0, 0.0]","[0.0, 0.0]",True,2,50,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,8,408,50,"[0.0, 0.0]","[0.0, 0.0]",True,3,50,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,1,51,47,"[0.000163, 1.795516]","[0.000163, 1.795516]",True,11,11,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,2,102,48,"[0.000147, 1.795516]","[0.000147, 1.795516]",True,11,11,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,3,153,48,"[0.000147, 1.795516]","[0.000147, 1.795516]",True,12,12,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,4,204,49,"[0.0, 1.795516]","[0.0, 1.795516]",True,16,16,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,5,255,48,"[1.9e-05, 1.795516]","[1.9e-05, 1.795516]",True,13,13,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,6,306,43,"[2.1e-05, 1.661477]","[2.1e-05, 1.661477]",True,9,9,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,7,357,42,"[0.009685, 0.863919]","[0.009685, 0.863919]",True,8,8,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,8,408,46,"[2.1e-05, 0.69664]","[2.1e-05, 0.69664]",True,8,8,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,9,459,44,"[2.1e-05, 0.535836]","[2.1e-05, 0.535836]",True,12,12,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,10,510,42,"[0.0, 0.386544]","[0.0, 0.386544]",True,14,14,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,11,561,46,"[0.0, 0.319636]","[0.0, 0.319636]",True,24,24,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,12,612,46,"[0.0, 0.271049]","[0.0, 0.271049]",True,25,25,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,13,663,45,"[0.0, 0.264046]","[0.0, 0.264046]",True,23,23,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,14,714,45,"[0.0, 0.245156]","[0.0, 0.245156]",True,25,25,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,15,765,46,"[0.0, 0.199725]","[0.0, 0.199725]",True,27,27,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,16,816,47,"[0.0, 0.185438]","[0.0, 0.185438]",True,27,27,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,17,867,46,"[8.6e-05, 0.182902]","[8.6e-05, 0.182902]",True,29,29,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,18,918,46,"[0.0, 0.153525]","[0.0, 0.153525]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,19,969,46,"[0.0, 0.155858]","[0.0, 0.155858]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,20,1020,45,"[0.0, 0.156106]","[0.0, 0.156106]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,21,1071,46,"[0.0, 0.155514]","[0.0, 0.155514]",True,31,31,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,22,1122,45,"[8.6e-05, 0.14603]","[8.6e-05, 0.14603]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,23,1173,45,"[8.6e-05, 0.146817]","[8.6e-05, 0.146817]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,24,1224,45,"[8.6e-05, 0.146305]","[8.6e-05, 0.146305]",True,31,31,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,25,1275,44,"[8.6e-05, 0.145535]","[8.6e-05, 0.145535]",True,30,30,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,26,1326,45,"[8.6e-05, 0.102028]","[8.6e-05, 0.102028]",True,32,32,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,27,1377,44,"[8.6e-05, 0.079235]","[8.6e-05, 0.079235]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,28,1428,44,"[8.6e-05, 0.070368]","[8.6e-05, 0.070368]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,29,1479,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,30,1530,45,"[0.0, 0.06943]","[0.0, 0.06943]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,31,1581,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,32,1632,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,33,1683,45,"[0.0, 0.06943]","[0.0, 0.06943]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,34,1734,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,35,1785,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,36,1836,44,"[0.0, 0.06943]","[0.0, 0.06943]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,37,1887,45,"[0.0, 0.069409]","[0.0, 0.069409]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,38,1938,45,"[0.0, 0.069409]","[0.0, 0.069409]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,39,1989,45,"[0.0, 0.069409]","[0.0, 0.069409]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,40,2040,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,41,2091,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,42,2142,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,43,2193,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,44,2244,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,45,2295,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,46,2346,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,47,2397,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,48,2448,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,35,35,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,49,2499,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,36,36,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50,2550,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,51,2601,44,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,52,2652,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,53,2703,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,35,35,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,54,2754,46,"[0.0, 0.069344]","[0.0, 0.069344]",True,36,36,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,55,2805,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,56,2856,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,34,34,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,57,2907,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,38,38,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,58,2958,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,33,33,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,59,3009,45,"[0.0, 0.069344]","[0.0, 0.069344]",True,36,36,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,60,3060,45,"[0.0, 0.069339]","[0.0, 0.069339]",True,35,35,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,61,3111,45,"[0.0, 0.069339]","[0.0, 0.069339]",True,35,35,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,1,51,44,"[0.0, 105.105141]","[0.0, 105.105141]",True,2,2,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,2,102,27,"[0.0, 98.804494]","[0.0, 98.804497]",True,3,3,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,3,153,47,"[0.0, 90.994286]","[0.0, 90.994286]",True,5,5,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,4,204,50,"[0.0, 90.434534]","[0.0, 90.434532]",True,3,3,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,5,255,49,"[0.0, 90.217307]","[0.0, 90.217308]",True,4,4,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,6,306,50,"[0.0, 89.625948]","[0.0, 89.625946]",True,5,5,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,7,357,50,"[0.0, 89.565993]","[0.0, 89.565994]",True,3,3,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,8,408,49,"[1e-05, 88.987528]","[1e-05, 88.987526]",True,3,3,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,9,459,50,"[1e-05, 88.987528]","[1e-05, 88.987526]",True,7,6,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,10,510,50,"[1e-05, 88.932154]","[1e-05, 88.932152]",True,7,7,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,11,561,50,"[1e-05, 88.8757]","[1e-05, 88.875702]",True,4,4,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,12,612,50,"[1e-05, 88.8757]","[1e-05, 88.875702]",True,5,5,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,13,663,50,"[1e-05, 88.8757]","[1e-05, 88.875702]",True,8,7,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,14,714,50,"[1e-05, 88.865302]","[1e-05, 88.865303]",True,9,7,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,15,765,48,"[1e-05, 88.865302]","[1e-05, 88.865303]",True,15,13,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,16,816,50,"[1e-05, 88.865302]","[1e-05, 88.865303]",True,11,8,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,17,867,50,"[1e-05, 88.865302]","[1e-05, 88.865303]",True,13,9,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,18,918,50,"[1e-05, 88.865302]","[1e-05, 88.865303]",True,12,8,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,19,969,50,"[1e-05, 88.842548]","[1e-05, 88.842545]",True,8,8,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,20,1020,50,"[1e-05, 88.842546]","[1e-05, 88.842545]",True,14,12,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,21,1071,50,"[1e-05, 88.840856]","[1e-05, 88.840858]",True,17,13,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,22,1122,50,"[1e-05, 88.840596]","[1e-05, 88.840599]",True,14,12,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,23,1173,50,"[1e-05, 88.840596]","[1e-05, 88.840599]",True,12,10,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,24,1224,50,"[1e-05, 88.837951]","[1e-05, 88.837952]",True,7,5,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,25,1275,50,"[1e-05, 88.836416]","[1e-05, 88.836418]",True,10,10,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,26,1326,50,"[1e-05, 88.835926]","[1e-05, 88.83593]",True,9,8,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,27,1377,50,"[1e-05, 88.835926]","[1e-05, 88.83593]",True,10,8,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,28,1428,50,"[0.0, 88.835926]","[0.0, 88.83593]",True,8,7,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,29,1479,50,"[0.0, 88.835926]","[0.0, 88.83593]",True,7,6,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,30,1530,50,"[0.0, 88.837551]","[0.0, 88.837547]",True,5,5,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,1,51,60,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,13,13,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,2,102,73,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,19,19,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,3,153,82,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,21,21,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,4,204,84,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,21,21,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,5,255,69,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,24,24,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,6,306,77,"[0.087577, 0.066036, 0.131336]","[0.087577, 0.066036, 0.131336]",True,39,39,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,7,357,73,"[-0.023197, 0.066036, 0.131336]","[-0.023197, 0.066036, 0.131336]",True,51,51,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,8,408,74,"[-0.031244, 0.016664, 0.131336]","[-0.031244, 0.016664, 0.131336]",True,60,60,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,9,459,81,"[-0.044089, -0.048239, 0.131336]","[-0.044089, -0.048239, 0.131336]",True,76,76,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,10,510,82,"[-0.054129, -0.048301, 0.126494]","[-0.054129, -0.048301, 0.126494]",True,75,75,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,11,561,79,"[-0.064588, -0.0563, -0.018331]","[-0.064588, -0.0563, -0.018331]",True,73,73,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,12,612,105,"[-0.06713, -0.056531, -0.020507]","[-0.06713, -0.056531, -0.020507]",True,105,105,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,13,663,104,"[-0.06713, -0.056337, -0.020497]","[-0.06713, -0.056337, -0.020497]",True,102,102,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,14,714,104,"[-0.064043, -0.056337, -0.020586]","[-0.064043, -0.056337, -0.020586]",True,102,102,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,1,51,62,"[0.14543, 0.13994, 0.388102]","[0.14543, 0.13994, 0.388102]",True,13,13,True,False
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,2,102,69,"[0.006326, 0.13994, 0.388102]","[0.006326, 0.13994, 0.388102]",True,29,29,True,False
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,3,153,74,"[-0.005116, -0.012773, 0.582126]","[-0.005116, -0.012773, 0.582126]",True,27,27,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,4,204,88,"[-0.009257, -0.021035, -0.01629]","[-0.009257, -0.021035, -0.01629]",True,44,44,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,5,255,83,"[-0.011636, -0.020501, -0.014321]","[-0.011636, -0.020501, -0.014321]",True,52,52,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,6,306,92,"[-0.003784, -0.002695, -0.016566]","[-0.003784, -0.002695, -0.016566]",True,56,56,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,7,357,88,"[-0.010214, -0.025345, -0.016216]","[-0.010214, -0.025345, -0.016216]",True,53,53,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,8,408,97,"[-0.043642, -0.025607, -0.017038]","[-0.043642, -0.025607, -0.017038]",True,65,65,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,9,459,105,"[-0.049528, -0.028529, -0.016439]","[-0.049528, -0.028529, -0.016439]",True,70,70,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,10,510,105,"[-0.049759, -0.031819, -0.016439]","[-0.049759, -0.031819, -0.016439]",True,76,76,True,True
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,1,51,8,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,2,102,4,"[0.0, 0.0]","[0.0, 0.0]",True,3,3,True,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,3,153,2,"[0.0, 0.0]","[0.0, 0.0]",True,1,1,True,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,4,204,39,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,5,255,44,"[0.0, 0.0]","[0.0, 0.0]",True,6,6,True,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,6,306,34,"[0.0, 0.0]","[0.0, 0.0]",True,6,6,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,1,51,8,"[0.124999, 3.282167]","[0.124999, 3.282167]",True,4,4,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,2,102,42,"[0.162683, 2.024177]","[0.162683, 2.024177]",True,3,3,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,3,153,40,"[0.07782, 1.649915]","[0.07782, 1.649915]",True,14,14,True,False
