label,exp,tier,dist,problema,D,M,N,I_eff,I_max,it,total_pts,logged,lag3_soma,lag2_soma,lag3_media,early_stop,eh_ultima,it_maior_5,chega_Imax
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,52,23456.0,3.0,2729.0,2442.0,909.666666666667,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,53,23456.0,1.0,2442.0,2295.0,814.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,54,23596.0,1.0,2435.0,140.0,811.6666666666661,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,55,23596.0,1.0,140.0,140.0,46.66666666666606,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,56,23596.0,0.0,140.0,0.0,46.66666666666606,True,True,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,1,596.0,1.0,,,,False,False,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,2,1247.0,1.0,,,,False,False,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,3,1871.0,1.0,,1275.0,,False,False,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,4,2494.0,1.0,1898.0,1247.0,949.0,False,False,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,5,2494.0,1.0,1247.0,623.0,623.5,False,False,False,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,6,3273.0,15.0,1402.0,779.0,701.0,False,False,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,7,3273.0,15.0,779.0,779.0,389.5,False,False,True,False
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,228,8,3273.0,0.0,779.0,0.0,389.5,True,True,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,1,906.0,1.0,,,,False,False,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,2,1589.0,1.0,,,,False,False,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,3,2398.0,1.0,,1492.0,,False,False,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,4,3494.0,1.0,2588.0,1905.0,1294.0,False,False,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,5,4326.0,1.0,2737.0,1928.0,1368.5,False,False,False,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,6,5191.0,65.0,2793.0,1697.0,1396.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,7,6342.0,32.0,2848.0,2016.0,1424.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,8,7159.0,31.0,2833.0,1968.0,1416.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,9,8007.0,26.0,2816.0,1665.0,1408.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,10,8804.0,19.0,2462.0,1645.0,1231.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,11,9179.0,22.0,2020.0,1172.0,1010.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,12,9676.0,27.0,1669.0,872.0,834.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,13,10061.0,26.0,1257.0,882.0,628.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,14,10537.0,26.0,1358.0,861.0,679.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,15,10986.0,29.0,1310.0,925.0,655.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,16,11451.0,31.0,1390.0,914.0,695.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,17,11866.0,30.0,1329.0,880.0,664.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,18,12280.0,35.0,1294.0,829.0,647.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,19,12714.0,39.0,1263.0,848.0,631.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,20,13126.0,38.0,1260.0,846.0,630.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,21,13551.0,40.0,1271.0,837.0,635.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,22,13950.0,38.0,1236.0,824.0,618.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,23,14815.0,37.0,1689.0,1264.0,844.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,24,15298.0,36.0,1747.0,1348.0,873.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,25,16217.0,35.0,2267.0,1402.0,1133.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,26,16530.0,37.0,1715.0,1232.0,857.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,27,16930.0,37.0,1632.0,713.0,816.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,28,17247.0,37.0,1030.0,717.0,515.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,29,17574.0,35.0,1044.0,644.0,522.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,30,17924.0,31.0,994.0,677.0,497.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,31,18404.0,31.0,1157.0,830.0,578.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,32,18796.0,31.0,1222.0,872.0,611.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,33,19224.0,29.0,1300.0,820.0,650.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,34,19608.0,27.0,1204.0,812.0,602.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,35,20002.0,28.0,1206.0,778.0,603.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,36,20466.0,29.0,1242.0,858.0,621.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,37,20981.0,27.0,1373.0,979.0,686.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,38,21373.0,26.0,1371.0,907.0,685.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,39,22267.0,27.0,1801.0,1286.0,900.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,40,22759.0,26.0,1778.0,1386.0,889.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,41,23173.0,22.0,1800.0,906.0,900.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,42,23651.0,20.0,1384.0,892.0,692.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,43,24141.0,19.0,1382.0,968.0,691.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,44,24622.0,18.0,1449.0,971.0,724.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,45,25057.0,17.0,1406.0,916.0,703.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,46,25480.0,15.0,1339.0,858.0,669.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,47,25889.0,13.0,1267.0,832.0,633.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,48,26736.0,12.0,1679.0,1256.0,839.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,49,27163.0,10.0,1683.0,1274.0,841.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,50,27589.0,8.0,1700.0,853.0,850.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,51,27976.0,7.0,1240.0,813.0,620.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,52,28419.0,8.0,1256.0,830.0,628.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,53,28719.0,8.0,1130.0,743.0,565.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,54,29167.0,7.0,1191.0,748.0,595.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,55,29518.0,8.0,1099.0,799.0,549.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,56,29956.0,7.0,1237.0,789.0,618.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,57,30297.0,5.0,1130.0,779.0,565.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,58,30601.0,3.0,1083.0,645.0,541.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,59,31009.0,2.0,1053.0,712.0,526.5,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,60,31009.0,1.0,712.0,408.0,356.0,False,False,True,False
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,167,61,31009.0,0.0,408.0,0.0,204.0,True,True,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,1,263.0,1.0,,,,False,False,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,2,582.0,1.0,,,,False,False,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,3,930.0,1.0,,667.0,,False,False,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,4,1218.0,1.0,955.0,636.0,477.5,False,False,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,5,1416.0,1.0,834.0,486.0,417.0,False,False,False,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,6,1717.0,48.0,787.0,499.0,393.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,7,2028.0,47.0,810.0,612.0,405.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,8,2193.0,41.0,777.0,476.0,388.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,9,2379.0,38.0,662.0,351.0,331.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,10,2555.0,37.0,527.0,362.0,263.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,11,2806.0,33.0,613.0,427.0,306.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,12,2946.0,32.0,567.0,391.0,283.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,13,3125.0,31.0,570.0,319.0,285.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,14,3262.0,29.0,456.0,316.0,228.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,15,3432.0,27.0,486.0,307.0,243.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,16,3546.0,24.0,421.0,284.0,210.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,17,3725.0,21.0,463.0,293.0,231.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,18,3886.0,19.0,454.0,340.0,227.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,19,4004.0,17.0,458.0,279.0,229.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,20,4161.0,15.0,436.0,275.0,218.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,21,4285.0,13.0,399.0,281.0,199.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,22,4442.0,12.0,438.0,281.0,219.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,23,4570.0,11.0,409.0,285.0,204.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,24,4688.0,9.0,403.0,246.0,201.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,25,4841.0,7.0,399.0,271.0,199.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,26,4946.0,5.0,376.0,258.0,188.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,27,5107.0,4.0,419.0,266.0,209.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,28,5306.0,3.0,465.0,360.0,232.5,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,29,5306.0,1.0,360.0,199.0,180.0,False,False,True,False
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,500,30,5306.0,0.0,199.0,0.0,99.5,True,True,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,1,494.0,1.0,,,,False,False,False,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,2,931.0,1.0,,,,False,False,False,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,3,1367.0,1.0,,873.0,,False,False,False,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,4,1881.0,1.0,1387.0,950.0,462.33333333333337,False,False,False,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,5,2533.0,1.0,1602.0,1166.0,534.0,False,False,False,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,6,3082.0,33.0,1715.0,1201.0,571.6666666666665,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,7,3745.0,26.0,1864.0,1212.0,621.3333333333333,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,8,4406.0,21.0,1873.0,1324.0,624.3333333333334,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,9,4910.0,17.0,1828.0,1165.0,609.3333333333335,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,10,5532.0,13.0,1787.0,1126.0,595.6666666666667,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,11,5875.0,7.0,1469.0,965.0,489.6666666666665,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,12,6000.0,3.0,1090.0,468.0,363.33333333333326,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,13,6000.0,1.0,468.0,125.0,156.0,False,False,True,False
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,17,14,6000.0,0.0,125.0,0.0,41.66666666666674,True,True,True,False
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,1,1131.0,1.0,,,,False,False,False,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,2,2131.0,1.0,,,,False,False,False,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,3,3088.0,1.0,,1957.0,,False,False,False,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,4,3757.0,1.0,2626.0,1626.0,875.3333333333333,False,False,False,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,5,4467.0,1.0,2336.0,1379.0,778.6666666666666,False,False,False,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,6,4909.0,13.0,1821.0,1152.0,607.0,False,False,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,7,5317.0,8.0,1560.0,850.0,520.0,False,False,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,8,5540.0,4.0,1073.0,631.0,357.66666666666674,False,False,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,9,5540.0,1.0,631.0,223.0,210.33333333333348,False,False,True,True
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,10,10,5540.0,0.0,223.0,0.0,74.33333333333348,True,True,True,True
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,1,454.0,1.0,,,,False,False,False,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,2,1127.0,1.0,,,,False,False,False,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,3,1127.0,1.0,,673.0,,False,False,False,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,4,1127.0,1.0,673.0,0.0,336.5,False,False,False,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,5,1127.0,1.0,0.0,0.0,0.0,False,False,False,False
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,10,6,1127.0,0.0,0.0,0.0,0.0,True,True,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,1,926.0,1.0,,,,False,False,False,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,2,1426.0,1.0,,,,False,False,False,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,3,2229.0,1.0,,1303.0,,False,False,False,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,4,2229.0,1.0,1303.0,803.0,651.5,False,False,False,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,5,2229.0,1.0,803.0,0.0,401.5,False,False,False,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,7,6,2229.0,0.0,0.0,0.0,0.0,True,True,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,1,237.0,1.0,,,,False,False,False,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,2,478.0,1.0,,,,False,False,False,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,3,781.0,1.0,,544.0,,False,False,False,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,4,1015.0,1.0,778.0,537.0,389.0,False,False,False,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,5,1296.0,1.0,818.0,515.0,409.0,False,False,False,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,6,1296.0,4.0,515.0,281.0,257.5,False,False,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,20,7,1296.0,0.0,281.0,0.0,140.5,True,True,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,1,496.0,1.0,,,,False,False,False,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,2,942.0,1.0,,,,False,False,False,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,3,1481.0,1.0,,985.0,,False,False,False,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,4,1912.0,1.0,1416.0,970.0,472.0,False,False,False,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,5,2393.0,1.0,1451.0,912.0,483.66666666666663,False,False,False,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,6,2891.0,29.0,1410.0,979.0,469.99999999999994,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,7,3471.0,26.0,1559.0,1078.0,519.6666666666666,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,8,4006.0,22.0,1613.0,1115.0,537.6666666666666,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,9,4389.0,15.0,1498.0,918.0,499.33333333333337,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,10,4764.0,11.0,1293.0,758.0,431.0,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,11,4886.0,7.0,880.0,497.0,293.3333333333335,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,12,5015.0,3.0,626.0,251.0,208.66666666666674,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,13,5015.0,1.0,251.0,129.0,83.66666666666674,False,False,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,17,14,5015.0,0.0,129.0,0.0,43.0,True,True,True,False
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,1,749.0,1.0,,,,False,False,False,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,2,1684.0,1.0,,,,False,False,False,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,3,2354.0,1.0,,1605.0,,False,False,False,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,4,3027.0,1.0,2278.0,1343.0,759.3333333333334,False,False,False,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,5,3719.0,1.0,2035.0,1365.0,678.3333333333334,False,False,False,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,6,4440.0,19.0,2086.0,1413.0,695.3333333333334,False,False,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,7,5350.0,13.0,2323.0,1631.0,774.3333333333333,False,False,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,8,6000.0,8.0,2281.0,1560.0,760.3333333333333,False,False,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,9,6000.0,3.0,1560.0,650.0,520.0,False,False,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,10,10,6000.0,0.0,650.0,0.0,216.66666666666674,True,True,True,True
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,1,547.0,1.0,,,,False,False,False,False
