label,exp,tier,dist,problema,D,M,N,I_eff,U1_n_real,U1_fe_ok,U1_fase_init,U1_feindex_denso,U1_solid_unico,U1_tempo_aval_real,U1_N_esperado,U1_N_ok,U2_ds_existe,U2_dX_bitexato,U2_dX_max,U2_dF_bitexato,U2_hash_x_sidecar,U2_hash_x_manifesto,U2_hash_x_ok,U2_hash_f_ok,U2_doe_hash_eq_x,U3_n_timing,U3_ok,U3_ger_timing,U3_ger_51i,U4_n_ev_sonda,U4_n_pontos,U4_flags,U4_hash_ok,U4_ger_null,U4_len,U4_ok,U4_tempo_pred,U5_dX_blk0,U5_dX_blk1,U5_dX_ulp_ok,U5_hash_gab,U5_hash_ev,U5_hash_eq,U6_espaco,U6_transf,F1_bit_identico,F1_n_diff,F2_nan_pre50,F2_nan_build,F2_nan_final,F2_nan_sonda_b0,F2_nan_sonda_b1,F2_nan_busca,U7_viol,U7_viol_com_sonda,U7_linhas_com_sonda,U7_idx_viol_sonda,U7_ok,U7_folga_med,U7_fit_total,U7_busca_total,U8_valores,U8_ok,U9_n_guard,U9_cache_manifest,U9_cache_footer,U9_ok,U10_ngen,U10_esperado,U10_ok,U10_ok_footer,U11_pop_linhas,U11_rsid_naonulo,U11_ok,U12_nd_ok,U12_n_final,U12_n_nd,U12_razao_fantasia,U12_origem_unica,U12_origem_ger,U12_origem_eq_ultima,U12_pop_ultima,U12_nfinal_eq_pop,U12_link_bit,U12_link_dmax,U12_footer_nfinal_ok,U12_osid_null
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,cb4ed39d93a90c9ea855f80505683b49dba98da7a8fd8fc214d331825e25ae1b,cb4ed39d93a90c9ea855f80505683b49dba98da7a8fd8fc214d331825e25ae1b,True,True,True,44,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.46440000000000003,2.9802322387695312e-08,2.9802322387695312e-08,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,True,cru,None,True,0,1.0,0.37197586932240195,0.059821644229180175,0.8034,0.8034,0.27569539202308696,0,1,1,43,True,0.0,126.12067413330078,81.43817138671875,49999,True,0,0,0.0,True,3244,3244,True,True,0,0,True,True,105,100,0.9523809523809523,True,3244,True,105,True,True,0.0,True,0
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,cd961497fae9429f6cdc141fbe55f5ac3a3ad1c137271eb075dd81a7c7b56d88,cd961497fae9429f6cdc141fbe55f5ac3a3ad1c137271eb075dd81a7c7b56d88,True,True,True,6,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.2118,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.17767533252720677,0.035623057601430454,0.994875,0.994875,0.06684105630293971,0,1,1,5,True,0.0,1.7303295135498047,4.7415618896484375,49999,True,0,0,0.0,True,1306,1306,True,True,0,0,True,True,50,49,0.98,True,1306,True,50,True,True,0.0,True,0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,0621707a1f006a51ef659706a1123fe3aa6268064ec5796771f810cb366eb1e3,0621707a1f006a51ef659706a1123fe3aa6268064ec5796771f810cb366eb1e3,True,True,True,18,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.3059,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.22964569943618182,0.06322271986970684,0.9249,0.9249,0.14100131209403702,0,1,1,17,True,0.0,29.185916900634766,15.288338661193848,49999,True,0,0,0.0,True,1918,1918,True,True,0,0,True,True,50,28,0.56,True,1918,True,50,True,True,0.0,True,0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,48a6a6689af5deb4c87c734ea29343137837c4a378e54adc95cd979bd81e4824,48a6a6689af5deb4c87c734ea29343137837c4a378e54adc95cd979bd81e4824,True,True,True,50,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.2555,2.384185791015625e-07,2.384185791015625e-07,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,True,cru,None,True,0,1.0,0.2883316723141319,0.035790555242162944,0.90305,0.90305,0.2167273121940352,0,1,1,49,True,0.0,17.521589279174805,27.735260009765625,49999,True,0,0,0.0,True,3550,3550,True,True,0,0,True,True,50,4,0.08,True,3550,True,50,True,True,0.0,True,0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,5b1e304daf343a9f9766a004f128aa831c8594ec04d06e14d1ca8580b1b2f96c,5b1e304daf343a9f9766a004f128aa831c8594ec04d06e14d1ca8580b1b2f96c,True,True,True,56,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.44279999999999997,2.9802322387695312e-08,2.9802322387695312e-08,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,True,cru,None,True,0,1.0,0.25519673921121383,0.05728684562377867,0.6301333333333333,0.6301333333333333,0.20326690398061684,0,1,1,55,True,0.0,46.5755729675293,121.69352722167969,49999,True,0,0,0.0,True,3856,3856,True,True,0,0,True,True,105,95,0.9047619047619048,True,3856,True,105,True,True,0.0,True,0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,22,2,50000,8,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,0d6f340acc1f0666f1d0d6e11c66b43168fd2a3a93f8f5fc39c26c9c71dea7f9,0d6f340acc1f0666f1d0d6e11c66b43168fd2a3a93f8f5fc39c26c9c71dea7f9,True,True,True,8,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.2171,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.5095492742551566,0.008160537826016523,0.9856,0.9856,0.10473309899452302,0,1,1,7,True,0.0,2.8527472019195557,3.1322646141052246,49999,True,0,0,0.0,True,1408,1408,True,True,0,0,True,True,50,1,0.02,True,1408,True,50,True,True,0.0,True,0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,2,50000,61,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,e9d9df220f34f9e5326e4d4325ede7f7c6a4bcfe96685221970de983602336e8,e9d9df220f34f9e5326e4d4325ede7f7c6a4bcfe96685221970de983602336e8,True,True,True,61,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.6543000000000001,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.3190744040590538,0.06568737844201045,0.69185,0.69185,0.2534441251020776,0,1,1,60,True,0.0,130.50001525878906,51.14460754394531,49999,True,0,0,0.0,True,4111,4111,True,True,0,0,True,True,49,32,0.6530612244897959,True,4111,True,49,True,True,0.0,True,0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,2,50000,30,50000,True,1.0,True,True,0.0,50000,True,True,True,0.0,True,0172cd920b3b735582d2b29f288737c8f776b42466ee6ca46fc87a94f9282781,0172cd920b3b735582d2b29f288737c8f776b42466ee6ca46fc87a94f9282781,True,True,True,30,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.24070000000000003,2.384185791015625e-07,2.384185791015625e-07,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,True,cru,None,True,0,1.0,0.2654296355413674,0.0666425281113592,0.91965,0.91965,0.18630347577526363,0,1,1,29,True,0.0,8.491893768310547,19.325685501098633,49999,True,0,0,0.0,True,2530,2530,True,True,0,0,True,True,50,7,0.14,True,2530,True,50,True,True,0.0,True,0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,12,3,2000,14,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,True,True,True,14,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.7706999999999999,2.9802322387695312e-08,2.9802322387695312e-08,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,True,cru,None,True,0,1.0,0.328700155007069,0.0,0.0,0.0,0.11890003450485533,0,1,1,13,True,0.0,7.746590614318848,24.225683212280273,1999,True,0,0,0.0,True,1714,1714,True,True,0,0,True,True,104,102,0.9807692307692307,True,1714,True,104,True,True,0.0,True,0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,20,3,2000,10,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,True,True,True,10,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.2902,2.9802322387695312e-08,2.9802322387695312e-08,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,True,cru,None,True,0,1.0,0.25934041111362094,6.358289620092195e-05,0.0757,0.0757,0.07703639127324749,0,1,1,9,True,0.0,45.93412780761719,21.31842613220215,1999,True,0,0,0.0,True,1510,1510,True,True,0,0,True,True,105,74,0.7047619047619048,True,1510,True,105,True,True,0.0,True,0
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,22,2,2000,6,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,True,True,True,6,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.443,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.16636089634386056,0.0020036910097548117,0.714975,0.714975,0.02953183643905972,0,1,1,5,True,0.0,0.44286179542541504,3.091830253601074,1999,True,0,0,0.0,True,1306,1306,True,True,0,0,True,True,36,7,0.19444444444444445,True,1306,True,36,True,True,0.0,True,0
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,30,2,2000,6,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,True,True,True,6,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.0517,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.13668633991959628,0.00035422950023277937,0.44275,0.44275,0.026442858545847384,0,1,1,5,True,0.0,11.120447158813477,4.851395606994629,1999,True,0,0,0.0,True,1306,1306,True,True,0,0,True,True,50,50,1.0,True,1306,True,50,True,True,0.0,True,0
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,10,2,2000,7,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,9fe9cfadb257e121a0da9e90c1931bb383176efd0402cd234743e2794434dd0f,9fe9cfadb257e121a0da9e90c1931bb383176efd0402cd234743e2794434dd0f,True,True,True,7,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.27280000000000004,2.384185791015625e-07,2.384185791015625e-07,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,True,cru,None,True,0,1.0,0.5319997250292157,0.19389625795319745,0.677825,0.677825,0.27464210664565275,0,1,1,6,True,0.0,1.5885045528411865,3.205744504928589,1999,True,0,0,0.0,True,1357,1357,True,True,0,0,True,True,50,17,0.34,True,1357,True,50,True,True,0.0,True,0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,12,3,2000,14,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,9136898065898e9ff94fe7b13e7e63b7cac5374cc4b389fbced4e8364c009a05,9136898065898e9ff94fe7b13e7e63b7cac5374cc4b389fbced4e8364c009a05,True,True,True,14,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.6647,2.9802322387695312e-08,2.9802322387695312e-08,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,True,cru,None,True,0,1.0,0.2970932689580113,0.0012685812125457234,0.052866666666666666,0.052866666666666666,0.12018374883935241,0,1,1,13,True,0.0,5.42482328414917,24.345958709716797,1999,True,0,0,0.0,True,1714,1714,True,True,0,0,True,True,87,84,0.9655172413793104,True,1714,True,87,True,True,0.0,True,0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,20,3,2000,10,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,9e26bb151acbb5119a571d46ad14920a24ab59692718aa0c7c627d4b940b5182,9e26bb151acbb5119a571d46ad14920a24ab59692718aa0c7c627d4b940b5182,True,True,True,10,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.0998999999999999,2.9802322387695312e-08,2.9802322387695312e-08,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,True,cru,None,True,0,1.0,0.25793563682662335,0.0,0.0,0.0,0.08031826539889127,0,1,1,9,True,0.0,22.170818328857422,21.269115447998047,1999,True,0,0,0.0,True,1510,1510,True,True,0,0,True,True,100,98,0.98,True,1510,True,100,True,True,0.0,True,0
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,a4d46d8b02145e4d89d421f634b6c4faabe175a71cde216e1af419b3deeb370b,a4d46d8b02145e4d89d421f634b6c4faabe175a71cde216e1af419b3deeb370b,True,True,True,8,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.316,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.048673927758291796,0.018986157875046764,0.898625,0.898625,0.04132518405334074,0,1,1,7,True,0.0,0.427386999130249,6.6212334632873535,1999,True,0,0,0.0,True,1408,1408,True,True,0,0,True,True,1,1,1.0,True,1408,True,1,True,True,0.0,True,0
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,30979d3dbd662595d5376b5ebdd81c21a5dc0bc9842bb6d9f6b71e27af77863e,30979d3dbd662595d5376b5ebdd81c21a5dc0bc9842bb6d9f6b71e27af77863e,True,True,True,7,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.5868,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.13951535508637236,0.0,0.0,0.0,0.02007872656330928,0,1,1,6,True,0.0,19.834667205810547,3.80708646774292,1999,True,0,0,0.0,True,1357,1357,True,True,0,0,True,True,50,50,1.0,True,1357,True,50,True,True,0.0,True,0
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,2000,True,1.0,True,True,0.0,2000,True,True,True,0.0,True,d4ef5f2dd67cf7a77cb94032e324652792faf9e59a9c75e8e244e3813986e14e,d4ef5f2dd67cf7a77cb94032e324652792faf9e59a9c75e8e244e3813986e14e,True,True,True,10,True,51;102;153;204;255;306,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.31610000000000005,2.384185791015625e-07,2.384185791015625e-07,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,True,cru,None,True,0,1.0,0.31958507717924484,0.03555666474018809,0.477725,0.477725,0.1402458241411913,0,1,1,9,True,0.0,1.5369508266448975,6.300869464874268,1999,True,0,0,0.0,True,1510,1510,True,True,0,0,True,True,27,3,0.1111111111111111,True,1510,True,27,True,True,0.0,True,0
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,12,3,371,4,371,True,1.0,True,True,0.0,371,True,True,True,0.0,True,77b3ca1a9021b378f86d034ac80784954bed2938c4e61b6ce36e3998171f94f4,77b3ca1a9021b378f86d034ac80784954bed2938c4e61b6ce36e3998171f94f4,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.8753,2.9802322387695312e-08,2.9802322387695312e-08,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,True,cru,None,True,0,1.0,0.08323307110905445,0.0,0.0,0.0,0.008644859064445534,0,1,1,3,True,0.0,1.7787768840789795,6.2455735206604,370,True,0,0,0.0,True,1204,1204,True,True,0,0,True,True,94,93,0.9893617021276596,True,1204,True,94,True,True,0.0,True,0
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,20,3,619,4,619,True,1.0,True,True,0.0,619,True,True,True,0.0,True,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.4945,2.9802322387695312e-08,2.9802322387695312e-08,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,True,cru,None,True,0,1.0,0.0747140760433109,0.0,0.0,0.0,0.008488200520366333,0,1,1,3,True,0.0,17.942903518676758,8.355165481567383,618,True,0,0,,True,1204,1204,True,True,0,0,True,True,93,92,0.989247311827957,True,1204,True,93,True,True,0.0,True,0
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,22,2,681,4,681,True,1.0,True,True,0.0,681,True,True,True,0.0,True,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.3932,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.0443169968717414,9.452242544543692e-05,0.6411,0.6411,0.0037699874333752222,0,1,1,3,True,0.0,0.16691327095031738,1.7844817638397217,680,True,0,0,,True,1204,1204,True,True,0,0,True,True,50,2,0.04,True,1204,True,50,True,True,0.0,True,0
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,30,2,929,4,929,True,1.0,True,True,0.0,929,True,True,True,0.0,True,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.293,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.0559971098265896,0.00011093630239219009,0.161525,0.161525,0.005724498312588453,0,1,1,3,True,0.0,11.045327186584473,2.723015785217285,928,True,0,0,,True,1204,1204,True,True,0,0,True,True,50,50,1.0,True,1204,True,50,True,True,0.0,True,0
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,10,2,309,4,309,True,1.0,True,True,0.0,309,True,True,True,0.0,True,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.4151,2.384185791015625e-07,2.384185791015625e-07,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f,True,cru,None,True,0,1.0,0.07682811016144349,0.003087248322147651,0.33375,0.33375,0.011483564013840831,0,1,1,3,True,0.0,0.9058959484100342,2.368467092514038,308,True,0,0,,True,1204,1204,True,True,0,0,True,True,50,49,0.98,True,1204,True,50,True,True,0.0,True,0
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,12,3,371,4,371,True,1.0,True,True,0.0,371,True,True,True,0.0,True,0ea9b0f1194fe0a42dd199388d8920e1714b197346624cf20bdcaa54546d34e1,0ea9b0f1194fe0a42dd199388d8920e1714b197346624cf20bdcaa54546d34e1,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.8709,2.9802322387695312e-08,2.9802322387695312e-08,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7,True,cru,None,True,0,1.0,0.13539152587825154,0.0,0.0,0.0,0.016352094315025788,0,1,1,3,True,0.0,1.1128387451171875,5.786699295043945,370,True,1,0,,True,1204,1204,True,True,0,0,True,True,74,61,0.8243243243243243,True,1204,True,74,True,True,0.0,True,0
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,20,3,619,4,619,True,1.0,True,True,0.0,619,True,True,True,0.0,True,b94feadf27a912c85a5e97ee96c340a5af9e9f883f3e728c3a054e66fb51aca8,b94feadf27a912c85a5e97ee96c340a5af9e9f883f3e728c3a054e66fb51aca8,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.3822,2.9802322387695312e-08,2.9802322387695312e-08,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94,True,cru,None,True,0,1.0,0.10946896340841912,0.0,0.0,0.0,0.012078544276749365,0,1,1,3,True,0.0,10.8450927734375,5.87843656539917,618,True,0,0,,True,1204,1204,True,True,0,0,True,True,79,65,0.8227848101265823,True,1204,True,79,True,True,0.0,True,0
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,22,2,681,4,681,True,1.0,True,True,0.0,681,True,True,True,0.0,True,a7df261528fc1f312a11b3f0c2faf1ed764dc79888e80423c01fec791f330c8e,a7df261528fc1f312a11b3f0c2faf1ed764dc79888e80423c01fec791f330c8e,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,0.40280000000000005,1.9073486328125e-06,1.9073486328125e-06,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3,True,cru,None,True,0,1.0,0.07007263123142951,0.0005073093966124156,0.696975,0.696975,0.008260965557845158,0,1,1,3,True,0.0,0.26346707344055176,2.9273359775543213,680,True,1,0,,True,1204,1204,True,True,0,0,True,True,50,1,0.02,True,1204,True,50,True,True,0.0,True,0
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,30,2,929,4,929,True,1.0,True,True,0.0,929,True,True,True,0.0,True,49f9d8064a2b0ddbdc982056c32d87cbeb06e0234c91cd7d75a3d61c394762f8,49f9d8064a2b0ddbdc982056c32d87cbeb06e0234c91cd7d75a3d61c394762f8,True,True,True,4,True,51;102;153;204,True,2,20000;20000,treedGP_build;treedGP_final,True,True,40000,True,1.5906,2.9802322387695312e-08,2.9802322387695312e-08,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965,True,cru,None,True,0,1.0,0.06312808331810707,0.0,0.0,0.0,0.006283989014386788,0,1,1,3,True,0.0,10.937320709228516,3.035200357437134,928,True,0,0,0.0,True,1204,1204,True,True,0,0,True,True,50,50,1.0,True,1204,True,50,True,True,0.0,True,0
