label,exp,tier,dist,problema,it,obj,tppm_log,tppm_pred,ngps_log,ngps_pred,tppm_pred_g51i,casa
DTLZ3,off,small,lhs,DTLZ3,1,0,236.0,236.0,1.0,1.0,236.0,True
DTLZ3,off,small,lhs,DTLZ3,1,1,181.0,181.0,1.0,1.0,181.0,True
DTLZ3,off,small,lhs,DTLZ3,1,2,219.0,219.0,1.0,1.0,219.0,True
DTLZ3,off,small,lhs,DTLZ3,2,0,236.0,236.0,1.0,1.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,2,1,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,2,2,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,3,0,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,3,1,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,3,2,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,4,0,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,4,1,371.0,371.0,2.0,2.0,371.0,True
DTLZ3,off,small,lhs,DTLZ3,4,2,371.0,371.0,2.0,2.0,371.0,True
DTLZ4,off,small,lhs,DTLZ4,1,0,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,1,1,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,1,2,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,2,0,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,2,1,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,2,2,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,3,0,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,3,1,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,3,2,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,4,0,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,4,1,120.0,120.0,1.0,1.0,120.0,True
DTLZ4,off,small,lhs,DTLZ4,4,2,120.0,120.0,1.0,1.0,120.0,True
DTLZ7,off,small,lhs,DTLZ7,1,0,341.0,341.0,1.0,1.0,341.0,True
DTLZ7,off,small,lhs,DTLZ7,1,1,341.0,341.0,1.0,1.0,341.0,True
DTLZ7,off,small,lhs,DTLZ7,1,2,222.0,222.0,1.0,1.0,222.0,True
DTLZ7,off,small,lhs,DTLZ7,2,0,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,2,1,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,2,2,222.0,222.0,1.0,1.0,222.0,True
DTLZ7,off,small,lhs,DTLZ7,3,0,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,3,1,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,3,2,222.0,222.0,1.0,1.0,222.0,True
DTLZ7,off,small,lhs,DTLZ7,4,0,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,4,1,681.0,681.0,2.0,2.0,681.0,True
DTLZ7,off,small,lhs,DTLZ7,4,2,222.0,222.0,1.0,1.0,222.0,True
MMF1,off,small,lhs,MMF1,1,0,20.0,20.0,1.0,1.0,20.0,True
MMF1,off,small,lhs,MMF1,1,1,34.0,34.0,1.0,1.0,34.0,True
MMF1,off,small,lhs,MMF1,2,0,40.0,40.0,2.0,2.0,40.0,True
MMF1,off,small,lhs,MMF1,2,1,61.0,61.0,2.0,2.0,61.0,True
MMF1,off,small,lhs,MMF1,3,0,61.0,61.0,3.0,3.0,61.0,True
MMF1,off,small,lhs,MMF1,3,1,61.0,61.0,2.0,2.0,61.0,True
MMF1,off,small,lhs,MMF1,4,0,61.0,61.0,3.0,3.0,61.0,True
MMF1,off,small,lhs,MMF1,4,1,61.0,61.0,2.0,2.0,61.0,True
MMF11_L,off,small,lhs,MMF11_L,1,0,31.0,31.0,1.0,1.0,31.0,True
MMF11_L,off,small,lhs,MMF11_L,1,1,21.0,21.0,1.0,1.0,21.0,True
MMF11_L,off,small,lhs,MMF11_L,2,0,61.0,61.0,2.0,2.0,61.0,True
MMF11_L,off,small,lhs,MMF11_L,2,1,41.0,41.0,2.0,2.0,41.0,True
MMF11_L,off,small,lhs,MMF11_L,3,0,61.0,61.0,2.0,2.0,61.0,True
MMF11_L,off,small,lhs,MMF11_L,3,1,61.0,61.0,3.0,3.0,61.0,True
MMF11_L,off,small,lhs,MMF11_L,4,0,61.0,61.0,2.0,2.0,61.0,True
MMF11_L,off,small,lhs,MMF11_L,4,1,61.0,61.0,3.0,3.0,61.0,True
MMF16_20,off,small,lhs,MMF16_20,1,0,339.0,339.0,1.0,1.0,339.0,True
MMF16_20,off,small,lhs,MMF16_20,1,1,381.0,381.0,1.0,1.0,381.0,True
MMF16_20,off,small,lhs,MMF16_20,1,2,250.0,250.0,1.0,1.0,250.0,True
MMF16_20,off,small,lhs,MMF16_20,2,0,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,2,1,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,2,2,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,3,0,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,3,1,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,3,2,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,4,0,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,4,1,619.0,619.0,2.0,2.0,619.0,True
MMF16_20,off,small,lhs,MMF16_20,4,2,619.0,619.0,2.0,2.0,619.0,True
MMF4,off,small,lhs,MMF4,1,0,20.0,20.0,1.0,1.0,20.0,True
MMF4,off,small,lhs,MMF4,1,1,20.0,20.0,1.0,1.0,20.0,True
MMF4,off,small,lhs,MMF4,2,0,40.0,40.0,2.0,2.0,40.0,True
MMF4,off,small,lhs,MMF4,2,1,40.0,40.0,2.0,2.0,40.0,True
MMF4,off,small,lhs,MMF4,3,0,61.0,61.0,3.0,3.0,61.0,True
MMF4,off,small,lhs,MMF4,3,1,61.0,61.0,3.0,3.0,40.0,True
MMF4,off,small,lhs,MMF4,4,0,61.0,61.0,3.0,3.0,61.0,True
MMF4,off,small,lhs,MMF4,4,1,61.0,61.0,3.0,3.0,61.0,True
WFG1,off,small,lhs,WFG1,1,0,232.0,232.0,1.0,1.0,232.0,True
WFG1,off,small,lhs,WFG1,1,1,221.0,221.0,1.0,1.0,221.0,True
WFG1,off,small,lhs,WFG1,2,0,453.0,453.0,2.0,2.0,232.0,True
WFG1,off,small,lhs,WFG1,2,1,461.0,461.0,2.0,2.0,221.0,True
WFG1,off,small,lhs,WFG1,3,0,453.0,453.0,2.0,2.0,453.0,True
WFG1,off,small,lhs,WFG1,3,1,461.0,461.0,2.0,2.0,221.0,True
WFG1,off,small,lhs,WFG1,4,0,453.0,453.0,2.0,2.0,453.0,True
WFG1,off,small,lhs,WFG1,4,1,461.0,461.0,2.0,2.0,221.0,True
WFG2,off,small,lhs,WFG2,1,0,299.0,299.0,1.0,1.0,299.0,True
WFG2,off,small,lhs,WFG2,1,1,271.0,271.0,1.0,1.0,271.0,True
WFG2,off,small,lhs,WFG2,2,0,299.0,299.0,1.0,1.0,299.0,True
WFG2,off,small,lhs,WFG2,2,1,271.0,271.0,1.0,1.0,271.0,True
WFG2,off,small,lhs,WFG2,3,0,299.0,299.0,1.0,1.0,299.0,True
WFG2,off,small,lhs,WFG2,3,1,271.0,271.0,1.0,1.0,271.0,True
WFG2,off,small,lhs,WFG2,4,0,299.0,299.0,1.0,1.0,299.0,True
WFG2,off,small,lhs,WFG2,4,1,271.0,271.0,1.0,1.0,271.0,True
WFG4,off,small,lhs,WFG4,1,0,220.0,220.0,1.0,1.0,220.0,True
WFG4,off,small,lhs,WFG4,1,1,220.0,220.0,1.0,1.0,220.0,True
WFG4,off,small,lhs,WFG4,2,0,440.0,440.0,2.0,2.0,440.0,True
WFG4,off,small,lhs,WFG4,2,1,440.0,440.0,2.0,2.0,440.0,True
WFG4,off,small,lhs,WFG4,3,0,440.0,440.0,2.0,2.0,440.0,True
WFG4,off,small,lhs,WFG4,3,1,440.0,440.0,2.0,2.0,440.0,True
WFG4,off,small,lhs,WFG4,4,0,440.0,440.0,2.0,2.0,681.0,True
WFG4,off,small,lhs,WFG4,4,1,440.0,440.0,2.0,2.0,681.0,True
WFG5,off,small,lhs,WFG5,1,0,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,1,1,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,2,0,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,2,1,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,3,0,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,3,1,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,4,0,220.0,220.0,1.0,1.0,220.0,True
WFG5,off,small,lhs,WFG5,4,1,220.0,220.0,1.0,1.0,220.0,True
WFG9,off,small,lhs,WFG9,1,0,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,1,1,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,2,0,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,2,1,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,3,0,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,3,1,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,4,0,229.0,229.0,1.0,1.0,229.0,True
WFG9,off,small,lhs,WFG9,4,1,229.0,229.0,1.0,1.0,229.0,True
ZDT1,off,small,lhs,ZDT1,1,0,465.0,465.0,1.0,1.0,465.0,True
ZDT1,off,small,lhs,ZDT1,1,1,303.0,303.0,1.0,1.0,303.0,True
ZDT1,off,small,lhs,ZDT1,2,0,929.0,929.0,2.0,2.0,929.0,True
ZDT1,off,small,lhs,ZDT1,2,1,303.0,303.0,1.0,1.0,303.0,True
ZDT1,off,small,lhs,ZDT1,3,0,929.0,929.0,2.0,2.0,929.0,True
ZDT1,off,small,lhs,ZDT1,3,1,629.0,629.0,2.0,2.0,629.0,True
ZDT1,off,small,lhs,ZDT1,4,0,929.0,929.0,2.0,2.0,929.0,True
ZDT1,off,small,lhs,ZDT1,4,1,629.0,629.0,2.0,2.0,629.0,True
ZDT3,off,small,lhs,ZDT3,1,0,465.0,465.0,1.0,1.0,465.0,True
ZDT3,off,small,lhs,ZDT3,1,1,549.0,549.0,1.0,1.0,549.0,True
ZDT3,off,small,lhs,ZDT3,2,0,929.0,929.0,2.0,2.0,929.0,True
ZDT3,off,small,lhs,ZDT3,2,1,549.0,549.0,1.0,1.0,549.0,True
ZDT3,off,small,lhs,ZDT3,3,0,929.0,929.0,2.0,2.0,929.0,True
ZDT3,off,small,lhs,ZDT3,3,1,929.0,929.0,2.0,2.0,929.0,True
ZDT3,off,small,lhs,ZDT3,4,0,929.0,929.0,2.0,2.0,929.0,True
ZDT3,off,small,lhs,ZDT3,4,1,929.0,929.0,2.0,2.0,929.0,True
ZDT4,off,small,lhs,ZDT4,1,0,155.0,155.0,1.0,1.0,155.0,True
ZDT4,off,small,lhs,ZDT4,1,1,103.0,103.0,1.0,1.0,103.0,True
ZDT4,off,small,lhs,ZDT4,2,0,309.0,309.0,2.0,2.0,309.0,True
ZDT4,off,small,lhs,ZDT4,2,1,103.0,103.0,1.0,1.0,103.0,True
ZDT4,off,small,lhs,ZDT4,3,0,309.0,309.0,2.0,2.0,309.0,True
ZDT4,off,small,lhs,ZDT4,3,1,103.0,103.0,1.0,1.0,206.0,True
ZDT4,off,small,lhs,ZDT4,4,0,309.0,309.0,2.0,2.0,309.0,True
ZDT4,off,small,lhs,ZDT4,4,1,103.0,103.0,1.0,1.0,206.0,True
ZDT6,off,small,lhs,ZDT6,1,0,100.0,100.0,1.0,1.0,100.0,True
ZDT6,off,small,lhs,ZDT6,1,1,169.0,169.0,1.0,1.0,169.0,True
ZDT6,off,small,lhs,ZDT6,2,0,100.0,100.0,1.0,1.0,100.0,True
ZDT6,off,small,lhs,ZDT6,2,1,169.0,169.0,1.0,1.0,169.0,True
ZDT6,off,small,lhs,ZDT6,3,0,100.0,100.0,1.0,1.0,100.0,True
ZDT6,off,small,lhs,ZDT6,3,1,169.0,169.0,1.0,1.0,169.0,True
ZDT6,off,small,lhs,ZDT6,4,0,100.0,100.0,1.0,1.0,100.0,True
ZDT6,off,small,lhs,ZDT6,4,1,169.0,169.0,1.0,1.0,169.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,0,125.0,125.0,1.0,1.0,125.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,1,175.0,175.0,1.0,1.0,175.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,2,187.0,187.0,1.0,1.0,187.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,0,348.0,348.0,2.0,2.0,245.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,1,370.0,370.0,2.0,2.0,370.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,2,364.0,364.0,2.0,2.0,364.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,0,480.0,480.0,3.0,3.0,468.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,1,586.0,586.0,3.0,3.0,586.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,2,571.0,571.0,3.0,3.0,571.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,4,0,671.0,671.0,4.0,4.0,600.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,4,1,707.0,707.0,4.0,4.0,707.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,4,2,694.0,694.0,4.0,4.0,698.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,5,0,876.0,876.0,5.0,5.0,805.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,5,1,846.0,846.0,5.0,5.0,873.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,5,2,885.0,885.0,5.0,5.0,857.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,6,0,1050.0,1050.0,6.0,6.0,947.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,6,1,1056.0,1056.0,6.0,6.0,1012.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,6,2,1070.0,1070.0,6.0,6.0,1042.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,7,0,1182.0,1182.0,7.0,7.0,1079.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,7,1,1178.0,1178.0,7.0,7.0,1222.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,7,2,1190.0,1190.0,7.0,7.0,1233.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,8,0,1324.0,1324.0,8.0,8.0,1298.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,8,1,1302.0,1302.0,8.0,8.0,1344.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,8,2,1428.0,1428.0,8.0,8.0,1471.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,9,0,1470.0,1470.0,9.0,9.0,1509.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,9,1,1468.0,1468.0,9.0,9.0,1468.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,9,2,1559.0,1559.0,9.0,9.0,1701.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,10,0,1645.0,1645.0,10.0,10.0,1684.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,10,1,1699.0,1699.0,10.0,10.0,1604.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,10,2,1718.0,1718.0,10.0,10.0,1824.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,11,0,1810.0,1810.0,11.0,11.0,1849.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,11,1,1836.0,1836.0,11.0,11.0,1730.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,11,2,1920.0,1920.0,11.0,11.0,1976.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,0,1941.0,1941.0,12.0,12.0,1989.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,1,1972.0,1972.0,12.0,12.0,1851.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,2,2150.0,2150.0,12.0,12.0,2135.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,13,0,2061.0,2061.0,13.0,13.0,2109.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,13,1,2189.0,2189.0,13.0,13.0,1981.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,13,2,2330.0,2330.0,13.0,13.0,2315.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,14,0,2181.0,2181.0,14.0,14.0,2314.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,14,1,2310.0,2310.0,14.0,14.0,2101.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,14,2,2482.0,2482.0,14.0,14.0,2497.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,15,0,2335.0,2335.0,15.0,15.0,2468.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,15,1,2430.0,2430.0,15.0,15.0,2231.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,15,2,2603.0,2603.0,15.0,15.0,2618.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,16,0,2540.0,2540.0,16.0,16.0,2599.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,16,1,2560.0,2560.0,16.0,16.0,2448.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,16,2,2762.0,2762.0,16.0,16.0,2820.0,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,17,0,2663.0,2663.0,17.0,17.0,2826.0,True
