pb,err,f,escala,rel
BBOB_F1,0.0,19.07086944580078,248.03152465820312,0.0
BBOB_F1,0.0,23.13585662841797,248.03152465820312,0.0
BBOB_F1,0.0,58.26150894165039,248.03152465820312,0.0
BBOB_F1,0.0,4.9311113357543945,248.03152465820312,0.0
BBOB_F1,0.0,5.636839389801025,248.03152465820312,0.0
BBOB_F1,0.0,50.671348571777344,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,9.486934661865234,248.03152465820312,0.0
BBOB_F1,0.0,37.43507766723633,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,4.162622928619385,248.03152465820312,0.0
BBOB_F1,0.0,52.57147979736328,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,19.07086944580078,248.03152465820312,0.0
BBOB_F1,0.0,23.13585662841797,248.03152465820312,0.0
BBOB_F1,0.0,56.79204177856445,248.03152465820312,0.0
BBOB_F1,0.0,2.7192368507385254,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,46.90068435668945,248.03152465820312,0.0
BBOB_F1,0.0,5.165517807006836,248.03152465820312,0.0
BBOB_F1,0.0,56.79204177856445,248.03152465820312,0.0
BBOB_F1,0.0,2.7192368507385254,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,8.048311233520508,248.03152465820312,0.0
BBOB_F1,0.0,40.2323112487793,248.03152465820312,0.0
BBOB_F1,0.0,31.95657730102539,248.03152465820312,0.0
BBOB_F1,0.0,12.147711753845215,248.03152465820312,0.0
BBOB_F1,0.0,37.862937927246094,248.03152465820312,0.0
BBOB_F1,0.0,9.190913200378418,248.03152465820312,0.0
BBOB_F1,0.0,46.50874710083008,248.03152465820312,0.0
BBOB_F1,0.0,5.321963310241699,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,4.162622928619385,248.03152465820312,0.0
BBOB_F1,0.0,52.57147979736328,248.03152465820312,0.0
BBOB_F1,0.0,9.486934661865234,248.03152465820312,0.0
BBOB_F1,0.0,37.43507766723633,248.03152465820312,0.0
BBOB_F1,0.0,19.14346694946289,248.03152465820312,0.0
BBOB_F1,0.0,23.008832931518555,248.03152465820312,0.0
BBOB_F1,0.0,46.90068435668945,248.03152465820312,0.0
BBOB_F1,0.0,5.165517807006836,248.03152465820312,0.0
BBOB_F1,0.0,56.79204177856445,248.03152465820312,0.0
BBOB_F1,0.0,2.7192368507385254,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,5.085744380950928,248.03152465820312,0.0
BBOB_F1,0.0,49.17796325683594,248.03152465820312,0.0
BBOB_F1,0.0,9.486934661865234,248.03152465820312,0.0
BBOB_F1,0.0,37.43507766723633,248.03152465820312,0.0
BBOB_F1,0.0,48.89742660522461,248.03152465820312,0.0
BBOB_F1,0.0,4.773420333862305,248.03152465820312,0.0
BBOB_F1,0.0,46.90068435668945,248.03152465820312,0.0
BBOB_F1,0.0,5.165517807006836,248.03152465820312,0.0
BBOB_F1,0.0,56.79204177856445,248.03152465820312,0.0
BBOB_F1,0.0,2.7192368507385254,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,4.162622928619385,248.03152465820312,0.0
BBOB_F1,0.0,52.57147979736328,248.03152465820312,0.0
BBOB_F1,0.0,17.222829818725586,248.03152465820312,0.0
BBOB_F1,0.0,24.486963272094727,248.03152465820312,0.0
BBOB_F1,0.0,37.862937927246094,248.03152465820312,0.0
BBOB_F1,0.0,9.190913200378418,248.03152465820312,0.0
BBOB_F1,0.0,62.224884033203125,248.03152465820312,0.0
BBOB_F1,0.0,2.0019803047180176,248.03152465820312,0.0
BBOB_F1,0.0,17.222829818725586,248.03152465820312,0.0
BBOB_F1,0.0,24.486963272094727,248.03152465820312,0.0
BBOB_F1,0.0,48.89742660522461,248.03152465820312,0.0
BBOB_F1,0.0,4.773420333862305,248.03152465820312,0.0
BBOB_F1,0.0,46.90068435668945,248.03152465820312,0.0
BBOB_F1,0.0,5.165517807006836,248.03152465820312,0.0
BBOB_F1,0.0,2.1595664024353027,248.03152465820312,0.0
BBOB_F1,0.0,63.632102966308594,248.03152465820312,0.0
BBOB_F1,0.0,3.078911542892456,248.03152465820312,0.0
BBOB_F1,0.0,56.731689453125,248.03152465820312,0.0
BBOB_F1,0.0,8.048311233520508,248.03152465820312,0.0
BBOB_F1,0.0,40.2323112487793,248.03152465820312,0.0
