label,exp,problema,n_footers,foot_runner_keys,foot_desp_keys,man_status,foot_status,man_motivo,foot_motivo,man_fe,foot_fe,man_nger,foot_nger,man_cache,foot_cache,n_retries,foot_retries,stack_trace,tempo_total_s,tempo_desp_s,upload,regime,tier,dist,repo_hash,pop_gen_min,pop_gen0_existe,pop_solid_max,hdr_params_igual,hdr_sigma_igual,hdr_maxfe,hdr_ninit,algo_version,schema_version
BBOB_F1,main,BBOB_F1,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,301.8465,305.5285,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F17,main,BBOB_F17,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,319.3219,322.3817,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F22,main,BBOB_F22,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,312.7839,315.8587,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F37,main,BBOB_F37,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,317.4879,320.7395,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F49,main,BBOB_F49,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,323.0231,326.4597,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F5,main,BBOB_F5,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,318.2885,321.8115,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
BBOB_F55,main,BBOB_F55,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,309,309,200,200,0,0,0,0,None,326.6701,329.9179,,online,,,None,1,False,308,True,True,309,109,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
DTLZ1,main,DTLZ1,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,216,216,140,140,0,0,0,0,None,129.2118,132.8874,,online,,,None,1,False,215,True,True,216,76,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
DTLZ2,main,DTLZ2,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,371,371,240,240,0,0,0,0,None,703.2638,708.0115,,online,,,None,1,False,370,True,True,371,131,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
DTLZ3,main,DTLZ3,2,"cache_hits,cp_init,fe_final,motivo_parada,n_cache_infill,n_front1,n_geracoes,n_lote_completado,n_lote_menor,rec,status,ts","n_retries,rec,stack_trace,status,tempo_total_s,ts",ok,ok,orcamento,orcamento,371,371,240,240,0,0,0,0,None,716.1824,720.2361,,online,,,None,1,False,370,True,True,371,131,qpots-2.0.1+e81-r3 (vendor intocado; Matérn D30 + offsets A6),1
