problema,D,M,maxfe,fe_final,n_geracoes,status,termino,cp_init,cache_hits,fallback,doe_hash,algo_version,N,delta,gmax,n_real,n_init,fe_index_denso,sid_denso,doe_dmax,doe_hash_art,n_pop_rows,n_pop_grupos,pop_g1,pop_last,pop_dup_total,pop_dup_gens,n_timing,n_gen_events,n_sur_rows,n_blocos_manif,sonda_S,sonda_k,sonda_x_hash,sonda_falhas,t_total,t_fit,t_busca,t_aval,t_sonda,fit_series_len,sigma_dict,env,t_inv1,t_rows,fit_pos
BBOB_F1,10,2,309,309,191,ok,normal,True,1,False,f875df0bb01999e1f290e6e7341a7c1bbe3c5a4a2025bde15a394be99c8af127,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,f875df0bb01999e1f290e6e7341a7c1bbe3c5a4a2025bde15a394be99c8af127,39614,191,109,309,0,0,190,190,192200,96,2000,2,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,0,47.809225,15.427200004458427,8.153269943781197,0.13667300000000007,10.870491999999997,190,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",190,190,190
BBOB_F17,10,2,309,309,197,ok,normal,True,2,False,d15aed2c60ef23cc5c80db84682927055bd83a7cd64faa6a5d6e9da5d47f3d6d,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,d15aed2c60ef23cc5c80db84682927055bd83a7cd64faa6a5d6e9da5d47f3d6d,41029,197,109,310,62,62,196,196,198201,99,2000,2,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,0,48.903458,17.014724023640156,5.8230979377403855,0.20546099999999992,12.088667000000003,196,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",196,196,196
BBOB_F22,10,2,309,309,139,ok,normal,True,1,False,f363ce9265e27d446ae8caf64ccaf080db3cd581c9e222f25ccad12a2edf0132,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,f363ce9265e27d446ae8caf64ccaf080db3cd581c9e222f25ccad12a2edf0132,27067,139,109,307,0,0,138,138,142198,71,2000,2,35098edbafa5b0f2d4af0e0296832102e3622202f105318213e5624ca80aec3d,0,67.245228,11.784583956003189,33.14918220974505,0.16080499999999998,8.473775999999999,138,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",138,138,138
BBOB_F37,10,2,309,309,187,ok,normal,True,2,False,6ff27d4d787c367a178d22a05be62e7cb540b09a5b799643cc6b2a578ab295bb,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,6ff27d4d787c367a178d22a05be62e7cb540b09a5b799643cc6b2a578ab295bb,38864,187,109,310,64,64,186,186,188201,94,2000,2,6854c778f3072f3047db708a73f205aa6bc28042a72ce00629b15fc637527c0b,0,52.14421,15.697926998138428,11.68267990462482,0.1890309999999999,11.213726999999999,186,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",186,186,186
BBOB_F49,10,2,309,309,197,ok,normal,True,2,False,95bec03708fdb8c201bfbb70d4658e9ec7b170145163a2eaf9ab9793d37c1cb8,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,95bec03708fdb8c201bfbb70d4658e9ec7b170145163a2eaf9ab9793d37c1cb8,40874,197,109,310,84,84,196,196,198201,99,2000,2,b05414b87c93a5c57f1139068132a739828f002a1f89abd0a844f83a01df284a,0,47.97753,16.107808984816074,5.773469941690564,0.6805710000000001,11.502922000000002,196,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",196,196,196
BBOB_F5,10,2,309,309,161,ok,normal,True,1,False,9c1c6f9e8c0acf91f8150e824ca25b9aeacebc67cfea9275a65051a23e99ac39,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,9c1c6f9e8c0acf91f8150e824ca25b9aeacebc67cfea9275a65051a23e99ac39,32179,161,109,309,0,0,160,160,162200,81,2000,2,6ee21c7cf617da495f7133dcfa3e4e9a597a61f528be980b635f34c1f317f7de,0,58.836015,13.579288005828857,23.64333891030401,0.140459,9.565296000000002,160,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",160,160,160
BBOB_F55,10,2,309,309,179,ok,normal,True,4,False,156cb913846b92db972ef60b58fc049727a49907d46524a3212ca6be783eaaa0,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,309,109,True,True,0.0,156cb913846b92db972ef60b58fc049727a49907d46524a3212ca6be783eaaa0,36467,179,109,312,222,124,178,178,180203,90,2000,2,77bb776d485062b593475d2399e8e3f2ca9e1ca8b9bf364e411a3373d2b3d9fe,0,56.672394,15.135087974369526,16.002224838361144,1.1800929999999996,10.727819999999994,178,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",178,178,178
DTLZ1,7,3,216,216,141,ok,normal,True,1,False,721bacf39910171737053096bf1d0b22cfd6a27344d8bcd630e000c6a67200bf,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,216,76,True,True,0.0,721bacf39910171737053096bf1d0b22cfd6a27344d8bcd630e000c6a67200bf,20586,141,76,216,0,0,140,140,142140,71,2000,2,90705f4ed8a52c5de97b2c4684958d17320b3b3e368547c82f7076d27f826c35,0,31.748724,11.881843030452728,2.1879099970683455,0.10820599999999997,7.043014,140,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",140,140,140
DTLZ2,12,3,371,371,241,ok,normal,True,1,False,e9e359a6a4afa9d5f68c1d5dab4096916ae20f65f2e741d1ad93899624789926,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,371,131,True,True,0.0,e9e359a6a4afa9d5f68c1d5dab4096916ae20f65f2e741d1ad93899624789926,60491,241,131,371,0,0,240,240,242240,121,2000,2,1bfc9edf738f794809f8dcf0e8f049897e29b38d349f4e7523ceae2b9bbe4d6d,0,61.191908,22.711831986904144,4.103582996875048,0.20552900000000007,16.161246000000002,240,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",240,240,240
DTLZ3,12,3,371,371,241,ok,normal,True,1,False,b41f7d771c68d252a14911b8817d1666707bca4337ee331ef50e83a5d99f13cd,c217-PCSAEA-PlatEMO4.15,50,0.8,3000,371,131,True,True,0.0,b41f7d771c68d252a14911b8817d1666707bca4337ee331ef50e83a5d99f13cd,60491,241,131,371,0,0,240,240,242240,121,2000,2,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,0,53.335518,18.938820995390415,3.5775049971416593,0.1800110000000001,13.796731000000005,240,"{""mu_sigma"": ""NULL SEMPRE (classificador par-a-par puro \u2014 nao ha cabeca de valor nem incerteza)"", ""pred_confianca"": ""Error1 do ciclo (confiabilidade estimada do classificador; CONSTANTE por bloco/geracao \u2014 e um atributo do MODELO, nao do ponto)"", ""pred_score"": ""score ternario {-1,0,+1} AGREGADO do PNN par-a-par vs a referencia corrente Pmid (nao ha comparacao O(n^2) gravada \u2014 DEF-C2)""}","{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""pymoo"": ""0.6.2"", ""stack"": ""matlab-platemo""}",240,240,240
