problema,recs_outros,n_recs,n_header,n_footer,D,M,N_nominal,N_efetivo_man,N_efetivo_footer,maxfe_esp,init_esp,n_real,U1_len_ok,U1_maxfe_man,U1_fefinal_ok,U1_feindex_denso,U1_sid_denso,fases,U2_init_ok,U2_cp_init,n_xcols,doe_shape,U2_dX_max,doe_hash_man,U2_hash_hdr_eq,n_gens_log,n_ger_man,A5_gens_esp,A5_gens_ok,A5_g_denso,A5_fe_g1,A5_fe_g1_eq_init,A5_dfe_unicos,A5_dfe_todos_N,A5_fe_last,A5_npop_sempre_N,n_pop_rows,A7_grupos,A7_todos_N,A7_total_ok,A7_dup_intra,S_n_doe,S_n_frentes,S_n_frente1,S_f1_excede,S_criterio,S_n_frentes_calc,S_n_frente1_calc,S_frentes_ok,S_pick_igual,S_pick_inter,S_todos_do_doe,S_f1_contida,G_guards,G_n_guards,G_cache_hits_man,G_cache_hits_ftr,G_recon,G_uniq_sid,G_dups,G_fe_no_init,G_fe_pos_init,G_sids_sao_pop1,G_ordem_igual,E_viol_subset,E_entrantes_med,E_entrantes_max,E_entrantes_soma,E_taxa_aceite,E_ent_le_N,R_bad_front1,R_bad_ideal,R_bad_nadirpop,R_bad_nadirf1,R_fbest_eq_ideal,R_ngen,R_front1_lt_N,R_front1_frac_media,HV_n_trans,HV_viol,HV_viol_1pct,HV_pior_rel,HV_ganho_total,HV_g1,HV_gN,SUR_linhas,SUR_cols,SIG_sigma_dict,SIG_fit_series,SONDA_status,SONDA_blocos,SONDA_linhas,HDR_surrogate_flag,HDR_piso_flag,T_rows,T_rows_ok,T_fit_null,T_busca_null,T_sonda_null,T_nacum_null,T_soma_ger,T_total_man,T_soma_le_total,T_aval_real,T_fit_man,T_busca_man,T_sonda_man,T_ger_gt0,T_jsonl_eq_parquet,MAN_status,MAN_retries,FTR_termino,FTR_status,MAN_motivo_parada,MAN_fallback,MAN_algo_version,MAN_repo_hash,HDR_operadores,HDR_principio,PAR_patches,PAR_surrogate,PAR_parameter,MAN_params_keys,MAN_env,DED_x_unicos,DED_x_dups
DTLZ4,,37,1,1,12,3,20,20,20,371,131,371,True,True,True,True,True,init=131;opt=240,True,True,12,AUSENTE,,75dc5d1c4ced,True,13,13,13,True,True,131,True,20,True,371,True,260,13,True,True,0,131,7,23,True,NDSort + CrowdingDistance (D88) — desemp,23,7,False,False,10,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,11.0,14,132,0.55,True,13,0,0,13,13,13,8,0.9153846153846155,12,0,0,0.00307658368558149,0.6278512141059489,4.619081339219735,7.5191771661029785,0,33,False,0,nao_se_aplica,0,0,False,True,13,True,True,True,True,True,1.2030630111694336,5.437208,True,0.14219999999999997,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",370,1
DTLZ7,,47,1,1,22,3,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,82fffdba6191,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,10,21,True,NDSort + CrowdingDistance (D88) — desemp,10,21,True,True,20,True,,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,11.318181818181818,14,249,0.5659090909090909,True,10,0,0,2,23,23,18,0.5891304347826086,22,0,0,3.4533825182701787e-06,0.3644752069218535,10.859034940557232,14.816883947488465,0,43,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,1.8002029657363892,5.803301,True,0.22346799999999986,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
MMF1,,34,1,1,2,2,20,20,20,61,21,61,True,True,True,True,True,init=21;opt=40,True,True,2,AUSENTE,,b4682dc218d2,True,3,3,3,True,True,21,True,16;18,False,55,True,60,3,True,True,3,21,6,7,False,NDSort + CrowdingDistance (D88) — desemp,6,7,True,True,20,True,True,cache_hit=27;hard_stop=1,28,27,27,False,24,4,21,7,False,False,0,8.5,10,17,0.425,True,2,0,0,0,3,3,3,0.5166666666666667,2,0,0,0.006199678069708712,0.016052835688342273,7.0638085321597535,7.177202689860424,0,21,False,0,nao_se_aplica,0,0,False,True,3,True,True,True,True,True,0.3821199834346771,4.348017,True,0.020658,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",59,2
MMF11_L,,34,1,1,2,2,20,20,20,61,21,61,True,True,True,True,True,init=21;opt=40,True,True,2,AUSENTE,,bc5b5476bae0,True,3,3,3,True,True,21,True,15;19,False,55,True,60,3,True,True,0,21,3,9,False,NDSort + CrowdingDistance (D88) — desemp,3,9,True,True,20,True,True,cache_hit=27;hard_stop=1,28,27,27,False,24,4,21,7,False,False,0,9.0,9,18,0.45,True,1,0,0,0,3,3,3,0.65,2,0,0,0.00475110545679817,0.033312101480685224,8.548093818059856,8.832848786793484,0,21,False,0,nao_se_aplica,0,0,False,True,3,True,True,True,True,True,0.40766000747680664,4.141288,True,0.024429999999999986,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",59,2
MMF16_20,,45,1,1,20,3,20,20,20,619,219,619,True,True,True,True,True,init=219;opt=400,True,True,20,AUSENTE,,00c877887f6a,True,21,21,21,True,True,219,True,20,True,619,True,420,21,True,True,0,219,7,50,True,NDSort + CrowdingDistance (D88) — desemp,7,50,True,True,20,True,,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,7.25,11,145,0.3625,True,0,0,0,0,21,21,0,1.0,20,3,0,-0.001018744786196319,0.14426524251801504,17.64896593607301,20.19509828703277,0,41,False,0,nao_se_aplica,0,0,False,True,21,True,True,True,True,True,2.281952142715454,6.347402,True,0.24396999999999996,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",619,0
MMF4,,33,1,1,2,2,20,20,20,61,21,61,True,True,True,True,True,init=21;opt=40,True,True,2,AUSENTE,,8e6e2b094ef9,True,3,3,3,True,True,21,True,17;19,False,57,True,60,3,True,True,2,21,4,9,False,NDSort + CrowdingDistance (D88) — desemp,4,9,True,True,20,True,True,cache_hit=26;hard_stop=1,27,26,26,False,24,3,21,6,False,False,0,9.5,10,19,0.475,True,0,0,0,0,3,3,3,0.6833333333333332,2,0,0,0.007237786749695525,0.02000763255517968,1.6666910988931896,1.7000376419828331,0,21,False,0,nao_se_aplica,0,0,False,True,3,True,True,True,True,True,0.4216980040073395,4.32302,True,0.021892000000000005,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",58,3
WFG1,,47,1,1,22,2,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,737008bc4aa4,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,22,18,False,NDSort + CrowdingDistance (D88) — desemp,22,18,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,7.454545454545454,11,164,0.37272727272727274,True,0,0,0,0,23,23,4,0.9652173913043478,22,0,0,0.0004784745298912268,3.2225232785052613,1.2216530314360785,5.158458363495361,0,41,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,0.981902003288269,5.234563,True,0.3197229999999998,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
WFG2,,47,1,1,22,2,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,4992992e00fb,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,26,8,False,NDSort + CrowdingDistance (D88) — desemp,26,8,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,7.318181818181818,10,161,0.3659090909090909,True,0,0,0,0,23,23,22,0.7456521739130434,22,0,0,0.001531820205195314,0.21143986028919395,5.123555984994498,6.206879946645598,0,41,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,1.1382211446762085,5.396768,True,0.42471,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
WFG4,,47,1,1,22,2,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,efcdbbe567fe,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,10,30,True,NDSort + CrowdingDistance (D88) — desemp,10,30,True,True,20,True,,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,6.863636363636363,10,151,0.3431818181818182,True,0,0,0,0,23,23,0,1.0,22,0,0,0.003033208323638702,0.5232160021255893,2.268266117220255,3.45505924682917,0,41,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,1.1290690898895264,5.306089,True,0.3559000000000001,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
WFG5,,47,1,1,22,2,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,83b71528d381,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,10,36,True,NDSort + CrowdingDistance (D88) — desemp,10,36,True,True,20,True,,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,8.863636363636363,12,195,0.4431818181818182,True,0,0,0,0,23,23,3,0.9934782608695653,22,0,0,0.004400757010524387,0.5506053521282128,2.892609060767087,4.485295091240008,0,41,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,1.8633880615234375,10.574969,True,0.5275850000000001,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
WFG9,,47,1,1,22,2,20,20,20,681,241,681,True,True,True,True,True,init=241;opt=440,True,True,22,AUSENTE,,9c1105d2d7e8,True,23,23,23,True,True,241,True,20,True,681,True,460,23,True,True,0,241,11,15,False,NDSort + CrowdingDistance (D88) — desemp,11,15,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,7.0,11,154,0.35,True,0,0,0,0,23,23,4,0.9608695652173914,22,0,0,0.004180283726538237,0.4850038008595849,4.010080108774948,5.954984203282215,0,41,False,0,nao_se_aplica,0,0,False,True,23,True,True,True,True,True,1.9674509763717651,6.866027,True,1.6289369999999999,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",681,0
ZDT1,,55,1,1,30,2,20,20,20,929,329,929,True,True,True,True,True,init=329;opt=600,True,True,30,AUSENTE,,15afa53dfdb4,True,31,31,31,True,True,329,True,20,True,929,True,620,31,True,True,0,329,19,14,False,NDSort + CrowdingDistance (D88) — desemp,19,14,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,10.066666666666666,14,302,0.5033333333333333,True,11,0,0,1,31,31,26,0.7483870967741936,30,0,0,0.0010166724935235579,0.6109727353069287,3.033603511806185,4.887052547251114,0,49,False,0,nao_se_aplica,0,0,False,True,31,True,True,True,True,True,1.0671740770339966,5.084116,True,0.285254,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",929,0
ZDT3,,55,1,1,30,2,20,20,20,929,329,929,True,True,True,True,True,init=329;opt=600,True,True,30,AUSENTE,,0e2102b5ae8b,True,31,31,31,True,True,329,True,20,True,929,True,620,31,True,True,0,329,21,12,False,NDSort + CrowdingDistance (D88) — desemp,21,12,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,9.3,14,279,0.465,True,3,0,0,0,31,31,15,0.8096774193548386,30,0,0,0.0009609551982510669,0.6632440547606998,3.076457834990397,5.1169002037697515,0,49,False,0,nao_se_aplica,0,0,False,True,31,True,True,True,True,True,0.9601819515228271,5.187616,True,0.25309500000000157,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",929,0
ZDT4,,35,1,1,10,2,20,20,20,309,109,309,True,True,True,True,True,init=109;opt=200,True,True,10,AUSENTE,,f238a513ec1a,True,11,11,11,True,True,109,True,20,True,309,True,220,11,True,True,0,109,17,8,False,NDSort + CrowdingDistance (D88) — desemp,17,8,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,10.1,13,101,0.505,True,3,0,0,2,11,11,11,0.25000000000000006,10,0,0,8.076687375671568e-05,0.37611471566274446,145.17493233462636,199.77736073102253,0,29,False,0,nao_se_aplica,0,0,False,True,11,True,True,True,True,True,0.6847559809684753,4.884245,True,0.1078709999999999,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",309,0
ZDT6,,35,1,1,10,2,20,20,20,309,109,309,True,True,True,True,True,init=109;opt=200,True,True,10,AUSENTE,,57a9736e2650,True,11,11,11,True,True,109,True,20,True,309,True,220,11,True,True,0,109,20,7,False,NDSort + CrowdingDistance (D88) — desemp,20,7,True,True,20,True,True,cache_hit=21,21,21,21,True,20,1,21,0,True,True,0,11.4,14,114,0.57,True,1,0,0,0,11,11,11,0.2863636363636364,10,0,0,0.0008282989223181289,1.5848958134923588,0.8097351482054904,2.093080994633987,0,29,False,0,nao_se_aplica,0,0,False,True,11,True,True,True,True,True,0.6562809348106384,4.773085,True,0.11505700000000003,,,,True,True,ok,0,normal,ok,AUSENTE,False,piso-SMSEMOA-PlatEMO4.15,,Balde C: SBX proC=1 dis_c=20 + PM proM=1 dis_m=20 (defaults OperatorGA do PlatEMO),contribuicao de hipervolume (S-metric),NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,nenhum (SMS-EMOA PURO stock — nao e o SMS-EMOA-MA surrogate do §3.6),12,"{""matlab"": ""25.1.0.2973910 (R2025a) Update 1"", ""stack"": ""matlab-platemo"", ""pymoo"": ""0.6.2""}",309,0
