alg,problema,ger,log,lo_f32,lo_corrigido,hi,explicado,divergia
nsga2,DTLZ3,8,20,20,20,20,True,False
nsga2,DTLZ3,9,20,20,20,20,True,False
nsga2,DTLZ3,10,18,18,18,20,True,False
nsga2,DTLZ3,11,11,11,11,16,True,False
nsga2,DTLZ3,12,14,14,14,17,True,False
nsga2,DTLZ3,13,15,15,15,18,True,False
nsga2,DTLZ4,1,20,7,7,20,True,True
nsga2,DTLZ4,2,19,8,8,20,True,True
nsga2,DTLZ4,3,20,10,10,20,True,True
nsga2,DTLZ4,4,18,8,8,20,True,True
nsga2,DTLZ4,5,16,7,7,20,True,True
nsga2,DTLZ4,6,20,6,6,20,True,True
nsga2,DTLZ4,7,20,6,6,20,True,True
nsga2,DTLZ4,8,20,10,10,20,True,True
nsga2,DTLZ4,9,20,10,10,20,True,True
nsga2,DTLZ4,10,18,11,11,20,True,True
nsga2,DTLZ4,11,20,11,11,20,True,True
nsga2,DTLZ4,12,20,11,11,20,True,True
nsga2,DTLZ4,13,20,12,12,20,True,True
nsga2,DTLZ7,1,20,20,20,20,True,False
nsga2,DTLZ7,2,20,18,18,20,True,True
nsga2,DTLZ7,3,20,20,20,20,True,False
nsga2,DTLZ7,4,16,16,16,20,True,False
nsga2,DTLZ7,5,20,20,20,20,True,False
nsga2,DTLZ7,6,20,20,20,20,True,False
nsga2,DTLZ7,7,20,20,20,20,True,False
nsga2,DTLZ7,8,20,20,20,20,True,False
nsga2,DTLZ7,9,19,16,16,20,True,True
nsga2,DTLZ7,10,17,16,16,20,True,True
nsga2,DTLZ7,11,19,18,18,20,True,True
nsga2,DTLZ7,12,20,17,17,20,True,True
nsga2,DTLZ7,13,20,20,20,20,True,False
nsga2,DTLZ7,14,20,19,19,20,True,True
nsga2,DTLZ7,15,20,19,19,20,True,True
nsga2,DTLZ7,16,20,20,20,20,True,False
nsga2,DTLZ7,17,13,13,13,18,True,False
nsga2,DTLZ7,18,19,17,17,20,True,True
nsga2,DTLZ7,19,19,17,17,20,True,True
nsga2,DTLZ7,20,11,11,11,18,True,False
nsga2,DTLZ7,21,12,12,12,16,True,False
nsga2,DTLZ7,22,18,18,18,19,True,False
nsga2,DTLZ7,23,18,18,18,20,True,False
nsga2,MMF1,1,7,7,7,7,True,False
nsga2,MMF1,2,12,11,11,13,True,True
nsga2,MMF1,3,14,13,13,15,True,True
nsga2,MMF11_L,1,9,9,9,9,True,False
nsga2,MMF11_L,2,11,11,11,12,True,False
nsga2,MMF11_L,3,14,14,14,14,True,False
nsga2,MMF16_20,1,20,20,20,20,True,False
nsga2,MMF16_20,2,20,20,19,20,True,False
nsga2,MMF16_20,3,20,20,20,20,True,False
nsga2,MMF16_20,4,20,20,20,20,True,False
nsga2,MMF16_20,5,20,20,20,20,True,False
nsga2,MMF16_20,6,20,20,19,20,True,False
nsga2,MMF16_20,7,20,20,20,20,True,False
nsga2,MMF16_20,8,20,20,20,20,True,False
nsga2,MMF16_20,9,20,20,20,20,True,False
nsga2,MMF16_20,10,20,20,20,20,True,False
nsga2,MMF16_20,11,20,20,20,20,True,False
nsga2,MMF16_20,12,20,20,20,20,True,False
nsga2,MMF16_20,13,20,20,18,20,True,False
nsga2,MMF16_20,14,20,20,19,20,True,False
nsga2,MMF16_20,15,20,20,20,20,True,False
nsga2,MMF16_20,16,20,20,20,20,True,False
nsga2,MMF16_20,17,20,20,20,20,True,False
nsga2,MMF16_20,18,20,20,19,20,True,False
nsga2,MMF16_20,19,20,20,19,20,True,False
nsga2,MMF16_20,20,20,20,19,20,True,False
nsga2,MMF16_20,21,20,20,19,20,True,False
nsga2,MMF4,1,9,9,9,9,True,False
nsga2,MMF4,2,15,16,15,19,True,True
nsga2,MMF4,3,20,20,20,20,True,False
nsga2,WFG1,1,18,18,18,18,True,False
nsga2,WFG1,2,20,20,20,20,True,False
nsga2,WFG1,3,20,20,20,20,True,False
nsga2,WFG1,4,20,20,20,20,True,False
nsga2,WFG1,5,20,20,20,20,True,False
nsga2,WFG1,6,20,20,20,20,True,False
nsga2,WFG1,7,20,20,20,20,True,False
nsga2,WFG1,8,20,20,20,20,True,False
nsga2,WFG1,9,20,20,20,20,True,False
nsga2,WFG1,10,20,20,20,20,True,False
nsga2,WFG1,11,20,20,20,20,True,False
nsga2,WFG1,12,20,20,20,20,True,False
nsga2,WFG1,13,20,20,20,20,True,False
nsga2,WFG1,14,20,20,20,20,True,False
nsga2,WFG1,15,20,20,20,20,True,False
nsga2,WFG1,16,20,20,20,20,True,False
nsga2,WFG1,17,20,20,20,20,True,False
nsga2,WFG1,18,20,20,20,20,True,False
nsga2,WFG1,19,20,20,20,20,True,False
nsga2,WFG1,20,20,20,20,20,True,False
nsga2,WFG1,21,20,20,20,20,True,False
nsga2,WFG1,22,20,20,20,20,True,False
nsga2,WFG1,23,20,20,20,20,True,False
nsga2,WFG2,1,8,8,8,8,True,False
nsga2,WFG2,2,9,9,9,9,True,False
nsga2,WFG2,3,8,8,8,8,True,False
nsga2,WFG2,4,7,7,7,7,True,False
nsga2,WFG2,5,7,7,7,7,True,False
nsga2,WFG2,6,8,8,8,8,True,False
nsga2,WFG2,7,11,11,11,11,True,False
nsga2,WFG2,8,9,9,9,9,True,False
nsga2,WFG2,9,11,11,11,11,True,False
nsga2,WFG2,10,12,12,12,12,True,False
nsga2,WFG2,11,13,13,13,13,True,False
nsga2,WFG2,12,12,12,12,12,True,False
nsga2,WFG2,13,11,11,11,11,True,False
nsga2,WFG2,14,11,11,11,11,True,False
nsga2,WFG2,15,11,11,11,11,True,False
nsga2,WFG2,16,8,8,8,8,True,False
nsga2,WFG2,17,8,8,8,8,True,False
nsga2,WFG2,18,9,9,9,9,True,False
nsga2,WFG2,19,8,8,8,8,True,False
nsga2,WFG2,20,11,11,11,11,True,False
nsga2,WFG2,21,17,17,17,17,True,False
nsga2,WFG2,22,16,16,16,16,True,False
nsga2,WFG2,23,16,16,16,16,True,False
nsga2,WFG4,1,20,20,20,20,True,False
nsga2,WFG4,2,20,20,20,20,True,False
nsga2,WFG4,3,20,20,20,20,True,False
nsga2,WFG4,4,20,20,20,20,True,False
nsga2,WFG4,5,20,20,20,20,True,False
nsga2,WFG4,6,20,20,20,20,True,False
nsga2,WFG4,7,20,20,20,20,True,False
nsga2,WFG4,8,20,20,20,20,True,False
nsga2,WFG4,9,20,20,20,20,True,False
nsga2,WFG4,10,20,20,20,20,True,False
nsga2,WFG4,11,20,20,20,20,True,False
nsga2,WFG4,12,20,20,20,20,True,False
nsga2,WFG4,13,20,20,20,20,True,False
nsga2,WFG4,14,20,20,20,20,True,False
nsga2,WFG4,15,20,20,20,20,True,False
nsga2,WFG4,16,20,20,20,20,True,False
nsga2,WFG4,17,20,20,20,20,True,False
nsga2,WFG4,18,20,20,20,20,True,False
nsga2,WFG4,19,20,20,20,20,True,False
nsga2,WFG4,20,20,20,20,20,True,False
nsga2,WFG4,21,20,20,20,20,True,False
nsga2,WFG4,22,20,20,20,20,True,False
nsga2,WFG4,23,20,20,20,20,True,False
nsga2,WFG5,1,20,20,20,20,True,False
nsga2,WFG5,2,20,20,20,20,True,False
nsga2,WFG5,3,20,20,20,20,True,False
nsga2,WFG5,4,20,20,20,20,True,False
nsga2,WFG5,5,20,20,20,20,True,False
nsga2,WFG5,6,20,20,20,20,True,False
nsga2,WFG5,7,20,20,20,20,True,False
nsga2,WFG5,8,20,20,20,20,True,False
nsga2,WFG5,9,20,20,20,20,True,False
nsga2,WFG5,10,20,20,20,20,True,False
nsga2,WFG5,11,20,20,20,20,True,False
nsga2,WFG5,12,20,20,20,20,True,False
nsga2,WFG5,13,20,20,20,20,True,False
nsga2,WFG5,14,20,20,20,20,True,False
nsga2,WFG5,15,20,20,20,20,True,False
nsga2,WFG5,16,20,20,20,20,True,False
nsga2,WFG5,17,20,20,20,20,True,False
nsga2,WFG5,18,20,20,20,20,True,False
nsga2,WFG5,19,19,19,19,19,True,False
nsga2,WFG5,20,20,20,20,20,True,False
nsga2,WFG5,21,20,20,20,20,True,False
nsga2,WFG5,22,20,20,20,20,True,False
nsga2,WFG5,23,20,20,20,20,True,False
nsga2,WFG9,1,15,15,15,15,True,False
nsga2,WFG9,2,17,17,17,17,True,False
nsga2,WFG9,3,18,18,18,18,True,False
nsga2,WFG9,4,18,18,18,18,True,False
nsga2,WFG9,5,14,14,14,14,True,False
nsga2,WFG9,6,20,20,20,20,True,False
nsga2,WFG9,7,20,20,20,20,True,False
nsga2,WFG9,8,18,18,18,18,True,False
nsga2,WFG9,9,20,20,20,20,True,False
nsga2,WFG9,10,20,20,20,20,True,False
nsga2,WFG9,11,20,20,20,20,True,False
nsga2,WFG9,12,20,20,20,20,True,False
nsga2,WFG9,13,20,20,20,20,True,False
nsga2,WFG9,14,20,20,20,20,True,False
nsga2,WFG9,15,20,20,20,20,True,False
nsga2,WFG9,16,20,20,20,20,True,False
nsga2,WFG9,17,20,20,20,20,True,False
nsga2,WFG9,18,20,20,20,20,True,False
nsga2,WFG9,19,20,20,20,20,True,False
nsga2,WFG9,20,20,20,20,20,True,False
nsga2,WFG9,21,20,20,20,20,True,False
nsga2,WFG9,22,20,20,20,20,True,False
nsga2,WFG9,23,20,20,20,20,True,False
nsga2,ZDT1,1,14,14,14,14,True,False
nsga2,ZDT1,2,10,9,9,13,True,True
nsga2,ZDT1,3,13,13,13,16,True,False
nsga2,ZDT1,4,11,11,11,13,True,False
nsga2,ZDT1,5,12,12,12,14,True,False
nsga2,ZDT1,6,14,14,14,17,True,False
nsga2,ZDT1,7,9,9,9,12,True,False
nsga2,ZDT1,8,11,11,11,13,True,False
nsga2,ZDT1,9,12,11,11,15,True,True
nsga2,ZDT1,10,10,10,10,13,True,False
nsga2,ZDT1,11,8,8,8,12,True,False
nsga2,ZDT1,12,8,8,8,11,True,False
nsga2,ZDT1,13,10,10,10,15,True,False
nsga2,ZDT1,14,10,10,10,15,True,False
nsga2,ZDT1,15,7,7,7,11,True,False
nsga2,ZDT1,16,7,7,7,11,True,False
nsga2,ZDT1,17,9,9,9,15,True,False
nsga2,ZDT1,18,10,10,10,19,True,False
nsga2,ZDT1,19,12,11,11,17,True,True
nsga2,ZDT1,20,17,15,15,19,True,True
nsga2,ZDT1,21,17,15,15,20,True,True
nsga2,ZDT1,22,14,13,13,20,True,True
nsga2,ZDT1,23,17,16,16,20,True,True
nsga2,ZDT1,24,20,18,18,20,True,True
nsga2,ZDT1,25,13,13,13,16,True,False
nsga2,ZDT1,26,17,16,16,19,True,True
nsga2,ZDT1,27,20,19,19,20,True,True
nsga2,ZDT1,28,20,20,20,20,True,False
nsga2,ZDT1,29,20,20,20,20,True,False
nsga2,ZDT1,30,20,20,20,20,True,False
nsga2,ZDT1,31,20,20,20,20,True,False
nsga2,ZDT3,1,12,12,12,12,True,False
nsga2,ZDT3,2,16,15,15,19,True,True
nsga2,ZDT3,3,11,11,11,13,True,False
nsga2,ZDT3,4,10,10,10,14,True,False
nsga2,ZDT3,5,13,12,12,15,True,True
nsga2,ZDT3,6,11,11,11,14,True,False
nsga2,ZDT3,7,13,12,12,16,True,True
nsga2,ZDT3,8,15,13,13,18,True,True
nsga2,ZDT3,9,18,16,16,19,True,True
nsga2,ZDT3,10,14,12,12,16,True,True
nsga2,ZDT3,11,15,13,13,18,True,True
nsga2,ZDT3,12,12,11,11,15,True,True
nsga2,ZDT3,13,14,13,13,17,True,True
nsga2,ZDT3,14,14,14,14,16,True,False
nsga2,ZDT3,15,15,15,15,17,True,False
nsga2,ZDT3,16,14,14,14,17,True,False
nsga2,ZDT3,17,15,15,15,17,True,False
nsga2,ZDT3,18,18,18,18,20,True,False
nsga2,ZDT3,19,17,17,17,20,True,False
nsga2,ZDT3,20,20,19,19,20,True,True
nsga2,ZDT3,21,20,19,19,20,True,True
nsga2,ZDT3,22,20,17,17,20,True,True
nsga2,ZDT3,23,19,18,18,19,True,True
nsga2,ZDT3,24,20,20,20,20,True,False
nsga2,ZDT3,25,20,20,20,20,True,False
nsga2,ZDT3,26,20,20,20,20,True,False
nsga2,ZDT3,27,20,20,20,20,True,False
nsga2,ZDT3,28,20,20,20,20,True,False
nsga2,ZDT3,29,20,19,19,20,True,True
nsga2,ZDT3,30,20,20,20,20,True,False
nsga2,ZDT3,31,20,20,20,20,True,False
nsga2,ZDT4,1,8,8,8,8,True,False
nsga2,ZDT4,2,3,3,3,3,True,False
nsga2,ZDT4,3,3,3,3,3,True,False
nsga2,ZDT4,4,5,5,5,5,True,False
nsga2,ZDT4,5,7,7,7,10,True,False
nsga2,ZDT4,6,6,6,6,8,True,False
nsga2,ZDT4,7,10,10,10,13,True,False
nsga2,ZDT4,8,3,3,3,4,True,False
nsga2,ZDT4,9,2,2,2,2,True,False
nsga2,ZDT4,10,6,6,6,6,True,False
nsga2,ZDT4,11,5,5,5,6,True,False
nsga2,ZDT6,1,7,7,7,7,True,False
nsga2,ZDT6,2,2,2,2,4,True,False
nsga2,ZDT6,3,7,5,5,10,True,True
nsga2,ZDT6,4,6,6,6,12,True,False
nsga2,ZDT6,5,5,5,5,8,True,False
nsga2,ZDT6,6,4,4,4,4,True,False
nsga2,ZDT6,7,4,4,4,9,True,False
nsga2,ZDT6,8,5,5,5,12,True,False
nsga2,ZDT6,9,10,10,10,13,True,False
nsga2,ZDT6,10,8,8,8,9,True,False
nsga2,ZDT6,11,6,6,6,7,True,False
nsga3,BBOB_F1,1,7,7,7,7,True,False
nsga3,BBOB_F1,2,9,9,9,9,True,False
nsga3,BBOB_F1,3,9,9,9,9,True,False
nsga3,BBOB_F1,4,7,7,7,7,True,False
nsga3,BBOB_F1,5,7,7,7,7,True,False
nsga3,BBOB_F1,6,8,8,8,8,True,False
nsga3,BBOB_F1,7,12,12,12,12,True,False
nsga3,BBOB_F1,8,8,8,8,8,True,False
nsga3,BBOB_F1,9,12,12,12,12,True,False
nsga3,BBOB_F1,10,15,15,15,15,True,False
nsga3,BBOB_F1,11,18,18,18,18,True,False
nsga3,BBOB_F17,1,6,6,6,6,True,False
nsga3,BBOB_F17,2,6,6,6,6,True,False
nsga3,BBOB_F17,3,7,7,7,7,True,False
nsga3,BBOB_F17,4,8,8,8,8,True,False
nsga3,BBOB_F17,5,6,6,6,6,True,False
nsga3,BBOB_F17,6,6,6,6,6,True,False
nsga3,BBOB_F17,7,5,5,5,5,True,False
nsga3,BBOB_F17,8,4,4,4,4,True,False
nsga3,BBOB_F17,9,6,6,6,6,True,False
nsga3,BBOB_F17,10,8,8,8,8,True,False
nsga3,BBOB_F17,11,13,13,13,13,True,False
nsga3,BBOB_F22,1,5,5,5,5,True,False
nsga3,BBOB_F22,2,5,5,5,5,True,False
nsga3,BBOB_F22,3,6,6,6,6,True,False
nsga3,BBOB_F22,4,8,8,8,8,True,False
nsga3,BBOB_F22,5,7,7,7,7,True,False
nsga3,BBOB_F22,6,9,9,9,9,True,False
nsga3,BBOB_F22,7,8,8,8,8,True,False
nsga3,BBOB_F22,8,6,6,6,6,True,False
nsga3,BBOB_F22,9,7,7,7,7,True,False
nsga3,BBOB_F22,10,7,7,7,7,True,False
nsga3,BBOB_F22,11,8,8,8,8,True,False
nsga3,BBOB_F37,1,5,5,5,5,True,False
nsga3,BBOB_F37,2,9,9,9,9,True,False
nsga3,BBOB_F37,3,9,9,9,9,True,False
nsga3,BBOB_F37,4,10,10,10,10,True,False
nsga3,BBOB_F37,5,7,7,7,7,True,False
nsga3,BBOB_F37,6,6,6,6,6,True,False
nsga3,BBOB_F37,7,8,8,8,8,True,False
nsga3,BBOB_F37,8,9,9,9,9,True,False
nsga3,BBOB_F37,9,7,7,7,7,True,False
nsga3,BBOB_F37,10,7,7,7,7,True,False
nsga3,BBOB_F37,11,6,6,6,6,True,False
nsga3,BBOB_F49,1,5,5,5,5,True,False
nsga3,BBOB_F49,2,7,7,7,7,True,False
nsga3,BBOB_F49,3,9,9,9,9,True,False
nsga3,BBOB_F49,4,10,10,10,10,True,False
nsga3,BBOB_F49,5,10,10,10,10,True,False
nsga3,BBOB_F49,6,11,11,11,11,True,False
nsga3,BBOB_F49,7,13,13,13,13,True,False
nsga3,BBOB_F49,8,10,10,10,10,True,False
nsga3,BBOB_F49,9,15,15,15,15,True,False
nsga3,BBOB_F49,10,16,16,16,16,True,False
nsga3,BBOB_F49,11,17,17,17,17,True,False
nsga3,BBOB_F5,1,7,7,7,7,True,False
nsga3,BBOB_F5,2,5,5,5,5,True,False
nsga3,BBOB_F5,3,5,5,5,5,True,False
nsga3,BBOB_F5,4,7,7,7,7,True,False
nsga3,BBOB_F5,5,5,5,5,5,True,False
nsga3,BBOB_F5,6,7,7,7,7,True,False
nsga3,BBOB_F5,7,9,9,9,9,True,False
nsga3,BBOB_F5,8,11,11,11,11,True,False
nsga3,BBOB_F5,9,16,16,16,16,True,False
nsga3,BBOB_F5,10,16,16,16,16,True,False
nsga3,BBOB_F5,11,14,14,14,14,True,False
nsga3,BBOB_F55,1,4,4,4,4,True,False
nsga3,BBOB_F55,2,5,5,5,5,True,False
nsga3,BBOB_F55,3,5,5,5,5,True,False
nsga3,BBOB_F55,4,5,5,5,5,True,False
nsga3,BBOB_F55,5,6,6,6,6,True,False
nsga3,BBOB_F55,6,3,3,3,3,True,False
nsga3,BBOB_F55,7,4,4,4,4,True,False
nsga3,BBOB_F55,8,7,7,7,7,True,False
nsga3,BBOB_F55,9,10,10,10,10,True,False
nsga3,BBOB_F55,10,13,13,13,13,True,False
nsga3,BBOB_F55,11,10,10,10,10,True,False
nsga3,DTLZ1,1,15,15,15,15,True,False
nsga3,DTLZ1,2,15,15,15,15,True,False
nsga3,DTLZ1,3,14,14,14,14,True,False
nsga3,DTLZ1,4,15,15,15,15,True,False
nsga3,DTLZ1,5,15,15,15,15,True,False
nsga3,DTLZ1,6,14,14,14,14,True,False
nsga3,DTLZ1,7,15,15,15,15,True,False
nsga3,DTLZ1,8,15,15,15,15,True,False
nsga3,DTLZ1,9,15,15,15,15,True,False
nsga3,DTLZ1,10,15,15,15,15,True,False
nsga3,DTLZ1,11,15,15,15,15,True,False
nsga3,DTLZ2,1,15,15,15,15,True,False
nsga3,DTLZ2,2,15,15,15,15,True,False
nsga3,DTLZ2,3,15,15,15,15,True,False
nsga3,DTLZ2,4,15,15,15,15,True,False
nsga3,DTLZ2,5,15,15,15,15,True,False
nsga3,DTLZ2,6,15,15,15,15,True,False
nsga3,DTLZ2,7,15,15,15,15,True,False
nsga3,DTLZ2,8,15,15,15,15,True,False
nsga3,DTLZ2,9,15,15,15,15,True,False
nsga3,DTLZ2,10,15,15,15,15,True,False
nsga3,DTLZ2,11,15,15,15,15,True,False
nsga3,DTLZ2,12,15,15,15,15,True,False
nsga3,DTLZ2,13,15,15,15,15,True,False
nsga3,DTLZ2,14,15,15,15,15,True,False
nsga3,DTLZ2,15,15,15,15,15,True,False
nsga3,DTLZ2,16,15,15,15,15,True,False
nsga3,DTLZ2,17,15,15,15,15,True,False
nsga3,DTLZ2,18,15,15,15,15,True,False
nsga3,DTLZ3,1,15,15,15,15,True,False
nsga3,DTLZ3,2,15,15,15,15,True,False
nsga3,DTLZ3,3,15,15,15,15,True,False
nsga3,DTLZ3,4,15,15,15,15,True,False
nsga3,DTLZ3,5,15,15,15,15,True,False
nsga3,DTLZ3,6,15,15,15,15,True,False
nsga3,DTLZ3,7,10,10,10,12,True,False
nsga3,DTLZ3,8,10,10,10,12,True,False
nsga3,DTLZ3,9,12,12,12,13,True,False
nsga3,DTLZ3,10,10,10,10,11,True,False
nsga3,DTLZ3,11,14,14,14,14,True,False
nsga3,DTLZ3,12,14,14,14,14,True,False
nsga3,DTLZ3,13,9,9,9,12,True,False
nsga3,DTLZ3,14,10,10,10,13,True,False
nsga3,DTLZ3,15,11,11,11,13,True,False
nsga3,DTLZ3,16,14,14,14,14,True,False
nsga3,DTLZ3,17,15,15,15,15,True,False
nsga3,DTLZ3,18,15,15,15,15,True,False
nsga3,DTLZ4,1,15,7,7,15,True,True
nsga3,DTLZ4,2,15,7,7,15,True,True
nsga3,DTLZ4,3,15,7,7,15,True,True
nsga3,DTLZ4,4,15,9,9,15,True,True
nsga3,DTLZ4,5,15,9,9,15,True,True
nsga3,DTLZ4,6,15,11,11,15,True,True
nsga3,DTLZ4,7,15,10,10,15,True,True
nsga3,DTLZ4,8,15,11,11,15,True,True
nsga3,DTLZ4,9,15,12,12,15,True,True
nsga3,DTLZ4,10,13,10,10,15,True,True
nsga3,DTLZ4,11,14,12,12,15,True,True
nsga3,DTLZ4,12,15,12,12,15,True,True
nsga3,DTLZ4,13,15,14,14,15,True,True
nsga3,DTLZ4,14,15,14,14,15,True,True
nsga3,DTLZ4,15,15,15,15,15,True,False
nsga3,DTLZ4,16,15,12,12,15,True,True
nsga3,DTLZ4,17,15,13,13,15,True,True
nsga3,DTLZ4,18,15,14,14,15,True,True
nsga3,DTLZ7,1,15,15,15,15,True,False
nsga3,DTLZ7,2,13,13,13,13,True,False
nsga3,DTLZ7,3,12,10,10,12,True,True
nsga3,DTLZ7,4,15,15,15,15,True,False
nsga3,DTLZ7,5,15,14,14,15,True,True
nsga3,DTLZ7,6,15,14,14,15,True,True
nsga3,DTLZ7,7,13,12,12,13,True,True
nsga3,DTLZ7,8,15,15,15,15,True,False
nsga3,DTLZ7,9,15,14,14,15,True,True
nsga3,DTLZ7,10,15,15,15,15,True,False
nsga3,DTLZ7,11,9,8,8,10,True,True
nsga3,DTLZ7,12,12,11,11,12,True,True
nsga3,DTLZ7,13,11,10,10,14,True,True
nsga3,DTLZ7,14,8,8,8,12,True,False
nsga3,DTLZ7,15,5,5,5,11,True,False
nsga3,DTLZ7,16,9,7,7,13,True,True
nsga3,DTLZ7,17,12,10,10,14,True,True
nsga3,DTLZ7,18,11,11,11,12,True,False
nsga3,DTLZ7,19,13,13,13,15,True,False
nsga3,DTLZ7,20,15,15,15,15,True,False
nsga3,DTLZ7,21,14,14,14,15,True,False
nsga3,DTLZ7,22,15,15,15,15,True,False
nsga3,DTLZ7,23,14,13,13,15,True,True
nsga3,DTLZ7,24,15,14,14,15,True,True
nsga3,DTLZ7,25,15,14,14,15,True,True
nsga3,DTLZ7,26,15,15,15,15,True,False
nsga3,DTLZ7,27,13,13,13,15,True,False
nsga3,DTLZ7,28,15,15,15,15,True,False
nsga3,DTLZ7,29,14,14,14,14,True,False
nsga3,DTLZ7,30,15,15,15,15,True,False
nsga3,DTLZ7,31,15,15,15,15,True,False
nsga3,DTLZ7,32,15,15,15,15,True,False
nsga3,DTLZ7,33,15,15,15,15,True,False
nsga3,MMF1,1,7,7,7,7,True,False
nsga3,MMF1,2,12,11,11,13,True,True
nsga3,MMF1,3,13,12,12,14,True,True
nsga3,MMF11_L,1,9,9,9,9,True,False
nsga3,MMF11_L,2,11,11,11,12,True,False
nsga3,MMF11_L,3,12,12,12,12,True,False
nsga3,MMF16_20,1,15,15,15,15,True,False
nsga3,MMF16_20,2,14,15,14,15,True,True
nsga3,MMF16_20,3,15,15,15,15,True,False
nsga3,MMF16_20,4,15,15,15,15,True,False
nsga3,MMF16_20,5,15,15,15,15,True,False
nsga3,MMF16_20,6,15,15,15,15,True,False
nsga3,MMF16_20,7,15,15,15,15,True,False
nsga3,MMF16_20,8,15,15,15,15,True,False
nsga3,MMF16_20,9,15,15,15,15,True,False
nsga3,MMF16_20,10,15,15,15,15,True,False
nsga3,MMF16_20,11,15,15,15,15,True,False
nsga3,MMF16_20,12,15,15,15,15,True,False
nsga3,MMF16_20,13,15,15,15,15,True,False
nsga3,MMF16_20,14,15,15,13,15,True,False
nsga3,MMF16_20,15,15,15,15,15,True,False
nsga3,MMF16_20,16,15,15,15,15,True,False
nsga3,MMF16_20,17,15,15,15,15,True,False
nsga3,MMF16_20,18,15,15,15,15,True,False
nsga3,MMF16_20,19,15,15,15,15,True,False
nsga3,MMF16_20,20,15,15,15,15,True,False
nsga3,MMF16_20,21,15,15,15,15,True,False
nsga3,MMF16_20,22,15,15,15,15,True,False
nsga3,MMF16_20,23,15,15,15,15,True,False
nsga3,MMF16_20,24,15,15,15,15,True,False
nsga3,MMF16_20,25,15,15,15,15,True,False
nsga3,MMF16_20,26,15,15,15,15,True,False
nsga3,MMF16_20,27,15,15,15,15,True,False
nsga3,MMF16_20,28,15,15,15,15,True,False
nsga3,MMF16_20,29,15,15,15,15,True,False
nsga3,MMF16_20,30,15,15,15,15,True,False
nsga3,MMF4,1,9,9,9,9,True,False
nsga3,MMF4,2,15,16,15,18,True,True
nsga3,MMF4,3,19,19,19,19,True,False
nsga3,WFG1,1,18,18,18,18,True,False
nsga3,WFG1,2,20,20,20,20,True,False
nsga3,WFG1,3,20,20,20,20,True,False
nsga3,WFG1,4,20,20,20,20,True,False
nsga3,WFG1,5,20,20,20,20,True,False
nsga3,WFG1,6,20,20,20,20,True,False
nsga3,WFG1,7,20,20,20,20,True,False
nsga3,WFG1,8,20,20,20,20,True,False
nsga3,WFG1,9,20,20,20,20,True,False
nsga3,WFG1,10,20,20,20,20,True,False
nsga3,WFG1,11,20,20,20,20,True,False
nsga3,WFG1,12,20,20,20,20,True,False
nsga3,WFG1,13,20,20,20,20,True,False
nsga3,WFG1,14,20,20,20,20,True,False
nsga3,WFG1,15,20,20,20,20,True,False
nsga3,WFG1,16,20,20,20,20,True,False
nsga3,WFG1,17,20,20,20,20,True,False
nsga3,WFG1,18,20,20,20,20,True,False
nsga3,WFG1,19,20,20,20,20,True,False
nsga3,WFG1,20,20,20,20,20,True,False
nsga3,WFG1,21,20,20,20,20,True,False
nsga3,WFG1,22,20,20,20,20,True,False
nsga3,WFG1,23,20,20,20,20,True,False
nsga3,WFG2,1,8,8,8,8,True,False
nsga3,WFG2,2,9,9,9,9,True,False
nsga3,WFG2,3,8,8,8,8,True,False
nsga3,WFG2,4,8,8,8,8,True,False
nsga3,WFG2,5,9,9,9,9,True,False
nsga3,WFG2,6,10,10,10,10,True,False
nsga3,WFG2,7,12,12,12,12,True,False
nsga3,WFG2,8,12,12,12,12,True,False
nsga3,WFG2,9,13,13,13,13,True,False
nsga3,WFG2,10,13,13,13,13,True,False
nsga3,WFG2,11,9,9,9,9,True,False
nsga3,WFG2,12,10,10,10,10,True,False
nsga3,WFG2,13,11,11,11,11,True,False
nsga3,WFG2,14,13,13,13,13,True,False
nsga3,WFG2,15,12,12,12,12,True,False
nsga3,WFG2,16,11,11,11,11,True,False
nsga3,WFG2,17,12,12,12,12,True,False
nsga3,WFG2,18,14,14,14,14,True,False
nsga3,WFG2,19,16,16,16,16,True,False
nsga3,WFG2,20,19,19,19,19,True,False
nsga3,WFG2,21,20,20,20,20,True,False
nsga3,WFG2,22,20,20,20,20,True,False
nsga3,WFG2,23,20,20,20,20,True,False
nsga3,WFG4,1,20,20,20,20,True,False
nsga3,WFG4,2,20,20,20,20,True,False
nsga3,WFG4,3,20,20,20,20,True,False
nsga3,WFG4,4,20,20,20,20,True,False
nsga3,WFG4,5,20,20,20,20,True,False
nsga3,WFG4,6,20,20,20,20,True,False
nsga3,WFG4,7,20,20,20,20,True,False
nsga3,WFG4,8,20,20,20,20,True,False
nsga3,WFG4,9,20,20,20,20,True,False
nsga3,WFG4,10,20,20,20,20,True,False
nsga3,WFG4,11,20,20,20,20,True,False
nsga3,WFG4,12,20,20,20,20,True,False
nsga3,WFG4,13,20,20,20,20,True,False
nsga3,WFG4,14,20,20,20,20,True,False
nsga3,WFG4,15,20,20,20,20,True,False
nsga3,WFG4,16,20,20,20,20,True,False
nsga3,WFG4,17,20,20,20,20,True,False
nsga3,WFG4,18,20,20,20,20,True,False
nsga3,WFG4,19,20,20,20,20,True,False
nsga3,WFG4,20,20,20,20,20,True,False
nsga3,WFG4,21,20,20,20,20,True,False
