exp,alg,problema,bloco,modelo_flag,fe_treino_max,obj,wape,corr,cobertura95,n_validas,n_nan
main,c141,ZDT6,62,RBF-MQ3,296,0,0.798401,-0.032551,,2000,0
main,c141,ZDT6,62,RBF-MQ3,296,1,0.053683,0.578271,,2000,0
main,c141,ZDT6,64,RBF-MQ3,302,0,0.822828,-0.045466,,2000,0
main,c141,ZDT6,64,RBF-MQ3,302,1,0.054276,0.579509,,2000,0
main,c141,ZDT6,65,RBF-MQ3,307,0,0.8078,-0.036659,,2000,0
main,c141,ZDT6,65,RBF-MQ3,307,1,0.053688,0.568729,,2000,0
main,c141,DTLZ1,1,RBF-MQ3,75,0,0.440003,0.78359,,2000,0
main,c141,DTLZ1,1,RBF-MQ3,75,1,0.415018,0.823386,,2000,0
main,c141,DTLZ1,1,RBF-MQ3,75,2,0.370153,0.742106,,2000,0
main,c141,DTLZ1,2,RBF-MQ3,77,0,0.447461,0.793135,,2000,0
main,c141,DTLZ1,2,RBF-MQ3,77,1,0.420466,0.822334,,2000,0
main,c141,DTLZ1,2,RBF-MQ3,77,2,0.376457,0.736821,,2000,0
main,c141,DTLZ1,4,RBF-MQ3,86,0,0.461884,0.789754,,2000,0
main,c141,DTLZ1,4,RBF-MQ3,86,1,0.4309,0.821532,,2000,0
main,c141,DTLZ1,4,RBF-MQ3,86,2,0.390346,0.720402,,2000,0
main,c141,DTLZ1,6,RBF-MQ3,95,0,0.457161,0.789065,,2000,0
main,c141,DTLZ1,6,RBF-MQ3,95,1,0.436655,0.813616,,2000,0
main,c141,DTLZ1,6,RBF-MQ3,95,2,5.201351,0.096872,,2000,0
main,c141,DTLZ1,8,RBF-MQ3,103,0,0.428399,0.807014,,2000,0
main,c141,DTLZ1,8,RBF-MQ3,103,1,0.439353,0.804798,,2000,0
main,c141,DTLZ1,8,RBF-MQ3,103,2,4.522588,0.171853,,2000,0
main,c141,DTLZ1,10,RBF-MQ3,111,0,0.417292,0.812777,,2000,0
main,c141,DTLZ1,10,RBF-MQ3,111,1,0.438795,0.805367,,2000,0
main,c141,DTLZ1,10,RBF-MQ3,111,2,4.355754,0.255024,,2000,0
main,c141,DTLZ1,12,RBF-MQ3,124,0,0.413891,0.813116,,2000,0
main,c141,DTLZ1,12,RBF-MQ3,124,1,0.49695,0.765303,,2000,0
main,c141,DTLZ1,12,RBF-MQ3,124,2,4.249821,0.253512,,2000,0
main,c141,DTLZ1,14,RBF-MQ3,132,0,0.409364,0.814838,,2000,0
main,c141,DTLZ1,14,RBF-MQ3,132,1,0.503859,0.761723,,2000,0
main,c141,DTLZ1,14,RBF-MQ3,132,2,3.866519,0.190051,,2000,0
main,c141,DTLZ1,16,RBF-MQ3,139,0,0.407513,0.814841,,2000,0
main,c141,DTLZ1,16,RBF-MQ3,139,1,0.501274,0.761765,,2000,0
main,c141,DTLZ1,16,RBF-MQ3,139,2,3.886888,0.214605,,2000,0
main,c141,DTLZ1,18,RBF-MQ3,146,0,0.416043,0.813633,,2000,0
main,c141,DTLZ1,18,RBF-MQ3,146,1,0.483355,0.766304,,2000,0
main,c141,DTLZ1,18,RBF-MQ3,146,2,3.642763,0.169186,,2000,0
main,c141,DTLZ1,20,RBF-MQ3,153,0,0.415394,0.813934,,2000,0
main,c141,DTLZ1,20,RBF-MQ3,153,1,0.491955,0.753474,,2000,0
main,c141,DTLZ1,20,RBF-MQ3,153,2,3.562634,0.213061,,2000,0
main,c141,DTLZ1,22,RBF-MQ3,166,0,0.462719,0.787629,,2000,0
main,c141,DTLZ1,22,RBF-MQ3,166,1,0.527058,0.74467,,2000,0
main,c141,DTLZ1,22,RBF-MQ3,166,2,3.473197,0.2228,,2000,0
main,c141,DTLZ1,24,RBF-MQ3,174,0,0.662595,0.594102,,2000,0
main,c141,DTLZ1,24,RBF-MQ3,174,1,0.601169,0.702179,,2000,0
main,c141,DTLZ1,24,RBF-MQ3,174,2,3.451436,0.225501,,2000,0
main,c141,DTLZ1,26,RBF-MQ3,183,0,0.628744,0.656934,,2000,0
main,c141,DTLZ1,26,RBF-MQ3,183,1,0.586623,0.70418,,2000,0
main,c141,DTLZ1,26,RBF-MQ3,183,2,3.300301,0.240709,,2000,0
main,c141,DTLZ1,28,RBF-MQ3,194,0,0.671458,0.634684,,2000,0
main,c141,DTLZ1,28,RBF-MQ3,194,1,0.637985,0.672899,,2000,0
main,c141,DTLZ1,28,RBF-MQ3,194,2,3.2705,0.23883,,2000,0
main,c141,DTLZ1,30,RBF-MQ3,201,0,0.712033,0.635343,,2000,0
main,c141,DTLZ1,30,RBF-MQ3,201,1,0.677846,0.605283,,2000,0
main,c141,DTLZ1,30,RBF-MQ3,201,2,3.19104,0.249213,,2000,0
main,c141,DTLZ1,32,RBF-MQ3,214,0,0.786275,0.641763,,2000,0
main,c141,DTLZ1,32,RBF-MQ3,214,1,0.671543,0.62789,,2000,0
main,c141,DTLZ1,32,RBF-MQ3,214,2,3.163706,0.226427,,2000,0
main,c141,DTLZ2,1,RBF-MQ3,130,0,0.180923,0.95076,,2000,0
main,c141,DTLZ2,1,RBF-MQ3,130,1,0.167057,0.954829,,2000,0
main,c141,DTLZ2,1,RBF-MQ3,130,2,0.096549,0.968692,,2000,0
main,c141,DTLZ2,2,RBF-MQ3,134,0,0.176174,0.953329,,2000,0
main,c141,DTLZ2,2,RBF-MQ3,134,1,0.167248,0.956181,,2000,0
main,c141,DTLZ2,2,RBF-MQ3,134,2,0.103305,0.965428,,2000,0
main,c141,DTLZ2,4,RBF-MQ3,143,0,0.174226,0.958951,,2000,0
main,c141,DTLZ2,4,RBF-MQ3,143,1,0.181004,0.949494,,2000,0
main,c141,DTLZ2,4,RBF-MQ3,143,2,0.088263,0.977501,,2000,0
main,c141,DTLZ2,6,RBF-MQ3,150,0,0.174934,0.959094,,2000,0
main,c141,DTLZ2,6,RBF-MQ3,150,1,0.180617,0.95117,,2000,0
main,c141,DTLZ2,6,RBF-MQ3,150,2,0.087452,0.978868,,2000,0
main,c141,DTLZ2,8,RBF-MQ3,157,0,0.17353,0.960356,,2000,0
main,c141,DTLZ2,8,RBF-MQ3,157,1,0.181038,0.951973,,2000,0
main,c141,DTLZ2,8,RBF-MQ3,157,2,0.088658,0.978783,,2000,0
main,c141,DTLZ2,10,RBF-MQ3,165,0,0.174256,0.960324,,2000,0
main,c141,DTLZ2,10,RBF-MQ3,165,1,0.179083,0.954007,,2000,0
main,c141,DTLZ2,10,RBF-MQ3,165,2,0.087864,0.979141,,2000,0
main,c141,DTLZ2,12,RBF-MQ3,175,0,0.172693,0.961744,,2000,0
main,c141,DTLZ2,12,RBF-MQ3,175,1,0.179825,0.954813,,2000,0
main,c141,DTLZ2,12,RBF-MQ3,175,2,0.089003,0.978467,,2000,0
main,c141,DTLZ2,14,RBF-MQ3,180,0,0.172322,0.962076,,2000,0
main,c141,DTLZ2,14,RBF-MQ3,180,1,0.178714,0.955683,,2000,0
main,c141,DTLZ2,14,RBF-MQ3,180,2,0.087659,0.979361,,2000,0
main,c141,DTLZ2,16,RBF-MQ3,186,0,0.174684,0.961108,,2000,0
main,c141,DTLZ2,16,RBF-MQ3,186,1,0.178361,0.955951,,2000,0
main,c141,DTLZ2,16,RBF-MQ3,186,2,0.08697,0.979681,,2000,0
main,c141,DTLZ2,18,RBF-MQ3,195,0,0.17334,0.963225,,2000,0
main,c141,DTLZ2,18,RBF-MQ3,195,1,0.171784,0.959997,,2000,0
main,c141,DTLZ2,18,RBF-MQ3,195,2,0.086792,0.980519,,2000,0
main,c141,DTLZ2,20,RBF-MQ3,200,0,0.171014,0.964364,,2000,0
main,c141,DTLZ2,20,RBF-MQ3,200,1,0.172414,0.959798,,2000,0
main,c141,DTLZ2,20,RBF-MQ3,200,2,0.086594,0.980625,,2000,0
main,c141,DTLZ2,22,RBF-MQ3,207,0,0.171377,0.964434,,2000,0
main,c141,DTLZ2,22,RBF-MQ3,207,1,0.1717,0.960485,,2000,0
main,c141,DTLZ2,22,RBF-MQ3,207,2,0.08469,0.981741,,2000,0
main,c141,DTLZ2,24,RBF-MQ3,216,0,0.170223,0.964685,,2000,0
main,c141,DTLZ2,24,RBF-MQ3,216,1,0.17179,0.960401,,2000,0
main,c141,DTLZ2,24,RBF-MQ3,216,2,0.08425,0.981964,,2000,0
main,c141,DTLZ2,26,RBF-MQ3,223,0,0.170612,0.964633,,2000,0
main,c141,DTLZ2,26,RBF-MQ3,223,1,0.168042,0.962327,,2000,0
main,c141,DTLZ2,26,RBF-MQ3,223,2,0.084231,0.982055,,2000,0
main,c141,DTLZ2,28,RBF-MQ3,232,0,0.166186,0.967004,,2000,0
main,c141,DTLZ2,28,RBF-MQ3,232,1,0.164175,0.965122,,2000,0
main,c141,DTLZ2,28,RBF-MQ3,232,2,0.082763,0.982556,,2000,0
main,c141,DTLZ2,30,RBF-MQ3,243,0,0.165192,0.968252,,2000,0
main,c141,DTLZ2,30,RBF-MQ3,243,1,0.166155,0.965332,,2000,0
main,c141,DTLZ2,30,RBF-MQ3,243,2,0.080869,0.983811,,2000,0
main,c141,DTLZ2,32,RBF-MQ3,251,0,0.162064,0.969828,,2000,0
main,c141,DTLZ2,32,RBF-MQ3,251,1,0.169059,0.965093,,2000,0
main,c141,DTLZ2,32,RBF-MQ3,251,2,0.081299,0.98362,,2000,0
main,c141,DTLZ2,34,RBF-MQ3,257,0,0.160309,0.970616,,2000,0
main,c141,DTLZ2,34,RBF-MQ3,257,1,0.167055,0.965825,,2000,0
main,c141,DTLZ2,34,RBF-MQ3,257,2,0.081195,0.983629,,2000,0
main,c141,DTLZ2,36,RBF-MQ3,264,0,0.159496,0.971098,,2000,0
main,c141,DTLZ2,36,RBF-MQ3,264,1,0.16627,0.96628,,2000,0
main,c141,DTLZ2,36,RBF-MQ3,264,2,0.080517,0.983828,,2000,0
main,c141,DTLZ2,38,RBF-MQ3,271,0,0.159589,0.971427,,2000,0
main,c141,DTLZ2,38,RBF-MQ3,271,1,0.167397,0.966134,,2000,0
main,c141,DTLZ2,38,RBF-MQ3,271,2,0.0803,0.983849,,2000,0
main,c141,DTLZ2,40,RBF-MQ3,277,0,0.159346,0.971814,,2000,0
main,c141,DTLZ2,40,RBF-MQ3,277,1,0.167567,0.966146,,2000,0
main,c141,DTLZ2,40,RBF-MQ3,277,2,0.079833,0.984158,,2000,0
main,c141,DTLZ2,42,RBF-MQ3,284,0,0.159668,0.972048,,2000,0
main,c141,DTLZ2,42,RBF-MQ3,284,1,0.169462,0.966258,,2000,0
main,c141,DTLZ2,42,RBF-MQ3,284,2,0.079666,0.984284,,2000,0
main,c141,DTLZ2,44,RBF-MQ3,291,0,0.161258,0.971693,,2000,0
main,c141,DTLZ2,44,RBF-MQ3,291,1,0.168406,0.967042,,2000,0
main,c141,DTLZ2,44,RBF-MQ3,291,2,0.079885,0.984207,,2000,0
main,c141,DTLZ2,46,RBF-MQ3,296,0,0.160114,0.97224,,2000,0
main,c141,DTLZ2,46,RBF-MQ3,296,1,0.168415,0.967566,,2000,0
main,c141,DTLZ2,46,RBF-MQ3,296,2,0.079705,0.98368,,2000,0
main,c141,DTLZ2,48,RBF-MQ3,303,0,0.157519,0.97401,,2000,0
main,c141,DTLZ2,48,RBF-MQ3,303,1,0.170066,0.967425,,2000,0
main,c141,DTLZ2,48,RBF-MQ3,303,2,0.079405,0.983806,,2000,0
main,c141,DTLZ2,50,RBF-MQ3,310,0,0.156672,0.974375,,2000,0
main,c141,DTLZ2,50,RBF-MQ3,310,1,0.169385,0.968008,,2000,0
main,c141,DTLZ2,50,RBF-MQ3,310,2,0.079266,0.983883,,2000,0
main,c141,DTLZ2,52,RBF-MQ3,317,0,0.157638,0.974217,,2000,0
main,c141,DTLZ2,52,RBF-MQ3,317,1,0.168194,0.96892,,2000,0
main,c141,DTLZ2,52,RBF-MQ3,317,2,0.0796,0.983857,,2000,0
main,c141,DTLZ2,54,RBF-MQ3,325,0,0.157084,0.974569,,2000,0
main,c141,DTLZ2,54,RBF-MQ3,325,1,0.167058,0.969442,,2000,0
main,c141,DTLZ2,54,RBF-MQ3,325,2,0.07913,0.984103,,2000,0
main,c141,DTLZ2,56,RBF-MQ3,332,0,0.156944,0.974724,,2000,0
main,c141,DTLZ2,56,RBF-MQ3,332,1,0.166673,0.969728,,2000,0
main,c141,DTLZ2,56,RBF-MQ3,332,2,0.078889,0.984291,,2000,0
main,c141,DTLZ2,58,RBF-MQ3,338,0,0.156233,0.975249,,2000,0
main,c141,DTLZ2,58,RBF-MQ3,338,1,0.167897,0.9697,,2000,0
main,c141,DTLZ2,58,RBF-MQ3,338,2,0.078821,0.984385,,2000,0
main,c141,DTLZ2,60,RBF-MQ3,345,0,0.155793,0.975316,,2000,0
main,c141,DTLZ2,60,RBF-MQ3,345,1,0.168703,0.969977,,2000,0
main,c141,DTLZ2,60,RBF-MQ3,345,2,0.078604,0.984564,,2000,0
main,c141,DTLZ2,62,RBF-MQ3,352,0,0.15431,0.975781,,2000,0
main,c141,DTLZ2,62,RBF-MQ3,352,1,0.168236,0.97007,,2000,0
main,c141,DTLZ2,62,RBF-MQ3,352,2,0.078655,0.98461,,2000,0
main,c141,DTLZ2,64,RBF-MQ3,358,0,0.153206,0.976007,,2000,0
main,c141,DTLZ2,64,RBF-MQ3,358,1,0.167871,0.970241,,2000,0
main,c141,DTLZ2,64,RBF-MQ3,358,2,0.078521,0.98465,,2000,0
main,c141,DTLZ2,66,RBF-MQ3,368,0,0.152823,0.976138,,2000,0
main,c141,DTLZ2,66,RBF-MQ3,368,1,0.165765,0.971597,,2000,0
main,c141,DTLZ2,66,RBF-MQ3,368,2,0.079,0.98453,,2000,0
main,c141,DTLZ3,1,RBF-MQ3,130,0,0.261059,0.903367,,2000,0
main,c141,DTLZ3,1,RBF-MQ3,130,1,0.29534,0.868005,,2000,0
main,c141,DTLZ3,1,RBF-MQ3,130,2,0.232385,0.835626,,2000,0
main,c141,DTLZ3,2,RBF-MQ3,133,0,0.260914,0.90337,,2000,0
main,c141,DTLZ3,2,RBF-MQ3,133,1,0.297126,0.868166,,2000,0
main,c141,DTLZ3,2,RBF-MQ3,133,2,0.232066,0.83583,,2000,0
main,c141,DTLZ3,4,RBF-MQ3,140,0,0.256602,0.902518,,2000,0
main,c141,DTLZ3,4,RBF-MQ3,140,1,0.287316,0.877717,,2000,0
main,c141,DTLZ3,4,RBF-MQ3,140,2,0.229457,0.838305,,2000,0
main,c141,DTLZ3,6,RBF-MQ3,149,0,0.259724,0.901463,,2000,0
main,c141,DTLZ3,6,RBF-MQ3,149,1,0.293601,0.87258,,2000,0
main,c141,DTLZ3,6,RBF-MQ3,149,2,0.232331,0.834207,,2000,0
main,c141,DTLZ3,8,RBF-MQ3,157,0,0.263901,0.897602,,2000,0
main,c141,DTLZ3,8,RBF-MQ3,157,1,0.29608,0.869971,,2000,0
main,c141,DTLZ3,8,RBF-MQ3,157,2,0.231127,0.835336,,2000,0
main,c141,DTLZ3,10,RBF-MQ3,163,0,0.265319,0.898532,,2000,0
main,c141,DTLZ3,10,RBF-MQ3,163,1,0.295569,0.870272,,2000,0
main,c141,DTLZ3,10,RBF-MQ3,163,2,0.230633,0.835894,,2000,0
main,c141,DTLZ3,12,RBF-MQ3,172,0,0.271665,0.892763,,2000,0
main,c141,DTLZ3,12,RBF-MQ3,172,1,0.288677,0.873285,,2000,0
main,c141,DTLZ3,12,RBF-MQ3,172,2,0.23153,0.834123,,2000,0
main,c141,DTLZ3,14,RBF-MQ3,180,0,0.282504,0.891756,,2000,0
main,c141,DTLZ3,14,RBF-MQ3,180,1,0.295845,0.868204,,2000,0
main,c141,DTLZ3,14,RBF-MQ3,180,2,0.235237,0.829698,,2000,0
main,c141,DTLZ3,16,RBF-MQ3,189,0,0.280741,0.892248,,2000,0
main,c141,DTLZ3,16,RBF-MQ3,189,1,0.302486,0.863297,,2000,0
main,c141,DTLZ3,16,RBF-MQ3,189,2,0.236812,0.826913,,2000,0
main,c141,DTLZ3,18,RBF-MQ3,194,0,0.279331,0.893052,,2000,0
main,c141,DTLZ3,18,RBF-MQ3,194,1,0.30273,0.862995,,2000,0
main,c141,DTLZ3,18,RBF-MQ3,194,2,0.235973,0.827502,,2000,0
main,c141,DTLZ3,20,RBF-MQ3,201,0,0.281486,0.891865,,2000,0
main,c141,DTLZ3,20,RBF-MQ3,201,1,0.301494,0.861139,,2000,0
main,c141,DTLZ3,20,RBF-MQ3,201,2,0.238749,0.823241,,2000,0
main,c141,DTLZ3,22,RBF-MQ3,209,0,0.278354,0.893696,,2000,0
main,c141,DTLZ3,22,RBF-MQ3,209,1,0.324075,0.836507,,2000,0
main,c141,DTLZ3,22,RBF-MQ3,209,2,0.239613,0.823399,,2000,0
main,c141,DTLZ3,24,RBF-MQ3,221,0,0.276834,0.894434,,2000,0
main,c141,DTLZ3,24,RBF-MQ3,221,1,0.35476,0.811586,,2000,0
main,c141,DTLZ3,24,RBF-MQ3,221,2,0.241203,0.821308,,2000,0
main,c141,DTLZ3,26,RBF-MQ3,226,0,0.277072,0.894574,,2000,0
main,c141,DTLZ3,26,RBF-MQ3,226,1,0.364755,0.807038,,2000,0
main,c141,DTLZ3,26,RBF-MQ3,226,2,0.239768,0.822973,,2000,0
main,c141,DTLZ3,28,RBF-MQ3,234,0,0.275518,0.895172,,2000,0
main,c141,DTLZ3,28,RBF-MQ3,234,1,0.364021,0.807985,,2000,0
main,c141,DTLZ3,28,RBF-MQ3,234,2,0.243023,0.819426,,2000,0
main,c141,DTLZ3,30,RBF-MQ3,242,0,0.277371,0.894157,,2000,0
main,c141,DTLZ3,30,RBF-MQ3,242,1,0.377498,0.793913,,2000,0
main,c141,DTLZ3,30,RBF-MQ3,242,2,0.243037,0.818925,,2000,0
main,c141,DTLZ3,32,RBF-MQ3,250,0,0.279334,0.893458,,2000,0
main,c141,DTLZ3,32,RBF-MQ3,250,1,0.373936,0.795542,,2000,0
main,c141,DTLZ3,32,RBF-MQ3,250,2,0.243447,0.818942,,2000,0
main,c141,DTLZ3,34,RBF-MQ3,258,0,0.276257,0.893827,,2000,0
main,c141,DTLZ3,34,RBF-MQ3,258,1,0.366039,0.799505,,2000,0
main,c141,DTLZ3,34,RBF-MQ3,258,2,0.242813,0.82036,,2000,0
main,c141,DTLZ3,36,RBF-MQ3,268,0,0.28875,0.882184,,2000,0
main,c141,DTLZ3,36,RBF-MQ3,268,1,0.362279,0.802384,,2000,0
main,c141,DTLZ3,36,RBF-MQ3,268,2,0.24365,0.819062,,2000,0
main,c141,DTLZ3,38,RBF-MQ3,273,0,0.280148,0.888525,,2000,0
main,c141,DTLZ3,38,RBF-MQ3,273,1,0.357631,0.807341,,2000,0
main,c141,DTLZ3,38,RBF-MQ3,273,2,0.242583,0.820306,,2000,0
main,c141,DTLZ3,40,RBF-MQ3,279,0,0.279112,0.888819,,2000,0
main,c141,DTLZ3,40,RBF-MQ3,279,1,0.371228,0.798505,,2000,0
main,c141,DTLZ3,40,RBF-MQ3,279,2,0.242797,0.819992,,2000,0
main,c141,DTLZ3,42,RBF-MQ3,285,0,0.281196,0.885974,,2000,0
main,c141,DTLZ3,42,RBF-MQ3,285,1,0.376084,0.794463,,2000,0
main,c141,DTLZ3,42,RBF-MQ3,285,2,0.241602,0.821736,,2000,0
main,c141,DTLZ3,44,RBF-MQ3,295,0,0.48314,0.67462,,2000,0
main,c141,DTLZ3,44,RBF-MQ3,295,1,0.372963,0.795686,,2000,0
main,c141,DTLZ3,44,RBF-MQ3,295,2,0.242061,0.821106,,2000,0
main,c141,DTLZ3,46,RBF-MQ3,303,0,0.447631,0.712449,,2000,0
main,c141,DTLZ3,46,RBF-MQ3,303,1,0.370991,0.797818,,2000,0
main,c141,DTLZ3,46,RBF-MQ3,303,2,0.240221,0.821558,,2000,0
main,c141,DTLZ3,48,RBF-MQ3,309,0,0.438488,0.721252,,2000,0
main,c141,DTLZ3,48,RBF-MQ3,309,1,0.371162,0.797646,,2000,0
main,c141,DTLZ3,48,RBF-MQ3,309,2,0.244556,0.816582,,2000,0
main,c141,DTLZ3,50,RBF-MQ3,314,0,0.41622,0.772445,,2000,0
main,c141,DTLZ3,50,RBF-MQ3,314,1,0.367859,0.800009,,2000,0
main,c141,DTLZ3,50,RBF-MQ3,314,2,0.244812,0.816272,,2000,0
main,c141,DTLZ3,52,RBF-MQ3,322,0,0.408576,0.774782,,2000,0
main,c141,DTLZ3,52,RBF-MQ3,322,1,0.363196,0.803137,,2000,0
main,c141,DTLZ3,52,RBF-MQ3,322,2,0.244668,0.816701,,2000,0
main,c141,DTLZ3,54,RBF-MQ3,331,0,0.403883,0.777373,,2000,0
main,c141,DTLZ3,54,RBF-MQ3,331,1,0.360764,0.805202,,2000,0
main,c141,DTLZ3,54,RBF-MQ3,331,2,0.248851,0.80974,,2000,0
main,c141,DTLZ3,56,RBF-MQ3,339,0,0.394833,0.779406,,2000,0
main,c141,DTLZ3,56,RBF-MQ3,339,1,0.355583,0.809425,,2000,0
main,c141,DTLZ3,56,RBF-MQ3,339,2,0.246629,0.812392,,2000,0
main,c141,DTLZ3,58,RBF-MQ3,347,0,0.391482,0.783242,,2000,0
main,c141,DTLZ3,58,RBF-MQ3,347,1,0.358582,0.806664,,2000,0
main,c141,DTLZ3,58,RBF-MQ3,347,2,0.246638,0.81241,,2000,0
main,c141,DTLZ3,60,RBF-MQ3,353,0,0.391113,0.793331,,2000,0
main,c141,DTLZ3,60,RBF-MQ3,353,1,0.356187,0.809031,,2000,0
main,c141,DTLZ3,60,RBF-MQ3,353,2,0.249237,0.813478,,2000,0
main,c141,DTLZ3,62,RBF-MQ3,362,0,0.504412,0.711959,,2000,0
main,c141,DTLZ3,62,RBF-MQ3,362,1,0.348613,0.814625,,2000,0
main,c141,DTLZ3,62,RBF-MQ3,362,2,0.247197,0.813555,,2000,0
main,c141,DTLZ3,64,RBF-MQ3,367,0,0.517344,0.688794,,2000,0
main,c141,DTLZ3,64,RBF-MQ3,367,1,0.346647,0.816674,,2000,0
main,c141,DTLZ3,64,RBF-MQ3,367,2,0.246674,0.814036,,2000,0
main,c141,DTLZ4,1,RBF-MQ3,130,0,0.070065,0.666957,,2000,0
main,c141,DTLZ4,1,RBF-MQ3,130,1,4.596325,0.133217,,2000,0
main,c141,DTLZ4,1,RBF-MQ3,130,2,4.092584,0.16201,,2000,0
main,c141,DTLZ4,2,RBF-MQ3,135,0,0.17198,0.366956,,2000,0
main,c141,DTLZ4,2,RBF-MQ3,135,1,13.665041,0.075622,,2000,0
main,c141,DTLZ4,2,RBF-MQ3,135,2,4.036942,0.159784,,2000,0
main,c141,DTLZ4,4,RBF-MQ3,140,0,0.186225,0.30336,,2000,0
main,c141,DTLZ4,4,RBF-MQ3,140,1,12.795396,0.072294,,2000,0
main,c141,DTLZ4,4,RBF-MQ3,140,2,4.039396,0.12705,,2000,0
main,c141,DTLZ4,6,RBF-MQ3,147,0,0.165301,0.406166,,2000,0
main,c141,DTLZ4,6,RBF-MQ3,147,1,11.47168,0.056277,,2000,0
main,c141,DTLZ4,6,RBF-MQ3,147,2,3.8877,0.159622,,2000,0
main,c141,DTLZ4,8,RBF-MQ3,152,0,0.224925,0.288271,,2000,0
main,c141,DTLZ4,8,RBF-MQ3,152,1,15.356237,0.041079,,2000,0
main,c141,DTLZ4,8,RBF-MQ3,152,2,3.865569,0.159449,,2000,0
main,c141,DTLZ4,10,RBF-MQ3,158,0,0.299671,0.229643,,2000,0
main,c141,DTLZ4,10,RBF-MQ3,158,1,19.683596,0.056302,,2000,0
main,c141,DTLZ4,10,RBF-MQ3,158,2,5.318961,0.121682,,2000,0
main,c141,DTLZ4,12,RBF-MQ3,165,0,0.283443,0.227994,,2000,0
main,c141,DTLZ4,12,RBF-MQ3,165,1,17.411901,0.036233,,2000,0
main,c141,DTLZ4,12,RBF-MQ3,165,2,7.08037,0.085244,,2000,0
main,c141,DTLZ4,14,RBF-MQ3,172,0,0.276815,0.253782,,2000,0
main,c141,DTLZ4,14,RBF-MQ3,172,1,16.173306,0.045064,,2000,0
main,c141,DTLZ4,14,RBF-MQ3,172,2,7.447768,0.088423,,2000,0
main,c141,DTLZ4,16,RBF-MQ3,178,0,0.303602,0.27324,,2000,0
main,c141,DTLZ4,16,RBF-MQ3,178,1,17.297511,0.020243,,2000,0
main,c141,DTLZ4,16,RBF-MQ3,178,2,7.795923,0.009308,,2000,0
main,c141,DTLZ4,18,RBF-MQ3,186,0,0.31012,0.26123,,2000,0
main,c141,DTLZ4,18,RBF-MQ3,186,1,16.745677,0.010494,,2000,0
main,c141,DTLZ4,18,RBF-MQ3,186,2,9.311923,0.025976,,2000,0
main,c141,DTLZ4,20,RBF-MQ3,195,0,0.321932,0.264569,,2000,0
main,c141,DTLZ4,20,RBF-MQ3,195,1,16.425941,0.001944,,2000,0
main,c141,DTLZ4,20,RBF-MQ3,195,2,9.584928,0.052642,,2000,0
main,c141,DTLZ4,22,RBF-MQ3,202,0,0.30505,0.266806,,2000,0
main,c141,DTLZ4,22,RBF-MQ3,202,1,16.926472,0.010345,,2000,0
main,c141,DTLZ4,22,RBF-MQ3,202,2,9.112694,0.045224,,2000,0
main,c141,DTLZ4,24,RBF-MQ3,211,0,0.321237,0.278348,,2000,0
main,c141,DTLZ4,24,RBF-MQ3,211,1,17.126767,0.02474,,2000,0
main,c141,DTLZ4,24,RBF-MQ3,211,2,8.954802,0.050015,,2000,0
main,c141,DTLZ4,26,RBF-MQ3,224,0,0.378711,0.222717,,2000,0
main,c141,DTLZ4,26,RBF-MQ3,224,1,15.831873,0.008943,,2000,0
main,c141,DTLZ4,26,RBF-MQ3,224,2,12.656324,0.046101,,2000,0
main,c141,DTLZ4,28,RBF-MQ3,231,0,0.369732,0.252599,,2000,0
main,c141,DTLZ4,28,RBF-MQ3,231,1,16.035639,0.000482,,2000,0
main,c141,DTLZ4,28,RBF-MQ3,231,2,12.04155,0.043684,,2000,0
main,c141,DTLZ4,30,RBF-MQ3,243,0,0.395238,0.208112,,2000,0
main,c141,DTLZ4,30,RBF-MQ3,243,1,15.714053,0.005195,,2000,0
main,c141,DTLZ4,30,RBF-MQ3,243,2,14.799771,0.025666,,2000,0
main,c141,DTLZ4,32,RBF-MQ3,248,0,0.35552,0.233089,,2000,0
main,c141,DTLZ4,32,RBF-MQ3,248,1,14.839336,0.017826,,2000,0
main,c141,DTLZ4,32,RBF-MQ3,248,2,13.989603,0.031715,,2000,0
main,c141,DTLZ4,34,RBF-MQ3,257,0,0.375296,0.21025,,2000,0
main,c141,DTLZ4,34,RBF-MQ3,257,1,14.750753,0.059241,,2000,0
main,c141,DTLZ4,34,RBF-MQ3,257,2,14.916713,0.014666,,2000,0
main,c141,DTLZ4,36,RBF-MQ3,267,0,0.378423,0.238688,,2000,0
main,c141,DTLZ4,36,RBF-MQ3,267,1,14.387462,0.055828,,2000,0
main,c141,DTLZ4,36,RBF-MQ3,267,2,15.181195,0.008243,,2000,0
main,c141,DTLZ4,38,RBF-MQ3,274,0,0.373672,0.248683,,2000,0
main,c141,DTLZ4,38,RBF-MQ3,274,1,14.546509,0.056342,,2000,0
main,c141,DTLZ4,38,RBF-MQ3,274,2,15.370902,0.013628,,2000,0
main,c141,DTLZ4,40,RBF-MQ3,282,0,0.366015,0.257347,,2000,0
main,c141,DTLZ4,40,RBF-MQ3,282,1,14.552595,0.046653,,2000,0
main,c141,DTLZ4,40,RBF-MQ3,282,2,15.817515,0.010253,,2000,0
main,c141,DTLZ4,42,RBF-MQ3,288,0,0.382777,0.25087,,2000,0
main,c141,DTLZ4,42,RBF-MQ3,288,1,14.813712,0.055725,,2000,0
main,c141,DTLZ4,42,RBF-MQ3,288,2,16.456322,-8.4e-05,,2000,0
