config,exp,problema,q,t_total,t_fit,t_busca,t_aval,t_sonda,cobertura,frac_aval
c122,main,BBOB_F49,1,1816.4583,1504.9512,219.3103,0.4483,53.0716,0.9787075211140273,0.0002467989493620635
c122,main,BBOB_F5,1,1244.1348,951.3495,202.0039,0.0292,52.3283,0.9691159671765469,2.347012558446239e-05
c122,main,BBOB_F55,1,1656.1431,1325.6424,238.7639,0.8238,52.4975,0.9768042387158451,0.0004974207844720665
c122,main,DTLZ1,1,710.7661,558.4701,80.7652,0.016,43.6349,0.9607748596901287,2.2510921666072705e-05
c122,main,DTLZ2,1,1347.3818,1058.01,154.9194,0.0283,89.2895,0.9665019966872047,2.1003697689845593e-05
c122,main,DTLZ3,1,2262.1675,1971.077,155.9496,0.0308,89.4713,0.9798251897792716,1.3615260585257282e-05
c122,main,DTLZ4,1,3730.9077,3306.1985,290.6279,0.0322,88.5792,0.9878126440919458,8.630607506050069e-06
c122,main,DTLZ7,1,7658.648,6696.1268,667.489,0.0564,210.9932,0.9890342786350802,7.36422407714782e-06
c122,main,MMF1,1,100.1526,35.9174,46.1018,0.0041,7.9818,0.8986796149076508,4.093752933024205e-05
c122,main,MMF11_L,1,86.0175,20.8091,46.5025,0.0051,8.3956,0.8801964716482111,5.929026070276398e-05
c122,main,MMF16_20,1,7360.1115,6770.6734,328.3994,0.0554,183.4855,0.9894705671238812,7.527059882177056e-06
c122,main,MMF4,1,88.9951,28.2374,42.6282,0.0044,7.9988,0.8862150837518022,4.944092427560619e-05
c122,main,WFG1,1,13047.0624,11763.1084,1039.0722,0.1341,159.1613,0.9934401785339816,1.027817572176247e-05
c122,main,WFG2,1,15342.2887,14378.9243,720.1135,0.2102,158.5401,0.994492308047886,1.3700693821515692e-05
c122,main,WFG4,1,20219.5687,19385.019,591.1228,0.1028,158.8499,0.9958221561867442,5.084183620593252e-06
c122,main,WFG5,1,15090.469,14271.1561,576.292,0.1004,158.6203,0.9944136792567547,6.653206073316874e-06
c122,main,WFG9,1,20784.3189,20003.7055,537.5994,1.1149,158.6382,0.9959940520350659,5.36414017396548e-05
c122,main,ZDT1,1,10988.0695,9676.3548,926.5501,0.058,267.1219,0.9892624723569505,5.278452234034377e-06
c122,main,ZDT3,1,16856.1636,15548.6412,936.1643,0.0707,254.573,0.993075862173051,4.194311450560435e-06
c122,main,ZDT4,1,727.629,587.2331,75.3128,0.0321,26.9736,0.9476692105454841,4.411588872900887e-05
