config,alg,exp,problema,semente,regime,status,q,tier,tem_bloco_timing,t_total,t_fit,t_busca,t_aval,t_sonda,t_desp,aval_ausente,aval_none,aval_zero_estrito,arquivo
b1,b1,main,DTLZ7,42,online,ok,1,,True,1955.498847,762.7035710811615,960.8030017614365,0.28761499999999995,70.43137099999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/DTLZ7/42/exp_main_b1_DTLZ7_42.manifest.json
b1,b1,main,MMF1,42,online,ok,1,,True,51.509144,0.4589499968569726,42.237389981746674,0.032261000000000005,1.3824800000000002,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF1/42/exp_main_b1_MMF1_42.manifest.json
b1,b1,main,MMF11_L,42,online,ok,1,,True,42.792252,0.3578259979840368,34.48593091964722,0.035123000000000015,1.1907590000000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF11_L/42/exp_main_b1_MMF11_L_42.manifest.json
b1,b1,main,MMF16_20,42,online,ok,1,,True,1457.455979,415.88522148132324,846.4310085773468,0.2864610000000001,60.73731900000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF16_20/42/exp_main_b1_MMF16_20_42.manifest.json
b1,b1,main,MMF4,42,online,ok,1,,True,42.070537,0.34535400103777647,33.91265392303467,0.032725000000000004,1.1376870000000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF4/42/exp_main_b1_MMF4_42.manifest.json
b1,b1,main,WFG1,42,online,ok,1,,True,3939.083494,1303.8977769613266,2101.4453134536743,0.7467189999999996,148.36613599999993,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG1/42/exp_main_b1_WFG1_42.manifest.json
b1,b1,main,WFG2,42,online,ok,1,,True,1922.52319,768.0337551832199,930.4310431480408,0.500703,69.65769699999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG2/42/exp_main_b1_WFG2_42.manifest.json
b1,b1,main,WFG4,42,online,ok,1,,True,1967.944945,791.2145451307297,946.6961122751236,0.3785429999999998,71.16601800000005,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG4/42/exp_main_b1_WFG4_42.manifest.json
b1,b1,main,WFG5,42,online,ok,1,,True,1963.561048,776.4806846380234,959.0936118364334,0.37131499999999995,72.20955099999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG5/42/exp_main_b1_WFG5_42.manifest.json
b1,b1,main,WFG9,42,online,ok,1,,True,1977.845326,768.7649955749512,976.3134995698929,1.3922109999999988,72.69970900000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG9/42/exp_main_b1_WFG9_42.manifest.json
b1,b1,main,ZDT1,42,online,ok,1,,True,2791.3067629583334,1842.8821724653244,734.4986429214478,0.2229772083333332,79.60671204166673,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT1/42/exp_main_b1_ZDT1_42.manifest.json
b1,b1,main,ZDT3,42,online,ok,1,,True,2731.5156188333335,1792.2062805891037,730.976310968399,0.21288837500000002,79.65744904166672,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT3/42/exp_main_b1_ZDT3_42.manifest.json
b1,b1,main,ZDT4,42,online,ok,1,,True,317.575601,25.154019962996244,243.26062738895416,0.13954000000000008,11.203903,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT4/42/exp_main_b1_ZDT4_42.manifest.json
b1,b1,main,ZDT6,42,online,ok,1,,True,302.165333,23.975551836192608,229.09862685203552,0.150473,10.9756,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT6/42/exp_main_b1_ZDT6_42.manifest.json
b3,b3,main,BBOB_F1,42,online,ok,1,,True,74.965717,9.595275029540062,28.695347845554352,0.09238099999999996,3.831246,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F1/42/exp_main_b3_BBOB_F1_42.manifest.json
b3,b3,main,BBOB_F17,42,online,ok,1,,True,67.222492,8.370558962225914,26.72062200307846,0.14604500000000004,3.6807650000000005,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F17/42/exp_main_b3_BBOB_F17_42.manifest.json
b3,b3,main,BBOB_F22,42,online,ok,1,,True,65.190847,8.161130994558334,25.64371508359909,0.148057,3.7532609999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F22/42/exp_main_b3_BBOB_F22_42.manifest.json
b3,b3,main,BBOB_F37,42,online,ok,1,,True,63.247361,8.067782029509544,24.836442828178406,0.1362320000000001,3.694488,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F37/42/exp_main_b3_BBOB_F37_42.manifest.json
b3,b3,main,BBOB_F49,42,online,ok,1,,True,70.268994,8.253692984580994,28.092341005802155,0.5951120000000002,4.005944,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F49/42/exp_main_b3_BBOB_F49_42.manifest.json
b3,b3,main,BBOB_F5,42,online,ok,1,,True,76.06081,9.291537031531334,30.481071949005127,0.10545800000000011,3.9025890000000008,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F5/42/exp_main_b3_BBOB_F5_42.manifest.json
b3,b3,main,BBOB_F55,42,online,ok,1,,True,66.752369,8.454087033867836,25.48101896047592,1.0003959999999998,3.936659,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F55/42/exp_main_b3_BBOB_F55_42.manifest.json
b3,b3,main,DTLZ1,42,online,ok,1,,True,40.325968,3.623279981315136,16.97504410147667,0.06926100000000007,2.7554120000000006,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/DTLZ1/42/exp_main_b3_DTLZ1_42.manifest.json
b3,b3,main,DTLZ2,42,online,ok,1,,True,105.963153,24.53155180811882,44.62605506181717,0.11244200000000003,7.259154999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/DTLZ2/42/exp_main_b3_DTLZ2_42.manifest.json
b3,b3,main,DTLZ3,42,online,ok,1,,True,93.574671,23.10750901699066,38.0566428899765,0.12386099999999993,7.058255999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/DTLZ3/42/exp_main_b3_DTLZ3_42.manifest.json
b3,b3,main,DTLZ4,42,online,ok,1,,True,87.664221,23.40247482061386,32.93544399738312,0.127196,8.341229999999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/DTLZ4/42/exp_main_b3_DTLZ4_42.manifest.json
b3,b3,main,DTLZ7,42,online,ok,1,,True,794.436295,499.85623121261597,182.6262937784195,0.21331800000000015,53.910867,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/DTLZ7/42/exp_main_b3_DTLZ7_42.manifest.json
b3,b3,main,MMF1,42,online,ok,1,,True,15.503765,0.271857007406652,4.388401925563812,0.023917,0.49454599999999993,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/MMF1/42/exp_main_b3_MMF1_42.manifest.json
b3,b3,main,MMF11_L,42,online,ok,1,,True,14.559048,0.2955689928494394,4.03506800532341,0.024665000000000003,0.40586,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/MMF11_L/42/exp_main_b3_MMF11_L_42.manifest.json
b3,b3,main,MMF16_20,42,online,ok,1,,True,383.225547,222.8830704689026,95.54807013273239,0.21011000000000007,27.458461999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/MMF16_20/42/exp_main_b3_MMF16_20_42.manifest.json
b3,b3,main,MMF4,42,online,ok,1,,True,15.067275,0.25568500347435474,4.282046914100647,0.024297999999999993,0.469232,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/MMF4/42/exp_main_b3_MMF4_42.manifest.json
b3,b3,main,WFG1,42,online,ok,1,,True,585.804968,329.5271680355072,156.73693668842316,0.33894199999999997,36.416698999999994,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/WFG1/42/exp_main_b3_WFG1_42.manifest.json
b3,b3,main,WFG2,42,online,ok,1,,True,540.779803,292.5325508117676,140.5999218225479,0.4470639999999993,28.246001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/WFG2/42/exp_main_b3_WFG2_42.manifest.json
b3,b3,main,WFG4,42,online,ok,1,,True,521.060154,284.40853571891785,134.9936752319336,0.2839150000000002,27.549985,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/WFG4/42/exp_main_b3_WFG4_42.manifest.json
b3,b3,main,WFG5,42,online,ok,1,,True,480.388895,252.3395209312439,129.43718123435974,0.2870139999999999,26.437176,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/WFG5/42/exp_main_b3_WFG5_42.manifest.json
b3,b3,main,WFG9,42,online,ok,1,,True,494.571894,266.00274872779846,134.9523719549179,1.3467040000000017,27.892295,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/WFG9/42/exp_main_b3_WFG9_42.manifest.json
b3,b3,main,ZDT1,42,online,ok,1,,True,2178.354922,1606.6535081863403,385.5322918891907,0.261528,79.02303299999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/ZDT1/42/exp_main_b3_ZDT1_42.manifest.json
b3,b3,main,ZDT3,42,online,ok,1,,True,2254.273409,1617.836401939392,429.4969503879547,0.27686500000000025,90.63115999999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/ZDT3/42/exp_main_b3_ZDT3_42.manifest.json
b3,b3,main,ZDT4,42,online,ok,1,,True,64.897342,9.703660935163498,24.47086402773857,0.091236,4.427729,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/ZDT4/42/exp_main_b3_ZDT4_42.manifest.json
b3,b3,main,ZDT6,42,online,ok,1,,True,66.035119,7.417750984430313,26.725170969963074,0.10461199999999997,3.8479069999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/ZDT6/42/exp_main_b3_ZDT6_42.manifest.json
b4,b4,main,BBOB_F1,42,online,ok,1,,True,387.04283,352.711296916008,5.77969500166364,0.13741999999999985,9.692544999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F1/42/exp_main_b4_BBOB_F1_42.manifest.json
b4,b4,main,BBOB_F17,42,online,ok,1,,True,382.549279,348.3142808675766,5.646187022561207,0.20588599999999987,9.689839999999995,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F17/42/exp_main_b4_BBOB_F17_42.manifest.json
b4,b4,main,BBOB_F22,42,online,ok,1,,True,381.322468,346.8352766633034,6.7791740053799,0.17502000000000006,9.475670000000003,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F22/42/exp_main_b4_BBOB_F22_42.manifest.json
b4,b4,main,BBOB_F37,42,online,ok,1,,True,380.547434,346.71231067180634,5.569592998363078,0.20053799999999983,9.762842999999995,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F37/42/exp_main_b4_BBOB_F37_42.manifest.json
b4,b4,main,BBOB_F49,42,online,ok,1,,True,384.33733,349.8450325727463,5.7552469852380455,0.6546069999999998,9.625041999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F49/42/exp_main_b4_BBOB_F49_42.manifest.json
b4,b4,main,BBOB_F5,42,online,ok,1,,True,386.176481,351.6653382778168,5.7441839936655015,0.15531199999999995,9.667211999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F5/42/exp_main_b4_BBOB_F5_42.manifest.json
b4,b4,main,BBOB_F55,42,online,ok,1,,True,382.861954,347.8054602742195,5.619355002650991,1.1733830000000003,9.543887999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/BBOB_F55/42/exp_main_b4_BBOB_F55_42.manifest.json
b4,b4,main,DTLZ1,42,online,ok,1,,True,219.848599,191.95356971025467,4.537406999617815,0.10629,7.514951,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ1/42/exp_main_b4_DTLZ1_42.manifest.json
b4,b4,main,DTLZ2,42,online,ok,1,,True,654.01407,583.0666207075119,34.80627420381643,0.16864699999999982,12.64802200000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ2/42/exp_main_b4_DTLZ2_42.manifest.json
b4,b4,main,DTLZ3,42,online,ok,1,,True,562.25298,521.0230736732483,7.498196988366544,0.175877,11.558683999999996,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ3/42/exp_main_b4_DTLZ3_42.manifest.json
b4,b4,main,DTLZ4,42,online,ok,1,,True,1045.109548,864.5036882162094,132.7513262561988,0.1737489999999999,15.681423,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ4/42/exp_main_b4_DTLZ4_42.manifest.json
b4,b4,main,DTLZ7,42,online,ok,1,,True,1746.920812,1648.9628511667252,44.32601908035576,0.272844,16.881292000000013,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ7/42/exp_main_b4_DTLZ7_42.manifest.json
b4,b4,main,MMF1,42,online,ok,1,,True,53.957052,30.120878964662552,4.65158892609179,0.030361999999999986,2.771062999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF1/42/exp_main_b4_MMF1_42.manifest.json
b4,b4,main,MMF11_L,42,online,ok,1,,True,53.295741,28.571081817150116,11.406974013894796,0.031997000000000005,2.921508,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF11_L/42/exp_main_b4_MMF11_L_42.manifest.json
b4,b4,main,MMF16_20,42,online,ok,1,,True,302.116616,249.4860339164734,28.433228137437254,0.20743499999999981,4.569600000000001,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF16_20/42/exp_main_b4_MMF16_20_42.manifest.json
b4,b4,main,MMF4,42,online,ok,1,,True,50.820755,29.865451961755753,7.708307020366192,0.03507000000000001,2.959956,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF4/42/exp_main_b4_MMF4_42.manifest.json
b4,b4,main,WFG1,42,online,ok,1,,True,861.332264,719.9972805976868,107.38968612998724,0.33305299999999977,8.038826,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG1/42/exp_main_b4_WFG1_42.manifest.json
b4,b4,main,WFG2,42,online,ok,1,,True,1753.577579,1681.3333094120026,16.457093957811594,0.51649,17.626052000000005,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG2/42/exp_main_b4_WFG2_42.manifest.json
b4,b4,main,WFG4,42,online,ok,1,,True,1185.503627,1075.1831814050674,73.13153016380966,0.3316079999999999,11.036513999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG4/42/exp_main_b4_WFG4_42.manifest.json
b4,b4,main,WFG5,42,online,ok,1,,True,1489.149624,1418.0901921987534,23.79497504234314,0.35520899999999983,14.860586999999992,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG5/42/exp_main_b4_WFG5_42.manifest.json
b4,b4,main,WFG9,42,online,ok,1,,True,1913.158663,1842.0562123060226,13.001452973112464,1.437555999999998,17.92024999999998,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG9/42/exp_main_b4_WFG9_42.manifest.json
b4,b4,main,ZDT1,42,online,ok,1,,True,3327.127472,3169.958361387253,86.5335767827928,0.35583000000000053,19.62558299999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT1/42/exp_main_b4_ZDT1_42.manifest.json
b4,b4,main,ZDT3,42,online,ok,1,,True,3168.091876,2950.574424982071,140.1492869965732,0.3423860000000002,19.452469000000008,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT3/42/exp_main_b4_ZDT3_42.manifest.json
b4,b4,main,ZDT4,42,online,ok,1,,True,394.7073,358.58840268850327,6.083762986585498,0.147511,10.255901999999999,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT4/42/exp_main_b4_ZDT4_42.manifest.json
b4,b4,main,ZDT6,42,online,ok,1,,True,402.867068,365.5595054626465,7.89945700368844,0.15444399999999994,10.120647999999997,,False,False,False,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT6/42/exp_main_b4_ZDT6_42.manifest.json
b5m,b5m,off,BBOB_F1,42,offline,ok,1,,True,3062.8566,2.0425,3054.7556,0.0,1.6465,3064.1857,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F1/42/exp_off_b5m_BBOB_F1_42.manifest.json
b5m,b5m,off,BBOB_F17,42,offline,ok,1,,True,3383.8881,1.1904,3378.2285,0.0,0.7143,3385.0595,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F17/42/exp_off_b5m_BBOB_F17_42.manifest.json
b5m,b5m,off,BBOB_F22,42,offline,ok,1,,True,3437.3777,0.9699,3432.2127,0.0,0.6226,3438.3527,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F22/42/exp_off_b5m_BBOB_F22_42.manifest.json
b5m,b5m,off,BBOB_F37,42,offline,ok,1,,True,3021.202,0.8249,3015.5541,0.0,0.645,3022.5708,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F37/42/exp_off_b5m_BBOB_F37_42.manifest.json
b5m,b5m,off,BBOB_F49,42,offline,ok,1,,True,3589.5938,0.9387,3584.7207,0.0,0.6701,3590.6157,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F49/42/exp_off_b5m_BBOB_F49_42.manifest.json
b5m,b5m,off,BBOB_F5,42,offline,ok,1,,True,2981.9469,0.7767,2976.8296,0.0,0.6426,2983.0289,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F5/42/exp_off_b5m_BBOB_F5_42.manifest.json
b5m,b5m,off,BBOB_F55,42,offline,ok,1,,True,2872.6748,0.9734,2868.1527,0.0,0.625,2873.6255,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F55/42/exp_off_b5m_BBOB_F55_42.manifest.json
b5m,b5m,off,DTLZ1,42,offline,ok,1,,True,3056.6153,0.1761,3050.1925,0.0,0.5371,3057.5232,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/DTLZ1/42/exp_off_b5m_DTLZ1_42.manifest.json
b5m,b5m,off,DTLZ2,42,offline,ok,1,,True,3264.702,4.1596,3254.5529,0.0,1.276,3265.7648,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/DTLZ2/42/exp_off_b5m_DTLZ2_42.manifest.json
b5m,b5m,off,DTLZ3,42,offline,ok,1,,True,3234.0863,0.7303,3226.5845,0.0,1.3253,3235.0442,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/DTLZ3/42/exp_off_b5m_DTLZ3_42.manifest.json
b5m,b5m,off,DTLZ4,42,offline,ok,1,,True,3000.704,4.6321,2992.1065,0.0,1.2106,3001.5443,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/DTLZ4/42/exp_off_b5m_DTLZ4_42.manifest.json
b5m,b5m,off,DTLZ7,42,offline,ok,1,,True,2893.0034,41.4815,2844.9256,0.0,3.5983,2894.0609,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/DTLZ7/42/exp_off_b5m_DTLZ7_42.manifest.json
b5m,b5m,off,MMF1,42,offline,ok,1,,True,2963.1691,0.104,2960.4489,0.0,0.136,2963.8591,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF1/42/exp_off_b5m_MMF1_42.manifest.json
b5m,b5m,off,MMF11_L,42,offline,ok,1,,True,2677.0127,0.0338,2674.0064,0.0,0.1308,2677.6792,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF11_L/42/exp_off_b5m_MMF11_L_42.manifest.json
b5m,b5m,off,MMF16_20,42,offline,ok,1,,True,3211.5002,22.504,3182.9264,0.0,3.0965,3212.4605,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF16_20/42/exp_off_b5m_MMF16_20_42.manifest.json
b5m,b5m,off,MMF4,42,offline,ok,1,,True,2698.2783,0.0932,2695.7121,0.0,0.1283,2698.9094,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF4/42/exp_off_b5m_MMF4_42.manifest.json
b5m,b5m,off,WFG1,42,offline,ok,1,,True,2940.278,13.7676,2921.4308,0.0,2.4288,2941.2198,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG1/42/exp_off_b5m_WFG1_42.manifest.json
b5m,b5m,off,WFG2,42,offline,ok,1,,True,2870.3085,15.0766,2850.3161,0.0,2.4447,2871.2634,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG2/42/exp_off_b5m_WFG2_42.manifest.json
b5m,b5m,off,WFG4,42,offline,ok,1,,True,2765.2329,13.7568,2746.2533,0.0,2.4456,2766.1832,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG4/42/exp_off_b5m_WFG4_42.manifest.json
b5m,b5m,off,WFG5,42,offline,ok,1,,True,2779.5252,14.2853,2760.0074,0.0,2.5225,2780.4878,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG5/42/exp_off_b5m_WFG5_42.manifest.json
b5m,b5m,off,WFG9,42,offline,ok,1,,True,2932.5327,14.6776,2912.5386,0.0,2.45,2933.5237,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG9/42/exp_off_b5m_WFG9_42.manifest.json
b5m,b5m,off,ZDT1,42,offline,ok,1,,True,2681.3573,60.907,2613.291,0.0,4.493,2682.5028,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT1/42/exp_off_b5m_ZDT1_42.manifest.json
b5m,b5m,off,ZDT3,42,offline,ok,1,,True,2582.3741,64.1103,2511.057,0.0,4.5135,2583.554,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT3/42/exp_off_b5m_ZDT3_42.manifest.json
b5m,b5m,off,ZDT4,42,offline,ok,1,,True,2493.7184,1.7844,2488.3082,0.0,0.6434,2494.6045,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT4/42/exp_off_b5m_ZDT4_42.manifest.json
b5m,b5m,off,ZDT6,42,offline,ok,1,,True,2599.519,1.409,2593.8951,0.0,0.6664,2601.0929,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT6/42/exp_off_b5m_ZDT6_42.manifest.json
b5m,b5m,sweep-medium-lhs,DTLZ2,42,offline,ok,1,medium,True,3274.0883,269.9916,2971.266,0.0,29.1955,3275.2429,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/swap_medium-lhs_DTLZ2/42/exp_sweep-medium-lhs_b5m_DTLZ2_42.manifest.json
b5m,b5m,sweep-medium-lhs,MMF16_20,42,offline,ok,1,medium,True,3309.3012,330.9447,2944.8213,0.0,29.9798,,False,False,True,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/swap_medium-lhs_MMF16_20/42/exp_sweep-medium-lhs_b5m_MMF16_20_42.manifest.json
