fonte,n,igd,igd_plus,hv,gd,spacing,n_nd,cp0,cpN,ganho,viol_monot,n_cp
T11_smoke,61,0.08817533632949304,0.07454865746323043,0.709417728867724,0.090003112154927,0.17295899427464992,12,2.8112970162129414,0.07454865746323043,37.71090066376521,0,20
R42_c238,61,0.05113601876172539,0.04140946996531583,0.7855067032950505,0.0627903377556061,0.1750424814664609,13,2.8112970162129414,0.04140946996531583,67.89019561389354,0,20
R42_nsga2,61,0.07586445402457859,0.06281199314051879,0.7301758179875709,0.08123673105590873,0.13742405869185786,13,2.8112970162129414,0.06281199314051879,44.75732858729217,0,20
R42_nsga3,61,0.0674536012672921,0.057013277038474704,0.7494280731304409,0.06762312676603192,0.11458435148733019,12,2.8112970162129414,0.057013277038474704,49.30951459457018,0,20
R42_moead,61,0.10092007264696107,0.0685634160408346,0.7317197886963961,0.09726212766536177,0.151555656645897,10,2.8112970162129414,0.0685634160408346,41.00287264769021,0,20
R42_smsemoa,61,0.08359582816209381,0.07143420485412859,0.6962638586111998,0.086558491882043,0.09765256238375075,10,2.8112970162129414,0.07143420485412859,39.355054374213566,0,20
