fonte,geracao,obj,n,lnL_log,lnL_rec,err_rec,lnL_grid,gap,log10th_grid1,log10th_grid2,th_min,th_max,sat_piso,sat_teto
T11_smoke,19,0,39,-102.55252171598363,-102.56654566542568,0.014023949442048433,128.06688349256558,230.6194052085492,2.25,-1.5,0.9999626180298479,1.000037383367616,0,0
T11_smoke,19,1,39,-172.68112814472977,-172.69096574474634,0.009837600016567194,57.68598933923505,230.36711748396482,2.75,0.75,0.9999626180298479,1.000037383367616,0,0
T11_smoke,20,0,40,-110.93715789757536,-110.99058778586894,0.05342988829357864,133.13864355508449,244.07580145265985,2.25,-1.5,1.0001089933121539,1.0001089933121539,0,0
T11_smoke,20,1,40,-180.29642465893315,-180.35383720349617,0.057412544563021584,59.5840038068822,239.88042846581536,2.75,0.75,1.0001089933121539,1.0001089933121539,0,0
T11_smoke,21,0,41,-130.18380544563277,-130.26085859978016,0.07705315414739289,139.15713198029033,269.34093742592313,2.25,-1.5,1.0001089933121539,1.0001089933121539,0,0
T11_smoke,21,1,41,-185.93781505621266,-186.02327710659793,0.08546205038527432,62.442212657361175,248.38002771357384,2.75,0.75,1.0001089933121539,1.0001089933121539,0,0
T11_smoke,22,0,42,-133.01235394928636,-133.11529859079639,0.10294464151002103,144.49778007920116,277.5101340284875,2.25,-1.5,0.9999465976132791,1.000053405238688,0,0
T11_smoke,22,1,42,-98.58850247032018,-98.71849754998578,0.12999507966560486,64.64046135324367,163.22896382356384,2.75,0.75,0.007943022636246256,0.3878402571021767,0,0
T11_smoke,23,0,43,-134.63993375141354,-134.76464272019928,0.12470896878573967,150.22844957507732,284.86838332649086,2.25,-1.5,1.0,1.0,0,0
T11_smoke,23,1,43,-203.25607262364304,-203.3796720452561,0.12359942161305071,66.50243804953246,269.75851067317546,2.75,0.75,1.0,1.0,0,0
T11_smoke,24,0,44,-138.0227204127952,-138.20457237957663,0.1818519667814371,156.9760772757499,294.9987976885451,2.25,-1.5,0.9998443158731538,0.9998443158731538,0,0
T11_smoke,24,1,44,-223.15119574651084,-223.4828591622097,0.3316634156988698,68.92797832210601,292.07917406861685,2.75,0.75,0.9996823030337645,1.0003177979296736,0,0
T11_smoke,25,0,45,-138.76669842323747,-138.99191565877442,0.22521723553694528,168.63891442493716,307.40561284817466,2.25,-1.5,0.9998443158731538,0.9998443158731538,0,0
T11_smoke,25,1,45,-225.13034485178906,-225.3998239419164,0.2694790901273336,72.7895354717746,297.9198803235637,2.75,0.75,0.9998443158731538,0.9998443158731538,0,0
T11_smoke,26,0,46,-141.61304817400617,-141.75049476545428,0.13744659144811067,175.5959804390337,317.2090286130399,2.25,-1.5,0.9999738324741629,0.9999738324741629,0,0
T11_smoke,26,1,46,-229.06987983029956,-229.2146930587494,0.14481322844983424,73.78437582531825,302.8542556556178,2.75,0.5,0.9999738324741629,0.9999738324741629,0,0
T11_smoke,27,0,47,-145.39080169881174,-145.553825695258,0.1630239964462703,181.12730718473853,326.51810888355027,2.25,-1.75,0.9999626180298479,1.000037383367616,0,0
T11_smoke,27,1,47,-234.64344884764785,-234.78261873784896,0.13916989020111714,75.75836050451737,310.40180935216523,2.75,0.5,0.9999626180298479,1.000037383367616,0,0
T11_smoke,28,0,48,-145.36584463195538,-145.42999346658706,0.06414883463168053,192.71672814239446,338.08257277434984,2.25,-1.75,1.0003177979296736,1.0003177979296736,0,0
T11_smoke,28,1,48,-235.83502218782348,-235.89579196126232,0.06076977343883527,78.39505824520513,314.2300804330286,2.75,0.5,1.0003177979296736,1.0003177979296736,0,0
T11_smoke,29,0,49,-144.8378191990896,-144.78389010187448,0.05392909721513206,197.91648893087057,342.7543081299602,2.25,-1.75,0.9999738324741629,1.0000261682105944,0,0
T11_smoke,29,1,49,-240.09355797202596,-240.13334928458198,0.03979131255601942,79.94722594450428,320.04078391653024,2.75,0.5,0.9999738324741629,1.0000261682105944,0,0
T11_smoke,30,0,50,-143.08263597580225,-143.25085501466043,0.168219038858183,202.64794926154326,345.7305852373455,2.25,-1.75,1.0,1.0,0,0
T11_smoke,30,1,50,-249.33046490795186,-249.52651220090115,0.19604729294928802,81.14829724723548,330.4787621551873,2.75,0.5,0.9999237117491265,1.0000762940712147,0,0
T11_smoke,31,0,51,-145.18933731113958,-145.16887180375988,0.0204655073796971,211.16491259637536,356.35424990751494,2.25,-1.75,1.0,1.0,0,0
T11_smoke,31,1,51,-253.6394615860924,-253.5007980353942,0.13866355069819747,83.03692872762255,336.67639031371493,3.0,0.5,1.0,1.0,0,0
T11_smoke,32,0,52,-145.46636356750435,-145.32227269480632,0.14409087269802967,221.38869918412828,366.85506275163266,2.25,-1.75,1.0,1.0,0,0
T11_smoke,32,1,52,-256.594757259123,-257.04395347251005,0.4491962133870402,86.22330873149511,342.81806599061815,3.0,0.5,0.9998910185660935,1.0001089933121539,0,0
T11_smoke,33,0,53,-145.41375681595787,-145.71337878589645,0.2996219699385847,227.71942390251985,373.1331807184777,2.25,-1.75,1.0001557083681676,1.0001557083681676,0,0
T11_smoke,33,1,53,-258.75599923197507,-259.08376533645145,0.32776610447638177,88.08004736596149,346.83604659793656,2.75,0.5,1.0001557083681676,1.0001557083681676,0,0
T11_smoke,34,0,54,-153.98552027303833,-153.9589295243697,0.026590748668638753,232.19890193465972,386.18442220769805,2.25,-1.75,0.9997776015243829,1.0002224479477015,0,0
T11_smoke,34,1,54,-259.3422811345388,-259.2909155548774,0.05136557966136479,89.67944121296337,349.02172234750213,2.75,0.5,1.0001089933121539,1.0001089933121539,0,0
T11_smoke,35,0,55,-152.7743651547671,-152.9012701698138,0.12690501504670237,235.3697081289247,388.1440732836918,2.25,-1.75,0.9999738324741629,1.0000261682105944,0,0
T11_smoke,35,1,55,-259.74074283409664,-259.9360303436439,0.19528750954725638,91.3258679088451,351.06661074294175,2.75,0.5,0.9999738324741629,1.0000261682105944,0,0
T11_smoke,36,0,56,-155.74993440719885,-155.72266307108123,0.02727133611762156,249.43855276892572,405.18848717612457,2.25,-2.0,1.0009268066037542,1.0009268066037542,0,0
T11_smoke,36,1,56,81.02639635642616,81.026399879621,3.5231948345426645e-06,98.1912998719982,17.164903515572036,2.75,0.25,31.741652731134323,1000.0,0,1
T11_smoke,37,0,57,-152.7092035599759,-152.94259595409414,0.23339239411825474,226.4412044257031,379.15040798567895,2.75,-2.25,1.000454027957517,1.000454027957517,0,0
T11_smoke,37,1,57,-260.3826781370266,-260.77702378255094,0.3943456455243677,99.56092998543467,359.9436081224612,3.0,0.5,1.0003177979296736,1.0003177979296736,0,0
T11_smoke,38,0,58,-96.53016456303874,-96.92926259286662,0.3990980298278828,231.45831409064803,327.9884786536868,2.75,-2.25,0.09352689913869877,0.6793980654678137,0,0
T11_smoke,38,1,58,-261.47925967137803,-261.9697670962094,0.4905074248313781,102.11771902949077,363.5969787008688,3.0,0.25,0.9999465976132791,0.9999465976132791,0,0
T11_smoke,39,0,59,-168.14187423631603,-168.19995812145322,0.05808388513719365,237.2121333614949,405.3540075978109,2.75,-2.25,1.0001557083681676,1.0001557083681676,0,0
T11_smoke,39,1,59,-267.7327130258736,-268.01685516937687,0.2841421435032885,104.38218222562753,372.11489525150114,3.0,0.25,1.0000762940712147,1.0000762940712147,0,0
T11_smoke,40,0,60,-165.5024791839595,-165.57293144352468,0.07045225956517243,241.28915441096518,406.7916335949247,2.75,-2.25,1.0,1.0,0,0
T11_smoke,40,1,60,-188.23980944431378,-188.24008891039094,0.0002794660771598956,105.04500249760045,293.2848119419142,3.0,0.5,0.13507008358387879,29.51443576992739,0,0
R42,1,0,21,25.672514777000764,25.6725145207297,2.56271064813518e-07,51.906754962321386,26.234240185320623,2.0,-2.5,624.9259366051979,811.8165811580086,0,0
R42,1,1,21,27.836271441561045,27.83627142613337,1.542767691375957e-08,29.447956866636833,1.6116854250757875,0.75,2.0,1000.0,1000.0,0,1
R42,2,0,22,60.475563061916915,60.47559109561229,2.803369537218714e-05,60.390589541233695,-0.08497352068322073,2.0,-2.75,0.001,106.70518594330424,1,0
R42,2,1,22,31.220881206062522,31.22072825067841,0.00015295538411308485,33.03336503466444,1.8124838286019198,0.75,1.75,0.001,1000.0,1,1
R42,3,0,23,66.59064996271034,66.59071471921808,6.475650774007136e-05,66.76674424494979,0.1760942822394469,2.0,-3.0,0.0010982099205868801,112.11200436612855,0,0
R42,3,1,23,34.14797898169774,34.147979277662785,2.9596504447226835e-07,34.122600483258196,-0.025378498439543762,3.0,0.75,6.7248546194411665,1000.0,0,1
R42,4,0,24,69.1256091326508,69.12568113620043,7.200354963288191e-05,68.21544340318667,-0.9101657294641257,2.0,-2.25,0.001,122.30140821933163,1,0
R42,4,1,24,36.033139197623015,36.03313993144634,7.338233274367667e-07,36.648408649318974,0.6152694516959585,1.0,2.0,7.467919697842604,623.1500656596705,0,0
R42,5,0,25,43.17906005283729,43.179058935080405,1.1177568879361388e-06,73.909274850806,30.730214797968706,2.0,-2.75,21.514513157553594,40.73226482737542,0,0
R42,5,1,25,37.95722517976165,37.95722557767697,3.9791532202571034e-07,38.89199427411767,0.934769094356021,1.0,1.75,7.727404712125544,569.5245644148384,0,0
R42,6,0,26,-16.40576964102155,-16.46967298373596,0.06390334271441134,79.20031321786345,95.606082858885,2.0,-2.75,0.001,0.0010009122872469548,1,0
R42,6,1,26,-37.96573780218148,-38.02106602062719,0.0553282184457089,40.78928770697827,78.75502550915975,1.5,1.25,0.001000715980154249,0.0010026502983725822,0,0
R42,7,0,27,-18.567288549861928,-18.6793867475223,0.11209819766037299,82.64115194226551,101.20844049212744,2.0,-2.75,0.001,0.001,1,0
R42,7,1,27,-36.98764710681348,-36.96263123139761,0.02501587541587469,42.443773974486966,79.43142108130044,1.5,1.25,0.0010001315929842793,0.0010012977697124253,0,0
R42,8,0,28,63.34752505024414,63.34745906338981,6.598685432379625e-05,90.57252151367862,27.224996463434486,2.0,-2.5,0.053211047463866123,405.85785287119995,0,0
R42,8,1,28,43.66258990417804,43.662592976424904,3.07224686224572e-06,44.97304653340036,1.3104566292223154,1.5,1.25,4.302766790615928,97.06109147266122,0,0
R42,9,0,29,-13.536471629760172,-13.523870175156446,0.012601454603725415,97.59475936083918,111.13123099059935,2.0,-2.5,0.001,0.0010026502983725822,1,0
R42,9,1,29,43.73068280781526,43.73068341493275,6.071174851740579e-07,46.97433666110241,3.2436538532871495,1.0,2.0,20.777496329988082,523.6942389681765,0,0
R42,10,0,30,62.23184432558405,62.231845337582,1.0119979521050482e-06,102.67895894281071,40.44711461722666,2.0,-2.25,1.3550598039719857,279.7127736952291,0,0
R42,10,1,30,44.53087269322088,44.530874457345675,1.7641247964661488e-06,45.26888012818057,0.738007434959691,3.0,0.75,14.628604038586856,1000.0,0,1
R42,11,0,31,41.80221635235351,41.80221760683976,1.254486249990805e-06,106.9420473025712,65.13983095021769,2.0,-2.25,8.30876268676172,332.16122370680654,0,0
R42,11,1,31,45.27282057154902,45.27281959552887,9.7602014648146e-07,47.002561304616805,1.7297407330677856,3.0,0.75,15.767547526975568,1000.0,0,1
R42,12,0,32,51.72706943563905,51.72706771824442,1.7173946318393973e-06,114.87671091413881,63.14964147849976,2.0,-2.0,19.505840183726857,129.16695045369545,0,0
R42,12,1,32,47.58734575564937,47.587344342646695,1.4130026784187066e-06,49.49413095383633,1.9067851981869595,3.0,0.75,11.743428466777228,1000.0,0,1
R42,13,0,33,-1.9649851776990772,-1.9514745575012853,0.013510620197791923,119.58781584638072,121.5528010240798,2.0,-2.75,0.001,0.0010009082620564198,1,0
R42,13,1,33,48.86692381327369,48.866909432512564,1.4380761122367858e-05,50.80380052366763,1.9368767103939462,3.0,0.75,1.7172686529389278,871.9841229081865,0,0
R42,14,0,34,88.11482593939078,88.11475014665868,7.579273210467363e-05,125.24791585699236,37.13308991760158,2.0,-2.0,0.001,586.1671513961152,1,0
R42,14,1,34,51.667954458865665,51.667953189996325,1.2688693402651552e-06,52.69702273956314,1.029068280697473,3.0,0.75,11.963548897085472,669.4218781227703,0,0
R42,15,0,35,106.63542250620722,106.63533343756708,8.906864013624727e-05,132.0186693188292,25.38324681262199,2.0,-1.75,0.001,367.4951432621444,1,0
R42,15,1,35,54.792307444568465,54.79230371589628,3.728672183456183e-06,54.69746461757769,-0.09484282699077795,3.0,0.75,4.0821963587260575,866.776352022934,0,0
R42,16,0,36,6.1776136930623124,6.176914563970854,0.000699129091458417,139.06751279658783,132.88989910352552,2.25,-3.0,0.001,0.0011951072831357576,1,0
R42,16,1,36,56.25799232936993,56.25799262343833,2.9406839985313127e-07,56.794720295575814,0.5367279662058877,3.0,0.75,8.627453860357289,925.8712384297802,0,0
R42,17,0,37,144.8954352636415,144.8954311033739,4.1602675935337174e-06,148.39705221168265,3.5016169480411463,2.25,-3.0,0.001,194.81211279011154,1,0
R42,17,1,37,59.39603846808051,59.39603744824845,1.0198320623544532e-06,59.27293944429843,-0.12309902378208193,3.0,0.75,4.7345000988763735,999.9769744141638,0,0
R42,18,0,38,55.75235767129657,55.75235758104239,9.025418279406949e-08,157.1050159999828,101.35265832868623,2.25,-3.0,51.34693541811553,339.2955019541988,0,0
R42,18,1,38,-25.22279812495526,-25.22036829347587,0.002429831479389577,61.611398738243096,86.83419686319836,3.0,0.5,0.001,0.001000632869051632,1,0
R42,19,0,39,6.199044288539653,6.360654209233076,0.16160992069342228,164.40486571454363,158.20582142600398,2.25,-3.0,0.007940129340134994,0.007945083083133554,0,0
R42,19,1,39,-22.33731765542086,-22.37071538180794,0.033397726387079274,64.52192265603105,86.85924031145191,3.0,0.75,0.001,0.0010010615341570692,1,0
R42,20,0,40,-116.58678351443285,-116.5881231213969,0.001339606964052109,172.4238918861648,289.0106754005976,2.25,-3.0,1.0,1.0,0,0
R42,20,1,40,-49.19473968953184,-49.34598515842663,0.15124546889478552,66.47116924149132,115.66590893102317,3.0,0.75,0.0079425251960353,0.007947574234322153,0,0
R42,21,0,41,89.62253381919355,89.62249488057718,3.8938616370387535e-05,178.7852357547527,89.16270193555916,2.25,-3.0,14.317271467622321,19.81175325169042,0,0
R42,21,1,41,62.781493386788156,62.78149193738915,1.4493990079245123e-06,68.21004124122891,5.428547854440751,3.0,0.5,85.70625722590209,1000.0,0,1
R42,22,0,42,-125.22572583367344,-125.25102549923702,0.025299665563579765,174.7184791051344,299.94420493880784,2.25,-2.75,1.0,1.0,0,0
R42,22,1,42,-205.31904043536844,-205.35732948937243,0.038289054003996625,70.26199299401426,275.5810334293827,3.0,0.5,1.0,1.0,0,0
R42,23,0,43,-125.60352733749858,-125.6235655660692,0.02003822857062687,179.3368169922752,304.9403443297738,2.25,-2.75,0.9999626180298479,1.000037383367616,0,0
R42,23,1,43,-234.4460080236393,-234.49262128003295,0.04661325639364122,72.73423402728812,307.1802420509274,3.0,0.5,0.9999626180298479,1.000037383367616,0,0
R42,24,0,44,-126.47148611288065,-126.48897691827142,0.017490805390764308,186.09199068418746,312.5634767970681,2.25,-2.75,1.0,1.0,0,0
R42,24,1,44,-242.15237353811256,-242.109868125952,0.04250541216055126,74.03341781589145,316.185791354004,3.0,0.5,0.9998443158731538,0.9998443158731538,0,0
R42,25,0,45,-126.71614126119016,-126.73302946590485,0.016888204714689437,191.51889048472722,318.23503174591735,2.25,-2.75,1.0,1.0,0,0
R42,25,1,45,-250.44123349423796,-250.60520496437408,0.16397147013611857,76.16545956101011,326.60669305524806,3.0,0.5,0.9999626180298479,1.000037383367616,0,0
R42,26,0,46,-135.625688112565,-135.708001638927,0.08231352636198608,197.695669150301,333.321357262866,2.25,-2.75,1.0,1.0,0,0
R42,26,1,46,-262.01333206965353,-261.96915929136935,0.044172778284178094,78.26665060873435,340.2799826783879,3.0,0.5,0.9999738324741629,0.9999738324741629,0,0
R42,27,0,47,-148.11095889213823,-148.3789481804066,0.26798928826838164,203.25262599451386,351.3635848866521,2.25,-2.75,1.0,1.0,0,0
R42,27,1,47,-268.0959382959119,-268.28010712672636,0.18416883081448532,77.40708697717294,345.5030252730848,3.0,0.5,1.0,1.0,0,0
R42,28,0,48,-165.32596762893343,-165.3752390561927,0.049271427259270695,212.88555119504645,378.2115188239799,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,28,1,48,-270.56020947936986,-270.8002481920567,0.24003871268683952,80.5078037558196,351.0680132351895,3.0,0.5,1.0,1.0,0,0
R42,29,0,49,-166.82168801344073,-166.87437302894602,0.05268501550528981,221.80814846354508,388.6298364769858,2.25,-3.0,1.0,1.0,0,0
R42,29,1,49,-275.05035194880594,-275.02210797103754,0.0282439777683976,82.54269493413001,357.59304688293594,3.0,0.5,1.0,1.0,0,0
R42,30,0,50,-167.34861376390592,-167.3882143704671,0.03960060656118003,237.74559378731635,405.09420755122227,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,30,1,50,-278.43340773122344,-278.64188843661003,0.20848070538659158,86.66859703414887,365.1020047653723,3.0,0.5,1.0,1.0,0,0
R42,31,0,51,-170.17091974002432,-170.28207861747245,0.11115887744813335,251.30550246997942,421.47642221000376,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,31,1,51,-281.70763597734066,-281.64542092212065,0.06221505522000825,89.97232247661381,371.67995845395444,3.0,0.5,0.9999626180298479,1.000037383367616,0,0
R42,32,0,52,-169.89211260294059,-170.11956012269746,0.22744751975687905,259.5283820773643,429.4204946803049,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,32,1,52,-283.7712916957885,-284.13417456272396,0.3628828669354789,92.51202208776971,376.2833137835582,3.0,0.5,0.9999738324741629,0.9999738324741629,0,0
R42,33,0,53,-174.27225135285846,-174.4426735593833,0.1704222065248473,275.2631426779361,449.5353940307946,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,33,1,53,-286.2435187377575,-286.37290271643883,0.12938397868134643,97.37299370880625,383.6165124465637,3.0,0.5,1.0,1.0,0,0
R42,34,0,54,-172.03710588518254,-172.07729128985494,0.04018540467239973,280.9489097871703,452.98601567235283,2.25,-3.0,0.9998910185660935,1.0001089933121539,0,0
R42,34,1,54,-287.80793728509764,-288.1644901801906,0.3565528950929888,99.62913514643358,387.4370724315312,3.0,0.5,0.9999738324741629,1.0000261682105944,0,0
R42,35,0,55,-171.85236446859483,-171.97047686686648,0.11811239827164854,295.06457543906805,466.9169399076629,2.25,-3.0,1.0,1.0,0,0
R42,35,1,55,-289.7239054310959,-290.1683295280306,0.44442409693471063,103.15466076230202,392.8785661933979,3.0,0.5,0.9999626180298479,1.000037383367616,0,0
R42,36,0,56,-169.1627129595646,-169.32633946389183,0.16362650432722603,302.0389166745723,471.2016296341369,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,36,1,56,-298.4813664243243,-298.71770648460534,0.2363400602810657,105.2777317338422,403.75909815816647,3.0,0.5,0.9981112199052022,0.9981112199052022,0,0
R42,37,0,57,-169.52741090524734,-169.48893565358213,0.03847525166520427,308.19646791128514,477.7238788165325,2.25,-3.0,1.0,1.0,0,0
R42,37,1,57,-300.3589282556531,-300.6986483213042,0.33972006565107904,107.36860879983304,407.72753705548615,3.0,0.5,0.9999738324741629,1.0000261682105944,0,0
R42,38,0,58,-168.2327309535197,-168.30645575931158,0.07372480579186913,325.521365819128,493.7540967726477,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,38,1,58,-301.07199317279424,-301.22857052525416,0.15657735245991944,111.70283790529496,412.77483107808916,3.0,0.5,0.9999738324741629,0.9999738324741629,0,0
R42,39,0,59,-167.4855042026652,-167.846002375438,0.36049817277279317,339.7054685582288,507.190972760894,2.25,-3.0,1.0,1.0,0,0
R42,39,1,59,-301.5444731389399,-302.0500510531767,0.5055779142367669,116.8668315315276,418.41130467046753,3.0,0.5,0.9999738324741629,0.9999738324741629,0,0
R42,40,0,60,-165.04652722950476,-165.078950877363,0.032423647858252025,346.34993481580705,511.3964620453118,2.25,-3.0,0.9999626180298479,1.000037383367616,0,0
R42,40,1,60,-300.8871197696364,-301.61515790418,0.728038134543624,118.88823984870174,419.77535961833814,3.0,0.5,1.0,1.0,0,0
