label,problema,M,geracao,kflag,modelo_lider,n_julgados,n_ds_membros,n_front1,pares_ok,pares_total,pares_ok_obj,sqrtmse_surr_max,divergencia
DTLZ7,DTLZ7,3,24,1,Kriging,200,0,71,40000.0,40000.0,"[40000, 40000, 2]",0.5054857299431255,0.053344197034780515
DTLZ7,DTLZ7,3,25,1,Kriging,200,0,75,40000.0,40000.0,"[40000, 40000, 0]",0.5059390624769818,0.05342286363701285
DTLZ7,DTLZ7,3,26,1,Kriging,200,0,74,40000.0,40000.0,"[40000, 40000, 0]",0.5061819323426924,0.05328134702205469
DTLZ7,DTLZ7,3,27,1,Kriging,200,0,82,40000.0,40000.0,"[40000, 40000, 0]",0.5062651478576308,0.05308145589818582
DTLZ7,DTLZ7,3,28,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 40000, 0]",0.5062651478576308,0.05351478825231382
DTLZ7,DTLZ7,3,29,1,Kriging,200,0,82,40000.0,40000.0,"[40000, 40000, 0]",0.5066046397750074,0.05440047904914067
DTLZ7,DTLZ7,3,30,1,Kriging,200,0,85,40000.0,40000.0,"[40000, 40000, 0]",0.5066046397750074,0.05474944355760347
DTLZ7,DTLZ7,3,31,1,Kriging,200,0,89,40000.0,40000.0,"[40000, 40000, 0]",0.5066046417441806,0.05524774593393364
DTLZ7,DTLZ7,3,32,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 40000, 0]",0.5067675109427561,0.05576287508334978
DTLZ7,DTLZ7,3,33,1,Kriging,200,0,88,40000.0,40000.0,"[40000, 40000, 0]",0.5067675109427561,0.055825904978138455
DTLZ7,DTLZ7,3,34,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 40000, 0]",0.506921853665993,0.05566705977514087
DTLZ7,DTLZ7,3,35,1,Kriging,200,0,94,40000.0,40000.0,"[40000, 40000, 0]",0.5072261449268823,0.05597670204118694
DTLZ7,DTLZ7,3,36,1,Kriging,200,0,96,40000.0,40000.0,"[40000, 40000, 0]",0.5072657877376786,0.05596345603437954
DTLZ7,DTLZ7,3,37,1,Kriging,200,0,96,40000.0,40000.0,"[40000, 40000, 0]",0.5076421526433315,0.05573795946742077
DTLZ7,DTLZ7,3,38,1,Kriging,200,0,91,40000.0,40000.0,"[40000, 40000, 0]",0.5077742725575947,0.05587561794462492
DTLZ7,DTLZ7,3,39,1,Kriging,200,0,94,40000.0,40000.0,"[40000, 40000, 0]",0.5077742725575947,0.05606650164246145
DTLZ7,DTLZ7,3,40,1,Kriging,200,0,96,40000.0,40000.0,"[40000, 40000, 0]",0.5078587000968484,0.05613920020322863
DTLZ7,DTLZ7,3,41,1,Kriging,200,0,95,40000.0,40000.0,"[40000, 40000, 0]",0.5078587000968484,0.05629283695189328
DTLZ7,DTLZ7,3,42,1,Kriging,200,0,94,40000.0,40000.0,"[40000, 40000, 0]",0.5079629253488908,0.056195847748275775
DTLZ7,DTLZ7,3,43,1,Kriging,200,0,97,40000.0,40000.0,"[40000, 40000, 0]",0.5080115124075696,0.05632908342608085
DTLZ7,DTLZ7,3,44,1,Kriging,200,0,96,40000.0,40000.0,"[40000, 40000, 0]",0.5080115124075696,0.05621748657465825
DTLZ7,DTLZ7,3,45,1,Kriging,200,0,97,40000.0,40000.0,"[40000, 40000, 0]",0.5080086671047782,0.05631615703951698
DTLZ7,DTLZ7,3,46,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5080086671047782,0.0565054625516198
DTLZ7,DTLZ7,3,47,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5080679001623564,0.05633157885071185
DTLZ7,DTLZ7,3,48,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5080679001623564,0.0567235482113748
DTLZ7,DTLZ7,3,49,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5082365974484678,0.05715201547626479
DTLZ7,DTLZ7,3,50,1,Kriging,200,0,97,40000.0,40000.0,"[40000, 40000, 0]",0.5082365974484678,0.05694776374876471
DTLZ7,DTLZ7,3,51,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5083395997620512,0.057322976114802415
DTLZ7,DTLZ7,3,52,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5083395997620512,0.05709688972091614
DTLZ7,DTLZ7,3,53,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5084426457579031,0.05741551357592563
DTLZ7,DTLZ7,3,54,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5085473880356893,0.057061329415154655
DTLZ7,DTLZ7,3,55,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5085473880356893,0.05709446505455696
DTLZ7,DTLZ7,3,56,1,Kriging,200,0,98,40000.0,40000.0,"[40000, 40000, 0]",0.5085473880356893,0.05695880466315219
DTLZ7,DTLZ7,3,57,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5085431829030586,0.05710987170670749
DTLZ7,DTLZ7,3,58,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5085610253658809,0.05695733134316755
DTLZ7,DTLZ7,3,59,1,Kriging,200,0,97,40000.0,40000.0,"[40000, 40000, 0]",0.5085610253658809,0.05679686753640118
DTLZ7,DTLZ7,3,60,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5085610253658809,0.05651420329945478
DTLZ7,DTLZ7,3,61,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5085628583474959,0.056512155749095606
DTLZ7,DTLZ7,3,62,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5084830971085796,0.0573707959249341
DTLZ7,DTLZ7,3,63,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086493009251524,0.05733954097191372
DTLZ7,DTLZ7,3,64,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086493009251524,0.057340514212260454
DTLZ7,DTLZ7,3,65,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086741078370273,0.057212210933490236
DTLZ7,DTLZ7,3,66,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 10]",0.5086741078370273,0.05748260705934784
DTLZ7,DTLZ7,3,67,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086741078370273,0.057157439887072
DTLZ7,DTLZ7,3,68,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086741078370273,0.05733240206356319
DTLZ7,DTLZ7,3,69,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086741078370273,0.05753226834046584
DTLZ7,DTLZ7,3,70,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5086741078370273,0.05738453147361835
DTLZ7,DTLZ7,3,71,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087406039950039,0.057557152356465725
DTLZ7,DTLZ7,3,72,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087695468906037,0.057744842430993634
DTLZ7,DTLZ7,3,73,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 0]",0.5087695468906037,0.05806399883070481
DTLZ7,DTLZ7,3,74,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 2]",0.5087695468906037,0.05833913637978475
DTLZ7,DTLZ7,3,75,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 2]",0.5087695468906037,0.05797677256082319
DTLZ7,DTLZ7,3,76,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087695468906037,0.058267853817690965
DTLZ7,DTLZ7,3,77,1,Kriging,200,0,99,40000.0,40000.0,"[40000, 40000, 8]",0.5087848603873149,0.05796505714360895
DTLZ7,DTLZ7,3,78,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087906934301821,0.0575908662601645
DTLZ7,DTLZ7,3,79,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087967137023122,0.05814659249182259
DTLZ7,DTLZ7,3,80,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 6]",0.5087967137023122,0.05844486524761244
DTLZ7,DTLZ7,3,81,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087444665872618,0.058383007382050586
DTLZ7,DTLZ7,3,82,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 2]",0.5087444665872618,0.05915783650403368
DTLZ7,DTLZ7,3,83,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087588888758198,0.0589549902247661
DTLZ7,DTLZ7,3,84,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087948319338171,0.058701106238182574
DTLZ7,DTLZ7,3,85,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087948319338171,0.059266953916078745
DTLZ7,DTLZ7,3,86,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087948319338171,0.05894575922034162
DTLZ7,DTLZ7,3,87,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087948319338171,0.059221361296098965
DTLZ7,DTLZ7,3,88,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087948319338171,0.05918275086987552
DTLZ7,DTLZ7,3,89,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5087706525774041,0.05973732580662165
DTLZ7,DTLZ7,3,90,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 0]",0.5088122285330409,0.05976796389035729
DTLZ7,DTLZ7,3,91,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 8]",0.5088466824012875,0.05972914672565246
DTLZ7,DTLZ7,3,92,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 8]",0.5088466824012875,0.05965677926861732
DTLZ7,DTLZ7,3,93,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 32]",0.5088466824012875,0.05991352457614613
DTLZ7,DTLZ7,3,94,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 38]",0.5088466824012875,0.05976385414635386
DTLZ7,DTLZ7,3,95,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 20]",0.5088466824012875,0.05958864547729996
DTLZ7,DTLZ7,3,96,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 8]",0.5088466824012875,0.06000924550852974
DTLZ7,DTLZ7,3,97,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 16]",0.5088271177968154,0.060270282638970454
DTLZ7,DTLZ7,3,98,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 16]",0.5088271177968154,0.059864854274224395
DTLZ7,DTLZ7,3,99,1,Kriging,200,0,100,40000.0,40000.0,"[40000, 40000, 10]",0.5088271177968154,0.05998812449880899
MMF1,MMF1,2,1,0,RBFN,161,42,13,23203.0,25921.0,"[23067, 6909]",2.013546239208928,0.5130125131627913
MMF1,MMF1,2,2,0,RBFN,200,36,15,31886.0,40000.0,"[31612, 5010]",2.0299688851035156,0.5284473054491028
MMF1,MMF1,2,3,0,RBFN,200,35,17,29124.0,40000.0,"[28916, 3134]",2.0161561731578033,0.5698837674553373
MMF1,MMF1,2,4,0,RBFN,200,34,21,28190.0,40000.0,"[27997, 2487]",2.056785993019809,0.6434621920040332
MMF1,MMF1,2,5,0,RBFN,200,34,23,27856.0,40000.0,"[27676, 2064]",2.0292765102001757,0.7120761708890292
MMF1,MMF1,2,6,0,RBFN,200,33,22,26294.0,40000.0,"[26098, 2120]",2.05437363972252,0.7628704549688164
MMF1,MMF1,2,7,0,RBFN,200,32,28,25500.0,40000.0,"[25308, 2652]",2.0310601997802538,0.7864566486320439
MMF1,MMF1,2,8,0,RBFN,200,31,34,25820.0,40000.0,"[25598, 2274]",2.046858071301126,0.7981241468068283
MMF1,MMF1,2,9,0,RBFN,200,30,39,26176.0,40000.0,"[25985, 2071]",2.0312245505766113,0.8099394314109477
MMF1,MMF1,2,10,0,RBFN,200,29,42,25458.0,40000.0,"[25256, 2394]",2.0312245505766113,0.7974379204740663
MMF1,MMF1,2,11,0,RBFN,200,29,53,24434.0,40000.0,"[24237, 1717]",2.031267008593325,0.7901838542892234
MMF1,MMF1,2,12,0,RBFN,200,29,56,25166.0,40000.0,"[24962, 1878]",2.0502349853414907,0.7890620115056095
MMF1,MMF1,2,13,0,RBFN,200,29,55,25246.0,40000.0,"[25052, 1764]",2.0506853149249213,0.7896114541326706
MMF1,MMF1,2,14,0,RBFN,200,29,55,25334.0,40000.0,"[25145, 1659]",2.031309990713399,0.7989990939784843
MMF1,MMF1,2,15,0,RBFN,200,29,55,26788.0,40000.0,"[26595, 2305]",2.031309990713399,0.7970423520777078
MMF1,MMF1,2,16,0,RBFN,200,29,55,24976.0,40000.0,"[24798, 1744]",2.031309990713399,0.7898361010274553
MMF1,MMF1,2,17,0,RBFN,200,29,56,25968.0,40000.0,"[25778, 1604]",2.031309990713399,0.7897124163016523
MMF1,MMF1,2,18,0,RBFN,200,29,56,25746.0,40000.0,"[25543, 2245]",2.031309990713399,0.7913784172370645
MMF1,MMF1,2,19,0,RBFN,200,29,57,26440.0,40000.0,"[26249, 2675]",2.031309990713399,0.7941214570873012
MMF1,MMF1,2,20,0,RBFN,200,29,57,25654.0,40000.0,"[25454, 2202]",2.031309990713399,0.7905269699370578
MMF1,MMF1,2,21,0,RBFN,200,29,57,25500.0,40000.0,"[25295, 2033]",2.031309990713399,0.7901392312958805
MMF1,MMF1,2,22,0,RBFN,200,29,57,25776.0,40000.0,"[25590, 1846]",2.031309990713399,0.7920353419790906
MMF1,MMF1,2,23,0,RBFN,200,29,57,26194.0,40000.0,"[25982, 1994]",2.031309990713399,0.7937746479385274
MMF1,MMF1,2,24,0,RBFN,200,29,57,26790.0,40000.0,"[26604, 2156]",2.031309990713399,0.7924843353421461
MMF1,MMF1,2,25,0,RBFN,200,29,57,27794.0,40000.0,"[27562, 2466]",2.031388474371633,0.7917228914512183
MMF1,MMF1,2,26,0,RBFN,200,29,57,27052.0,40000.0,"[26847, 2205]",2.031309990713399,0.7951570520539935
MMF1,MMF1,2,27,0,RBFN,200,29,57,26006.0,40000.0,"[25823, 2075]",2.031309990713399,0.7950459369011171
MMF1,MMF1,2,28,0,RBFN,200,29,57,25428.0,40000.0,"[25241, 2067]",2.038389383441295,0.7941374969873134
MMF1,MMF1,2,29,0,RBFN,200,29,57,25890.0,40000.0,"[25697, 2239]",2.0357470185312607,0.7936135664849673
MMF1,MMF1,2,30,0,RBFN,200,29,57,26926.0,40000.0,"[26706, 2184]",2.031309990713399,0.7942848040106035
MMF1,MMF1,2,31,0,RBFN,200,29,57,27418.0,40000.0,"[27181, 2283]",2.031309990713399,0.7950253265708169
MMF1,MMF1,2,32,0,RBFN,200,29,57,26738.0,40000.0,"[26542, 1980]",2.031309990713399,0.7941334131438896
MMF1,MMF1,2,33,0,RBFN,200,29,57,25196.0,40000.0,"[24984, 2386]",2.0432866936540433,0.7937488571646605
MMF1,MMF1,2,34,0,RBFN,200,29,57,24616.0,40000.0,"[24423, 2261]",2.031309990713399,0.7928435110863898
MMF1,MMF1,2,35,0,RBFN,200,29,57,27620.0,40000.0,"[27423, 2097]",2.031309990713399,0.7928013777887973
MMF1,MMF1,2,36,0,RBFN,200,29,57,25394.0,40000.0,"[25185, 2265]",2.031309990713399,0.7925563452476102
MMF1,MMF1,2,37,0,RBFN,200,29,57,26076.0,40000.0,"[25877, 1849]",2.031309990713399,0.7937572175127288
MMF1,MMF1,2,38,0,RBFN,200,29,57,27014.0,40000.0,"[26798, 2446]",2.0324338248379736,0.7931224556055091
MMF1,MMF1,2,39,0,RBFN,200,29,57,24940.0,40000.0,"[24738, 2064]",2.031309990713399,0.7932532481949122
MMF1,MMF1,2,40,0,RBFN,200,29,57,26076.0,40000.0,"[25852, 2438]",2.031309990713399,0.7932918478959848
MMF1,MMF1,2,41,0,RBFN,200,29,57,25918.0,40000.0,"[25704, 1938]",2.031309990713399,0.7928246710737887
MMF1,MMF1,2,42,0,RBFN,200,29,57,25320.0,40000.0,"[25141, 1665]",2.031309990713399,0.7942886252507921
MMF1,MMF1,2,43,0,RBFN,200,29,57,25366.0,40000.0,"[25162, 1992]",2.0384308377865854,0.794619708298597
MMF1,MMF1,2,44,0,RBFN,200,29,57,26020.0,40000.0,"[25822, 2032]",2.0513476881389483,0.7942925070653851
MMF1,MMF1,2,45,0,RBFN,200,29,57,27230.0,40000.0,"[27007, 2357]",2.031309990713399,0.7938324497047585
MMF1,MMF1,2,46,0,RBFN,200,29,57,24924.0,40000.0,"[24698, 2444]",2.031309990713399,0.7940080471651078
MMF1,MMF1,2,47,0,RBFN,200,29,57,25508.0,40000.0,"[25324, 1994]",2.031309990713399,0.7940457573097778
MMF1,MMF1,2,48,0,RBFN,200,29,57,25540.0,40000.0,"[25363, 2103]",2.031309990713399,0.7939982093503538
MMF1,MMF1,2,49,0,RBFN,200,29,57,26006.0,40000.0,"[25807, 2725]",2.031309990713399,0.7939215120923983
MMF1,MMF1,2,50,0,RBFN,200,29,57,26022.0,40000.0,"[25832, 2234]",2.033858394066711,0.7940349004583367
MMF1,MMF1,2,51,0,RBFN,200,29,57,25990.0,40000.0,"[25788, 1960]",2.031309990713399,0.7940659553142198
MMF1,MMF1,2,52,0,RBFN,200,29,57,25632.0,40000.0,"[25448, 2094]",2.031309990713399,0.7938092550669684
MMF1,MMF1,2,53,0,RBFN,200,29,57,26238.0,40000.0,"[26036, 2368]",2.031309990713399,0.7940254281471697
MMF1,MMF1,2,54,0,RBFN,200,29,57,25120.0,40000.0,"[24916, 2376]",2.031309990713399,0.7939856076891268
MMF1,MMF1,2,55,0,RBFN,200,29,57,26224.0,40000.0,"[26033, 2379]",2.031309990713399,0.794089069272135
MMF1,MMF1,2,56,0,RBFN,200,29,57,26674.0,40000.0,"[26480, 1858]",2.031309990713399,0.7938749439045348
MMF1,MMF1,2,57,0,RBFN,200,29,57,24636.0,40000.0,"[24441, 1727]",2.031309990713399,0.7938123122885892
MMF1,MMF1,2,58,0,RBFN,200,29,57,25084.0,40000.0,"[24905, 1867]",2.032118497181163,0.7938778134544723
MMF1,MMF1,2,59,0,RBFN,200,29,57,24650.0,40000.0,"[24456, 2218]",2.031309990713399,0.7938500631456662
MMF1,MMF1,2,60,0,RBFN,200,29,57,26810.0,40000.0,"[26625, 1811]",2.031309990713399,0.7942088143256102
MMF1,MMF1,2,61,0,RBFN,200,29,57,26590.0,40000.0,"[26354, 2378]",2.031309990713399,0.7941245517138182
MMF1,MMF1,2,62,0,RBFN,200,29,57,25790.0,40000.0,"[25586, 2124]",2.031309990713399,0.794119332179542
MMF1,MMF1,2,63,0,RBFN,200,29,57,26448.0,40000.0,"[26270, 2182]",2.031309990713399,0.7941568886631184
MMF1,MMF1,2,64,0,RBFN,200,29,57,23810.0,40000.0,"[23610, 2108]",2.031309990713399,0.7945539452794829
MMF1,MMF1,2,65,0,RBFN,200,29,57,24092.0,40000.0,"[23889, 1949]",2.051203828093374,0.7948123221595645
MMF1,MMF1,2,66,0,RBFN,200,29,57,27106.0,40000.0,"[26907, 2311]",2.031309990713399,0.7947585513695091
MMF1,MMF1,2,67,0,RBFN,200,29,57,25624.0,40000.0,"[25433, 1887]",2.031309990713399,0.7948483219626286
MMF1,MMF1,2,68,0,RBFN,200,29,57,26470.0,40000.0,"[26279, 1669]",2.031309990713399,0.7948062128864782
MMF1,MMF1,2,69,0,RBFN,200,29,57,26360.0,40000.0,"[26164, 2416]",2.031309990713399,0.7936351812983792
MMF1,MMF1,2,70,0,RBFN,200,29,57,25220.0,40000.0,"[25033, 1925]",2.031309990713399,0.7944636844415269
MMF1,MMF1,2,71,0,RBFN,200,29,57,27176.0,40000.0,"[26941, 2339]",2.031309990713399,0.7942749230006549
MMF1,MMF1,2,72,0,RBFN,200,29,57,26118.0,40000.0,"[25913, 2025]",2.031309990713399,0.7938497828402572
MMF1,MMF1,2,73,0,RBFN,200,29,58,25820.0,40000.0,"[25626, 1754]",2.031309990713399,0.7996486192253962
MMF1,MMF1,2,74,0,RBFN,200,29,58,26490.0,40000.0,"[26264, 2184]",2.031309990713399,0.7992851409268285
MMF1,MMF1,2,75,0,RBFN,200,29,57,26802.0,40000.0,"[26615, 2113]",2.031309990713399,0.7940094721003602
MMF1,MMF1,2,76,0,RBFN,200,29,57,25624.0,40000.0,"[25427, 2143]",2.031309990713399,0.7950757037343422
MMF1,MMF1,2,77,0,RBFN,200,29,57,25572.0,40000.0,"[25374, 1984]",2.031309990713399,0.7949036142156842
MMF1,MMF1,2,78,0,RBFN,200,29,57,26670.0,40000.0,"[26493, 1691]",2.031309990713399,0.7949257281086314
MMF1,MMF1,2,79,0,RBFN,200,29,57,24904.0,40000.0,"[24726, 1906]",2.031309990713399,0.7949817295141672
MMF1,MMF1,2,80,0,RBFN,200,29,57,25698.0,40000.0,"[25511, 2485]",2.04863986913837,0.7947764167722748
MMF1,MMF1,2,81,0,RBFN,200,29,57,25976.0,40000.0,"[25787, 2201]",2.031309990713399,0.7946305262139898
MMF1,MMF1,2,82,0,RBFN,200,29,57,25140.0,40000.0,"[24945, 1961]",2.031309990713399,0.7946885307169379
MMF1,MMF1,2,83,0,RBFN,200,29,57,26666.0,40000.0,"[26467, 1945]",2.031309990713399,0.7946374674277936
MMF1,MMF1,2,84,0,RBFN,200,29,57,25728.0,40000.0,"[25556, 2290]",2.031309990713399,0.7945481340999495
MMF1,MMF1,2,85,0,RBFN,200,29,57,26324.0,40000.0,"[26144, 1910]",2.031309990713399,0.7945253650022298
MMF1,MMF1,2,86,0,RBFN,200,29,57,26046.0,40000.0,"[25836, 2120]",2.031309990713399,0.7944746833022021
MMF1,MMF1,2,87,0,RBFN,200,29,57,25392.0,40000.0,"[25203, 1883]",2.031309990713399,0.7945656361981901
MMF1,MMF1,2,88,0,RBFN,200,29,57,25802.0,40000.0,"[25611, 1709]",2.031309990713399,0.7942451858180809
MMF1,MMF1,2,89,0,RBFN,200,29,57,26026.0,40000.0,"[25814, 2164]",2.031309990713399,0.793748588304919
MMF1,MMF1,2,90,0,RBFN,200,29,57,26974.0,40000.0,"[26768, 2234]",2.031309990713399,0.794017914184037
MMF1,MMF1,2,91,0,RBFN,200,29,57,23056.0,40000.0,"[22856, 1896]",2.0393489824443636,0.7943560367282663
MMF1,MMF1,2,92,0,RBFN,200,29,57,25876.0,40000.0,"[25661, 2271]",2.031309990713399,0.7947057671032366
MMF1,MMF1,2,93,0,RBFN,200,29,57,27396.0,40000.0,"[27201, 2442]",2.031309990713399,0.7941701641708852
MMF1,MMF1,2,94,0,RBFN,200,29,57,24822.0,40000.0,"[24624, 2064]",2.031309990713399,0.7944778902956011
MMF1,MMF1,2,95,0,RBFN,200,29,57,26310.0,40000.0,"[26101, 1919]",2.0469779221006577,0.7943472265090835
MMF1,MMF1,2,96,0,RBFN,200,29,57,25852.0,40000.0,"[25655, 1885]",2.031309990713399,0.7944008520493482
MMF1,MMF1,2,97,0,RBFN,200,29,57,25830.0,40000.0,"[25638, 1996]",2.031309990713399,0.794428906970598
MMF1,MMF1,2,98,0,RBFN,200,29,57,25220.0,40000.0,"[25019, 1989]",2.031309990713399,0.7928009808900809
MMF1,MMF1,2,99,0,RBFN,200,29,57,25526.0,40000.0,"[25347, 1879]",2.031309990713399,0.7944556158441756
MMF11_L,MMF11_L,2,1,1,Kriging,161,29,23,25921.0,25921.0,"[25921, 23717]",0.9964938980186953,0.5502429500810662
MMF11_L,MMF11_L,2,2,1,Kriging,200,13,34,40000.0,40000.0,"[40000, 35525]",0.9964938980186953,0.674888410486054
MMF11_L,MMF11_L,2,3,1,Kriging,200,6,42,40000.0,40000.0,"[40000, 34432]",1.1015264478716156,0.6057348680467534
MMF11_L,MMF11_L,2,4,1,Kriging,200,2,55,40000.0,40000.0,"[40000, 32406]",1.1015264478716156,0.6723690555714006
MMF11_L,MMF11_L,2,5,1,Kriging,200,0,73,40000.0,40000.0,"[40000, 32465]",0.9311606435325649,0.7083293257925699
MMF11_L,MMF11_L,2,6,1,Kriging,200,0,81,40000.0,40000.0,"[40000, 31626]",0.7826748058747615,0.7091685729746524
MMF11_L,MMF11_L,2,7,1,Kriging,200,0,77,40000.0,40000.0,"[40000, 31564]",0.8100907788326539,0.7228200552194564
MMF11_L,MMF11_L,2,8,1,Kriging,200,0,82,40000.0,40000.0,"[40000, 32762]",0.5344485889397127,0.7308718768523832
MMF11_L,MMF11_L,2,9,1,Kriging,200,0,86,40000.0,40000.0,"[40000, 31816]",0.7117998043017277,0.7222507059656158
MMF11_L,MMF11_L,2,10,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 32452]",0.9152852226060496,0.730356365164673
MMF11_L,MMF11_L,2,11,1,Kriging,200,0,86,40000.0,40000.0,"[40000, 31772]",0.9734230673695842,0.7229541403238045
MMF11_L,MMF11_L,2,12,1,Kriging,200,0,91,40000.0,40000.0,"[40000, 29526]",1.3526173191929067,0.730981865833822
MMF11_L,MMF11_L,2,13,1,Kriging,200,0,91,40000.0,40000.0,"[40000, 29790]",1.4407687869730899,0.7503830916282933
MMF11_L,MMF11_L,2,14,1,Kriging,200,0,90,40000.0,40000.0,"[40000, 27044]",1.510662857992328,0.782830613822521
MMF11_L,MMF11_L,2,15,1,Kriging,200,0,88,40000.0,40000.0,"[40000, 26734]",1.6207001977100368,0.7700006815007261
MMF11_L,MMF11_L,2,16,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 26664]",1.6995787285750346,0.7715011743755593
MMF11_L,MMF11_L,2,17,1,Kriging,200,0,86,40000.0,40000.0,"[40000, 25188]",1.6995787285750346,0.7696616467596624
MMF11_L,MMF11_L,2,18,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 25618]",1.7068891749441064,0.7557949828134783
MMF11_L,MMF11_L,2,19,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 26570]",1.7531882478157723,0.7731037450432907
MMF11_L,MMF11_L,2,20,1,Kriging,200,0,86,40000.0,40000.0,"[40000, 26530]",1.7531882478157723,0.7714432138522163
MMF11_L,MMF11_L,2,21,1,Kriging,200,0,87,40000.0,40000.0,"[40000, 25970]",1.7531882478157723,0.7709175038103666
MMF11_L,MMF11_L,2,22,1,Kriging,200,0,83,40000.0,40000.0,"[40000, 25754]",1.7531882478157723,0.769348057674454
MMF11_L,MMF11_L,2,23,1,Kriging,200,0,84,40000.0,40000.0,"[40000, 25238]",1.7531882478157723,0.7699763823887715
MMF11_L,MMF11_L,2,24,1,Kriging,200,0,86,40000.0,40000.0,"[40000, 25480]",1.7531882478157723,0.7706369749884169
MMF11_L,MMF11_L,2,25,1,Kriging,200,0,88,40000.0,40000.0,"[40000, 26302]",1.7531882478157723,0.7724366609962022
MMF11_L,MMF11_L,2,26,1,Kriging,200,0,89,40000.0,40000.0,"[40000, 26064]",1.7531882478157723,0.7598788587582206
MMF11_L,MMF11_L,2,27,1,Kriging,200,0,88,40000.0,40000.0,"[40000, 26006]",1.7531882478157723,0.7833211889087096
MMF11_L,MMF11_L,2,28,1,Kriging,200,0,90,40000.0,40000.0,"[40000, 25176]",1.7531882478157723,0.759481757844294
MMF11_L,MMF11_L,2,29,1,Kriging,200,0,88,40000.0,40000.0,"[40000, 27118]",1.7531882478157723,0.7771432869953133
MMF11_L,MMF11_L,2,30,1,Kriging,200,0,89,40000.0,40000.0,"[40000, 26124]",1.7531882478157723,0.7981148142081179
