label,exp,problema,D,M,n_dataset,n_recs,n_orfas,tier,dist,status,termino,n_geracoes,maxfe,fe_final,algo_version,matlab,U1_n_real,U1_fe_ok,U1_tier_ok,U1_fase_init_pct,U1_feidx_denso,U1_solid_denso,U1_dup_x,U2_hash_hdr_eq_man,U2_cp,U2_doe_hash_eq_x,U2_artefato_existe,U2_dX_max,U2_dF_max,U3_tim_linhas,U3_tim_ger0,U3_tim_nacum,U3_fit_series,U3_tempo_ger_nan,U4_sonda_eventos,U4_sonda_npontos,U4_sonda_modelos,U4_sonda_ok,U4_sonda_ger_null,U4_sonda_linhas,U4_sonda_K,U4_sonda_R,U5_gabarito,U5_dX_sonda_K,U5_dX_sonda_R,U5_blocos_X_identicos,U5_blocos_mu_identicos,U5_blocos_dmu_med,U5_hash_sonda_ok,U6_sigmaK_null_pct,U6_sigmaR_null_pct,U6_sigmaK_neg,U6_sigmaK_med,U6_sigmaK_max,U7_t_total,U7_t_fit,U7_t_busca,U7_t_real,U7_t_sonda,U7_soma_le_total,U7_fit_kriging,U7_fit_rbfn,U8_fe_treino_uniq,U8_fe_treino_ok,U8_fe_treino_gen_ok,U9_guards,U9_mse_neg_total,U9_cache_hits,U9_fallback,U9_warn_setup,U9_recs_tipos,U10_n_gen_ev,U10_ger_densa,U10_opt_linhas,U10_opt_esperado,U10_opt_ok,U10_sur_total_ok,U10_nsel_uniq,U10_orcamento_surrogate,U11_pop_linhas,U11_pop_gens,U11_pop_ultima_ger,U11_ndsm_g1,U11_ndsm_g2,U11_ndsm_ult_pos,U11_ndsm_serie,U11_pop_eq_ndsm,U11_rsid_naonulo,U11_rsid_esperado,U11_interp_K_wape,U11_interp_K_absmed,U11_interp_R_wape,U11_interp_R_absmed,U12_n_final,U12_ger_uniq,U12_linha_densa,U12_nd_recomputo_ok,U12_nd_pos_real,U12_fantasia,U12_rsid_null,U12_link_dX_max,U12_link_bit,U12_footer_nfinal,A_kflag_1,A_kflag_0,A_kflag_lider,A_kflag_g1,A_kflag_estavel,A_kflag_trocas,A_marg_cons,A_marg_n,A_uf_cons,A_marg_pares_g1,A_marg_esperado_g1,A_njulg_g1,A_njulg_g2,A_njulg_uniq_g2p,A_marg_frac_med,A_marg_frac_min,A_obj_frac_med,A_obj_sempre_ok,A_sqrtmse_sel_max_g1,A_sqrtmse_surr_med_med,A_sqrtmse_surr_max_max,A_div_modelos_med,A_div_modelos_g1,A_div_modelos_ult,A_center_num,A_center_esperado,A_center_stock_11D,A_rbfn_spread,A_rbfn_kernel,A_krig_theta_min,A_krig_theta_max,A_krig_sigma2,A_theta_no_teto,A_fbest_ds,A_fbest_g1,A_fbest_ult,A_fbest_abaixo_ds,A_nfront1_g1,A_nfront1_ult,A_nfront1_med,A_N,A_kappa,A_decl_pm,A_decl_judge,A_decl_krig,A_decl_centros,A_decl_stateless,A_sigma_dict
DTLZ4,off,DTLZ4,12,3,371,107,0,small,lhs,ok,normal,99,371,371,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,371,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,371,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.03259323164820671,True,0.0,1.0,0,0.16263477504253387,0.27570459246635437,74.053555,9.288480758666992,37.109962463378906,0.0023209999999999936,15.477587,True,8.716033,0.572448,[370],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,50,26,99,"[50, 26, 11, 8, 6, 6, 6, 5, 5, 5]",True,1146,1146,1.3184447951122026e-15,0.0,0.9562371667802632,0.8762954473495483,100,[99],True,True,22,0.22,95,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,221841.0,221841,471,200,[200],0.042,0.0342,"[0.038325, 0.049475, 0.030075]","[0, 0, 0]",1.0,0.15844704364076798,0.26857976043992615,0.2304550742984224,0.10444065613695626,0.23127750199093,20,20,12,6.562486064340175,the_gaussian,"[0.00657177828433794, 0.001, 0.001]","[3.7149857228423584, 6.802780424134887, 13.438194212094595]","[0.06900251171603329, 0.025760308636197958, 0.027272357938987198]",False,"[0.4650670823112728, 9.400910327479442e-262, 2.165139874657876e-258]","[0.4650670823112728, -0.10711789329901045, -0.06630630626751888]","[0.4650670823112728, -0.14412146906042622, -0.12255119894358657]",2,20,99,92.0,100,0.05,True,True,True,True,True,True
DTLZ7,off,DTLZ7,22,3,681,107,1,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.0019435882568359375,True,0.0,1.0,0,6.823817198833341e-17,0.5088467001914978,349.678577,123.9520034790039,93.20994567871094,0.0029059999999999585,119.49373,True,123.416348,0.535653,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,124,"[1, 2, 3, 4]",4,79,36,4,"[79, 36, 8, 1, 0, 0, 0, 0, 0, 0]",True,248,248,0.0,0.0,0.022163160147446667,0.0029500722885131836,100,[99],True,True,40,0.4,100,0.0,True,100,99,0,"{""Kriging"": 99}",1,True,0,99,99,99,609961.0,609961,781,200,[200],1.0,1.0,"[1.0, 1.0, 0.0]","[1, 1, 0]",0.4955111825765327,7.018741419876475e-17,0.5088466824012875,0.05694776374876471,0.10292426318030329,0.05998812449880899,27,27,16,6.780865538965875,the_gaussian,"[10, 10, 10]","[10, 10, 10]","[4.48181426033582e-33, 2.072788293468935e-33, 0.23346932477370075]",True,"[0.0011359096575754052, 0.0010369119503717845, 12.523014977478386]","[-1.1102230246251565e-16, 0.0016831277617042966, 12.523014977478386]","[-1.1102230246251565e-16, 0.0, 3.478578517641978]",3,50,100,98.0,100,0.05,True,True,True,True,True,True
MMF1,off,MMF1,2,2,61,108,0,small,lhs,ok,normal,99,61,61,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,61,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,61,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.1389809399843216,True,0.0,1.0,0,0.0720757395029068,2.0581696033477783,36.646926,1.2540509700775146,20.15294647216797,0.0021559999999999943,2.80137,True,0.468571,0.78548,[60],True,True,1,0,0,False,MATLAB:nearlySingularMatrix,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""guard"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,2917,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,42,36,99,"[42, 36, 35, 34, 34, 33, 32, 31, 30, 29]",True,5834,5834,0.0,0.0,0.8358329424861162,0.147524856030941,100,[99],True,True,37,0.37,71,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,25921.0,25921,161,200,[200],0.64795,0.5764,"[0.6426, 0.052575]","[0, 0]",1.0,0.10439519184302613,2.056785993019809,0.794089069272135,0.5130125131627913,0.7944556158441756,8,8,5,12.028945938223055,the_gaussian,"[0.8838834764831832, 10.000000000000009]","[5.000000000000004, 56.568542494923776]","[0.047459062103394456, 3.6802329948075396]",False,"[0.010540240848162963, 0.02041365984724086]","[0.010540240848162963, -0.46924431027582614]","[0.010540240848162963, -0.9048616856671288]",1,13,57,57.0,100,0.05,True,True,True,True,True,True
MMF11_L,off,MMF11_L,2,2,61,108,0,small,lhs,ok,normal,99,61,61,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,61,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,61,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.002002555876970291,True,0.0,1.0,0,2.260452731661644e-07,1.7531882524490356,34.821204,0.9609370231628418,18.9240779876709,0.0022909999999999944,2.734992,True,0.418527,0.54241,[60],True,True,1,0,0,False,MATLAB:nearlySingularMatrix,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""guard"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,50,"[1, 2, 3, 4]",4,29,13,4,"[29, 13, 6, 2, 0, 0, 0, 0, 0, 0]",True,100,100,0.0,0.0,0.1806938507652684,0.012902498245239258,100,[99],True,True,73,0.73,100,0.0,True,100,99,0,"{""Kriging"": 99}",1,True,0,99,99,99,25921.0,25921,161,200,[200],1.0,1.0,"[1.0, 0.6516]","[1, 0]",0.9964938980186953,0.0025336520393679845,1.7531882478157723,0.7711665084456789,0.5502429500810662,0.7774733293803202,8,8,5,5.351960164908763,the_gaussian,"[10, 0.8838834764831832]","[11.89207115002721, 2.500000000000002]","[2.7059807052961708e-36, 13.536354071015106]",False,"[0.107087825571312, 1.2568537701233742]","[0.10573504192541883, 1.135185847261956]","[0.09999999999999998, -0.16164928596200578]",2,23,94,91.0,100,0.05,True,True,True,True,True,True
MMF16_20,off,MMF16_20,20,3,619,107,0,small,lhs,ok,normal,99,619,619,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,619,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,619,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.02485981583595276,True,0.0,1.0,0,0.32191213965415955,0.34155192971229553,304.76349,63.150245666503906,104.12118530273438,0.00823000000000006,124.595138,True,62.436528,0.713719,[618],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,2104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92]",92,94,84,92,"[94, 84, 80, 78, 76, 73, 71, 70, 68, 68]",True,4208,4208,0.0,0.0,0.32023275214114544,0.24852097034454346,100,[99],True,True,100,1.0,100,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,516961.0,516961,719,200,[200],0.11995,0.0825,"[0.101425, 0.10595, 0.211475]","[0, 0, 0]",1.0,0.3279965683908246,0.34155193403718104,0.4401614737038495,0.24734818004888884,0.5469481792452535,25,25,15,6.71382006092009,the_gaussian,"[10, 10, 10]","[10, 10, 10]","[0.10009199328944046, 0.10644601026632969, 0.06944657747941138]",True,"[0.001186947336425388, 0.0005098260931633855, 0.006500831812513017]","[-0.4615580843672129, -0.6698012366281123, 0.006500831812513017]","[-1.247710524858785, -1.7324747784022243, -0.21504050162059019]",3,92,100,99.0,100,0.05,True,True,True,True,True,True
MMF4,off,MMF4,2,2,61,108,0,small,lhs,ok,normal,99,61,61,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,61,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,61,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.18515044450759888,True,0.0,1.0,0,0.048740409314632416,0.6264271140098572,34.709595,1.158215045928955,18.765975952148438,0.0021390000000000037,2.815975,True,0.499636,0.658579,[60],True,True,1,0,0,False,MATLAB:nearlySingularMatrix,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""guard"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,71,"[1, 2, 3, 4, 5]",5,41,21,5,"[41, 21, 5, 3, 1, 0, 0, 0, 0, 0]",True,142,142,0.0,0.0,0.34481162825738315,0.13870513439178467,100,[99],True,True,71,0.71,100,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,25921.0,25921,161,200,[200],0.89675,0.8691,"[0.8898, 0.1169]","[0, 0]",1.0,0.052577802578073776,0.6045774010655824,0.45756914326545894,0.22506407088584657,0.45915712397131686,8,8,5,9.451496109735476,the_gaussian,"[0.7432544468767, 4.204482076268572]","[3.535533905932741, 5]","[0.04414827077092432, 0.3546628776674143]",False,"[0.01325471138310963, 0.03593065594218578]","[0.01325471138310963, -0.47668965079355985]","[0.011348602283760556, -0.8376264870457817]",2,10,100,99.0,100,0.05,True,True,True,True,True,True
WFG1,off,WFG1,22,2,681,107,0,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.014741182327270508,True,0.0,1.0,0,0.022381015121936798,0.02561900019645691,283.722107,81.25672912597656,106.10257720947266,0.0024950000000000154,83.876318,True,80.383613,0.873119,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,8447,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,100,99,99,"[100, 99, 98, 98, 97, 97, 96, 96, 96, 95]",True,16894,16894,0.0,0.0,0.027485498535496113,0.039838194847106934,100,[99],True,True,38,0.38,21,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,609961.0,609961,781,200,[200],0.36905,0.3464,"[0.36125, 0.272975]","[0, 0]",0.0,0.022528101793000334,0.02554992166455129,0.04855145497236072,0.05086394366248567,0.04865970711204639,27,27,16,246.9172966431662,the_gaussian,"[10, 10]","[10, 10]","[0.00048346769280183577, 0.0006163520207510247]",True,"[2.6824207394931374, 0.9670406321558687]","[2.6824207394931374, 0.9670406321558687]","[2.6824207394931374, 0.9442086053388524]",1,35,54,45.0,100,0.05,True,True,True,True,True,True
WFG2,off,WFG2,22,2,681,107,1,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.2897096276283264,True,0.0,1.0,0,0.10073131322860718,0.7487416863441467,281.652226,80.42935943603516,109.56368255615234,0.0025760000000000028,78.513617,True,79.821184,0.608176,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,9609,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,100,100,99,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",True,19218,19218,0.0,0.0,0.3369959740000229,0.5247157216072083,100,[99],True,True,12,0.12,5,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,609961.0,609961,781,200,[200],0.69055,0.65965,"[0.687925, 0.271275]","[0, 0]",0.0,0.35268494311102,0.7459248075225868,0.6462317110851479,0.6538460840974966,0.6305620803365671,27,27,16,233.41412323992006,the_gaussian,"[10, 10]","[10, 10]","[0.009803813452309643, 0.5263069520297136]",True,"[0.44617905245808814, 1.2961960121140004]","[0.44617905245808814, 1.2961960121140004]","[0.44617905245808814, 1.2961960121140004]",0,11,11,11.0,100,0.05,True,True,True,True,True,True
WFG4,off,WFG4,22,2,681,107,1,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.11349129676818848,True,0.0,1.0,0,0.436847984790802,0.6575085520744324,306.959427,79.06159210205078,134.63075256347656,0.002902999999999977,78.530145,True,78.269161,0.792428,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,5394,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,82,68,99,"[82, 68, 67, 62, 61, 61, 61, 61, 61, 61]",True,10788,10788,0.0,0.0,0.3927848227282177,0.7226601839065552,100,[99],True,True,26,0.26,49,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,609961.0,609961,781,200,[200],0.12505,0.1065,"[0.07335, 0.1207]","[0, 0]",1.0,0.5073203741140452,0.6545066601259881,0.5339476974325368,0.5935699519898643,0.5377662198873481,27,27,16,247.04356111603954,the_gaussian,"[10, 10]","[10, 10]","[0.18372755335338598, 0.4062778740811613]",True,"[0.4448656651324585, 1.1638510860643305]","[0.4448656651324585, 1.1638510860643305]","[0.4448656651324585, 1.1638510860643305]",0,47,66,66.0,100,0.05,True,True,True,True,True,True
WFG5,off,WFG5,22,2,681,107,0,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.11459946632385254,True,0.0,1.0,0,0.4089907705783844,0.8605843782424927,252.457533,80.40128326416016,75.71984100341797,0.0025130000000000343,83.14850799999999,True,79.6755,0.725783,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,2588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,71,63,99,"[71, 63, 59, 55, 55, 53, 50, 48, 45, 43]",True,5176,5176,0.0,0.0,0.5142007539469051,1.0683149099349976,100,[99],True,True,31,0.31,81,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,609961.0,609961,781,200,[200],0.0418,0.03225,"[0.030825, 0.018725]","[0, 0]",1.0,0.6178125648116308,0.8622417704657448,0.5649055011431889,0.610601836229201,0.5653459652394186,27,27,16,245.81156600026344,the_gaussian,"[10, 10]","[10, 10]","[0.15314975638640707, 0.6703955455564098]",True,"[0.6907615055253025, 0.6897868808405853]","[0.6907615055253025, 0.6897868808405853]","[0.6907615055253025, 0.6897868808405853]",0,42,68,62.0,100,0.05,True,True,True,True,True,True
WFG9,off,WFG9,22,2,681,107,1,small,lhs,ok,normal,99,681,681,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,681,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,681,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.07766866683959961,True,0.0,1.0,0,0.5474289059638977,1.0422924757003784,284.762051,83.4990234375,102.08808135986328,0.002885999999999968,86.313123,True,82.847144,0.651878,[680],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,1730,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,75,60,99,"[75, 60, 53, 47, 46, 43, 42, 41, 37, 34]",True,3460,3460,0.0,0.0,0.5139832839129235,0.842358410358429,100,[99],True,True,19,0.19,91,0.0,True,100,0,99,"{""RBFN"": 99}",0,True,0,99,99,99,609961.0,609961,781,200,[200],0.02255,0.0133,"[0.009675, 0.01605]","[0, 0]",1.0,0.7767372893585986,1.0462838505564949,0.3513657155302423,0.5805933429348671,0.3534193844293491,27,27,16,241.42247991166371,the_gaussian,"[10, 10]","[10, 10]","[0.28019235010413696, 0.9987398094045133]",True,"[0.6141047886094391, 0.8390698146224718]","[0.6141047886094391, 0.8390698146224718]","[0.2652670089553961, 0.8390698146224718]",1,26,96,86.0,100,0.05,True,True,True,True,True,True
ZDT1,off,ZDT1,30,2,929,107,0,small,lhs,ok,normal,99,929,929,e103-IBEAMS-offline-L15,25.1.0.2973910 (R2025a) Update 1,929,True,True,1.0,True,True,0,True,True,True,True,0.0,0.0,1,True,929,1,True,2,"[20000, 20000]","['Kriging-DACE', 'RBFN']",True,True,40000,20000,20000,True,0.0,0.0,True,False,0.016116350889205933,True,0.0,1.0,0,2.515334784902734e-08,0.11570827662944794,698.915397,535.4584350585938,88.25544738769531,0.0032289999999999697,61.865742999999995,True,534.22001,1.238415,[928],True,True,0,0,0,False,,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",99,True,19800,19800,True,True,[100],9900,116,"[1, 2, 3, 4, 5]",5,77,26,5,"[77, 26, 8, 3, 2, 0, 0, 0, 0, 0]",True,232,232,0.0,0.0,0.0462499161258099,0.03331811563111842,100,[99],True,True,95,0.95,100,0.0,True,100,99,0,"{""Kriging"": 99}",1,True,0,99,99,99,1058841.0,1058841,1029,200,[200],1.0,1.0,"[1.0, 0.41385]","[1, 0]",0.11280076111194699,0.05753919496161718,0.11570827876733912,0.3585742224158483,0.07929343192867633,0.3840161878566576,31,31,19,6.846572812083778,the_gaussian,"[10, 10]","[10, 10]","[4.3508816983037875e-33, 0.012150901450312583]",True,"[0.00023314701123454754, 2.28794819382133]","[-1.6653345369377348e-16, 2.140761210314402]","[-1.6653345369377348e-16, -0.8425237262651408]",2,14,95,69.0,100,0.05,True,True,True,True,True,True
