label,exp,problema,D,M,n_dataset,tier,dist,modelo,obj,wape,corr,cobertura95,n_sigma_validas,n,dX_gabarito,sigma_med,sigma_max,mu_min,mu_max,f_min,f_max
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,20,3,2000,medium,lhs,Kriging-DACE,2,0.12340478655608039,0.9505426814807025,0.94705,20000,20000,0.0,0.256665900349617,0.25768113136291504,0.14628715813159943,3.232116222381592,6.847906862721302e-06,2.9999346982543798
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,20,3,2000,medium,lhs,RBFN,0,0.23580850938329181,0.9160735509319581,,0,20000,0.0,,,-0.767231285572052,3.1009390354156494,1.2499579564734536e-06,2.9960476379098124
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,20,3,2000,medium,lhs,RBFN,1,0.2346898640184309,0.9174652581868052,,0,20000,0.0,,,-0.9561097621917725,3.1302146911621094,5.75824836223127e-05,2.994481549561811
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,20,3,2000,medium,lhs,RBFN,2,0.12288064215092506,0.9509911105013997,,0,20000,0.0,,,-0.09372562915086746,3.2592859268188477,6.847906862721302e-06,2.9999346982543798
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,22,2,2000,medium,lhs,Kriging-DACE,0,0.23466535129979332,0.389569792164025,0.9745,20000,20000,0.0,0.5430703461170197,0.5454399585723877,1.047324538230896,3.0189616680145264,0.3884963206064257,2.937960448168603
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,22,2,2000,medium,lhs,Kriging-DACE,1,0.2438481465427763,0.30030498910140513,0.94945,20000,20000,0.0,0.9772749841213226,0.981539249420166,2.05246901512146,4.7476348876953125,0.6491432496835363,4.950165885958182
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,22,2,2000,medium,lhs,RBFN,0,0.23351547929784525,0.390492800209738,,0,20000,0.0,,,0.4801146686077118,2.896862268447876,0.3884963206064257,2.937960448168603
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,22,2,2000,medium,lhs,RBFN,1,0.24586512375065583,0.2767575290789417,,0,20000,0.0,,,1.9594149589538574,4.940919876098633,0.6491432496835363,4.950165885958182
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,30,2,2000,medium,lhs,Kriging-DACE,0,1.9860694704779997e-08,0.999999999999999,0.06245,20000,20000,0.0,6.673085038891478e-17,6.707975517128965e-17,4.035141319036484e-05,0.9999729990959167,4.035141319036484e-05,0.9999730018898845
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,30,2,2000,medium,lhs,Kriging-DACE,1,0.02229057399389951,0.986271126198519,0.9571,20000,20000,0.0,0.1132301464676857,0.11382217705249786,1.6675623655319214,6.155421257019043,1.8511440573849824,6.695247145212829
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,30,2,2000,medium,lhs,RBFN,0,0.0024180481502586787,0.9999849492122249,,0,20000,0.0,,,-0.0024352441541850567,1.0021841526031494,4.035141319036484e-05,0.9999730018898845
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,30,2,2000,medium,lhs,RBFN,1,0.02177796059605284,0.9866669085912376,,0,20000,0.0,,,1.715266227722168,6.175424575805664,1.8511440573849824,6.695247145212829
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,10,2,2000,medium,lhs,Kriging-DACE,0,1.9864551741503692e-08,0.999999999999999,0.0625,20000,20000,0.0,4.2182751970882715e-17,4.2319489889221405e-17,3.6582350730895996e-06,0.9999887943267822,3.6582350730895996e-06,0.9999888222664595
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,10,2,2000,medium,lhs,Kriging-DACE,1,0.1318512551625276,0.5441839889531959,0.92105,20000,20000,0.0,23.808342933654785,32.65720748901367,64.02344512939453,222.101806640625,54.00701544605971,280.8549843394163
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,10,2,2000,medium,lhs,RBFN,0,0.148381592435636,0.944925426923555,,0,20000,0.0,,,-0.23606055974960327,1.26649808883667,3.6582350730895996e-06,0.9999888222664595
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,10,2,2000,medium,lhs,RBFN,1,0.10674608700262597,0.7207940995187019,,0,20000,0.0,,,87.36849975585938,255.81309509277344,54.00701544605971,280.8549843394163
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,Kriging-DACE,0,0.17503983441331536,0.9662924540243434,0.95115,20000,20000,0.0,0.17520251125097275,0.29069405794143677,-1.1215569972991943,2.4607956409454346,3.836977908068911e-06,2.57959020506767
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,Kriging-DACE,1,0.11642895172771692,0.9746261894748195,0.922,20000,20000,0.0,0.10411209240555763,0.25160810351371765,-0.4527219533920288,2.3677384853363037,1.90431944785322e-05,2.5578628104646874
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,Kriging-DACE,2,0.09406048898867725,0.9721662834234835,0.9032,20000,20000,0.0,0.1168944202363491,0.18920773267745972,-0.1903560608625412,2.4952242374420166,0.0001063285097157721,2.7334428509939714
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,RBFN,0,0.2582213697365916,0.9093226799779563,,0,20000,0.0,,,-0.5581227540969849,2.4853196144104004,3.836977908068911e-06,2.57959020506767
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,RBFN,1,0.27829999348510104,0.868045593597168,,0,20000,0.0,,,-0.3938294053077698,2.5519027709960938,1.90431944785322e-05,2.5578628104646874
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,RBFN,2,0.1391923121777426,0.945062233162914,,0,20000,0.0,,,-0.09068956226110458,2.8062045574188232,0.0001063285097157721,2.7334428509939714
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,Kriging-DACE,0,0.26621597716339046,0.9047025067782013,0.9703,20000,20000,0.0,0.35907411575317383,0.36211004853248596,-0.8221328258514404,2.9210433959960938,1.2499579564734536e-06,2.9960476379098124
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,Kriging-DACE,1,0.30764644692460597,0.835670084025878,0.85105,20000,20000,0.0,0.30761708319187164,0.310217946767807,-0.5583022236824036,2.997253656387329,5.75824836223127e-05,2.994481549561811
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,Kriging-DACE,2,0.13182791691879617,0.9449408768925637,0.9269,20000,20000,0.0,0.25284869968891144,0.2549865245819092,0.0697915330529213,3.314267635345459,6.847906862721302e-06,2.9999346982543798
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,RBFN,0,0.26847286759844313,0.9084926611100504,,0,20000,0.0,,,-1.146511435508728,3.089200735092163,1.2499579564734536e-06,2.9960476379098124
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,RBFN,1,0.31292449242410736,0.8448304324141696,,0,20000,0.0,,,-1.0788260698318481,3.2997894287109375,5.75824836223127e-05,2.994481549561811
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,RBFN,2,0.1379322995275037,0.9407646349137742,,0,20000,0.0,,,-0.2529055178165436,3.346442699432373,6.847906862721302e-06,2.9999346982543798
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,22,2,2000,medium,mvns,Kriging-DACE,0,0.2532045604060912,-0.10121735007612694,0.799,20000,20000,0.0,0.46134042739868164,0.466052770614624,2.1175336837768555,2.463757276535034,0.3884963206064257,2.937960448168603
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,22,2,2000,medium,mvns,Kriging-DACE,1,0.2932295673645347,-0.18441328535583612,0.8526,20000,20000,0.0,0.9222297668457031,0.9316498637199402,2.277740240097046,3.716600179672241,0.6491432496835363,4.950165885958182
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,22,2,2000,medium,mvns,RBFN,0,0.2567369193324291,-0.031323059072326694,,0,20000,0.0,,,1.981532096862793,2.94964337348938,0.3884963206064257,2.937960448168603
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,22,2,2000,medium,mvns,RBFN,1,0.2841339933975001,0.0045490366288778806,,0,20000,0.0,,,2.099074602127075,4.497707843780518,0.6491432496835363,4.950165885958182
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,30,2,2000,medium,mvns,Kriging-DACE,0,1.9860694704779997e-08,0.9999999999999987,0.06245,20000,20000,0.0,1.8456973652124312e-16,1.8657724431090522e-16,4.035141319036484e-05,0.9999729990959167,4.035141319036484e-05,0.9999730018898845
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,30,2,2000,medium,mvns,Kriging-DACE,1,0.0320924907547391,0.9850366607480663,0.99755,20000,20000,0.0,0.18639931827783585,0.18842671811580658,1.5729825496673584,6.359332084655762,1.8511440573849824,6.695247145212829
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,30,2,2000,medium,mvns,RBFN,0,0.003815195926536308,0.9999892851975989,,0,20000,0.0,,,-0.0010711230570450425,0.9985142946243286,4.035141319036484e-05,0.9999730018898845
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,30,2,2000,medium,mvns,RBFN,1,0.033423962128646026,0.985815937942512,,0,20000,0.0,,,1.5587313175201416,6.416525363922119,1.8511440573849824,6.695247145212829
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,10,2,2000,medium,mvns,Kriging-DACE,0,1.9864551741503692e-08,0.9999999999999987,0.0625,20000,20000,0.0,2.8915364932104054e-18,2.9113124171025935e-18,3.6582350730895996e-06,0.9999887943267822,3.6582350730895996e-06,0.9999888222664595
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,10,2,2000,medium,mvns,Kriging-DACE,1,0.17777497361696956,0.21265319114315429,0.83815,20000,20000,0.0,25.399056434631348,26.002490997314453,87.08734893798828,201.2279052734375,54.00701544605971,280.8549843394163
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,10,2,2000,medium,mvns,RBFN,0,0.280800814663247,0.7920265625980627,,0,20000,0.0,,,-0.41038429737091064,1.6189734935760498,3.6582350730895996e-06,0.9999888222664595
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,10,2,2000,medium,mvns,RBFN,1,0.12124381738796805,0.6933614847101793,,0,20000,0.0,,,95.9236831665039,220.80599975585938,54.00701544605971,280.8549843394163
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,Kriging-DACE,0,0.13291711502589917,0.9667364028065218,0.939,20000,20000,0.0,0.1466343253850937,0.20238904654979706,-0.29835158586502075,2.116084575653076,3.836977908068911e-06,2.57959020506767
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,Kriging-DACE,1,0.13892720982779816,0.9654257929848133,0.94835,20000,20000,0.0,0.1544080227613449,0.19943568110466003,-0.32669705152511597,2.1678600311279297,1.90431944785322e-05,2.5578628104646874
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,Kriging-DACE,2,0.11267608301742864,0.9537169093437032,0.9091,20000,20000,0.0,0.16201408207416534,0.1868620365858078,0.0022924267686903477,2.2937827110290527,0.0001063285097157721,2.7334428509939714
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,RBFN,0,0.23249808039203437,0.9130511226908944,,0,20000,0.0,,,-0.48903730511665344,2.2745094299316406,3.836977908068911e-06,2.57959020506767
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,RBFN,1,0.233006124410136,0.9152431938886433,,0,20000,0.0,,,-0.45402631163597107,2.281331777572632,1.90431944785322e-05,2.5578628104646874
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,RBFN,2,0.12051988671045913,0.9534063126458447,,0,20000,0.0,,,0.042023561894893646,2.4714789390563965,0.0001063285097157721,2.7334428509939714
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,Kriging-DACE,0,0.24546074716116184,0.9078085544377366,0.94175,20000,20000,0.0,0.3218179792165756,0.32720524072647095,-0.8033568263053894,2.9312705993652344,1.2499579564734536e-06,2.9960476379098124
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,Kriging-DACE,1,0.24790026654004577,0.9079775666638488,0.95135,20000,20000,0.0,0.33187559247016907,0.3374312222003937,-0.7918923497200012,2.927975654602051,5.75824836223127e-05,2.994481549561811
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,Kriging-DACE,2,0.12571926732263078,0.9491135951428035,0.9544,20000,20000,0.0,0.268062487244606,0.2725498676300049,0.06579998135566711,3.2622385025024414,6.847906862721302e-06,2.9999346982543798
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,RBFN,0,0.24318004111965916,0.9098750216875507,,0,20000,0.0,,,-0.815253734588623,2.9376065731048584,1.2499579564734536e-06,2.9960476379098124
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,RBFN,1,0.2438657463918061,0.9110709590994448,,0,20000,0.0,,,-0.9888919591903687,2.955815076828003,5.75824836223127e-05,2.994481549561811
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,RBFN,2,0.12534599959146892,0.9494482993977209,,0,20000,0.0,,,0.008896848186850548,3.2593653202056885,6.847906862721302e-06,2.9999346982543798
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,22,2,681,small,lhs,Kriging-DACE,0,0.23584992374201003,0.3644169660354209,0.96735,20000,20000,0.0,0.538396954536438,0.5461120009422302,1.0526338815689087,3.053532838821411,0.3884963206064257,2.937960448168603
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,22,2,681,small,lhs,Kriging-DACE,1,0.2518586562313222,0.24691170720729427,0.9599,20000,20000,0.0,1.016484260559082,1.0310500860214233,2.046851396560669,4.714853286743164,0.6491432496835363,4.950165885958182
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,22,2,681,small,lhs,RBFN,0,0.23694674910286317,0.3465026377264949,,0,20000,0.0,,,1.05448579788208,2.9176065921783447,0.3884963206064257,2.937960448168603
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,22,2,681,small,lhs,RBFN,1,0.25305573663977454,0.23362167791020363,,0,20000,0.0,,,2.1696605682373047,4.579059600830078,0.6491432496835363,4.950165885958182
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,30,2,929,small,lhs,Kriging-DACE,0,1.9860694704779997e-08,0.9999999999999987,0.06245,20000,20000,0.0,6.707809088389719e-17,6.784671041780392e-17,4.035141319036484e-05,0.9999729990959167,4.035141319036484e-05,0.9999730018898845
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,30,2,929,small,lhs,Kriging-DACE,1,0.022431451474246755,0.9859577067152796,0.95455,20000,20000,0.0,0.1120975948870182,0.11338207870721817,1.6863828897476196,6.145516395568848,1.8511440573849824,6.695247145212829
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,30,2,929,small,lhs,RBFN,0,0.02245192028414742,0.9987702753591606,,0,20000,0.0,,,-0.04881472513079643,1.0550591945648193,4.035141319036484e-05,0.9999730018898845
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,30,2,929,small,lhs,RBFN,1,0.024040791892051522,0.9834572837617858,,0,20000,0.0,,,1.7159113883972168,6.172926425933838,1.8511440573849824,6.695247145212829
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,10,2,309,small,lhs,Kriging-DACE,0,1.9864551741503692e-08,0.9999999999999982,0.0625,20000,20000,0.0,5.004307461915665e-18,5.1092725457455815e-18,3.6582350730895996e-06,0.9999887943267822,3.6582350730895996e-06,0.9999888222664595
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,10,2,309,small,lhs,Kriging-DACE,1,0.15610881371731386,0.0055931610526541355,0.94165,20000,20000,0.0,29.32619285583496,29.941909790039062,138.3951873779297,177.16099548339844,54.00701544605971,280.8549843394163
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,10,2,309,small,lhs,RBFN,0,0.3763262357317621,0.6138502435190923,,0,20000,0.0,,,-0.17451190948486328,1.2825937271118164,3.6582350730895996e-06,0.9999888222664595
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,10,2,309,small,lhs,RBFN,1,0.10910009467587867,0.7074208361653308,,0,20000,0.0,,,89.58040618896484,252.26878356933594,54.00701544605971,280.8549843394163
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,Kriging-DACE,0,0.35904934528982035,0.8852570746803377,0.89215,20000,20000,0.0,0.2599156051874161,0.2702453136444092,-1.1241137981414795,2.130526065826416,3.836977908068911e-06,2.57959020506767
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,Kriging-DACE,1,0.3208348090111371,0.8465413526568129,0.8439,20000,20000,0.0,0.2107924222946167,0.22316133975982666,-0.7126848101615906,2.307553768157959,1.90431944785322e-05,2.5578628104646874
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,Kriging-DACE,2,0.1695997259095834,0.9315403994654987,0.85165,20000,20000,0.0,0.1852860227227211,0.19241343438625336,-0.2267988920211792,2.5556132793426514,0.0001063285097157721,2.7334428509939714
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,RBFN,0,0.2887393912614565,0.8956839239191481,,0,20000,0.0,,,-0.6463645696640015,2.3037991523742676,3.836977908068911e-06,2.57959020506767
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,RBFN,1,0.3419655180543073,0.8306933867525526,,0,20000,0.0,,,-0.7415800094604492,2.3447911739349365,1.90431944785322e-05,2.5578628104646874
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,RBFN,2,0.14355384633706778,0.9467414936351263,,0,20000,0.0,,,-0.14631685614585876,2.6665303707122803,0.0001063285097157721,2.7334428509939714
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,Kriging-DACE,0,0.25706546816186615,0.9034908518478503,0.9658,20000,20000,0.0,0.36671416461467743,0.377162903547287,-0.7672874927520752,2.916408061981201,1.2499579564734536e-06,2.9960476379098124
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,Kriging-DACE,1,0.3087545111792364,0.833471482068392,0.85785,20000,20000,0.0,0.3019437938928604,0.3105470538139343,-0.578094482421875,2.946101665496826,5.75824836223127e-05,2.994481549561811
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,Kriging-DACE,2,0.13376928572292562,0.9436159094885023,0.92635,20000,20000,0.0,0.260373130440712,0.2677919268608093,0.03072544001042843,3.3548502922058105,6.847906862721302e-06,2.9999346982543798
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,RBFN,0,0.26086119570375993,0.905246182695812,,0,20000,0.0,,,-0.9209374785423279,2.947050094604492,1.2499579564734536e-06,2.9960476379098124
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,RBFN,1,0.3050283796896858,0.8420217143643943,,0,20000,0.0,,,-0.7611411213874817,3.0600168704986572,5.75824836223127e-05,2.994481549561811
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,RBFN,2,0.1354820157899544,0.942926347742613,,0,20000,0.0,,,-0.09304310381412506,3.404520273208618,6.847906862721302e-06,2.9999346982543798
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,22,2,681,small,mvns,Kriging-DACE,0,0.26176147348846013,-0.2101850608789756,0.7893,20000,20000,0.0,0.4624042212963104,0.4756152629852295,2.016700506210327,2.6482913494110107,0.3884963206064257,2.937960448168603
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,22,2,681,small,mvns,Kriging-DACE,1,0.3058304683339016,-0.19696950523366138,0.8123,20000,20000,0.0,0.9057043194770813,0.9315805435180664,1.916900396347046,3.9656131267547607,0.6491432496835363,4.950165885958182
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,22,2,681,small,mvns,RBFN,0,0.26841612507512963,-0.220038401964117,,0,20000,0.0,,,2.0446908473968506,2.8587305545806885,0.3884963206064257,2.937960448168603
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,22,2,681,small,mvns,RBFN,1,0.30426434033156385,-0.08860804642901442,,0,20000,0.0,,,1.8136309385299683,4.287097454071045,0.6491432496835363,4.950165885958182
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,30,2,929,small,mvns,Kriging-DACE,0,1.9860694704779997e-08,0.9999999999999989,0.06245,20000,20000,0.0,5.876140855577469e-17,6.000234491072674e-17,4.035141319036484e-05,0.9999729990959167,4.035141319036484e-05,0.9999730018898845
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,30,2,929,small,mvns,Kriging-DACE,1,0.03279518726275986,0.9845439118813171,0.9976,20000,20000,0.0,0.18674825876951218,0.19069205224514008,1.66306471824646,6.385575771331787,1.8511440573849824,6.695247145212829
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,30,2,929,small,mvns,RBFN,0,0.010772736520493978,0.9998264189052547,,0,20000,0.0,,,-0.017712019383907318,1.0018569231033325,4.035141319036484e-05,0.9999730018898845
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,30,2,929,small,mvns,RBFN,1,0.03474823598530112,0.9851230944550665,,0,20000,0.0,,,1.6523982286453247,6.425098896026611,1.8511440573849824,6.695247145212829
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,10,2,309,small,mvns,Kriging-DACE,0,1.9864551741503692e-08,0.9999999999999984,0.0625,20000,20000,0.0,4.6517732178080684e-18,4.8140468220417306e-18,3.6582350730895996e-06,0.9999887943267822,3.6582350730895996e-06,0.9999888222664595
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,10,2,309,small,mvns,Kriging-DACE,1,0.187449714731533,0.15356194298966774,0.8211,20000,20000,0.0,25.414104461669922,27.128040313720703,90.39527893066406,202.37173461914062,54.00701544605971,280.8549843394163
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,10,2,309,small,mvns,RBFN,0,0.42981965791531707,0.5354977040867891,,0,20000,0.0,,,-0.5678484439849854,1.616994857788086,3.6582350730895996e-06,0.9999888222664595
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,10,2,309,small,mvns,RBFN,1,0.13129756851669722,0.671629240093245,,0,20000,0.0,,,97.35294342041016,213.36456298828125,54.00701544605971,280.8549843394163
