FE,igd_plus
21,0.11779195093222931
25,0.11779195093222931
29,0.11504671146038523
33,0.11504671146038523
37,0.08091754278124148
41,0.08091754278124148
45,0.0511654874322927
49,0.05060013668643236
53,0.04812927839574879
57,0.04812927839574879
61,0.039867456135691905
