alg,problema,M,ger,n_pop,log,lo,hi,dentro,delta,largura,pares_empate_f32
nsga3,WFG2,2,20,20,19,19,19,True,0,0,0
nsga3,WFG2,2,21,20,20,20,20,True,0,0,0
nsga3,WFG2,2,22,20,20,20,20,True,0,0,0
nsga3,WFG2,2,23,20,20,20,20,True,0,0,0
nsga3,WFG4,2,1,20,20,20,20,True,0,0,0
nsga3,WFG4,2,2,20,20,20,20,True,0,0,0
nsga3,WFG4,2,3,20,20,20,20,True,0,0,0
nsga3,WFG4,2,4,20,20,20,20,True,0,0,0
nsga3,WFG4,2,5,20,20,20,20,True,0,0,0
nsga3,WFG4,2,6,20,20,20,20,True,0,0,0
nsga3,WFG4,2,7,20,20,20,20,True,0,0,0
nsga3,WFG4,2,8,20,20,20,20,True,0,0,0
nsga3,WFG4,2,9,20,20,20,20,True,0,0,0
nsga3,WFG4,2,10,20,20,20,20,True,0,0,0
nsga3,WFG4,2,11,20,20,20,20,True,0,0,0
nsga3,WFG4,2,12,20,20,20,20,True,0,0,0
nsga3,WFG4,2,13,20,20,20,20,True,0,0,0
nsga3,WFG4,2,14,20,20,20,20,True,0,0,0
nsga3,WFG4,2,15,20,20,20,20,True,0,0,0
nsga3,WFG4,2,16,20,20,20,20,True,0,0,0
nsga3,WFG4,2,17,20,20,20,20,True,0,0,0
nsga3,WFG4,2,18,20,20,20,20,True,0,0,0
nsga3,WFG4,2,19,20,20,20,20,True,0,0,0
nsga3,WFG4,2,20,20,20,20,20,True,0,0,0
nsga3,WFG4,2,21,20,20,20,20,True,0,0,0
nsga3,WFG4,2,22,20,20,20,20,True,0,0,0
nsga3,WFG4,2,23,20,20,20,20,True,0,0,0
nsga3,WFG5,2,1,20,20,20,20,True,0,0,0
nsga3,WFG5,2,2,20,20,20,20,True,0,0,0
nsga3,WFG5,2,3,20,20,20,20,True,0,0,0
nsga3,WFG5,2,4,20,20,20,20,True,0,0,0
nsga3,WFG5,2,5,20,20,20,20,True,0,0,0
nsga3,WFG5,2,6,20,20,20,20,True,0,0,0
nsga3,WFG5,2,7,20,20,20,20,True,0,0,0
nsga3,WFG5,2,8,20,20,20,20,True,0,0,0
nsga3,WFG5,2,9,20,20,20,20,True,0,0,0
nsga3,WFG5,2,10,20,20,20,20,True,0,0,0
nsga3,WFG5,2,11,20,20,20,20,True,0,0,0
nsga3,WFG5,2,12,20,20,20,20,True,0,0,0
nsga3,WFG5,2,13,20,20,20,20,True,0,0,0
nsga3,WFG5,2,14,20,20,20,20,True,0,0,0
nsga3,WFG5,2,15,20,20,20,20,True,0,0,0
nsga3,WFG5,2,16,20,20,20,20,True,0,0,0
nsga3,WFG5,2,17,20,20,20,20,True,0,0,0
nsga3,WFG5,2,18,20,20,20,20,True,0,0,0
nsga3,WFG5,2,19,20,20,20,20,True,0,0,0
nsga3,WFG5,2,20,20,20,20,20,True,0,0,0
nsga3,WFG5,2,21,20,20,20,20,True,0,0,0
nsga3,WFG5,2,22,20,20,20,20,True,0,0,0
nsga3,WFG5,2,23,20,20,20,20,True,0,0,0
nsga3,WFG9,2,1,20,15,15,15,True,0,0,0
nsga3,WFG9,2,2,20,17,17,17,True,0,0,0
nsga3,WFG9,2,3,20,15,15,15,True,0,0,0
nsga3,WFG9,2,4,20,17,17,17,True,0,0,0
nsga3,WFG9,2,5,20,20,20,20,True,0,0,0
nsga3,WFG9,2,6,20,20,20,20,True,0,0,0
nsga3,WFG9,2,7,20,18,18,18,True,0,0,0
nsga3,WFG9,2,8,20,18,18,18,True,0,0,0
nsga3,WFG9,2,9,20,18,18,18,True,0,0,0
nsga3,WFG9,2,10,20,18,18,18,True,0,0,0
nsga3,WFG9,2,11,20,20,20,20,True,0,0,0
nsga3,WFG9,2,12,20,20,20,20,True,0,0,0
nsga3,WFG9,2,13,20,19,19,19,True,0,0,0
nsga3,WFG9,2,14,20,20,20,20,True,0,0,0
nsga3,WFG9,2,15,20,20,20,20,True,0,0,0
nsga3,WFG9,2,16,20,20,20,20,True,0,0,0
nsga3,WFG9,2,17,20,20,20,20,True,0,0,0
nsga3,WFG9,2,18,20,20,20,20,True,0,0,0
nsga3,WFG9,2,19,20,20,20,20,True,0,0,0
nsga3,WFG9,2,20,20,20,20,20,True,0,0,0
nsga3,WFG9,2,21,20,20,20,20,True,0,0,0
nsga3,WFG9,2,22,20,20,20,20,True,0,0,0
nsga3,WFG9,2,23,20,20,20,20,True,0,0,0
nsga3,ZDT1,2,1,20,14,14,14,True,0,0,0
nsga3,ZDT1,2,2,20,9,8,11,True,1,3,4
nsga3,ZDT1,2,3,20,8,8,11,True,0,3,5
nsga3,ZDT1,2,4,20,11,11,15,True,0,4,6
nsga3,ZDT1,2,5,20,14,13,15,True,1,2,3
nsga3,ZDT1,2,6,20,7,6,10,True,1,4,5
nsga3,ZDT1,2,7,20,10,10,12,True,0,2,4
nsga3,ZDT1,2,8,20,12,12,15,True,0,3,6
nsga3,ZDT1,2,9,20,13,13,16,True,0,3,3
nsga3,ZDT1,2,10,20,13,13,13,True,0,0,1
nsga3,ZDT1,2,11,20,18,17,18,True,1,1,1
nsga3,ZDT1,2,12,20,10,9,11,True,1,2,2
nsga3,ZDT1,2,13,20,10,9,12,True,1,3,4
nsga3,ZDT1,2,14,20,13,11,15,True,2,4,5
nsga3,ZDT1,2,15,20,9,8,16,True,1,8,14
nsga3,ZDT1,2,16,20,11,9,14,True,2,5,13
nsga3,ZDT1,2,17,20,9,7,10,True,2,3,6
nsga3,ZDT1,2,18,20,10,9,13,True,1,4,5
nsga3,ZDT1,2,19,20,11,10,14,True,1,4,9
nsga3,ZDT1,2,20,20,14,14,17,True,0,3,3
nsga3,ZDT1,2,21,20,6,6,8,True,0,2,3
nsga3,ZDT1,2,22,20,9,9,10,True,0,1,3
nsga3,ZDT1,2,23,20,9,9,11,True,0,2,2
nsga3,ZDT1,2,24,20,12,12,12,True,0,0,1
nsga3,ZDT1,2,25,20,11,11,11,True,0,0,0
nsga3,ZDT1,2,26,20,12,12,14,True,0,2,2
nsga3,ZDT1,2,27,20,11,10,13,True,1,3,4
nsga3,ZDT1,2,28,20,10,8,13,True,2,5,6
nsga3,ZDT1,2,29,20,12,9,13,True,3,4,6
nsga3,ZDT1,2,30,20,14,11,15,True,3,4,4
nsga3,ZDT1,2,31,20,14,12,15,True,2,3,4
nsga3,ZDT3,2,1,20,12,12,12,True,0,0,0
nsga3,ZDT3,2,2,20,16,15,18,True,1,3,3
nsga3,ZDT3,2,3,20,13,13,14,True,0,1,4
nsga3,ZDT3,2,4,20,13,12,13,True,1,1,3
nsga3,ZDT3,2,5,20,19,18,19,True,1,1,2
nsga3,ZDT3,2,6,20,15,14,17,True,1,3,3
nsga3,ZDT3,2,7,20,16,14,17,True,2,3,5
nsga3,ZDT3,2,8,20,16,15,16,True,1,1,1
nsga3,ZDT3,2,9,20,18,17,18,True,1,1,2
nsga3,ZDT3,2,10,20,16,15,16,True,1,1,1
nsga3,ZDT3,2,11,20,17,16,17,True,1,1,1
nsga3,ZDT3,2,12,20,16,16,16,True,0,0,0
nsga3,ZDT3,2,13,20,13,13,13,True,0,0,1
nsga3,ZDT3,2,14,20,19,19,19,True,0,0,0
nsga3,ZDT3,2,15,20,14,14,15,True,0,1,3
nsga3,ZDT3,2,16,20,14,14,15,True,0,1,1
nsga3,ZDT3,2,17,20,13,13,17,True,0,4,4
nsga3,ZDT3,2,18,20,11,11,13,True,0,2,2
nsga3,ZDT3,2,19,20,11,11,14,True,0,3,4
nsga3,ZDT3,2,20,20,13,13,14,True,0,1,1
nsga3,ZDT3,2,21,20,17,16,18,True,1,2,5
nsga3,ZDT3,2,22,20,17,14,19,True,3,5,7
nsga3,ZDT3,2,23,20,17,14,19,True,3,5,6
nsga3,ZDT3,2,24,20,13,11,14,True,2,3,3
nsga3,ZDT3,2,25,20,15,13,18,True,2,5,8
nsga3,ZDT3,2,26,20,13,12,18,True,1,6,6
nsga3,ZDT3,2,27,20,10,10,14,True,0,4,5
nsga3,ZDT3,2,28,20,11,11,13,True,0,2,4
nsga3,ZDT3,2,29,20,13,13,15,True,0,2,2
nsga3,ZDT3,2,30,20,16,16,18,True,0,2,2
nsga3,ZDT3,2,31,20,19,19,19,True,0,0,0
nsga3,ZDT4,2,1,20,8,8,8,True,0,0,0
nsga3,ZDT4,2,2,20,3,3,3,True,0,0,2
nsga3,ZDT4,2,3,20,5,5,5,True,0,0,3
nsga3,ZDT4,2,4,20,6,6,10,True,0,4,12
nsga3,ZDT4,2,5,20,6,5,9,True,1,4,9
nsga3,ZDT4,2,6,20,6,5,7,True,1,2,10
nsga3,ZDT4,2,7,20,3,3,3,True,0,0,8
nsga3,ZDT4,2,8,20,3,3,3,True,0,0,3
nsga3,ZDT4,2,9,20,4,4,4,True,0,0,4
nsga3,ZDT4,2,10,20,7,7,8,True,0,1,3
nsga3,ZDT4,2,11,20,7,7,7,True,0,0,5
nsga3,ZDT6,2,1,20,7,7,7,True,0,0,0
nsga3,ZDT6,2,2,20,2,2,4,True,0,2,3
nsga3,ZDT6,2,3,20,6,6,8,True,0,2,6
nsga3,ZDT6,2,4,20,6,6,7,True,0,1,2
nsga3,ZDT6,2,5,20,6,6,8,True,0,2,7
nsga3,ZDT6,2,6,20,6,6,10,True,0,4,4
nsga3,ZDT6,2,7,20,7,7,11,True,0,4,4
nsga3,ZDT6,2,8,20,10,9,11,True,1,2,4
nsga3,ZDT6,2,9,20,10,9,12,True,1,3,6
nsga3,ZDT6,2,10,20,8,7,11,True,1,4,9
nsga3,ZDT6,2,11,20,9,8,12,True,1,4,6
smsemoa,BBOB_F1,2,1,20,7,7,7,True,0,0,0
smsemoa,BBOB_F1,2,2,20,4,4,4,True,0,0,0
smsemoa,BBOB_F1,2,3,20,6,6,6,True,0,0,0
smsemoa,BBOB_F1,2,4,20,6,6,6,True,0,0,0
smsemoa,BBOB_F1,2,5,20,9,9,9,True,0,0,0
smsemoa,BBOB_F1,2,6,20,12,12,12,True,0,0,0
smsemoa,BBOB_F1,2,7,20,9,9,9,True,0,0,0
smsemoa,BBOB_F1,2,8,20,14,14,14,True,0,0,0
smsemoa,BBOB_F1,2,9,20,13,13,13,True,0,0,0
smsemoa,BBOB_F1,2,10,20,19,19,19,True,0,0,0
smsemoa,BBOB_F1,2,11,20,19,19,19,True,0,0,0
smsemoa,BBOB_F17,2,1,20,6,6,6,True,0,0,0
smsemoa,BBOB_F17,2,2,20,6,6,6,True,0,0,0
smsemoa,BBOB_F17,2,3,20,8,8,8,True,0,0,0
smsemoa,BBOB_F17,2,4,20,9,9,9,True,0,0,0
smsemoa,BBOB_F17,2,5,20,9,9,9,True,0,0,0
smsemoa,BBOB_F17,2,6,20,7,7,7,True,0,0,0
smsemoa,BBOB_F17,2,7,20,11,11,11,True,0,0,0
smsemoa,BBOB_F17,2,8,20,13,13,13,True,0,0,0
smsemoa,BBOB_F17,2,9,20,13,13,13,True,0,0,0
smsemoa,BBOB_F17,2,10,20,15,15,15,True,0,0,0
smsemoa,BBOB_F17,2,11,20,13,13,13,True,0,0,0
smsemoa,BBOB_F22,2,1,20,5,5,5,True,0,0,0
smsemoa,BBOB_F22,2,2,20,7,7,7,True,0,0,0
smsemoa,BBOB_F22,2,3,20,6,6,6,True,0,0,0
smsemoa,BBOB_F22,2,4,20,6,6,6,True,0,0,0
smsemoa,BBOB_F22,2,5,20,6,6,6,True,0,0,0
smsemoa,BBOB_F22,2,6,20,7,7,7,True,0,0,0
smsemoa,BBOB_F22,2,7,20,9,9,9,True,0,0,0
smsemoa,BBOB_F22,2,8,20,12,12,12,True,0,0,0
smsemoa,BBOB_F22,2,9,20,19,19,19,True,0,0,0
smsemoa,BBOB_F22,2,10,20,16,16,16,True,0,0,0
smsemoa,BBOB_F22,2,11,20,20,20,20,True,0,0,0
smsemoa,BBOB_F37,2,1,20,5,5,5,True,0,0,0
smsemoa,BBOB_F37,2,2,20,7,7,7,True,0,0,0
smsemoa,BBOB_F37,2,3,20,6,6,6,True,0,0,0
smsemoa,BBOB_F37,2,4,20,5,5,5,True,0,0,0
smsemoa,BBOB_F37,2,5,20,5,5,5,True,0,0,0
smsemoa,BBOB_F37,2,6,20,4,4,4,True,0,0,0
smsemoa,BBOB_F37,2,7,20,7,7,7,True,0,0,0
smsemoa,BBOB_F37,2,8,20,7,7,7,True,0,0,0
smsemoa,BBOB_F37,2,9,20,7,7,7,True,0,0,0
smsemoa,BBOB_F37,2,10,20,8,8,8,True,0,0,0
smsemoa,BBOB_F37,2,11,20,8,8,8,True,0,0,0
smsemoa,BBOB_F49,2,1,20,5,5,5,True,0,0,0
smsemoa,BBOB_F49,2,2,20,7,7,7,True,0,0,0
smsemoa,BBOB_F49,2,3,20,9,9,9,True,0,0,0
smsemoa,BBOB_F49,2,4,20,10,10,10,True,0,0,0
smsemoa,BBOB_F49,2,5,20,8,8,8,True,0,0,0
smsemoa,BBOB_F49,2,6,20,10,10,10,True,0,0,0
smsemoa,BBOB_F49,2,7,20,14,14,14,True,0,0,0
smsemoa,BBOB_F49,2,8,20,15,15,15,True,0,0,0
smsemoa,BBOB_F49,2,9,20,16,16,16,True,0,0,0
smsemoa,BBOB_F49,2,10,20,13,13,13,True,0,0,0
smsemoa,BBOB_F49,2,11,20,17,17,17,True,0,0,0
smsemoa,BBOB_F5,2,1,20,7,7,7,True,0,0,0
smsemoa,BBOB_F5,2,2,20,11,11,11,True,0,0,0
smsemoa,BBOB_F5,2,3,20,9,9,9,True,0,0,0
smsemoa,BBOB_F5,2,4,20,5,5,5,True,0,0,0
smsemoa,BBOB_F5,2,5,20,7,7,7,True,0,0,0
smsemoa,BBOB_F5,2,6,20,6,6,6,True,0,0,0
smsemoa,BBOB_F5,2,7,20,9,9,9,True,0,0,0
smsemoa,BBOB_F5,2,8,20,11,11,11,True,0,0,0
smsemoa,BBOB_F5,2,9,20,9,9,9,True,0,0,0
smsemoa,BBOB_F5,2,10,20,10,10,10,True,0,0,0
smsemoa,BBOB_F5,2,11,20,11,11,11,True,0,0,0
smsemoa,BBOB_F55,2,1,20,4,4,4,True,0,0,0
smsemoa,BBOB_F55,2,2,20,3,3,3,True,0,0,0
smsemoa,BBOB_F55,2,3,20,4,4,4,True,0,0,0
smsemoa,BBOB_F55,2,4,20,5,5,5,True,0,0,0
smsemoa,BBOB_F55,2,5,20,7,7,7,True,0,0,0
smsemoa,BBOB_F55,2,6,20,9,9,9,True,0,0,0
smsemoa,BBOB_F55,2,7,20,9,9,9,True,0,0,0
smsemoa,BBOB_F55,2,8,20,8,8,8,True,0,0,0
smsemoa,BBOB_F55,2,9,20,6,6,6,True,0,0,0
smsemoa,BBOB_F55,2,10,20,7,7,7,True,0,0,0
smsemoa,BBOB_F55,2,11,20,10,10,10,True,0,0,0
smsemoa,DTLZ1,3,1,20,17,17,17,True,0,0,0
smsemoa,DTLZ1,3,2,20,20,20,20,True,0,0,0
smsemoa,DTLZ1,3,3,20,20,20,20,True,0,0,1
smsemoa,DTLZ1,3,4,20,18,18,20,True,0,2,6
smsemoa,DTLZ1,3,5,20,20,20,20,True,0,0,1
smsemoa,DTLZ1,3,6,20,19,19,19,True,0,0,3
smsemoa,DTLZ1,3,7,20,20,20,20,True,0,0,4
smsemoa,DTLZ1,3,8,20,17,17,17,True,0,0,2
smsemoa,DTLZ2,3,1,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,2,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,3,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,4,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,5,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,6,20,20,20,20,True,0,0,1
smsemoa,DTLZ2,3,7,20,20,20,20,True,0,0,1
smsemoa,DTLZ2,3,8,20,20,20,20,True,0,0,1
smsemoa,DTLZ2,3,9,20,20,20,20,True,0,0,0
smsemoa,DTLZ2,3,10,20,20,20,20,True,0,0,1
smsemoa,DTLZ2,3,11,20,20,20,20,True,0,0,3
smsemoa,DTLZ2,3,12,20,20,20,20,True,0,0,1
smsemoa,DTLZ2,3,13,20,20,20,20,True,0,0,0
smsemoa,DTLZ3,3,1,20,19,19,19,True,0,0,0
smsemoa,DTLZ3,3,2,20,20,20,20,True,0,0,0
smsemoa,DTLZ3,3,3,20,18,18,18,True,0,0,0
smsemoa,DTLZ3,3,4,20,16,16,16,True,0,0,3
smsemoa,DTLZ3,3,5,20,18,18,18,True,0,0,7
smsemoa,DTLZ3,3,6,20,15,15,17,True,0,2,15
smsemoa,DTLZ3,3,7,20,16,16,18,True,0,2,16
smsemoa,DTLZ3,3,8,20,14,14,15,True,0,1,18
smsemoa,DTLZ3,3,9,20,14,14,15,True,0,1,13
smsemoa,DTLZ3,3,10,20,15,15,17,True,0,2,25
smsemoa,DTLZ3,3,11,20,14,14,16,True,0,2,27
smsemoa,DTLZ3,3,12,20,12,12,16,True,0,4,31
smsemoa,DTLZ3,3,13,20,12,12,17,True,0,5,31
smsemoa,DTLZ4,3,1,20,20,7,20,True,13,13,111
smsemoa,DTLZ4,3,2,20,18,5,19,True,13,14,108
smsemoa,DTLZ4,3,3,20,20,5,20,True,15,15,120
smsemoa,DTLZ4,3,4,20,19,3,20,True,16,17,157
smsemoa,DTLZ4,3,5,20,19,4,20,True,15,16,139
smsemoa,DTLZ4,3,6,20,20,4,20,True,16,16,139
smsemoa,DTLZ4,3,7,20,17,5,20,True,12,15,127
smsemoa,DTLZ4,3,8,20,17,4,19,True,13,15,112
smsemoa,DTLZ4,3,9,20,20,5,20,True,15,15,126
smsemoa,DTLZ4,3,10,20,19,6,20,True,13,14,112
smsemoa,DTLZ4,3,11,20,20,5,20,True,15,15,159
smsemoa,DTLZ4,3,12,20,16,5,19,True,11,14,159
smsemoa,DTLZ4,3,13,20,13,6,19,True,7,13,146
smsemoa,DTLZ7,3,1,20,20,20,20,True,0,0,0
smsemoa,DTLZ7,3,2,20,20,19,20,True,1,1,4
smsemoa,DTLZ7,3,3,20,20,19,20,True,1,1,7
smsemoa,DTLZ7,3,4,20,11,11,16,True,0,5,11
smsemoa,DTLZ7,3,5,20,9,8,15,True,1,7,14
smsemoa,DTLZ7,3,6,20,14,13,18,True,1,5,10
smsemoa,DTLZ7,3,7,20,15,13,18,True,2,5,16
smsemoa,DTLZ7,3,8,20,20,18,20,True,2,2,17
smsemoa,DTLZ7,3,9,20,20,19,20,True,1,1,10
smsemoa,DTLZ7,3,10,20,15,14,18,True,1,4,7
smsemoa,DTLZ7,3,11,20,13,10,13,True,3,3,14
smsemoa,DTLZ7,3,12,20,3,3,3,True,0,0,20
smsemoa,DTLZ7,3,13,20,3,3,8,True,0,5,18
smsemoa,DTLZ7,3,14,20,7,7,16,True,0,9,43
smsemoa,DTLZ7,3,15,20,11,11,16,True,0,5,33
smsemoa,DTLZ7,3,16,20,11,10,19,True,1,9,41
smsemoa,DTLZ7,3,17,20,10,10,12,True,0,2,34
smsemoa,DTLZ7,3,18,20,12,12,15,True,0,3,43
smsemoa,DTLZ7,3,19,20,8,8,17,True,0,9,61
smsemoa,DTLZ7,3,20,20,9,9,15,True,0,6,44
smsemoa,DTLZ7,3,21,20,13,13,15,True,0,2,33
smsemoa,DTLZ7,3,22,20,3,3,11,True,0,8,36
smsemoa,DTLZ7,3,23,20,4,4,12,True,0,8,35
smsemoa,MMF1,2,1,20,7,7,7,True,0,0,0
smsemoa,MMF1,2,2,20,11,10,11,True,1,1,3
smsemoa,MMF1,2,3,20,13,12,14,True,1,2,2
smsemoa,MMF11_L,2,1,20,9,9,9,True,0,0,0
smsemoa,MMF11_L,2,2,20,12,12,14,True,0,2,3
smsemoa,MMF11_L,2,3,20,18,19,20,False,-1,1,2
smsemoa,MMF16_20,3,1,20,20,20,20,True,0,0,0
smsemoa,MMF16_20,3,2,20,20,20,20,True,0,0,0
smsemoa,MMF16_20,3,3,20,20,20,20,True,0,0,1
smsemoa,MMF16_20,3,4,20,20,20,20,True,0,0,1
smsemoa,MMF16_20,3,5,20,20,20,20,True,0,0,1
smsemoa,MMF16_20,3,6,20,20,20,20,True,0,0,4
smsemoa,MMF16_20,3,7,20,20,20,20,True,0,0,2
smsemoa,MMF16_20,3,8,20,20,20,20,True,0,0,3
smsemoa,MMF16_20,3,9,20,20,20,20,True,0,0,5
smsemoa,MMF16_20,3,10,20,20,20,20,True,0,0,7
smsemoa,MMF16_20,3,11,20,20,20,20,True,0,0,3
smsemoa,MMF16_20,3,12,20,20,20,20,True,0,0,4
smsemoa,MMF16_20,3,13,20,20,20,20,True,0,0,4
smsemoa,MMF16_20,3,14,20,20,20,20,True,0,0,3
smsemoa,MMF16_20,3,15,20,20,20,20,True,0,0,6
smsemoa,MMF16_20,3,16,20,20,20,20,True,0,0,3
smsemoa,MMF16_20,3,17,20,20,20,20,True,0,0,3
smsemoa,MMF16_20,3,18,20,20,20,20,True,0,0,4
smsemoa,MMF16_20,3,19,20,20,20,20,True,0,0,2
smsemoa,MMF16_20,3,20,20,20,20,20,True,0,0,0
smsemoa,MMF16_20,3,21,20,20,20,20,True,0,0,3
smsemoa,MMF4,2,1,20,9,9,9,True,0,0,0
smsemoa,MMF4,2,2,20,13,13,14,True,0,1,1
smsemoa,MMF4,2,3,20,19,19,19,True,0,0,1
smsemoa,WFG1,2,1,20,18,18,18,True,0,0,0
smsemoa,WFG1,2,2,20,12,12,12,True,0,0,0
smsemoa,WFG1,2,3,20,15,15,15,True,0,0,0
smsemoa,WFG1,2,4,20,19,19,19,True,0,0,0
smsemoa,WFG1,2,5,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,6,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,7,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,8,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,9,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,10,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,11,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,12,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,13,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,14,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,15,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,16,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,17,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,18,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,19,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,20,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,21,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,22,20,20,20,20,True,0,0,0
smsemoa,WFG1,2,23,20,20,20,20,True,0,0,0
smsemoa,WFG2,2,1,20,8,8,8,True,0,0,0
smsemoa,WFG2,2,2,20,9,9,9,True,0,0,0
smsemoa,WFG2,2,3,20,11,11,11,True,0,0,0
smsemoa,WFG2,2,4,20,10,10,10,True,0,0,0
smsemoa,WFG2,2,5,20,13,13,13,True,0,0,0
smsemoa,WFG2,2,6,20,15,15,15,True,0,0,0
smsemoa,WFG2,2,7,20,16,16,16,True,0,0,0
smsemoa,WFG2,2,8,20,13,13,13,True,0,0,0
smsemoa,WFG2,2,9,20,13,13,13,True,0,0,0
smsemoa,WFG2,2,10,20,17,17,17,True,0,0,0
smsemoa,WFG2,2,11,20,19,19,19,True,0,0,0
smsemoa,WFG2,2,12,20,18,18,18,True,0,0,0
smsemoa,WFG2,2,13,20,19,19,19,True,0,0,0
smsemoa,WFG2,2,14,20,20,20,20,True,0,0,0
smsemoa,WFG2,2,15,20,19,19,19,True,0,0,0
smsemoa,WFG2,2,16,20,18,18,18,True,0,0,0
smsemoa,WFG2,2,17,20,16,16,16,True,0,0,0
smsemoa,WFG2,2,18,20,16,16,16,True,0,0,0
smsemoa,WFG2,2,19,20,19,19,19,True,0,0,0
smsemoa,WFG2,2,20,20,10,10,10,True,0,0,0
smsemoa,WFG2,2,21,20,15,15,15,True,0,0,0
smsemoa,WFG2,2,22,20,16,16,16,True,0,0,0
smsemoa,WFG2,2,23,20,13,13,13,True,0,0,0
smsemoa,WFG4,2,1,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,2,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,3,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,4,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,5,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,6,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,7,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,8,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,9,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,10,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,11,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,12,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,13,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,14,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,15,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,16,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,17,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,18,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,19,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,20,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,21,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,22,20,20,20,20,True,0,0,0
smsemoa,WFG4,2,23,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,1,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,2,20,19,19,19,True,0,0,0
smsemoa,WFG5,2,3,20,19,19,19,True,0,0,0
smsemoa,WFG5,2,4,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,5,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,6,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,7,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,8,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,9,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,10,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,11,20,19,19,19,True,0,0,0
smsemoa,WFG5,2,12,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,13,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,14,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,15,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,16,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,17,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,18,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,19,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,20,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,21,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,22,20,20,20,20,True,0,0,0
smsemoa,WFG5,2,23,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,1,20,15,15,15,True,0,0,0
smsemoa,WFG9,2,2,20,14,14,14,True,0,0,0
smsemoa,WFG9,2,3,20,16,16,16,True,0,0,0
smsemoa,WFG9,2,4,20,17,17,17,True,0,0,0
smsemoa,WFG9,2,5,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,6,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,7,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,8,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,9,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,10,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,11,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,12,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,13,20,20,20,20,True,0,0,0
